feature_set,candidate_id,event_date,n_rows,outcome_rate,date_mean_brier,date_mean_log_score
combined_no_book,cb_d3_lr03_l2_8,2026-05-01,44,0.09090909090909091,0.03669248528148817,0.12301385098238887
combined_no_book,cb_d3_lr03_l2_8,2026-05-02,44,0.09090909090909091,0.12038869943514964,0.39388711135640353
combined_no_book,cb_d3_lr03_l2_8,2026-05-03,44,0.09090909090909091,0.07431962192040455,0.2118202862814914
combined_no_book,cb_d3_lr03_l2_8,2026-05-04,44,0.09090909090909091,0.018075482674914954,0.05719860202776986
combined_no_book,cb_d3_lr03_l2_8,2026-05-05,44,0.09090909090909091,0.132182999935227,0.45207728983786405
combined_no_book,cb_d3_lr03_l2_8,2026-05-06,33,0.09090909090909091,0.11764836469308416,0.6251703731552166
combined_no_book,cb_d3_lr03_l2_8,2026-05-07,44,0.09090909090909091,0.06923530686219932,0.20564521910238007
combined_no_book,cb_d3_lr03_l2_8,2026-05-08,44,0.09090909090909091,0.07424599913593767,0.2311550986006692
combined_no_book,cb_d3_lr03_l2_8,2026-05-09,44,0.09090909090909091,0.05914923675967656,0.18201178218713468
combined_no_book,cb_d3_lr03_l2_8,2026-05-10,44,0.09090909090909091,0.07160219261631463,0.2230900296074628
combined_no_book,cb_d3_lr03_l2_8,2026-05-11,44,0.09090909090909091,0.07753739532585689,0.23541011642601165
combined_no_book,cb_d3_lr03_l2_8,2026-05-12,44,0.09090909090909091,0.09156851965223801,0.2777718773408547
combined_no_book,cb_d3_lr03_l2_8,2026-05-13,44,0.09090909090909091,0.04502483677035285,0.1450302482520528
combined_no_book,cb_d3_lr03_l2_8,2026-05-14,44,0.09090909090909091,0.053932620743141986,0.16553585055583178
combined_no_book,cb_d3_lr03_l2_8,2026-05-15,44,0.09090909090909091,0.14821786737881018,0.4734641746637162
combined_no_book,cb_d3_lr03_l2_8,2026-05-16,44,0.09090909090909091,0.10408317708529627,0.3653478517459872
combined_no_book,cb_d3_lr03_l2_8,2026-05-21,33,0.09090909090909091,0.0713821711924337,0.2484113034639055
combined_no_book,cb_d3_lr05_l2_12,2026-04-26,44,0.09090909090909091,0.07192371496384804,0.2058175721339686
combined_no_book,cb_d3_lr05_l2_12,2026-04-27,44,0.09090909090909091,0.08030431004003817,0.2221455596445894
combined_no_book,cb_d3_lr05_l2_12,2026-04-28,44,0.09090909090909091,0.08257327394016528,0.23795692568560742
combined_no_book,cb_d3_lr05_l2_12,2026-04-29,44,0.09090909090909091,0.09751329320129688,0.27476564431154543
combined_no_book,cb_d3_lr05_l2_12,2026-04-30,33,0.09090909090909091,0.028366909049825993,0.07731682858303915
combined_no_book,cb_d3_lr05_l2_12,2026-05-01,44,0.09090909090909091,0.03870585318962535,0.1280804560302776
combined_no_book,cb_d3_lr05_l2_12,2026-05-02,44,0.09090909090909091,0.11699342253819672,0.3983131588807574
combined_no_book,cb_d3_lr05_l2_12,2026-05-03,44,0.09090909090909091,0.07353124659818987,0.20697815510244902
combined_no_book,cb_d3_lr05_l2_12,2026-05-04,44,0.09090909090909091,0.015718965419836386,0.05146547553134306
combined_no_book,cb_d3_lr05_l2_12,2026-05-05,44,0.09090909090909091,0.1258813717931408,0.44400938693660064
combined_no_book,cb_d3_lr05_l2_12,2026-05-06,33,0.09090909090909091,0.11668055624409007,0.6124672348506208
combined_no_book,cb_d3_lr05_l2_12,2026-05-07,44,0.09090909090909091,0.0681011721886656,0.202130711075806
combined_no_book,cb_d3_lr05_l2_12,2026-05-08,44,0.09090909090909091,0.0722958396623269,0.224969254928173
combined_no_book,cb_d3_lr05_l2_12,2026-05-09,44,0.09090909090909091,0.05698589276632992,0.17827708441745685
combined_no_book,cb_d3_lr05_l2_12,2026-05-10,44,0.09090909090909091,0.06662096318195974,0.20959430025632358
combined_no_book,cb_d3_lr05_l2_12,2026-05-11,44,0.09090909090909091,0.07598225281186549,0.23190170993548245
combined_no_book,cb_d3_lr05_l2_12,2026-05-12,44,0.09090909090909091,0.08994715011097441,0.277944476106681
combined_no_book,cb_d3_lr05_l2_12,2026-05-13,44,0.09090909090909091,0.038322800721813106,0.12955808787070403
combined_no_book,cb_d3_lr05_l2_12,2026-05-14,44,0.09090909090909091,0.05725144450478226,0.17255490516827912
combined_no_book,cb_d3_lr05_l2_12,2026-05-15,44,0.09090909090909091,0.15587025588097844,0.4952990953499551
combined_no_book,cb_d3_lr05_l2_12,2026-05-16,44,0.09090909090909091,0.10532613467769814,0.3531874992105898
combined_no_book,cb_d3_lr05_l2_12,2026-05-21,33,0.09090909090909091,0.06884928254303076,0.24635043601289372
combined_no_book,cb_d4_lr03_l2_12,2026-04-26,44,0.09090909090909091,0.04796633530989005,0.14822743684177586
combined_no_book,cb_d4_lr03_l2_12,2026-04-27,44,0.09090909090909091,0.08075661258652052,0.2246963898292419
combined_no_book,cb_d4_lr03_l2_12,2026-04-28,44,0.09090909090909091,0.09052903931424527,0.26059640652423016
combined_no_book,cb_d4_lr03_l2_12,2026-04-29,44,0.09090909090909091,0.10819244455351956,0.3092161783769918
combined_no_book,cb_d4_lr03_l2_12,2026-04-30,33,0.09090909090909091,0.02806087594900933,0.07682939380553133
combined_no_book,cb_d4_lr03_l2_12,2026-05-01,44,0.09090909090909091,0.03313567922635174,0.11862769817531525
combined_no_book,cb_d4_lr03_l2_12,2026-05-02,44,0.09090909090909091,0.11765492349766898,0.3814555860835131
combined_no_book,cb_d4_lr03_l2_12,2026-05-03,44,0.09090909090909091,0.07713987137064884,0.21999742519027016
combined_no_book,cb_d4_lr03_l2_12,2026-05-04,44,0.09090909090909091,0.02375680146233482,0.07093634536538984
combined_no_book,cb_d4_lr03_l2_12,2026-05-05,44,0.09090909090909091,0.14400517843332825,0.5145319011258666
combined_no_book,cb_d4_lr03_l2_12,2026-05-06,33,0.09090909090909091,0.11846068157440708,0.6420229940836011
combined_no_book,cb_d4_lr03_l2_12,2026-05-07,44,0.09090909090909091,0.06585085141564839,0.19954864688883509
combined_no_book,cb_d4_lr03_l2_12,2026-05-08,44,0.09090909090909091,0.07521734374855038,0.23636647281530346
combined_no_book,cb_d4_lr03_l2_12,2026-05-09,44,0.09090909090909091,0.06452304763932291,0.20028838110553898
combined_no_book,cb_d4_lr03_l2_12,2026-05-10,44,0.09090909090909091,0.07423649547285088,0.23374385322441862
combined_no_book,cb_d4_lr03_l2_12,2026-05-11,44,0.09090909090909091,0.07837768915378096,0.24105976011468924
combined_no_book,cb_d4_lr03_l2_12,2026-05-12,44,0.09090909090909091,0.09435433842177532,0.2789486860950467
combined_no_book,cb_d4_lr03_l2_12,2026-05-13,44,0.09090909090909091,0.034141047261961294,0.11700251462146251
combined_no_book,cb_d4_lr03_l2_12,2026-05-14,44,0.09090909090909091,0.054209367037711224,0.16425149963446345
combined_no_book,cb_d4_lr03_l2_12,2026-05-15,44,0.09090909090909091,0.1642407801434448,0.568245321617966
combined_no_book,cb_d4_lr03_l2_12,2026-05-16,44,0.09090909090909091,0.11596849330108962,0.414722742195365
combined_no_book,cb_d4_lr03_l2_12,2026-05-21,33,0.09090909090909091,0.06899800528569966,0.23641653218724595
market_only,cb_d3_lr03_l2_8,2026-04-26,44,0.09090909090909091,0.024190019687950107,0.09881989285515709
market_only,cb_d3_lr03_l2_8,2026-04-27,44,0.09090909090909091,0.0794260505106282,0.2164421553851571
market_only,cb_d3_lr03_l2_8,2026-04-28,44,0.09090909090909091,0.09308080752094133,0.2632656872551022
market_only,cb_d3_lr03_l2_8,2026-04-29,44,0.09090909090909091,0.12577054765339216,0.35567800383128106
market_only,cb_d3_lr03_l2_8,2026-04-30,33,0.09090909090909091,0.02506851590187755,0.07393356456523727
market_only,cb_d3_lr03_l2_8,2026-05-01,44,0.09090909090909091,0.027713359463532004,0.09715717246567822
market_only,cb_d3_lr03_l2_8,2026-05-02,44,0.09090909090909091,0.09934583676097432,0.2956530396150563
market_only,cb_d3_lr03_l2_8,2026-05-03,44,0.09090909090909091,0.07002290019271294,0.1918210433105094
market_only,cb_d3_lr03_l2_8,2026-05-04,44,0.09090909090909091,0.002868147013743015,0.025735369805005372
market_only,cb_d3_lr03_l2_8,2026-05-05,44,0.09090909090909091,0.11633238059796454,0.5363157492863039
market_only,cb_d3_lr03_l2_8,2026-05-06,33,0.09090909090909091,0.11514896055339571,0.7216740577141074
market_only,cb_d3_lr03_l2_8,2026-05-07,44,0.09090909090909091,0.09964043517130117,0.29252909021635004
market_only,cb_d3_lr03_l2_8,2026-05-08,44,0.09090909090909091,0.08492435550997407,0.27672525085151756
market_only,cb_d3_lr03_l2_8,2026-05-09,44,0.09090909090909091,0.07519643576047114,0.2326343518738221
market_only,cb_d3_lr03_l2_8,2026-05-10,44,0.09090909090909091,0.08190295493148471,0.2755047407879087
market_only,cb_d3_lr03_l2_8,2026-05-11,44,0.09090909090909091,0.07989017271546774,0.24713355698042686
market_only,cb_d3_lr03_l2_8,2026-05-12,44,0.09090909090909091,0.06868126852735136,0.2159960168981513
market_only,cb_d3_lr03_l2_8,2026-05-13,44,0.09090909090909091,0.034918524025363225,0.12684830578191536
market_only,cb_d3_lr03_l2_8,2026-05-14,44,0.09090909090909091,0.07780746319113606,0.2438343622075611
market_only,cb_d3_lr03_l2_8,2026-05-15,44,0.09090909090909091,0.10885943820546493,0.3040875185165992
market_only,cb_d3_lr03_l2_8,2026-05-16,44,0.09090909090909091,0.10192855707898986,0.3694798174293082
market_only,cb_d3_lr03_l2_8,2026-05-21,33,0.09090909090909091,0.0761043486023858,0.2583705343248819
market_only,cb_d3_lr05_l2_12,2026-04-26,44,0.09090909090909091,0.021536552699197863,0.09200116111479426
market_only,cb_d3_lr05_l2_12,2026-04-27,44,0.09090909090909091,0.08751101932738078,0.2357039402517576
market_only,cb_d3_lr05_l2_12,2026-04-28,44,0.09090909090909091,0.0826265149042176,0.237770579945178
market_only,cb_d3_lr05_l2_12,2026-04-29,44,0.09090909090909091,0.1275105735214782,0.3692915513189965
market_only,cb_d3_lr05_l2_12,2026-04-30,33,0.09090909090909091,0.03300307577144462,0.09117469335951775
market_only,cb_d3_lr05_l2_12,2026-05-01,44,0.09090909090909091,0.02556378438000526,0.0931358114750943
market_only,cb_d3_lr05_l2_12,2026-05-02,44,0.09090909090909091,0.10125990225409778,0.2956221972531225
market_only,cb_d3_lr05_l2_12,2026-05-03,44,0.09090909090909091,0.0723296558475446,0.2008389818257969
market_only,cb_d3_lr05_l2_12,2026-05-04,44,0.09090909090909091,0.002451071008764962,0.02403150293504587
market_only,cb_d3_lr05_l2_12,2026-05-05,44,0.09090909090909091,0.12023385659897196,0.5427488092028767
market_only,cb_d3_lr05_l2_12,2026-05-06,33,0.09090909090909091,0.11415623578121685,0.702827101544228
market_only,cb_d3_lr05_l2_12,2026-05-07,44,0.09090909090909091,0.09628755718223002,0.28506301039372794
market_only,cb_d3_lr05_l2_12,2026-05-08,44,0.09090909090909091,0.08574407053493441,0.2796302218702639
market_only,cb_d3_lr05_l2_12,2026-05-09,44,0.09090909090909091,0.07334757254256093,0.2276289099272302
market_only,cb_d3_lr05_l2_12,2026-05-10,44,0.09090909090909091,0.0829573617705188,0.2883918646813983
market_only,cb_d3_lr05_l2_12,2026-05-11,44,0.09090909090909091,0.08648807268279383,0.2709456823322824
market_only,cb_d3_lr05_l2_12,2026-05-12,44,0.09090909090909091,0.07575588378850524,0.2379143983579458
market_only,cb_d3_lr05_l2_12,2026-05-13,44,0.09090909090909091,0.03675586473333894,0.13132759978529268
market_only,cb_d3_lr05_l2_12,2026-05-14,44,0.09090909090909091,0.07823992770794673,0.2453922261791361
market_only,cb_d3_lr05_l2_12,2026-05-15,44,0.09090909090909091,0.11741894839120627,0.33711486824473674
market_only,cb_d3_lr05_l2_12,2026-05-16,44,0.09090909090909091,0.10317106046881658,0.3860231684959449
market_only,cb_d3_lr05_l2_12,2026-05-21,33,0.09090909090909091,0.075821835409855,0.24773531850115357
market_only,cb_d4_lr03_l2_12,2026-04-26,44,0.09090909090909091,0.031105219717756195,0.1128566406400797
market_only,cb_d4_lr03_l2_12,2026-04-27,44,0.09090909090909091,0.09236235345684508,0.24516743601452884
market_only,cb_d4_lr03_l2_12,2026-04-28,44,0.09090909090909091,0.08371473458898336,0.23423159400986607
market_only,cb_d4_lr03_l2_12,2026-04-29,44,0.09090909090909091,0.12458747453986387,0.36746117349618557
market_only,cb_d4_lr03_l2_12,2026-04-30,33,0.09090909090909091,0.026559095856777862,0.07826025240783734
market_only,cb_d4_lr03_l2_12,2026-05-01,44,0.09090909090909091,0.028536912065572996,0.0973864073747953
market_only,cb_d4_lr03_l2_12,2026-05-02,44,0.09090909090909091,0.10667353568415744,0.3187181499483699
market_only,cb_d4_lr03_l2_12,2026-05-03,44,0.09090909090909091,0.06691343133245238,0.18665041295259657
market_only,cb_d4_lr03_l2_12,2026-05-04,44,0.09090909090909091,0.0017231207776397855,0.020385628634388624
market_only,cb_d4_lr03_l2_12,2026-05-05,44,0.09090909090909091,0.12829292966416936,0.5821196521794019
market_only,cb_d4_lr03_l2_12,2026-05-06,33,0.09090909090909091,0.11812827968164609,0.7058603240676394
market_only,cb_d4_lr03_l2_12,2026-05-07,44,0.09090909090909091,0.09577564883375206,0.2799715802411351
market_only,cb_d4_lr03_l2_12,2026-05-08,44,0.09090909090909091,0.10010105328175221,0.331973791615242
market_only,cb_d4_lr03_l2_12,2026-05-09,44,0.09090909090909091,0.07521769164207984,0.23655000908819526
market_only,cb_d4_lr03_l2_12,2026-05-10,44,0.09090909090909091,0.08221387309362137,0.28919836518362935
market_only,cb_d4_lr03_l2_12,2026-05-11,44,0.09090909090909091,0.0941390220466813,0.29023467313790585
market_only,cb_d4_lr03_l2_12,2026-05-12,44,0.09090909090909091,0.09460255271224138,0.292997888926446
market_only,cb_d4_lr03_l2_12,2026-05-13,44,0.09090909090909091,0.026072031859769775,0.10132183837812411
market_only,cb_d4_lr03_l2_12,2026-05-14,44,0.09090909090909091,0.0915547374908941,0.30480095699350246
market_only,cb_d4_lr03_l2_12,2026-05-15,44,0.09090909090909091,0.12351172864729794,0.3538950304581891
market_only,cb_d4_lr03_l2_12,2026-05-16,44,0.09090909090909091,0.11301572686922948,0.43885574160559154
market_only,cb_d4_lr03_l2_12,2026-05-21,33,0.09090909090909091,0.07163387273755441,0.2204957060816418
weather_only,cb_d3_lr03_l2_8,2026-04-26,44,0.09090909090909091,0.10724573798014737,0.2986506666542371
weather_only,cb_d3_lr03_l2_8,2026-04-27,44,0.09090909090909091,0.06397985208958976,0.1906781456381485
weather_only,cb_d3_lr03_l2_8,2026-04-28,44,0.09090909090909091,0.10124294846188947,0.2903205394221406
weather_only,cb_d3_lr03_l2_8,2026-04-29,44,0.09090909090909091,0.08149354251168978,0.22673975693170484
weather_only,cb_d3_lr03_l2_8,2026-04-30,33,0.09090909090909091,0.04221956784552802,0.10680854823762737
weather_only,cb_d3_lr03_l2_8,2026-05-01,44,0.09090909090909091,0.09238564428758868,0.27471222184192307
weather_only,cb_d3_lr03_l2_8,2026-05-02,44,0.09090909090909091,0.12714381851663606,0.4576413499258287
weather_only,cb_d3_lr03_l2_8,2026-05-03,44,0.09090909090909091,0.06617239155461713,0.19529223575272942
weather_only,cb_d3_lr03_l2_8,2026-05-04,44,0.09090909090909091,0.00239443712803917,0.017627871840338278
weather_only,cb_d3_lr03_l2_8,2026-05-05,44,0.09090909090909091,0.09620338354834734,0.32343468272322984
weather_only,cb_d3_lr03_l2_8,2026-05-06,33,0.09090909090909091,0.12074188197371574,0.6074820678550941
weather_only,cb_d3_lr03_l2_8,2026-05-07,44,0.09090909090909091,0.05509743301479189,0.1749627455101502
weather_only,cb_d3_lr03_l2_8,2026-05-08,44,0.09090909090909091,0.1144860792210478,0.34605635618686104
weather_only,cb_d3_lr03_l2_8,2026-05-09,44,0.09090909090909091,0.07140936040683261,0.21788824717474284
weather_only,cb_d3_lr03_l2_8,2026-05-10,44,0.09090909090909091,0.07021578985071543,0.2164057677461169
weather_only,cb_d3_lr03_l2_8,2026-05-11,44,0.09090909090909091,0.08247192791886661,0.24391984109464018
weather_only,cb_d3_lr03_l2_8,2026-05-12,44,0.09090909090909091,0.12691681520300885,0.3884278216672791
weather_only,cb_d3_lr03_l2_8,2026-05-13,44,0.09090909090909091,0.0425297086581423,0.15245633579785006
weather_only,cb_d3_lr03_l2_8,2026-05-14,44,0.09090909090909091,0.001667130630812267,0.022418029551810503
weather_only,cb_d3_lr03_l2_8,2026-05-15,44,0.09090909090909091,0.17226085270994573,0.7547712523694795
weather_only,cb_d3_lr03_l2_8,2026-05-16,44,0.09090909090909091,0.1466442581310232,0.5555000115215024
weather_only,cb_d3_lr03_l2_8,2026-05-21,33,0.09090909090909091,0.14456997594920704,0.49478897536935423
weather_only,cb_d3_lr05_l2_12,2026-04-26,44,0.09090909090909091,0.10382662242292243,0.2901026942796364
weather_only,cb_d3_lr05_l2_12,2026-04-27,44,0.09090909090909091,0.06820136405432788,0.20292868559018257
weather_only,cb_d3_lr05_l2_12,2026-04-28,44,0.09090909090909091,0.09613296942787439,0.2699566432430795
weather_only,cb_d3_lr05_l2_12,2026-04-29,44,0.09090909090909091,0.0802554947524163,0.22383472117110922
weather_only,cb_d3_lr05_l2_12,2026-04-30,33,0.09090909090909091,0.04404341722723977,0.11205134201690917
weather_only,cb_d3_lr05_l2_12,2026-05-01,44,0.09090909090909091,0.09169039009991765,0.2657770249686338
weather_only,cb_d3_lr05_l2_12,2026-05-02,44,0.09090909090909091,0.1271631975805252,0.45070898107237745
weather_only,cb_d3_lr05_l2_12,2026-05-03,44,0.09090909090909091,0.06519809739685199,0.19682264618506873
weather_only,cb_d3_lr05_l2_12,2026-05-04,44,0.09090909090909091,0.0017076390868017023,0.014976050709108079
weather_only,cb_d3_lr05_l2_12,2026-05-05,44,0.09090909090909091,0.10408781566926285,0.34998351087072793
weather_only,cb_d3_lr05_l2_12,2026-05-06,33,0.09090909090909091,0.1269933522654115,0.6357408231797292
weather_only,cb_d3_lr05_l2_12,2026-05-07,44,0.09090909090909091,0.05278911847583235,0.1660894876666871
weather_only,cb_d3_lr05_l2_12,2026-05-08,44,0.09090909090909091,0.10816868886620525,0.33831837527104797
weather_only,cb_d3_lr05_l2_12,2026-05-09,44,0.09090909090909091,0.07002422502808202,0.21464786113686748
weather_only,cb_d3_lr05_l2_12,2026-05-10,44,0.09090909090909091,0.07757143695704434,0.235459939239931
weather_only,cb_d3_lr05_l2_12,2026-05-11,44,0.09090909090909091,0.08300019480869546,0.25200386857119156
weather_only,cb_d3_lr05_l2_12,2026-05-12,44,0.09090909090909091,0.12233326859329127,0.4033324384574444
weather_only,cb_d3_lr05_l2_12,2026-05-13,44,0.09090909090909091,0.04135048653589252,0.15693715458297877
weather_only,cb_d3_lr05_l2_12,2026-05-14,44,0.09090909090909091,0.0021519170056368917,0.025852567228040146
weather_only,cb_d3_lr05_l2_12,2026-05-15,44,0.09090909090909091,0.169489244467022,0.7205345063186006
weather_only,cb_d3_lr05_l2_12,2026-05-16,44,0.09090909090909091,0.14858786390815795,0.5676131874536128
weather_only,cb_d3_lr05_l2_12,2026-05-21,33,0.09090909090909091,0.1466058278903497,0.4887924907785186
weather_only,cb_d4_lr03_l2_12,2026-04-26,44,0.09090909090909091,0.08005045473545093,0.22121946526819186
weather_only,cb_d4_lr03_l2_12,2026-04-27,44,0.09090909090909091,0.06537134082561989,0.19501407419447572
weather_only,cb_d4_lr03_l2_12,2026-04-28,44,0.09090909090909091,0.08314721440757514,0.24833744912309488
weather_only,cb_d4_lr03_l2_12,2026-04-29,44,0.09090909090909091,0.0742880423993485,0.2046813906963945
weather_only,cb_d4_lr03_l2_12,2026-04-30,33,0.09090909090909091,0.05071384023016633,0.12794252525048533
weather_only,cb_d4_lr03_l2_12,2026-05-01,44,0.09090909090909091,0.08331577057082984,0.25195278328184995
weather_only,cb_d4_lr03_l2_12,2026-05-02,44,0.09090909090909091,0.12803462058021772,0.45167931499265934
