event_date,hko_tmax_C,source_label,source_url,table_index,day_col,max_col,target_found
2026-06-08,,,,,,,False
2026-07-08,,,,,,,False
2026-07-09,,,,,,,False
2026-07-10,,,,,,,False
2026-07-11,,,,,,,False
