decision_rule,model,n_dates,mean_error_C,mae_C,rmse_C,median_error_C
24h_prior,ecmwf_raw_temperature,50,-1.8519999999999999,1.9360000000000002,2.211063092722594,-1.9499999999999993
24h_prior,ecmwf_bias_corrected_temperature,50,-0.13723515322457616,0.9694324960834899,1.232822048930952,-0.2526315789473692
12h_prior,ecmwf_raw_temperature,47,-1.929787234042553,1.9936170212765956,2.251004503903922,-2.099999999999998
12h_prior,ecmwf_bias_corrected_temperature,47,-0.21823059943462525,0.9629856036315207,1.1983684646916113,-0.31999999999999673
6h_prior,ecmwf_raw_temperature,46,-1.723913043478261,1.8369565217391304,2.0696040369030055,-1.9000000000000004
6h_prior,ecmwf_bias_corrected_temperature,46,-0.23061745793132338,0.9860011945880451,1.1811769943173522,-0.40068610634648394
event_day_open,ecmwf_raw_temperature,50,-1.7739999999999998,1.8419999999999996,2.036123768340225,-1.799999999999999
event_day_open,ecmwf_bias_corrected_temperature,50,-0.16452507669873626,0.7897872152179076,1.0296669851549445,-0.11687675070028014
