event_date,date_group_id,decision_rule,market_slug,contract_event_type_v2,target_Y_event,model,p_market,p_model,edge_model_minus_market,threshold,position,trade_indicator,yes_trade_indicator,no_trade_indicator,gross_pnl,net_pnl,absolute_edge,correct_direction
2026-05-24,40,6h_prior,highest-temperature-in-hong-kong-on-may-24-2026-24c,interior_bin,0,ecmwf_bias_adaptive_sigma,0.0005,1.0343554346370354e-09,-0.0004999989656445654,0.05,FLAT,0,0,0,0.0,0.0,0.0004999989656445654,
2026-05-24,40,6h_prior,highest-temperature-in-hong-kong-on-may-24-2026-25c,interior_bin,0,ecmwf_bias_adaptive_sigma,0.0005,1.7719110784186753e-07,-0.0004998228088921581,0.05,FLAT,0,0,0,0.0,0.0,0.0004998228088921581,
2026-05-24,40,6h_prior,highest-temperature-in-hong-kong-on-may-24-2026-30c,interior_bin,0,ecmwf_bias_adaptive_sigma,0.285,0.2105017169138642,-0.07449828308613576,0.05,NO,1,0,1,0.285,0.285,0.07449828308613576,1.0
2026-05-24,40,6h_prior,highest-temperature-in-hong-kong-on-may-24-2026-29c,interior_bin,0,ecmwf_bias_adaptive_sigma,0.035,0.0600697614638935,0.025069761463893496,0.05,FLAT,0,0,0,0.0,0.0,0.025069761463893496,
2026-05-24,40,6h_prior,highest-temperature-in-hong-kong-on-may-24-2026-23c,interior_bin,0,ecmwf_bias_adaptive_sigma,0.0005,2.72959432834341e-12,-0.0004999999972704057,0.05,FLAT,0,0,0,0.0,0.0,0.0004999999972704057,
2026-05-24,40,6h_prior,highest-temperature-in-hong-kong-on-may-24-2026-27c,interior_bin,0,ecmwf_bias_adaptive_sigma,0.0015,0.0004891522538922,-0.0010108477461078002,0.05,FLAT,0,0,0,0.0,0.0,0.0010108477461078002,
2026-05-24,40,6h_prior,highest-temperature-in-hong-kong-on-may-24-2026-26c,interior_bin,0,ecmwf_bias_adaptive_sigma,0.0005,1.3780745703795285e-05,-0.00048621925429620473,0.05,FLAT,0,0,0,0.0,0.0,0.00048621925429620473,
2026-05-24,40,6h_prior,highest-temperature-in-hong-kong-on-may-24-2026-31c,interior_bin,1,ecmwf_bias_adaptive_sigma,0.395,0.3447092857179332,-0.05029071428206683,0.05,NO,1,0,1,-0.605,-0.605,0.05029071428206683,0.0
2026-05-24,40,6h_prior,highest-temperature-in-hong-kong-on-may-24-2026-22corbelow,lower_tail_endpoint,0,ecmwf_bias_adaptive_sigma,0.0005,3.219646771412954e-15,-0.0004999999999967804,0.05,FLAT,0,0,0,0.0,0.0,0.0004999999999967804,
2026-05-24,40,6h_prior,highest-temperature-in-hong-kong-on-may-24-2026-32corhigher,upper_tail,0,ecmwf_bias_adaptive_sigma,0.305,0.376243190546076,0.07124319054607603,0.05,YES,1,1,0,-0.305,-0.305,0.07124319054607603,0.0
2026-05-24,40,event_day_open,highest-temperature-in-hong-kong-on-may-24-2026-28c,interior_bin,0,ecmwf_bias_adaptive_sigma,0.003,0.0057422472949306,0.0027422472949305996,0.05,FLAT,0,0,0,0.0,0.0,0.0027422472949305996,
2026-05-24,40,event_day_open,highest-temperature-in-hong-kong-on-may-24-2026-24c,interior_bin,0,ecmwf_bias_adaptive_sigma,0.0005,6.455397327798096e-11,-0.0004999999354460267,0.05,FLAT,0,0,0,0.0,0.0,0.0004999999354460267,
2026-05-24,40,event_day_open,highest-temperature-in-hong-kong-on-may-24-2026-25c,interior_bin,0,ecmwf_bias_adaptive_sigma,0.0005,2.5212447962719163e-08,-0.0004999747875520373,0.05,FLAT,0,0,0,0.0,0.0,0.0004999747875520373,
2026-05-24,40,event_day_open,highest-temperature-in-hong-kong-on-may-24-2026-30c,interior_bin,0,ecmwf_bias_adaptive_sigma,0.225,0.2267287901364189,0.001728790136418884,0.05,FLAT,0,0,0,0.0,0.0,0.001728790136418884,
2026-05-24,40,event_day_open,highest-temperature-in-hong-kong-on-may-24-2026-29c,interior_bin,0,ecmwf_bias_adaptive_sigma,0.02,0.0564729479918039,0.036472947991803895,0.05,FLAT,0,0,0,0.0,0.0,0.036472947991803895,
2026-05-24,40,event_day_open,highest-temperature-in-hong-kong-on-may-24-2026-23c,interior_bin,0,ecmwf_bias_adaptive_sigma,0.0005,6.472600233564665e-14,-0.000499999999935274,0.05,FLAT,0,0,0,0.0,0.0,0.000499999999935274,
2026-05-24,40,event_day_open,highest-temperature-in-hong-kong-on-may-24-2026-27c,interior_bin,0,ecmwf_bias_adaptive_sigma,0.0005,0.0002358828328513,-0.0002641171671487,0.05,FLAT,0,0,0,0.0,0.0,0.0002641171671487,
2026-05-24,40,event_day_open,highest-temperature-in-hong-kong-on-may-24-2026-26c,interior_bin,0,ecmwf_bias_adaptive_sigma,0.0005,3.874117587787662e-06,-0.0004961258824122123,0.05,FLAT,0,0,0,0.0,0.0,0.0004961258824122123,
2026-05-24,40,event_day_open,highest-temperature-in-hong-kong-on-may-24-2026-31c,interior_bin,1,ecmwf_bias_adaptive_sigma,0.4,0.3746485703560862,-0.025351429643913848,0.05,FLAT,0,0,0,0.0,0.0,0.025351429643913848,
2026-05-24,40,event_day_open,highest-temperature-in-hong-kong-on-may-24-2026-22corbelow,lower_tail_endpoint,0,ecmwf_bias_adaptive_sigma,0.0005,0.0,-0.0005,0.05,FLAT,0,0,0,0.0,0.0,0.0005,
2026-05-24,40,event_day_open,highest-temperature-in-hong-kong-on-may-24-2026-32corhigher,upper_tail,0,ecmwf_bias_adaptive_sigma,0.36,0.3361676619932545,-0.0238323380067455,0.05,FLAT,0,0,0,0.0,0.0,0.0238323380067455,
2026-05-25,41,12h_prior,highest-temperature-in-hong-kong-on-may-25-2026-31c,interior_bin,0,ecmwf_bias_adaptive_sigma,0.39,0.3425798424162387,-0.047420157583761335,0.05,FLAT,0,0,0,0.0,0.0,0.047420157583761335,
2026-05-25,41,12h_prior,highest-temperature-in-hong-kong-on-may-25-2026-28c,interior_bin,0,ecmwf_bias_adaptive_sigma,0.0075,0.0096261842209994,0.002126184220999401,0.05,FLAT,0,0,0,0.0,0.0,0.002126184220999401,
2026-05-25,41,12h_prior,highest-temperature-in-hong-kong-on-may-25-2026-26c,interior_bin,0,ecmwf_bias_adaptive_sigma,0.0005,2.069222332024001e-05,-0.00047930777667976,0.05,FLAT,0,0,0,0.0,0.0,0.00047930777667976,
2026-05-25,41,12h_prior,highest-temperature-in-hong-kong-on-may-25-2026-24c,interior_bin,0,ecmwf_bias_adaptive_sigma,0.0005,2.08032202575481e-09,-0.0004999979196779743,0.05,FLAT,0,0,0,0.0,0.0,0.0004999979196779743,
2026-05-25,41,12h_prior,highest-temperature-in-hong-kong-on-may-25-2026-27c,interior_bin,0,ecmwf_bias_adaptive_sigma,0.0015,0.0006526216075444,-0.0008473783924556,0.05,FLAT,0,0,0,0.0,0.0,0.0008473783924556,
2026-05-25,41,12h_prior,highest-temperature-in-hong-kong-on-may-25-2026-32c,interior_bin,1,ecmwf_bias_adaptive_sigma,0.335,0.2545893109708944,-0.08041068902910564,0.05,NO,1,0,1,-0.665,-0.665,0.08041068902910564,0.0
2026-05-25,41,12h_prior,highest-temperature-in-hong-kong-on-may-25-2026-30c,interior_bin,0,ecmwf_bias_adaptive_sigma,0.165,0.2194589677187516,0.05445896771875158,0.05,YES,1,1,0,-0.165,-0.165,0.05445896771875158,0.0
2026-05-25,41,12h_prior,highest-temperature-in-hong-kong-on-may-25-2026-29c,interior_bin,0,ecmwf_bias_adaptive_sigma,0.045,0.0668127336192395,0.021812733619239508,0.05,FLAT,0,0,0,0.0,0.0,0.021812733619239508,
2026-05-25,41,12h_prior,highest-temperature-in-hong-kong-on-may-25-2026-25c,interior_bin,0,ecmwf_bias_adaptive_sigma,0.0005,3.050442426433264e-07,-0.0004996949557573567,0.05,FLAT,0,0,0,0.0,0.0,0.0004996949557573567,
2026-05-25,41,12h_prior,highest-temperature-in-hong-kong-on-may-25-2026-23corbelow,lower_tail_endpoint,0,ecmwf_bias_adaptive_sigma,0.0005,6.545208819375148e-12,-0.0004999999934547912,0.05,FLAT,0,0,0,0.0,0.0,0.0004999999934547912,
2026-05-25,41,12h_prior,highest-temperature-in-hong-kong-on-may-25-2026-33corhigher,upper_tail,0,ecmwf_bias_adaptive_sigma,0.095,0.1062593400919017,0.011259340091901701,0.05,FLAT,0,0,0,0.0,0.0,0.011259340091901701,
2026-05-25,41,24h_prior,highest-temperature-in-hong-kong-on-may-25-2026-31c,interior_bin,0,ecmwf_bias_adaptive_sigma,0.375,0.3329438236524,-0.042056176347600005,0.05,FLAT,0,0,0,0.0,0.0,0.042056176347600005,
2026-05-25,41,24h_prior,highest-temperature-in-hong-kong-on-may-25-2026-28c,interior_bin,0,ecmwf_bias_adaptive_sigma,0.014,0.0150763587122572,0.0010763587122571989,0.05,FLAT,0,0,0,0.0,0.0,0.0010763587122571989,
2026-05-25,41,24h_prior,highest-temperature-in-hong-kong-on-may-25-2026-26c,interior_bin,0,ecmwf_bias_adaptive_sigma,0.002,5.683380660365112e-05,-0.001943166193396349,0.05,FLAT,0,0,0,0.0,0.0,0.001943166193396349,
2026-05-25,41,24h_prior,highest-temperature-in-hong-kong-on-may-25-2026-24c,interior_bin,0,ecmwf_bias_adaptive_sigma,0.001,1.2294204099205784e-08,-0.0009999877057959008,0.05,FLAT,0,0,0,0.0,0.0,0.0009999877057959008,
2026-05-25,41,24h_prior,highest-temperature-in-hong-kong-on-may-25-2026-27c,interior_bin,0,ecmwf_bias_adaptive_sigma,0.003,0.0013199499174122,-0.0016800500825878,0.05,FLAT,0,0,0,0.0,0.0,0.0016800500825878,
2026-05-25,41,24h_prior,highest-temperature-in-hong-kong-on-may-25-2026-32c,interior_bin,1,ecmwf_bias_adaptive_sigma,0.255,0.231656423399968,-0.023343576600032,0.05,FLAT,0,0,0,0.0,0.0,0.023343576600032,
2026-05-25,41,24h_prior,highest-temperature-in-hong-kong-on-may-25-2026-30c,interior_bin,0,ecmwf_bias_adaptive_sigma,0.195,0.2385487366645488,0.04354873666454878,0.05,FLAT,0,0,0,0.0,0.0,0.04354873666454878,
2026-05-25,41,24h_prior,highest-temperature-in-hong-kong-on-may-25-2026-29c,interior_bin,0,ecmwf_bias_adaptive_sigma,0.09,0.0851131098885111,-0.004886890111488892,0.05,FLAT,0,0,0,0.0,0.0,0.004886890111488892,
