pipeline,model,decision_rule,strategy,threshold,robustness_cost,staleness_rule,staleness_quantile,max_staleness_hours,unrestricted_staleness,n_books,n_active_books,n_positions,n_dates,total_net_pnl,mean_net_pnl_per_active_book,positive_book_rate
21b,ecmwf_bias_adaptive_sigma,12h_prior,proportional_positive_edge,0.05,0.05,empirical_q75,0.75,0.9986111111111112,False,10,8,13,8,-0.024664073369267875,-0.003083009171158488,0.5
21b,ecmwf_bias_adaptive_sigma,12h_prior,proportional_positive_edge,0.1,0.05,empirical_q75,0.75,0.9986111111111112,False,10,5,8,5,0.799036860786637,0.1598073721573274,0.8
21b,ecmwf_bias_adaptive_sigma,12h_prior,single_best_edge,0.02,0.05,empirical_q75,0.75,0.9986111111111112,False,10,8,8,8,0.4049999999999999,0.05062499999999999,0.375
21b,ecmwf_bias_adaptive_sigma,12h_prior,single_best_edge,0.05,0.05,empirical_q75,0.75,0.9986111111111112,False,10,8,8,8,0.4049999999999999,0.05062499999999999,0.375
21b,ecmwf_bias_adaptive_sigma,12h_prior,single_best_edge,0.1,0.05,empirical_q75,0.75,0.9986111111111112,False,10,5,5,5,1.135,0.227,0.6
21b,ecmwf_bias_adaptive_sigma,24h_prior,proportional_positive_edge,0.02,0.05,empirical_q75,0.75,0.9986111111111112,False,10,9,14,9,-0.25380534203017924,-0.028200593558908804,0.4444444444444444
21b,ecmwf_bias_adaptive_sigma,24h_prior,proportional_positive_edge,0.05,0.05,empirical_q75,0.75,0.9986111111111112,False,10,8,10,8,0.3854598987062906,0.04818248733828633,0.5
21b,ecmwf_bias_adaptive_sigma,24h_prior,proportional_positive_edge,0.1,0.05,empirical_q75,0.75,0.9986111111111112,False,10,3,3,3,0.45999999999999996,0.15333333333333332,0.6666666666666666
21b,ecmwf_bias_adaptive_sigma,24h_prior,single_best_edge,0.02,0.05,empirical_q75,0.75,0.9986111111111112,False,10,9,9,9,-0.22000000000000008,-0.024444444444444453,0.3333333333333333
21b,ecmwf_bias_adaptive_sigma,24h_prior,single_best_edge,0.05,0.05,empirical_q75,0.75,0.9986111111111112,False,10,8,8,8,0.039999999999999925,0.0049999999999999906,0.375
21b,ecmwf_bias_adaptive_sigma,24h_prior,single_best_edge,0.1,0.05,empirical_q75,0.75,0.9986111111111112,False,10,3,3,3,0.45999999999999996,0.15333333333333332,0.6666666666666666
21b,ecmwf_bias_adaptive_sigma,6h_prior,proportional_positive_edge,0.02,0.05,empirical_q75,0.75,0.9986111111111112,False,10,7,16,7,-0.6168502411525683,-0.08812146302179547,0.2857142857142857
21b,ecmwf_bias_adaptive_sigma,6h_prior,proportional_positive_edge,0.05,0.05,empirical_q75,0.75,0.9986111111111112,False,10,8,14,8,-0.7868533573296158,-0.09835666966620198,0.25
21b,ecmwf_bias_adaptive_sigma,6h_prior,proportional_positive_edge,0.1,0.05,empirical_q75,0.75,0.9986111111111112,False,10,6,9,6,-0.3960499101771753,-0.06600831836286254,0.16666666666666666
21b,ecmwf_bias_adaptive_sigma,6h_prior,single_best_edge,0.02,0.05,empirical_q75,0.75,0.9986111111111112,False,10,9,9,9,-0.29500000000000015,-0.032777777777777795,0.2222222222222222
21b,ecmwf_bias_adaptive_sigma,6h_prior,single_best_edge,0.05,0.05,empirical_q75,0.75,0.9986111111111112,False,10,9,9,9,-0.29500000000000015,-0.032777777777777795,0.2222222222222222
21b,ecmwf_bias_adaptive_sigma,6h_prior,single_best_edge,0.1,0.05,empirical_q75,0.75,0.9986111111111112,False,10,7,7,7,-0.08500000000000012,-0.012142857142857151,0.14285714285714285
21b,ecmwf_bias_adaptive_sigma,event_day_open,proportional_positive_edge,0.02,0.05,empirical_q75,0.75,0.9986111111111112,False,10,7,18,7,-0.28395715350166234,-0.04056530764309462,0.42857142857142855
21b,ecmwf_bias_adaptive_sigma,event_day_open,proportional_positive_edge,0.05,0.05,empirical_q75,0.75,0.9986111111111112,False,10,9,16,9,-0.48305006237828596,-0.05367222915314288,0.3333333333333333
21b,ecmwf_bias_adaptive_sigma,event_day_open,proportional_positive_edge,0.1,0.05,empirical_q75,0.75,0.9986111111111112,False,10,7,10,7,-0.24810987884351798,-0.03544426840621685,0.2857142857142857
21b,ecmwf_bias_adaptive_sigma,event_day_open,single_best_edge,0.02,0.05,empirical_q75,0.75,0.9986111111111112,False,10,9,9,9,0.24349999999999983,0.027055555555555548,0.2222222222222222
21b,ecmwf_bias_adaptive_sigma,event_day_open,single_best_edge,0.05,0.05,empirical_q75,0.75,0.9986111111111112,False,10,9,9,9,0.24349999999999983,0.027055555555555548,0.2222222222222222
21b,ecmwf_bias_adaptive_sigma,event_day_open,single_best_edge,0.1,0.05,empirical_q75,0.75,0.9986111111111112,False,10,7,7,7,-0.2765000000000002,-0.03949999999999999,0.14285714285714285
21b,ecmwf_bias_fixed_sigma,12h_prior,proportional_positive_edge,0.02,0.05,empirical_q75,0.75,0.9986111111111112,False,10,8,22,8,-0.40853686024172203,-0.05106710753021525,0.375
21b,ecmwf_bias_fixed_sigma,12h_prior,proportional_positive_edge,0.05,0.05,empirical_q75,0.75,0.9986111111111112,False,10,7,13,7,0.10196548568093255,0.014566497954418936,0.42857142857142855
21b,ecmwf_bias_fixed_sigma,12h_prior,proportional_positive_edge,0.1,0.05,empirical_q75,0.75,0.9986111111111112,False,10,5,7,5,0.7797336201814,0.15594672403628002,0.6
21b,ecmwf_bias_fixed_sigma,12h_prior,single_best_edge,0.02,0.05,empirical_q75,0.75,0.9986111111111112,False,10,8,8,8,0.815,0.101875,0.375
21b,ecmwf_bias_fixed_sigma,12h_prior,single_best_edge,0.05,0.05,empirical_q75,0.75,0.9986111111111112,False,10,7,7,7,0.935,0.13357142857142854,0.42857142857142855
21b,ecmwf_bias_fixed_sigma,12h_prior,single_best_edge,0.1,0.05,empirical_q75,0.75,0.9986111111111112,False,10,5,5,5,1.2750000000000001,0.255,0.6
21b,ecmwf_bias_fixed_sigma,24h_prior,proportional_positive_edge,0.02,0.05,empirical_q75,0.75,0.9986111111111112,False,10,8,16,8,0.4197993047128151,0.052474913089101884,0.5
21b,ecmwf_bias_fixed_sigma,24h_prior,proportional_positive_edge,0.05,0.05,empirical_q75,0.75,0.9986111111111112,False,10,7,8,7,0.5831507978752677,0.08330725683932395,0.42857142857142855
21b,ecmwf_bias_fixed_sigma,24h_prior,proportional_positive_edge,0.1,0.05,empirical_q75,0.75,0.9986111111111112,False,10,3,3,3,0.45999999999999996,0.15333333333333332,0.6666666666666666
21b,ecmwf_bias_fixed_sigma,24h_prior,single_best_edge,0.02,0.05,empirical_q75,0.75,0.9986111111111112,False,10,9,9,9,1.1799999999999997,0.13111111111111107,0.4444444444444444
21b,ecmwf_bias_fixed_sigma,24h_prior,single_best_edge,0.05,0.05,empirical_q75,0.75,0.9986111111111112,False,10,7,7,7,0.5949999999999999,0.08499999999999998,0.42857142857142855
21b,ecmwf_bias_fixed_sigma,24h_prior,single_best_edge,0.1,0.05,empirical_q75,0.75,0.9986111111111112,False,10,3,3,3,0.45999999999999996,0.15333333333333332,0.6666666666666666
21b,ecmwf_bias_fixed_sigma,6h_prior,proportional_positive_edge,0.02,0.05,empirical_q75,0.75,0.9986111111111112,False,10,4,13,4,-0.5015063694054163,-0.12537659235135407,0.25
21b,ecmwf_bias_fixed_sigma,6h_prior,proportional_positive_edge,0.05,0.05,empirical_q75,0.75,0.9986111111111112,False,10,5,14,5,-0.5944891780692803,-0.11889783561385606,0.2
21b,ecmwf_bias_fixed_sigma,6h_prior,proportional_positive_edge,0.1,0.05,empirical_q75,0.75,0.9986111111111112,False,10,6,9,6,-0.6134654001032148,-0.1022442333505358,0.16666666666666666
21b,ecmwf_bias_fixed_sigma,6h_prior,single_best_edge,0.02,0.05,empirical_q75,0.75,0.9986111111111112,False,10,8,8,8,-0.10900000000000003,-0.013624999999999998,0.125
21b,ecmwf_bias_fixed_sigma,6h_prior,single_best_edge,0.05,0.05,empirical_q75,0.75,0.9986111111111112,False,10,8,8,8,-0.10900000000000003,-0.013624999999999998,0.125
21b,ecmwf_bias_fixed_sigma,6h_prior,single_best_edge,0.1,0.05,empirical_q75,0.75,0.9986111111111112,False,10,7,7,7,-0.02800000000000001,-0.004000000000000005,0.14285714285714285
21b,ecmwf_bias_fixed_sigma,event_day_open,proportional_positive_edge,0.02,0.05,empirical_q75,0.75,0.9986111111111112,False,10,6,21,6,-0.926926276791993,-0.1544877127986655,0.16666666666666666
21b,ecmwf_bias_fixed_sigma,event_day_open,proportional_positive_edge,0.05,0.05,empirical_q75,0.75,0.9986111111111112,False,10,7,20,7,-0.946045636551597,-0.13514937665022814,0.14285714285714285
21b,ecmwf_bias_fixed_sigma,event_day_open,proportional_positive_edge,0.1,0.05,empirical_q75,0.75,0.9986111111111112,False,10,5,8,5,-0.008991148627402579,-0.0017982297254805157,0.4
21b,ecmwf_bias_fixed_sigma,event_day_open,single_best_edge,0.02,0.05,empirical_q75,0.75,0.9986111111111112,False,10,8,8,8,-0.9275000000000001,-0.1159375,0.0
21b,ecmwf_bias_fixed_sigma,event_day_open,single_best_edge,0.05,0.05,empirical_q75,0.75,0.9986111111111112,False,10,8,8,8,-0.9275000000000001,-0.1159375,0.0
21b,ecmwf_bias_fixed_sigma,event_day_open,single_best_edge,0.1,0.05,empirical_q75,0.75,0.9986111111111112,False,10,5,5,5,-0.5435,-0.10869999999999999,0.0
21b,ecmwf_raw,12h_prior,proportional_positive_edge,0.02,0.05,empirical_q75,0.75,0.9986111111111112,False,10,6,28,6,-1.5505711298533638,-0.25842852164222735,0.0
21b,ecmwf_raw,12h_prior,proportional_positive_edge,0.05,0.05,empirical_q75,0.75,0.9986111111111112,False,10,6,24,6,-1.356942966537641,-0.22615716108960685,0.0
21b,ecmwf_raw,12h_prior,proportional_positive_edge,0.1,0.05,empirical_q75,0.75,0.9986111111111112,False,10,6,16,6,-0.996877424922223,-0.16614623748703714,0.0
21b,ecmwf_raw,12h_prior,single_best_edge,0.02,0.05,empirical_q75,0.75,0.9986111111111112,False,10,8,8,8,-0.7070000000000001,-0.08837500000000001,0.0
21b,ecmwf_raw,12h_prior,single_best_edge,0.05,0.05,empirical_q75,0.75,0.9986111111111112,False,10,8,8,8,-0.7070000000000001,-0.08837500000000001,0.0
21b,ecmwf_raw,12h_prior,single_best_edge,0.1,0.05,empirical_q75,0.75,0.9986111111111112,False,10,8,8,8,-0.7070000000000001,-0.08837500000000001,0.0
21b,ecmwf_raw,24h_prior,proportional_positive_edge,0.02,0.05,empirical_q75,0.75,0.9986111111111112,False,10,5,22,5,-1.2264634295042562,-0.24529268590085124,0.0
21b,ecmwf_raw,24h_prior,proportional_positive_edge,0.05,0.05,empirical_q75,0.75,0.9986111111111112,False,10,5,15,5,-0.8360403239276085,-0.1672080647855217,0.0
21b,ecmwf_raw,24h_prior,proportional_positive_edge,0.1,0.05,empirical_q75,0.75,0.9986111111111112,False,10,6,12,6,-0.8722552732503086,-0.14537587887505143,0.0
21b,ecmwf_raw,24h_prior,single_best_edge,0.02,0.05,empirical_q75,0.75,0.9986111111111112,False,10,7,7,7,-0.7505,-0.1072142857142857,0.0
21b,ecmwf_raw,24h_prior,single_best_edge,0.05,0.05,empirical_q75,0.75,0.9986111111111112,False,10,7,7,7,-0.7505,-0.1072142857142857,0.0
21b,ecmwf_raw,24h_prior,single_best_edge,0.1,0.05,empirical_q75,0.75,0.9986111111111112,False,10,7,7,7,-0.7505,-0.1072142857142857,0.0
21b,ecmwf_raw,6h_prior,proportional_positive_edge,0.02,0.05,empirical_q75,0.75,0.9986111111111112,False,10,4,18,4,-0.9059160409653045,-0.22647901024132613,0.0
21b,ecmwf_raw,6h_prior,proportional_positive_edge,0.05,0.05,empirical_q75,0.75,0.9986111111111112,False,10,4,17,4,-0.8578213206569942,-0.21445533016424856,0.0
21b,ecmwf_raw,6h_prior,proportional_positive_edge,0.1,0.05,empirical_q75,0.75,0.9986111111111112,False,10,4,12,4,-0.7260393061705488,-0.1815098265426372,0.0
21b,ecmwf_raw,6h_prior,single_best_edge,0.02,0.05,empirical_q75,0.75,0.9986111111111112,False,10,6,6,6,-0.4365,-0.07275,0.0
21b,ecmwf_raw,6h_prior,single_best_edge,0.05,0.05,empirical_q75,0.75,0.9986111111111112,False,10,6,6,6,-0.4365,-0.07275,0.0
21b,ecmwf_raw,6h_prior,single_best_edge,0.1,0.05,empirical_q75,0.75,0.9986111111111112,False,10,6,6,6,-0.4365,-0.07275,0.0
21b,ecmwf_raw,event_day_open,proportional_positive_edge,0.02,0.05,empirical_q75,0.75,0.9986111111111112,False,10,6,27,6,-1.4675701063545972,-0.2445950177257662,0.0
21b,ecmwf_raw,event_day_open,proportional_positive_edge,0.05,0.05,empirical_q75,0.75,0.9986111111111112,False,10,6,21,6,-1.1960829036564262,-0.19934715060940436,0.0
21b,ecmwf_raw,event_day_open,proportional_positive_edge,0.1,0.05,empirical_q75,0.75,0.9986111111111112,False,10,6,17,6,-0.9813982041272193,-0.16356636735453658,0.0
21b,ecmwf_raw,event_day_open,single_best_edge,0.02,0.05,empirical_q75,0.75,0.9986111111111112,False,10,7,7,7,-0.454,-0.06485714285714286,0.0
21b,ecmwf_raw,event_day_open,single_best_edge,0.05,0.05,empirical_q75,0.75,0.9986111111111112,False,10,7,7,7,-0.454,-0.06485714285714286,0.0
21b,ecmwf_raw,event_day_open,single_best_edge,0.1,0.05,empirical_q75,0.75,0.9986111111111112,False,10,7,7,7,-0.454,-0.06485714285714286,0.0
21b,catboost_platt,12h_prior,proportional_positive_edge,0.02,0.05,empirical_q90,0.9,0.9991666666666666,False,10,10,48,10,-2.785607609621428,-0.27856076096214283,0.1
21b,catboost_platt,12h_prior,proportional_positive_edge,0.05,0.05,empirical_q90,0.9,0.9991666666666666,False,10,10,16,10,-1.3838566416183384,-0.13838566416183384,0.1
21b,catboost_platt,12h_prior,proportional_positive_edge,0.1,0.05,empirical_q90,0.9,0.9991666666666666,False,10,6,7,6,-1.1003208823311887,-0.1833868137218648,0.0
21b,catboost_platt,12h_prior,single_best_edge,0.02,0.05,empirical_q90,0.9,0.9991666666666666,False,10,10,10,10,-1.569,-0.15689999999999998,0.0
21b,catboost_platt,12h_prior,single_best_edge,0.05,0.05,empirical_q90,0.9,0.9991666666666666,False,10,10,10,10,-1.569,-0.15689999999999998,0.0
21b,catboost_platt,12h_prior,single_best_edge,0.1,0.05,empirical_q90,0.9,0.9991666666666666,False,10,6,6,6,-1.07,-0.17833333333333334,0.0
21b,catboost_platt,24h_prior,proportional_positive_edge,0.02,0.05,empirical_q90,0.9,0.9991666666666666,False,10,10,47,10,-2.274374905692087,-0.2274374905692087,0.1
21b,catboost_platt,24h_prior,proportional_positive_edge,0.05,0.05,empirical_q90,0.9,0.9991666666666666,False,10,7,13,7,-0.08076582906882748,-0.011537975581261064,0.2857142857142857
21b,catboost_platt,24h_prior,proportional_positive_edge,0.1,0.05,empirical_q90,0.9,0.9991666666666666,False,10,3,4,3,-0.5282960069664757,-0.17609866898882523,0.0
21b,catboost_platt,24h_prior,single_best_edge,0.02,0.05,empirical_q90,0.9,0.9991666666666666,False,10,10,10,10,-0.5675,-0.05675,0.1
21b,catboost_platt,24h_prior,single_best_edge,0.05,0.05,empirical_q90,0.9,0.9991666666666666,False,10,7,7,7,-0.1630000000000001,-0.023285714285714295,0.14285714285714285
21b,catboost_platt,24h_prior,single_best_edge,0.1,0.05,empirical_q90,0.9,0.9991666666666666,False,10,3,3,3,-0.52,-0.17333333333333334,0.0
21b,catboost_platt,6h_prior,proportional_positive_edge,0.02,0.05,empirical_q90,0.9,0.9991666666666666,False,10,10,54,10,-2.6670652812393296,-0.266706528123933,0.1
21b,catboost_platt,6h_prior,proportional_positive_edge,0.05,0.05,empirical_q90,0.9,0.9991666666666666,False,10,10,18,10,-1.1296409440227444,-0.11296409440227444,0.1
21b,catboost_platt,6h_prior,proportional_positive_edge,0.1,0.05,empirical_q90,0.9,0.9991666666666666,False,10,6,9,6,-0.3768645351108411,-0.06281075585180686,0.16666666666666666
21b,catboost_platt,6h_prior,single_best_edge,0.02,0.05,empirical_q90,0.9,0.9991666666666666,False,10,10,10,10,-0.8054999999999999,-0.08054999999999998,0.1
21b,catboost_platt,6h_prior,single_best_edge,0.05,0.05,empirical_q90,0.9,0.9991666666666666,False,10,10,10,10,-0.8054999999999999,-0.08054999999999998,0.1
21b,catboost_platt,6h_prior,single_best_edge,0.1,0.05,empirical_q90,0.9,0.9991666666666666,False,10,6,6,6,-0.2555,-0.042583333333333355,0.16666666666666666
21b,catboost_platt,event_day_open,proportional_positive_edge,0.02,0.05,empirical_q90,0.9,0.9991666666666666,False,10,10,57,10,-3.21162699661505,-0.321162699661505,0.0
21b,catboost_platt,event_day_open,proportional_positive_edge,0.05,0.05,empirical_q90,0.9,0.9991666666666666,False,10,9,15,9,-1.2777977705378856,-0.1419775300597651,0.1111111111111111
21b,catboost_platt,event_day_open,proportional_positive_edge,0.1,0.05,empirical_q90,0.9,0.9991666666666666,False,10,5,8,5,-1.08655703765061,-0.21731140753012199,0.0
21b,catboost_platt,event_day_open,single_best_edge,0.02,0.05,empirical_q90,0.9,0.9991666666666666,False,10,10,10,10,-1.5595000000000003,-0.15595000000000003,0.0
21b,catboost_platt,event_day_open,single_best_edge,0.05,0.05,empirical_q90,0.9,0.9991666666666666,False,10,9,9,9,-1.443,-0.16033333333333333,0.0
21b,catboost_platt,event_day_open,single_best_edge,0.1,0.05,empirical_q90,0.9,0.9991666666666666,False,10,5,5,5,-0.9685000000000001,-0.19370000000000004,0.0
21b,catboost_raw,12h_prior,proportional_positive_edge,0.02,0.05,empirical_q90,0.9,0.9991666666666666,False,10,10,23,10,-1.9171176420410203,-0.19171176420410202,0.1
21b,catboost_raw,12h_prior,proportional_positive_edge,0.05,0.05,empirical_q90,0.9,0.9991666666666666,False,10,10,15,10,-1.4426906885035438,-0.14426906885035437,0.1
21b,catboost_raw,12h_prior,proportional_positive_edge,0.1,0.05,empirical_q90,0.9,0.9991666666666666,False,10,7,9,7,-0.8622029841753343,-0.12317185488219061,0.14285714285714285
21b,catboost_raw,12h_prior,single_best_edge,0.02,0.05,empirical_q90,0.9,0.9991666666666666,False,10,10,10,10,-1.569,-0.15689999999999998,0.0
21b,catboost_raw,12h_prior,single_best_edge,0.05,0.05,empirical_q90,0.9,0.9991666666666666,False,10,10,10,10,-1.569,-0.15689999999999998,0.0
21b,catboost_raw,12h_prior,single_best_edge,0.1,0.05,empirical_q90,0.9,0.9991666666666666,False,10,7,7,7,-1.189,-0.16985714285714287,0.0
21b,catboost_raw,24h_prior,proportional_positive_edge,0.02,0.05,empirical_q90,0.9,0.9991666666666666,False,10,10,25,10,-1.0626881695712278,-0.10626881695712279,0.3
21b,catboost_raw,24h_prior,proportional_positive_edge,0.05,0.05,empirical_q90,0.9,0.9991666666666666,False,10,10,15,10,-0.5054823243394582,-0.050548232433945815,0.3
21b,catboost_raw,24h_prior,proportional_positive_edge,0.1,0.05,empirical_q90,0.9,0.9991666666666666,False,10,5,6,5,0.7154628348581966,0.14309256697163933,0.4
21b,catboost_raw,24h_prior,single_best_edge,0.02,0.05,empirical_q90,0.9,0.9991666666666666,False,10,10,10,10,-0.41300000000000003,-0.0413,0.2
21b,catboost_raw,24h_prior,single_best_edge,0.05,0.05,empirical_q90,0.9,0.9991666666666666,False,10,10,10,10,-0.41300000000000003,-0.0413,0.2
21b,catboost_raw,24h_prior,single_best_edge,0.1,0.05,empirical_q90,0.9,0.9991666666666666,False,10,5,5,5,0.7199999999999998,0.14399999999999996,0.4
21b,catboost_raw,6h_prior,proportional_positive_edge,0.02,0.05,empirical_q90,0.9,0.9991666666666666,False,10,10,23,10,-1.3651293872586163,-0.13651293872586162,0.1
21b,catboost_raw,6h_prior,proportional_positive_edge,0.05,0.05,empirical_q90,0.9,0.9991666666666666,False,10,10,16,10,-1.2633537856717607,-0.12633537856717608,0.1
21b,catboost_raw,6h_prior,proportional_positive_edge,0.1,0.05,empirical_q90,0.9,0.9991666666666666,False,10,6,9,6,-0.3748432164370204,-0.062473869406170085,0.16666666666666666
21b,catboost_raw,6h_prior,single_best_edge,0.02,0.05,empirical_q90,0.9,0.9991666666666666,False,10,10,10,10,-1.0755,-0.10754999999999999,0.1
21b,catboost_raw,6h_prior,single_best_edge,0.05,0.05,empirical_q90,0.9,0.9991666666666666,False,10,10,10,10,-1.0755,-0.10754999999999999,0.1
21b,catboost_raw,6h_prior,single_best_edge,0.1,0.05,empirical_q90,0.9,0.9991666666666666,False,10,6,6,6,-0.2555,-0.042583333333333355,0.16666666666666666
21b,catboost_raw,event_day_open,proportional_positive_edge,0.02,0.05,empirical_q90,0.9,0.9991666666666666,False,10,10,23,10,-1.519622019965852,-0.1519622019965852,0.1
21b,catboost_raw,event_day_open,proportional_positive_edge,0.05,0.05,empirical_q90,0.9,0.9991666666666666,False,10,8,14,8,-1.1204472738714104,-0.14005590923392627,0.125
21b,catboost_raw,event_day_open,proportional_positive_edge,0.1,0.05,empirical_q90,0.9,0.9991666666666666,False,10,7,10,7,-0.5589164897565018,-0.07984521282235736,0.14285714285714285
21b,catboost_raw,event_day_open,single_best_edge,0.02,0.05,empirical_q90,0.9,0.9991666666666666,False,10,10,10,10,-1.3535000000000001,-0.13535000000000003,0.1
21b,catboost_raw,event_day_open,single_best_edge,0.05,0.05,empirical_q90,0.9,0.9991666666666666,False,10,8,8,8,-0.5885000000000002,-0.07356250000000002,0.125
21b,catboost_raw,event_day_open,single_best_edge,0.1,0.05,empirical_q90,0.9,0.9991666666666666,False,10,7,7,7,-0.44350000000000017,-0.06335714285714285,0.14285714285714285
21b,ecmwf_bias_adaptive_sigma,12h_prior,proportional_positive_edge,0.02,0.05,empirical_q90,0.9,0.9991666666666666,False,10,10,19,10,-0.539872623087182,-0.0539872623087182,0.4
21b,ecmwf_bias_adaptive_sigma,12h_prior,proportional_positive_edge,0.05,0.05,empirical_q90,0.9,0.9991666666666666,False,10,10,16,10,-0.4207888633791843,-0.04207888633791843,0.4
21b,ecmwf_bias_adaptive_sigma,12h_prior,proportional_positive_edge,0.1,0.05,empirical_q90,0.9,0.9991666666666666,False,10,5,8,5,0.799036860786637,0.1598073721573274,0.8
21b,ecmwf_bias_adaptive_sigma,12h_prior,single_best_edge,0.02,0.05,empirical_q90,0.9,0.9991666666666666,False,10,10,10,10,0.1509999999999999,0.015099999999999992,0.3
21b,ecmwf_bias_adaptive_sigma,12h_prior,single_best_edge,0.05,0.05,empirical_q90,0.9,0.9991666666666666,False,10,10,10,10,0.1509999999999999,0.015099999999999992,0.3
21b,ecmwf_bias_adaptive_sigma,12h_prior,single_best_edge,0.1,0.05,empirical_q90,0.9,0.9991666666666666,False,10,5,5,5,1.135,0.227,0.6
21b,ecmwf_bias_adaptive_sigma,24h_prior,proportional_positive_edge,0.02,0.05,empirical_q90,0.9,0.9991666666666666,False,10,10,15,10,-0.3418053420301792,-0.03418053420301792,0.4
21b,ecmwf_bias_adaptive_sigma,24h_prior,proportional_positive_edge,0.05,0.05,empirical_q90,0.9,0.9991666666666666,False,10,8,10,8,0.3854598987062906,0.04818248733828633,0.5
21b,ecmwf_bias_adaptive_sigma,24h_prior,proportional_positive_edge,0.1,0.05,empirical_q90,0.9,0.9991666666666666,False,10,3,3,3,0.45999999999999996,0.15333333333333332,0.6666666666666666
21b,ecmwf_bias_adaptive_sigma,24h_prior,single_best_edge,0.02,0.05,empirical_q90,0.9,0.9991666666666666,False,10,10,10,10,-0.30800000000000005,-0.030800000000000004,0.3
21b,ecmwf_bias_adaptive_sigma,24h_prior,single_best_edge,0.05,0.05,empirical_q90,0.9,0.9991666666666666,False,10,8,8,8,0.039999999999999925,0.0049999999999999906,0.375
21b,ecmwf_bias_adaptive_sigma,24h_prior,single_best_edge,0.1,0.05,empirical_q90,0.9,0.9991666666666666,False,10,3,3,3,0.45999999999999996,0.15333333333333332,0.6666666666666666
21b,ecmwf_bias_adaptive_sigma,6h_prior,proportional_positive_edge,0.02,0.05,empirical_q90,0.9,0.9991666666666666,False,10,10,24,10,-1.1095747559090667,-0.11095747559090667,0.3
21b,ecmwf_bias_adaptive_sigma,6h_prior,proportional_positive_edge,0.05,0.05,empirical_q90,0.9,0.9991666666666666,False,10,10,18,10,-0.7564440116241009,-0.07564440116241009,0.3
21b,ecmwf_bias_adaptive_sigma,6h_prior,proportional_positive_edge,0.1,0.05,empirical_q90,0.9,0.9991666666666666,False,10,7,12,7,-0.2906405644716603,-0.04152008063880861,0.2857142857142857
21b,ecmwf_bias_adaptive_sigma,6h_prior,single_best_edge,0.02,0.05,empirical_q90,0.9,0.9991666666666666,False,10,10,10,10,-0.37000000000000016,-0.03700000000000002,0.2
21b,ecmwf_bias_adaptive_sigma,6h_prior,single_best_edge,0.05,0.05,empirical_q90,0.9,0.9991666666666666,False,10,10,10,10,-0.37000000000000016,-0.03700000000000002,0.2
21b,ecmwf_bias_adaptive_sigma,6h_prior,single_best_edge,0.1,0.05,empirical_q90,0.9,0.9991666666666666,False,10,7,7,7,-0.08500000000000012,-0.012142857142857151,0.14285714285714285
21b,ecmwf_bias_adaptive_sigma,event_day_open,proportional_positive_edge,0.02,0.05,empirical_q90,0.9,0.9991666666666666,False,10,10,23,10,-0.7564055509315062,-0.07564055509315062,0.3
21b,ecmwf_bias_adaptive_sigma,event_day_open,proportional_positive_edge,0.05,0.05,empirical_q90,0.9,0.9991666666666666,False,10,9,16,9,-0.48305006237828596,-0.05367222915314288,0.3333333333333333
21b,ecmwf_bias_adaptive_sigma,event_day_open,proportional_positive_edge,0.1,0.05,empirical_q90,0.9,0.9991666666666666,False,10,7,10,7,-0.24810987884351798,-0.03544426840621685,0.2857142857142857
21b,ecmwf_bias_adaptive_sigma,event_day_open,single_best_edge,0.02,0.05,empirical_q90,0.9,0.9991666666666666,False,10,10,10,10,0.17349999999999977,0.017349999999999977,0.2
21b,ecmwf_bias_adaptive_sigma,event_day_open,single_best_edge,0.05,0.05,empirical_q90,0.9,0.9991666666666666,False,10,9,9,9,0.24349999999999983,0.027055555555555548,0.2222222222222222
21b,ecmwf_bias_adaptive_sigma,event_day_open,single_best_edge,0.1,0.05,empirical_q90,0.9,0.9991666666666666,False,10,7,7,7,-0.2765000000000002,-0.03949999999999999,0.14285714285714285
21b,ecmwf_bias_fixed_sigma,12h_prior,proportional_positive_edge,0.02,0.05,empirical_q90,0.9,0.9991666666666666,False,10,10,27,10,-0.7971342869604758,-0.07971342869604758,0.3
21b,ecmwf_bias_fixed_sigma,12h_prior,proportional_positive_edge,0.05,0.05,empirical_q90,0.9,0.9991666666666666,False,10,9,16,9,-0.18108554096120055,-0.020120615662355616,0.3333333333333333
21b,ecmwf_bias_fixed_sigma,12h_prior,proportional_positive_edge,0.1,0.05,empirical_q90,0.9,0.9991666666666666,False,10,6,8,6,0.6447336201814,0.10745560336356667,0.5
21b,ecmwf_bias_fixed_sigma,12h_prior,single_best_edge,0.02,0.05,empirical_q90,0.9,0.9991666666666666,False,10,10,10,10,0.5609999999999999,0.0561,0.3
21b,ecmwf_bias_fixed_sigma,12h_prior,single_best_edge,0.05,0.05,empirical_q90,0.9,0.9991666666666666,False,10,9,9,9,0.681,0.07566666666666666,0.3333333333333333
21b,ecmwf_bias_fixed_sigma,12h_prior,single_best_edge,0.1,0.05,empirical_q90,0.9,0.9991666666666666,False,10,6,6,6,1.14,0.18999999999999997,0.5
21b,ecmwf_bias_fixed_sigma,24h_prior,proportional_positive_edge,0.02,0.05,empirical_q90,0.9,0.9991666666666666,False,10,10,22,10,-0.06250553303719714,-0.006250553303719713,0.4
