pipeline,model,decision_rule,strategy,threshold,robustness_cost,staleness_rule,staleness_quantile,max_staleness_hours,unrestricted_staleness,n_books,n_active_books,n_positions,n_dates,total_net_pnl,mean_net_pnl_per_active_book,positive_book_rate
21b,catboost_platt,event_day_open,single_best_edge,0.1,0.005,empirical_q25,0.25,0.9975,False,10,2,2,2,-0.32,-0.16,0.0
21b,catboost_raw,12h_prior,proportional_positive_edge,0.02,0.005,empirical_q25,0.25,0.9975,False,10,3,5,3,-0.5100931287999838,-0.17003104293332794,0.0
21b,catboost_raw,12h_prior,proportional_positive_edge,0.05,0.005,empirical_q25,0.25,0.9975,False,10,3,3,3,-0.46,-0.15333333333333335,0.0
21b,catboost_raw,12h_prior,proportional_positive_edge,0.1,0.005,empirical_q25,0.25,0.9975,False,10,2,2,2,-0.385,-0.1925,0.0
21b,catboost_raw,12h_prior,single_best_edge,0.02,0.005,empirical_q25,0.25,0.9975,False,10,3,3,3,-0.46,-0.15333333333333335,0.0
21b,catboost_raw,12h_prior,single_best_edge,0.05,0.005,empirical_q25,0.25,0.9975,False,10,3,3,3,-0.46,-0.15333333333333335,0.0
21b,catboost_raw,12h_prior,single_best_edge,0.1,0.005,empirical_q25,0.25,0.9975,False,10,2,2,2,-0.385,-0.1925,0.0
21b,catboost_raw,24h_prior,proportional_positive_edge,0.02,0.005,empirical_q25,0.25,0.9975,False,10,2,4,2,0.010180813679777967,0.0050904068398889835,0.5
21b,catboost_raw,24h_prior,proportional_positive_edge,0.05,0.005,empirical_q25,0.25,0.9975,False,10,2,3,2,0.06443753637803906,0.03221876818901953,0.5
21b,catboost_raw,24h_prior,proportional_positive_edge,0.1,0.005,empirical_q25,0.25,0.9975,False,10,1,1,1,0.59,0.59,1.0
21b,catboost_raw,24h_prior,single_best_edge,0.02,0.005,empirical_q25,0.25,0.9975,False,10,2,2,2,0.31999999999999995,0.15999999999999998,0.5
21b,catboost_raw,24h_prior,single_best_edge,0.05,0.005,empirical_q25,0.25,0.9975,False,10,2,2,2,0.31999999999999995,0.15999999999999998,0.5
21b,catboost_raw,24h_prior,single_best_edge,0.1,0.005,empirical_q25,0.25,0.9975,False,10,1,1,1,0.59,0.59,1.0
21b,catboost_raw,6h_prior,proportional_positive_edge,0.02,0.005,empirical_q25,0.25,0.9975,False,10,3,4,3,-0.31365160767546574,-0.10455053589182191,0.0
21b,catboost_raw,6h_prior,proportional_positive_edge,0.05,0.005,empirical_q25,0.25,0.9975,False,10,3,4,3,-0.31365160767546574,-0.10455053589182191,0.0
21b,catboost_raw,6h_prior,proportional_positive_edge,0.1,0.005,empirical_q25,0.25,0.9975,False,10,1,2,1,-0.10365160767546569,-0.10365160767546569,0.0
21b,catboost_raw,6h_prior,single_best_edge,0.02,0.005,empirical_q25,0.25,0.9975,False,10,3,3,3,-0.36,-0.12,0.0
21b,catboost_raw,6h_prior,single_best_edge,0.05,0.005,empirical_q25,0.25,0.9975,False,10,3,3,3,-0.36,-0.12,0.0
21b,catboost_raw,6h_prior,single_best_edge,0.1,0.005,empirical_q25,0.25,0.9975,False,10,1,1,1,-0.15,-0.15,0.0
21b,catboost_raw,event_day_open,proportional_positive_edge,0.02,0.005,empirical_q25,0.25,0.9975,False,10,2,4,2,-0.3506633712163102,-0.1753316856081551,0.0
21b,catboost_raw,event_day_open,proportional_positive_edge,0.05,0.005,empirical_q25,0.25,0.9975,False,10,1,1,1,-0.165,-0.165,0.0
21b,catboost_raw,event_day_open,proportional_positive_edge,0.1,0.005,empirical_q25,0.25,0.9975,False,10,2,2,2,-0.32,-0.16,0.0
21b,catboost_raw,event_day_open,single_best_edge,0.02,0.005,empirical_q25,0.25,0.9975,False,10,3,3,3,-0.63,-0.21,0.0
21b,catboost_raw,event_day_open,single_best_edge,0.05,0.005,empirical_q25,0.25,0.9975,False,10,2,2,2,-0.32,-0.16,0.0
21b,catboost_raw,event_day_open,single_best_edge,0.1,0.005,empirical_q25,0.25,0.9975,False,10,2,2,2,-0.32,-0.16,0.0
21b,ecmwf_bias_adaptive_sigma,12h_prior,proportional_positive_edge,0.02,0.005,empirical_q25,0.25,0.9975,False,10,4,7,4,0.17694016086178976,0.04423504021544744,0.5
21b,ecmwf_bias_adaptive_sigma,12h_prior,proportional_positive_edge,0.05,0.005,empirical_q25,0.25,0.9975,False,10,4,6,4,0.14846344821416915,0.03711586205354229,0.5
21b,ecmwf_bias_adaptive_sigma,12h_prior,proportional_positive_edge,0.1,0.005,empirical_q25,0.25,0.9975,False,10,3,5,3,0.4034634482141692,0.13448781607138974,0.6666666666666666
21b,ecmwf_bias_adaptive_sigma,12h_prior,single_best_edge,0.02,0.005,empirical_q25,0.25,0.9975,False,10,5,5,5,0.4799999999999999,0.09599999999999999,0.4
21b,ecmwf_bias_adaptive_sigma,12h_prior,single_best_edge,0.05,0.005,empirical_q25,0.25,0.9975,False,10,5,5,5,0.4799999999999999,0.09599999999999999,0.4
21b,ecmwf_bias_adaptive_sigma,12h_prior,single_best_edge,0.1,0.005,empirical_q25,0.25,0.9975,False,10,3,3,3,0.925,0.3083333333333333,0.6666666666666666
21b,ecmwf_bias_adaptive_sigma,24h_prior,proportional_positive_edge,0.02,0.005,empirical_q25,0.25,0.9975,False,10,1,1,1,0.615,0.615,1.0
21b,ecmwf_bias_adaptive_sigma,24h_prior,proportional_positive_edge,0.05,0.005,empirical_q25,0.25,0.9975,False,10,2,2,2,1.205,0.6025,1.0
21b,ecmwf_bias_adaptive_sigma,24h_prior,proportional_positive_edge,0.1,0.005,empirical_q25,0.25,0.9975,False,10,1,1,1,0.615,0.615,1.0
21b,ecmwf_bias_adaptive_sigma,24h_prior,single_best_edge,0.02,0.005,empirical_q25,0.25,0.9975,False,10,2,2,2,1.205,0.6025,1.0
21b,ecmwf_bias_adaptive_sigma,24h_prior,single_best_edge,0.05,0.005,empirical_q25,0.25,0.9975,False,10,2,2,2,1.205,0.6025,1.0
21b,ecmwf_bias_adaptive_sigma,24h_prior,single_best_edge,0.1,0.005,empirical_q25,0.25,0.9975,False,10,1,1,1,0.615,0.615,1.0
21b,ecmwf_bias_adaptive_sigma,6h_prior,proportional_positive_edge,0.02,0.005,empirical_q25,0.25,0.9975,False,10,4,9,4,0.397454705859196,0.099363676464799,0.5
21b,ecmwf_bias_adaptive_sigma,6h_prior,proportional_positive_edge,0.05,0.005,empirical_q25,0.25,0.9975,False,10,4,7,4,0.46181821388365507,0.11545455347091375,0.5
21b,ecmwf_bias_adaptive_sigma,6h_prior,proportional_positive_edge,0.1,0.005,empirical_q25,0.25,0.9975,False,10,3,5,3,0.35125574821470607,0.11708524940490202,0.3333333333333333
21b,ecmwf_bias_adaptive_sigma,6h_prior,single_best_edge,0.02,0.005,empirical_q25,0.25,0.9975,False,10,4,4,4,0.85,0.21249999999999997,0.5
21b,ecmwf_bias_adaptive_sigma,6h_prior,single_best_edge,0.05,0.005,empirical_q25,0.25,0.9975,False,10,4,4,4,0.85,0.21249999999999997,0.5
21b,ecmwf_bias_adaptive_sigma,6h_prior,single_best_edge,0.1,0.005,empirical_q25,0.25,0.9975,False,10,3,3,3,0.66,0.22,0.3333333333333333
21b,ecmwf_bias_adaptive_sigma,event_day_open,proportional_positive_edge,0.02,0.005,empirical_q25,0.25,0.9975,False,10,1,2,1,-0.12078682967813649,-0.12078682967813649,0.0
21b,ecmwf_bias_adaptive_sigma,event_day_open,proportional_positive_edge,0.05,0.005,empirical_q25,0.25,0.9975,False,10,2,2,2,-0.28,-0.14,0.0
21b,ecmwf_bias_adaptive_sigma,event_day_open,proportional_positive_edge,0.1,0.005,empirical_q25,0.25,0.9975,False,10,1,1,1,-0.155,-0.155,0.0
21b,ecmwf_bias_adaptive_sigma,event_day_open,single_best_edge,0.02,0.005,empirical_q25,0.25,0.9975,False,10,4,4,4,-0.5165,-0.129125,0.0
21b,ecmwf_bias_adaptive_sigma,event_day_open,single_best_edge,0.05,0.005,empirical_q25,0.25,0.9975,False,10,4,4,4,-0.5165,-0.129125,0.0
21b,ecmwf_bias_adaptive_sigma,event_day_open,single_best_edge,0.1,0.005,empirical_q25,0.25,0.9975,False,10,3,3,3,-0.3915,-0.1305,0.0
21b,ecmwf_bias_fixed_sigma,12h_prior,proportional_positive_edge,0.02,0.005,empirical_q25,0.25,0.9975,False,10,3,6,3,0.42888336102396507,0.1429611203413217,0.6666666666666666
21b,ecmwf_bias_fixed_sigma,12h_prior,proportional_positive_edge,0.05,0.005,empirical_q25,0.25,0.9975,False,10,2,4,2,0.5595165988804984,0.2797582994402492,1.0
21b,ecmwf_bias_fixed_sigma,12h_prior,proportional_positive_edge,0.1,0.005,empirical_q25,0.25,0.9975,False,10,2,3,2,0.6941069023159363,0.34705345115796815,1.0
21b,ecmwf_bias_fixed_sigma,12h_prior,single_best_edge,0.02,0.005,empirical_q25,0.25,0.9975,False,10,3,3,3,1.04,0.3466666666666667,0.6666666666666666
21b,ecmwf_bias_fixed_sigma,12h_prior,single_best_edge,0.05,0.005,empirical_q25,0.25,0.9975,False,10,2,2,2,1.115,0.5575,1.0
21b,ecmwf_bias_fixed_sigma,12h_prior,single_best_edge,0.1,0.005,empirical_q25,0.25,0.9975,False,10,2,2,2,1.115,0.5575,1.0
21b,ecmwf_bias_fixed_sigma,24h_prior,proportional_positive_edge,0.02,0.005,empirical_q25,0.25,0.9975,False,10,2,3,2,1.036481541845925,0.5182407709229625,1.0
21b,ecmwf_bias_fixed_sigma,24h_prior,proportional_positive_edge,0.05,0.005,empirical_q25,0.25,0.9975,False,10,2,2,2,1.205,0.6025,1.0
21b,ecmwf_bias_fixed_sigma,24h_prior,proportional_positive_edge,0.1,0.005,empirical_q25,0.25,0.9975,False,10,1,1,1,0.615,0.615,1.0
21b,ecmwf_bias_fixed_sigma,24h_prior,single_best_edge,0.02,0.005,empirical_q25,0.25,0.9975,False,10,2,2,2,1.205,0.6025,1.0
21b,ecmwf_bias_fixed_sigma,24h_prior,single_best_edge,0.05,0.005,empirical_q25,0.25,0.9975,False,10,2,2,2,1.205,0.6025,1.0
21b,ecmwf_bias_fixed_sigma,24h_prior,single_best_edge,0.1,0.005,empirical_q25,0.25,0.9975,False,10,1,1,1,0.615,0.615,1.0
21b,ecmwf_bias_fixed_sigma,6h_prior,proportional_positive_edge,0.02,0.005,empirical_q25,0.25,0.9975,False,10,3,9,3,0.1706256531114387,0.0568752177038129,0.3333333333333333
21b,ecmwf_bias_fixed_sigma,6h_prior,proportional_positive_edge,0.05,0.005,empirical_q25,0.25,0.9975,False,10,3,8,3,0.1995985667989619,0.06653285559965397,0.3333333333333333
21b,ecmwf_bias_fixed_sigma,6h_prior,proportional_positive_edge,0.1,0.005,empirical_q25,0.25,0.9975,False,10,3,5,3,0.2887239432408413,0.09624131441361376,0.3333333333333333
21b,ecmwf_bias_fixed_sigma,6h_prior,single_best_edge,0.02,0.005,empirical_q25,0.25,0.9975,False,10,3,3,3,0.765,0.255,0.3333333333333333
21b,ecmwf_bias_fixed_sigma,6h_prior,single_best_edge,0.05,0.005,empirical_q25,0.25,0.9975,False,10,3,3,3,0.765,0.255,0.3333333333333333
21b,ecmwf_bias_fixed_sigma,6h_prior,single_best_edge,0.1,0.005,empirical_q25,0.25,0.9975,False,10,3,3,3,0.765,0.255,0.3333333333333333
21b,ecmwf_bias_fixed_sigma,event_day_open,proportional_positive_edge,0.02,0.005,empirical_q25,0.25,0.9975,False,10,0,0,0,0.0,,
21b,ecmwf_bias_fixed_sigma,event_day_open,proportional_positive_edge,0.05,0.005,empirical_q25,0.25,0.9975,False,10,0,0,0,0.0,,
21b,ecmwf_bias_fixed_sigma,event_day_open,proportional_positive_edge,0.1,0.005,empirical_q25,0.25,0.9975,False,10,0,0,0,0.0,,
21b,ecmwf_bias_fixed_sigma,event_day_open,single_best_edge,0.02,0.005,empirical_q25,0.25,0.9975,False,10,3,3,3,-0.2205,-0.0735,0.0
21b,ecmwf_bias_fixed_sigma,event_day_open,single_best_edge,0.05,0.005,empirical_q25,0.25,0.9975,False,10,3,3,3,-0.2205,-0.0735,0.0
21b,ecmwf_bias_fixed_sigma,event_day_open,single_best_edge,0.1,0.005,empirical_q25,0.25,0.9975,False,10,1,1,1,-0.07150000000000001,-0.07150000000000001,0.0
21b,ecmwf_raw,12h_prior,proportional_positive_edge,0.02,0.005,empirical_q25,0.25,0.9975,False,10,1,5,1,0.0162434779135519,0.0162434779135519,1.0
21b,ecmwf_raw,12h_prior,proportional_positive_edge,0.05,0.005,empirical_q25,0.25,0.9975,False,10,1,5,1,0.0162434779135519,0.0162434779135519,1.0
21b,ecmwf_raw,12h_prior,proportional_positive_edge,0.1,0.005,empirical_q25,0.25,0.9975,False,10,2,5,2,-0.1184323836013391,-0.05921619180066955,0.0
21b,ecmwf_raw,12h_prior,single_best_edge,0.02,0.005,empirical_q25,0.25,0.9975,False,10,3,3,3,-0.163,-0.05433333333333334,0.0
21b,ecmwf_raw,12h_prior,single_best_edge,0.05,0.005,empirical_q25,0.25,0.9975,False,10,3,3,3,-0.163,-0.05433333333333334,0.0
21b,ecmwf_raw,12h_prior,single_best_edge,0.1,0.005,empirical_q25,0.25,0.9975,False,10,3,3,3,-0.163,-0.05433333333333334,0.0
21b,ecmwf_raw,24h_prior,proportional_positive_edge,0.02,0.005,empirical_q25,0.25,0.9975,False,10,0,0,0,0.0,,
21b,ecmwf_raw,24h_prior,proportional_positive_edge,0.05,0.005,empirical_q25,0.25,0.9975,False,10,0,0,0,0.0,,
21b,ecmwf_raw,24h_prior,proportional_positive_edge,0.1,0.005,empirical_q25,0.25,0.9975,False,10,3,6,3,-0.17393196943381609,-0.05797732314460536,0.0
21b,ecmwf_raw,24h_prior,single_best_edge,0.02,0.005,empirical_q25,0.25,0.9975,False,10,3,3,3,-0.215,-0.07166666666666667,0.0
21b,ecmwf_raw,24h_prior,single_best_edge,0.05,0.005,empirical_q25,0.25,0.9975,False,10,3,3,3,-0.215,-0.07166666666666667,0.0
21b,ecmwf_raw,24h_prior,single_best_edge,0.1,0.005,empirical_q25,0.25,0.9975,False,10,3,3,3,-0.215,-0.07166666666666667,0.0
21b,ecmwf_raw,6h_prior,proportional_positive_edge,0.02,0.005,empirical_q25,0.25,0.9975,False,10,3,14,3,-0.04282989717693841,-0.014276632392312803,0.3333333333333333
21b,ecmwf_raw,6h_prior,proportional_positive_edge,0.05,0.005,empirical_q25,0.25,0.9975,False,10,3,13,3,-0.03973517686862811,-0.013245058956209371,0.3333333333333333
21b,ecmwf_raw,6h_prior,proportional_positive_edge,0.1,0.005,empirical_q25,0.25,0.9975,False,10,3,9,3,-0.1339577957021072,-0.04465259856736906,0.0
21b,ecmwf_raw,6h_prior,single_best_edge,0.02,0.005,empirical_q25,0.25,0.9975,False,10,3,3,3,-0.09599999999999999,-0.031999999999999994,0.0
21b,ecmwf_raw,6h_prior,single_best_edge,0.05,0.005,empirical_q25,0.25,0.9975,False,10,3,3,3,-0.09599999999999999,-0.031999999999999994,0.0
21b,ecmwf_raw,6h_prior,single_best_edge,0.1,0.005,empirical_q25,0.25,0.9975,False,10,3,3,3,-0.09599999999999999,-0.031999999999999994,0.0
21b,ecmwf_raw,event_day_open,proportional_positive_edge,0.02,0.005,empirical_q25,0.25,0.9975,False,10,0,0,0,0.0,,
21b,ecmwf_raw,event_day_open,proportional_positive_edge,0.05,0.005,empirical_q25,0.25,0.9975,False,10,0,0,0,0.0,,
21b,ecmwf_raw,event_day_open,proportional_positive_edge,0.1,0.005,empirical_q25,0.25,0.9975,False,10,0,0,0,0.0,,
21b,ecmwf_raw,event_day_open,single_best_edge,0.02,0.005,empirical_q25,0.25,0.9975,False,10,3,3,3,-0.0555,-0.0185,0.0
21b,ecmwf_raw,event_day_open,single_best_edge,0.05,0.005,empirical_q25,0.25,0.9975,False,10,3,3,3,-0.0555,-0.0185,0.0
21b,ecmwf_raw,event_day_open,single_best_edge,0.1,0.005,empirical_q25,0.25,0.9975,False,10,3,3,3,-0.0555,-0.0185,0.0
21b,catboost_platt,12h_prior,proportional_positive_edge,0.02,0.005,empirical_q50,0.5,0.9980555555555556,False,10,2,7,2,-0.2301071757049312,-0.1150535878524656,0.0
21b,catboost_platt,12h_prior,proportional_positive_edge,0.05,0.005,empirical_q50,0.5,0.9980555555555556,False,10,5,7,5,-0.6855792288824183,-0.13711584577648367,0.0
21b,catboost_platt,12h_prior,proportional_positive_edge,0.1,0.005,empirical_q50,0.5,0.9980555555555556,False,10,4,4,4,-0.6100000000000001,-0.15250000000000002,0.0
21b,catboost_platt,12h_prior,single_best_edge,0.02,0.005,empirical_q50,0.5,0.9980555555555556,False,10,6,6,6,-0.7849999999999999,-0.13083333333333336,0.0
21b,catboost_platt,12h_prior,single_best_edge,0.05,0.005,empirical_q50,0.5,0.9980555555555556,False,10,6,6,6,-0.7849999999999999,-0.13083333333333336,0.0
21b,catboost_platt,12h_prior,single_best_edge,0.1,0.005,empirical_q50,0.5,0.9980555555555556,False,10,4,4,4,-0.6100000000000001,-0.15250000000000002,0.0
21b,catboost_platt,24h_prior,proportional_positive_edge,0.02,0.005,empirical_q50,0.5,0.9980555555555556,False,10,1,3,1,-0.033307971890738,-0.033307971890738,0.0
21b,catboost_platt,24h_prior,proportional_positive_edge,0.05,0.005,empirical_q50,0.5,0.9980555555555556,False,10,1,2,1,-0.0665814490557516,-0.0665814490557516,0.0
21b,catboost_platt,24h_prior,proportional_positive_edge,0.1,0.005,empirical_q50,0.5,0.9980555555555556,False,10,1,1,1,-0.049999999999999996,-0.049999999999999996,0.0
21b,catboost_platt,24h_prior,single_best_edge,0.02,0.005,empirical_q50,0.5,0.9980555555555556,False,10,5,5,5,-0.4045,-0.0809,0.0
21b,catboost_platt,24h_prior,single_best_edge,0.05,0.005,empirical_q50,0.5,0.9980555555555556,False,10,2,2,2,-0.135,-0.0675,0.0
21b,catboost_platt,24h_prior,single_best_edge,0.1,0.005,empirical_q50,0.5,0.9980555555555556,False,10,1,1,1,-0.049999999999999996,-0.049999999999999996,0.0
21b,catboost_platt,6h_prior,proportional_positive_edge,0.02,0.005,empirical_q50,0.5,0.9980555555555556,False,10,3,18,3,-0.1281087930301234,-0.042702931010041134,0.3333333333333333
21b,catboost_platt,6h_prior,proportional_positive_edge,0.05,0.005,empirical_q50,0.5,0.9980555555555556,False,10,4,5,4,-0.45524103449231246,-0.11381025862307811,0.0
21b,catboost_platt,6h_prior,proportional_positive_edge,0.1,0.005,empirical_q50,0.5,0.9980555555555556,False,10,3,4,3,-0.4002410344923124,-0.13341367816410413,0.0
21b,catboost_platt,6h_prior,single_best_edge,0.02,0.005,empirical_q50,0.5,0.9980555555555556,False,10,5,5,5,-0.655,-0.131,0.0
21b,catboost_platt,6h_prior,single_best_edge,0.05,0.005,empirical_q50,0.5,0.9980555555555556,False,10,5,5,5,-0.655,-0.131,0.0
21b,catboost_platt,6h_prior,single_best_edge,0.1,0.005,empirical_q50,0.5,0.9980555555555556,False,10,3,3,3,-0.44500000000000006,-0.14833333333333334,0.0
21b,catboost_platt,event_day_open,proportional_positive_edge,0.02,0.005,empirical_q50,0.5,0.9980555555555556,False,10,1,5,1,-0.07019347172801721,-0.07019347172801721,0.0
21b,catboost_platt,event_day_open,proportional_positive_edge,0.05,0.005,empirical_q50,0.5,0.9980555555555556,False,10,4,5,4,-0.6207117521283354,-0.15517793803208385,0.0
21b,catboost_platt,event_day_open,proportional_positive_edge,0.1,0.005,empirical_q50,0.5,0.9980555555555556,False,10,3,3,3,-0.565,-0.18833333333333332,0.0
21b,catboost_platt,event_day_open,single_best_edge,0.02,0.005,empirical_q50,0.5,0.9980555555555556,False,10,5,5,5,-0.7365,-0.14730000000000001,0.0
21b,catboost_platt,event_day_open,single_best_edge,0.05,0.005,empirical_q50,0.5,0.9980555555555556,False,10,4,4,4,-0.665,-0.16625,0.0
21b,catboost_platt,event_day_open,single_best_edge,0.1,0.005,empirical_q50,0.5,0.9980555555555556,False,10,3,3,3,-0.565,-0.18833333333333332,0.0
21b,catboost_raw,12h_prior,proportional_positive_edge,0.02,0.005,empirical_q50,0.5,0.9980555555555556,False,10,4,7,4,-0.5998219173743888,-0.1499554793435972,0.0
21b,catboost_raw,12h_prior,proportional_positive_edge,0.05,0.005,empirical_q50,0.5,0.9980555555555556,False,10,5,5,5,-0.715,-0.14300000000000002,0.0
21b,catboost_raw,12h_prior,proportional_positive_edge,0.1,0.005,empirical_q50,0.5,0.9980555555555556,False,10,4,4,4,-0.6100000000000001,-0.15250000000000002,0.0
21b,catboost_raw,12h_prior,single_best_edge,0.02,0.005,empirical_q50,0.5,0.9980555555555556,False,10,6,6,6,-0.7849999999999999,-0.13083333333333336,0.0
21b,catboost_raw,12h_prior,single_best_edge,0.05,0.005,empirical_q50,0.5,0.9980555555555556,False,10,6,6,6,-0.7849999999999999,-0.13083333333333336,0.0
21b,catboost_raw,12h_prior,single_best_edge,0.1,0.005,empirical_q50,0.5,0.9980555555555556,False,10,4,4,4,-0.6100000000000001,-0.15250000000000002,0.0
21b,catboost_raw,24h_prior,proportional_positive_edge,0.02,0.005,empirical_q50,0.5,0.9980555555555556,False,10,3,6,3,-0.27020954760553023,-0.09006984920184341,0.3333333333333333
21b,catboost_raw,24h_prior,proportional_positive_edge,0.05,0.005,empirical_q50,0.5,0.9980555555555556,False,10,4,5,4,-0.4555624636219609,-0.11389061590549024,0.25
21b,catboost_raw,24h_prior,proportional_positive_edge,0.1,0.005,empirical_q50,0.5,0.9980555555555556,False,10,2,2,2,0.5399999999999999,0.26999999999999996,0.5
21b,catboost_raw,24h_prior,single_best_edge,0.02,0.005,empirical_q50,0.5,0.9980555555555556,False,10,5,5,5,-0.25,-0.05000000000000001,0.2
21b,catboost_raw,24h_prior,single_best_edge,0.05,0.005,empirical_q50,0.5,0.9980555555555556,False,10,5,5,5,-0.25,-0.05000000000000001,0.2
21b,catboost_raw,24h_prior,single_best_edge,0.1,0.005,empirical_q50,0.5,0.9980555555555556,False,10,2,2,2,0.5399999999999999,0.26999999999999996,0.5
21b,catboost_raw,6h_prior,proportional_positive_edge,0.02,0.005,empirical_q50,0.5,0.9980555555555556,False,10,4,5,4,-0.45365160767546575,-0.11341290191886644,0.0
21b,catboost_raw,6h_prior,proportional_positive_edge,0.05,0.005,empirical_q50,0.5,0.9980555555555556,False,10,5,6,5,-0.6086516076754658,-0.12173032153509314,0.0
21b,catboost_raw,6h_prior,proportional_positive_edge,0.1,0.005,empirical_q50,0.5,0.9980555555555556,False,10,3,4,3,-0.3986516076754657,-0.13288386922515524,0.0
21b,catboost_raw,6h_prior,single_best_edge,0.02,0.005,empirical_q50,0.5,0.9980555555555556,False,10,5,5,5,-0.655,-0.131,0.0
21b,catboost_raw,6h_prior,single_best_edge,0.05,0.005,empirical_q50,0.5,0.9980555555555556,False,10,5,5,5,-0.655,-0.131,0.0
21b,catboost_raw,6h_prior,single_best_edge,0.1,0.005,empirical_q50,0.5,0.9980555555555556,False,10,3,3,3,-0.44500000000000006,-0.14833333333333334,0.0
21b,catboost_raw,event_day_open,proportional_positive_edge,0.02,0.005,empirical_q50,0.5,0.9980555555555556,False,10,4,8,4,-0.4759988806618994,-0.11899972016547485,0.0
21b,catboost_raw,event_day_open,proportional_positive_edge,0.05,0.005,empirical_q50,0.5,0.9980555555555556,False,10,3,4,3,-0.4728093285754135,-0.15760310952513784,0.0
21b,catboost_raw,event_day_open,proportional_positive_edge,0.1,0.005,empirical_q50,0.5,0.9980555555555556,False,10,3,3,3,-0.565,-0.18833333333333332,0.0
21b,catboost_raw,event_day_open,single_best_edge,0.02,0.005,empirical_q50,0.5,0.9980555555555556,False,10,6,6,6,-1.3399999999999999,-0.2233333333333333,0.0
21b,catboost_raw,event_day_open,single_best_edge,0.05,0.005,empirical_q50,0.5,0.9980555555555556,False,10,4,4,4,-0.665,-0.16625,0.0
21b,catboost_raw,event_day_open,single_best_edge,0.1,0.005,empirical_q50,0.5,0.9980555555555556,False,10,3,3,3,-0.565,-0.18833333333333332,0.0
21b,ecmwf_bias_adaptive_sigma,12h_prior,proportional_positive_edge,0.02,0.005,empirical_q50,0.5,0.9980555555555556,False,10,7,12,7,0.40275618547056746,0.05753659792436678,0.42857142857142855
21b,ecmwf_bias_adaptive_sigma,12h_prior,proportional_positive_edge,0.05,0.005,empirical_q50,0.5,0.9980555555555556,False,10,7,10,7,0.36710606972225895,0.05244372424603699,0.42857142857142855
21b,ecmwf_bias_adaptive_sigma,12h_prior,proportional_positive_edge,0.1,0.005,empirical_q50,0.5,0.9980555555555556,False,10,5,8,5,1.159036860786637,0.2318073721573274,0.8
21b,ecmwf_bias_adaptive_sigma,12h_prior,single_best_edge,0.02,0.005,empirical_q50,0.5,0.9980555555555556,False,10,8,8,8,0.7649999999999999,0.09562499999999999,0.375
21b,ecmwf_bias_adaptive_sigma,12h_prior,single_best_edge,0.05,0.005,empirical_q50,0.5,0.9980555555555556,False,10,8,8,8,0.7649999999999999,0.09562499999999999,0.375
21b,ecmwf_bias_adaptive_sigma,12h_prior,single_best_edge,0.1,0.005,empirical_q50,0.5,0.9980555555555556,False,10,5,5,5,1.36,0.272,0.6
21b,ecmwf_bias_adaptive_sigma,24h_prior,proportional_positive_edge,0.02,0.005,empirical_q50,0.5,0.9980555555555556,False,10,7,11,7,0.2352084843904408,0.033601212055777256,0.42857142857142855
21b,ecmwf_bias_adaptive_sigma,24h_prior,proportional_positive_edge,0.05,0.005,empirical_q50,0.5,0.9980555555555556,False,10,7,9,7,0.5354598987062906,0.07649427124375581,0.42857142857142855
21b,ecmwf_bias_adaptive_sigma,24h_prior,proportional_positive_edge,0.1,0.005,empirical_q50,0.5,0.9980555555555556,False,10,2,2,2,0.295,0.1475,0.5
21b,ecmwf_bias_adaptive_sigma,24h_prior,single_best_edge,0.02,0.005,empirical_q50,0.5,0.9980555555555556,False,10,8,8,8,-0.11500000000000005,-0.014375000000000006,0.25
21b,ecmwf_bias_adaptive_sigma,24h_prior,single_best_edge,0.05,0.005,empirical_q50,0.5,0.9980555555555556,False,10,7,7,7,0.09999999999999998,0.014285714285714275,0.2857142857142857
21b,ecmwf_bias_adaptive_sigma,24h_prior,single_best_edge,0.1,0.005,empirical_q50,0.5,0.9980555555555556,False,10,2,2,2,0.295,0.1475,0.5
21b,ecmwf_bias_adaptive_sigma,6h_prior,proportional_positive_edge,0.02,0.005,empirical_q50,0.5,0.9980555555555556,False,10,6,13,6,0.19950120992075523,0.033250201653459203,0.3333333333333333
21b,ecmwf_bias_adaptive_sigma,6h_prior,proportional_positive_edge,0.05,0.005,empirical_q50,0.5,0.9980555555555556,False,10,6,10,6,0.24949809374370768,0.041583015623951274,0.3333333333333333
21b,ecmwf_bias_adaptive_sigma,6h_prior,proportional_positive_edge,0.1,0.005,empirical_q50,0.5,0.9980555555555556,False,10,5,7,5,0.11125574821470596,0.022251149642941198,0.2
21b,ecmwf_bias_adaptive_sigma,6h_prior,single_best_edge,0.02,0.005,empirical_q50,0.5,0.9980555555555556,False,10,7,7,7,0.45499999999999996,0.06499999999999999,0.2857142857142857
21b,ecmwf_bias_adaptive_sigma,6h_prior,single_best_edge,0.05,0.005,empirical_q50,0.5,0.9980555555555556,False,10,7,7,7,0.45499999999999996,0.06499999999999999,0.2857142857142857
21b,ecmwf_bias_adaptive_sigma,6h_prior,single_best_edge,0.1,0.005,empirical_q50,0.5,0.9980555555555556,False,10,6,6,6,0.265,0.04416666666666667,0.16666666666666666
21b,ecmwf_bias_adaptive_sigma,event_day_open,proportional_positive_edge,0.02,0.005,empirical_q50,0.5,0.9980555555555556,False,10,5,12,5,-0.17730615054498292,-0.035461230108996586,0.2
