decision_rule,n,market_mean_brier,ecmwf_mean_brier,market_mean_log_score,ecmwf_mean_log_score,market_median_brier,ecmwf_median_brier,market_median_log_score,ecmwf_median_log_score,mean_p_market,mean_p_ecmwf_proxy,outcome_rate,market_minus_ecmwf_brier,market_minus_ecmwf_log_score,brier_winner,log_score_winner
24h_prior,624,0.06817996875,0.08331754107663397,0.21577132425194648,0.2892335162670012,0.00029762500000000004,0.0030013613370536386,0.017400547036845612,0.05634252727430238,0.09666826923076922,0.09123401446157621,0.09294871794871795,-0.015137572326633982,-0.07346219201505473,market,market
12h_prior,670,0.06578320634328358,0.08339255195478693,0.21146083462954146,0.2963304151662074,0.00028062500000000006,0.0033848572764191044,0.01689189999399688,0.059848011631667364,0.09663507462686569,0.09103863122481899,0.09104477611940298,-0.017609345611503343,-0.08486958053666589,market,market
6h_prior,648,0.06464077083333333,0.08100897923388817,0.20565335686826994,0.2793561098731066,6.4e-05,0.0030013613370536386,0.008032171697264267,0.05634252727430238,0.09488271604938271,0.0910450649490817,0.09104938271604938,-0.016368208400554838,-0.07370275300483668,market,market
event_day_open,693,0.06594871464646465,0.08152122405641647,0.2066605213897923,0.2828178294980589,2.0249999999999998e-05,0.0030013613370536386,0.004510155477886019,0.05634252727430238,0.09486507936507937,0.09090909090909087,0.09090909090909091,-0.015572509409951824,-0.07615730810826662,market,market
