n_contracts_common,expected_n_contracts,n_yes,book_ready,book_issue,market_total_book_probability,ecmwf_total_book_probability,market_abs_book_probability_error,ecmwf_abs_book_probability_error,market_winning_probability_raw,ecmwf_winning_probability_raw,market_winning_probability_normalised,ecmwf_winning_probability_normalised,market_normalised_categorical_log_score,ecmwf_normalised_categorical_log_score,market_normalised_multiclass_brier,ecmwf_normalised_multiclass_brier,delta_norm_log_market_minus_ecmwf,delta_norm_brier_market_minus_ecmwf,event_date,decision_rule
11,11,1.0,True,,1.025,0.9999999999999994,0.02499999999999991,5.551115123125783e-16,0.075,0.033320683764183,0.07317073170731708,0.03332068376418302,2.614959778036198,3.4015769407601066,1.099955740630577,1.1180157316326105,-0.7866171627239087,-0.01805999100203337,2026-04-23,24h_prior
11,11,1.0,True,,1.0525000000000002,0.9999999999999993,0.05250000000000021,6.661338147750939e-16,0.255,0.0486934252774081,0.2422802850356294,0.04869342527740814,1.4176600203981105,3.022211262578205,0.7548542380149064,1.0873194181324115,-1.6045512421800945,-0.33246518011750514,2026-05-25,24h_prior
11,11,1.0,True,,1.121,0.9999999999999997,0.121,3.3306690738754696e-16,0.335,0.247507462453077,0.2988403211418377,0.2475074624530771,1.2078458912470933,1.39631454610237,0.6055906181638192,0.6929043819340754,-0.18846865485527675,-0.08731376377025624,2026-04-01,24h_prior
11,11,1.0,True,,1.0545,0.9999999999999996,0.05449999999999999,4.440892098500626e-16,0.405,0.1150696702217082,0.38406827880512096,0.11506967022170826,0.95693493281229,2.1622175060437394,0.511990765940006,0.9600196705179336,-1.2052825732314494,-0.44802890457792754,2026-05-22,24h_prior
11,11,1.0,True,,1.033,0.9999999999999997,0.03299999999999992,3.3306690738754696e-16,0.405,0.1205246531526716,0.39206195546950634,0.12052465315267163,0.9363354020130993,2.1159009564986024,0.5229118658331214,0.9446500915177453,-1.179565554485503,-0.4217382256846238,2026-05-24,24h_prior
6,11,1.0,False,common=6 expected=11,,,,,,,,,,,,,,,2026-04-18,24h_prior
11,11,1.0,True,,1.1965,0.9999999999999994,0.1964999999999999,5.551115123125783e-16,0.275,0.1015429725067298,0.2298370246552445,0.10154297250672986,1.4703848096818566,2.2872731956474293,0.7384576375341857,0.9815860728635482,-0.8168883859655727,-0.24312843532936246,2026-04-03,24h_prior
11,11,1.0,True,,1.0585,0.9999999999999996,0.058499999999999996,4.440892098500626e-16,0.0675,0.2475074624530771,0.06376948512045348,0.2475074624530772,2.7524804926964355,1.3963145461023696,1.096912347108423,0.6896444699413752,1.3561659465940659,0.4072678771670478,2026-03-29,24h_prior
11,11,1.0,True,,1.1575000000000002,0.9999999999999994,0.1575000000000002,5.551115123125783e-16,0.2,0.22767795341899,0.17278617710583152,0.22767795341899014,1.7557004194123524,1.4798231335294219,0.8678280908153697,0.7293503618492476,0.2758772858829306,0.1384777289661221,2026-05-23,24h_prior
11,11,1.0,True,,1.0589999999999997,0.9999999999999996,0.05899999999999972,4.440892098500626e-16,0.36,0.1205246531526716,0.339943342776204,0.12052465315267165,1.0789763141512505,2.1159009564986024,0.5575992816641567,0.944169003615928,-1.036924642347352,-0.3865697219517713,2026-04-24,24h_prior
