n_contracts_common,expected_n_contracts,n_yes,book_ready,book_issue,market_total_book_probability,ecmwf_total_book_probability,market_abs_book_probability_error,ecmwf_abs_book_probability_error,market_winning_probability_raw,ecmwf_winning_probability_raw,market_winning_probability_normalised,ecmwf_winning_probability_normalised,market_normalised_categorical_log_score,ecmwf_normalised_categorical_log_score,market_normalised_multiclass_brier,ecmwf_normalised_multiclass_brier,delta_norm_log_market_minus_ecmwf,delta_norm_brier_market_minus_ecmwf,event_date,decision_rule
11,11,1.0,True,,1.0505,0.9999999999999997,0.05049999999999999,3.3306690738754696e-16,0.35,0.0760396778111262,0.3331746787244169,0.07603967781112622,1.0990883658015957,2.5764999984681207,0.5987534323878771,1.0327860917694798,-1.477411632666525,-0.4340326593816026,2026-05-09,12h_prior
11,11,1.0,True,,1.0545,0.9999999999999996,0.05449999999999999,4.440892098500626e-16,0.0315,0.1015429725067298,0.029871977240398292,0.10154297250672985,3.510834454087242,2.2872731956474293,1.212906999984937,0.9821323649078118,1.2235612584398128,0.23077463507712515,2026-05-08,12h_prior
11,11,1.0,True,,1.0510000000000002,0.9999999999999997,0.051000000000000156,3.3306690738754696e-16,0.265,0.005954697061078,0.25214081826831586,0.005954697061078002,1.377767544890729,5.1235749488243645,0.768486992135622,1.174150886987036,-3.7458074039336355,-0.4056638948514141,2026-05-07,12h_prior
11,11,1.0,True,,1.0655000000000001,0.9999999999999997,0.06550000000000011,3.3306690738754696e-16,0.0225,0.2588905185378326,0.02111684655091506,0.25889051853783274,3.8576841423282975,1.351350014997094,1.2264704995044218,0.6672828093895843,2.506334127331203,0.5591876901148375,2026-05-06,12h_prior
11,11,1.0,True,,1.0735,0.9999999999999998,0.0734999999999999,2.220446049250313e-16,0.115,0.130465464351,0.10712622263623663,0.13046546435100004,2.2337474889555855,2.0366467282315,1.047039781465196,0.9241329177632495,0.19710076072408533,0.12290686370194648,2026-05-05,12h_prior
11,11,1.0,True,,1.0524999999999998,0.9999999999999996,0.05249999999999977,4.440892098500626e-16,0.425,0.2475074624530771,0.4038004750593825,0.2475074624530772,0.9068343966321195,1.3963145461023696,0.4837548874131832,0.6929043819340753,-0.4894801494702501,-0.20914949452089215,2026-05-03,12h_prior
11,11,1.0,True,,1.0715000000000001,0.9999999999999994,0.07150000000000012,5.551115123125783e-16,0.35,0.033320683764183,0.3266448903406439,0.03332068376418302,1.1188816604301723,3.4015769407601066,0.6119449557305916,1.1180491751773134,-2.2826952803299343,-0.5061042194467218,2026-04-21,12h_prior
11,11,1.0,True,,0.9965,0.9999999999999996,0.0034999999999999476,4.440892098500626e-16,0.33,0.1818317583821429,0.33115905669844453,0.181831758382143,1.1051564851923235,1.7046734239243868,0.6427715267359492,0.8209998068795618,-0.5995169387320634,-0.17822828014361258,2026-04-27,12h_prior
10,11,1.0,False,common=10 expected=11,,,,,,,,,,,,,,,2026-04-16,12h_prior
11,11,1.0,True,,1.1135000000000002,0.9999999999999993,0.11350000000000016,6.661338147750939e-16,0.12,0.161281317821055,0.10776829815895822,0.16128131782105512,2.2277717439153766,1.8246051231190292,1.0462666918572308,0.8620967592054195,0.40316662079634735,0.18416993265181125,2026-04-05,12h_prior
11,11,1.0,True,,1.0354999999999999,0.9999999999999993,0.035499999999999865,6.661338147750939e-16,0.105,0.22767795341899,0.10140028971511349,0.22767795341899014,2.2886793306781152,1.4798231335294219,1.054180176874038,0.7293503618492477,0.8088561971486934,0.32482981502479025,2026-04-11,12h_prior
11,11,1.0,True,,1.1019999999999999,0.9999999999999998,0.10199999999999987,2.220446049250313e-16,0.285,0.150920915401027,0.25862068965517243,0.15092091540102703,1.3523928094442093,1.89099931843247,0.6731252532106284,0.8852975580412551,-0.5386065089882608,-0.21217230483062666,2026-04-07,12h_prior
11,11,1.0,True,,1.0599999999999998,0.9999999999999994,0.05999999999999983,5.551115123125783e-16,0.26,0.0613738721449523,0.24528301886792458,0.06137387214495234,1.4053425560905848,2.79077106949329,0.7040236739053044,1.0619132187935378,-1.3854285134027053,-0.35788954488823344,2026-04-04,12h_prior
11,11,1.0,True,,0.9954999999999999,0.9999999999999997,0.0045000000000000595,3.3306690738754696e-16,0.36,0.0926068302294892,0.3616273229532898,0.09260683022948923,1.0171410920540953,2.3793923794725433,0.5237728492429898,0.9998501860062712,-1.362251287418448,-0.47607733676328134,2026-04-14,12h_prior
11,11,1.0,True,,1.1629999999999998,0.9999999999999996,0.1629999999999998,4.440892098500626e-16,0.22,0.1205246531526716,0.18916595012897683,0.12052465315267165,1.6651306061663027,2.1159009564986024,0.8119607946064118,0.943641236400336,-0.45077035033229973,-0.13168044179392424,2026-04-03,12h_prior
11,11,1.0,True,,1.07,0.9999999999999996,0.07000000000000006,4.440892098500626e-16,0.245,0.0926068302294892,0.2289719626168224,0.09260683022948925,1.474155716911225,2.3793923794725433,0.7443689405188225,0.999443652333667,-0.9052366625613184,-0.25507471181484453,2026-04-08,12h_prior
11,11,1.0,True,,1.066,0.9999999999999996,0.06600000000000006,4.440892098500626e-16,0.385,0.2417459610648366,0.3611632270168855,0.2417459610648367,1.0184252704380057,1.4198678518623966,0.5544160456758269,0.7012682734884799,-0.40144258142439093,-0.14685222781265295,2026-04-17,12h_prior
11,11,1.0,True,,1.1340000000000001,0.9999999999999994,0.13400000000000012,5.551115123125783e-16,0.285,0.2015170661941665,0.2513227513227513,0.20151706619416662,1.381017304019047,1.6018812054291942,0.7167356425880824,0.7816229667726434,-0.22086390141014722,-0.064887324184561,2026-04-02,12h_prior
11,11,1.0,True,,0.9865000000000002,0.9999999999999997,0.013499999999999845,3.3306690738754696e-16,0.255,0.1918320415588554,0.2584896097313735,0.19183204155885544,1.352899780304244,1.6511350733483992,0.7743030660495502,0.8013997633475389,-0.2982352930441552,-0.027096697297988692,2026-04-15,12h_prior
11,11,1.0,True,,1.1064999999999998,0.9999999999999996,0.10649999999999982,4.440892098500626e-16,0.405,0.0840955945149676,0.3660189787618618,0.08409559451496765,1.005070092384565,2.4758010972639313,0.5290795935531915,1.0167582553363008,-1.4707310048793663,-0.48767866178310937,2026-04-09,12h_prior
11,11,1.0,True,,1.0955000000000001,0.9999999999999997,0.09550000000000014,3.3306690738754696e-16,0.28,0.2588905185378326,0.25559105431309903,0.25889051853783274,1.3641765558662717,1.351350014997094,0.6849967742815772,0.6672828093895843,0.012826540869177672,0.01771396489199295,2026-04-01,12h_prior
11,11,1.0,True,,1.0484999999999998,0.9999999999999996,0.048499999999999766,4.440892098500626e-16,0.285,0.0684610877776886,0.2718168812589414,0.06846108777768863,1.302626670073324,2.681489756761682,0.6792931928778969,1.0477372192921524,-1.3788630866883582,-0.36844402641425544,2026-04-13,12h_prior
11,11,1.0,True,,1.162,0.9999999999999994,0.16199999999999992,5.551115123125783e-16,0.355,0.0840955945149676,0.3055077452667814,0.08409559451496765,1.1857801479364407,2.4758010972639313,0.5967806559407041,1.0164721346139123,-1.2900209493274906,-0.4196914786732082,2026-04-06,12h_prior
11,11,1.0,True,,1.0940000000000003,0.9999999999999994,0.0940000000000003,5.551115123125783e-16,0.385,0.130465464351,0.35191956124314433,0.1304654643510001,1.0443526486941426,2.0366467282314997,0.5586567416087083,0.9237753399852275,-0.9922940795373572,-0.3651185983765193,2026-04-10,12h_prior
11,11,1.0,True,,0.9825,0.9999999999999996,0.01749999999999996,4.440892098500626e-16,0.395,0.161281317821055,0.4020356234096692,0.1612813178210551,0.9112145788422945,1.8246051231190294,0.4855189739007699,0.8620967592054194,-0.9133905442767349,-0.37657778530464947,2026-04-20,12h_prior
11,11,1.0,True,,0.9695,0.9999999999999996,0.03049999999999997,4.440892098500626e-16,0.145,0.0219363859972909,0.149561629706034,0.02193638599729091,1.9000467322621324,3.8196085597957103,0.9865742697396962,1.1407881910888606,-1.919561827533578,-0.15421392134916445,2026-04-19,12h_prior
11,11,1.0,True,,1.2229999999999999,0.9999999999999994,0.22299999999999986,5.551115123125783e-16,0.335,0.1108649016586423,0.2739165985282094,0.11086490165864235,1.2949316038621057,2.1994429211145765,0.6596472355620571,0.9636952551623146,-0.9045113172524708,-0.3040480196002575,2026-03-23,12h_prior
11,11,1.0,True,,1.0530000000000002,0.9999999999999996,0.05300000000000016,4.440892098500626e-16,0.305,0.150920915401027,0.28964862298195626,0.15092091540102706,1.239086735526564,1.8909993184324698,0.6709897737121543,0.8829183648160991,-0.6519125829059058,-0.2119285911039448,2026-04-12,12h_prior
11,11,1.0,True,,1.0655,0.9999999999999996,0.06549999999999989,4.440892098500626e-16,0.285,0.2605588311462989,0.26748005631159083,0.260558831146299,1.3187102712700212,1.3449266039533772,0.7008564549902545,0.6645817355304904,-0.026216332683355992,0.036274719459764126,2026-04-18,12h_prior
11,11,1.0,True,,1.154,0.9999999999999996,0.15399999999999991,4.440892098500626e-16,0.315,0.1918320415588554,0.27296360485268634,0.19183204155885547,1.2984168082424117,1.651135073348399,0.6920563393396187,0.8013997633475388,-0.35271826510598725,-0.10934342400792008,2026-03-22,12h_prior
11,11,1.0,True,,1.0985,0.9999999999999996,0.09850000000000003,4.440892098500626e-16,0.0705,0.2561336880197627,0.06417842512517068,0.25613368801976283,2.7460881820064422,1.3620557519841745,1.1201972151788064,0.6723903359973549,1.3840324300222677,0.44780687918145157,2026-03-21,12h_prior
11,11,1.0,True,,1.0645,0.9999999999999996,0.0645,4.440892098500626e-16,0.47,0.1015429725067298,0.44152184124001875,0.10154297250672985,0.81752778962943,2.2872731956474293,0.4452150523282121,0.9821323649078118,-1.4697454060179993,-0.5369173125795996,2026-04-09,6h_prior
11,11,1.0,True,,1.0469999999999997,0.9999999999999996,0.04699999999999971,4.440892098500626e-16,0.624,0.0415182196887791,0.5959885386819486,0.04151821968877912,0.5175338425011089,3.1816229194450822,0.2299894454433415,1.1021818705437132,-2.6640890769439736,-0.8721924251003716,2026-05-13,6h_prior
11,11,1.0,True,,1.13,0.9999999999999993,0.1299999999999999,6.661338147750939e-16,0.365,0.0840955945149676,0.3230088495575221,0.08409559451496766,1.1300755581238948,2.4758010972639313,0.5883322891377556,1.0164721346139127,-1.3457255391400365,-0.42813984547615713,2026-04-06,6h_prior
11,11,1.0,True,,1.0479999999999998,0.9999999999999996,0.04799999999999982,4.440892098500626e-16,0.18,0.0547992916995581,0.17175572519083973,0.05479929169955813,1.761682013990777,2.904078010302243,0.9411752119631726,1.076100814423972,-1.1423959963114663,-0.13492560246079954,2026-05-12,6h_prior
11,11,1.0,True,,1.0194999999999999,0.9999999999999997,0.01949999999999985,3.3306690738754696e-16,0.0085,0.2523233465502915,0.008337420304070624,0.2523233465502916,4.787001426518239,1.377043892735945,1.2905974497783659,0.6802187542911488,3.4099575337822934,0.6103786954872171,2026-05-06,6h_prior
11,11,1.0,True,,1.0230000000000001,0.9999999999999998,0.02300000000000013,2.220446049250313e-16,0.39,0.1716158659179379,0.38123167155425214,0.17161586591793793,0.9643480268279345,1.762496637473078,0.548225132796129,0.8456786574238604,-0.7981486106451434,-0.29745352462773134,2026-04-07,6h_prior
11,11,1.0,True,,1.0179999999999998,0.9999999999999996,0.017999999999999794,4.440892098500626e-16,0.315,0.1108649016586423,0.30943025540275054,0.11086490165864235,1.1730225582848348,2.1994429211145765,0.622123968951795,0.9629497821854864,-1.0264203628297417,-0.34082581323369143,2026-05-11,6h_prior
11,11,1.0,True,,1.0445,0.9999999999999996,0.044499999999999984,4.440892098500626e-16,0.23,0.161281317821055,0.22020105313547153,0.1612813178210551,1.513214272073425,1.8246051231190294,0.8769086333139394,0.8620967592054196,-0.3113908510456045,0.014811874108519807,2026-05-10,6h_prior
11,11,1.0,True,,1.0529999999999997,0.9999999999999996,0.052999999999999714,4.440892098500626e-16,0.16,0.0291114568427497,0.15194681861348533,0.029111456842749715,1.8842246969001482,3.53662347635012,0.9478616244998012,1.1264833550017284,-1.6523987794499717,-0.1786217305019272,2026-05-07,6h_prior
11,11,1.0,True,,1.055,0.9999999999999996,0.05499999999999994,4.440892098500626e-16,0.1065,0.0613738721449523,0.1009478672985782,0.06137387214495233,2.293151060760687,2.79077106949329,1.1121304552907616,1.0620124513282483,-0.49762000873260304,0.05011800396251331,2026-05-08,6h_prior
11,11,1.0,True,,0.869,0.9999999999999994,0.131,5.551115123125783e-16,0.16,0.150920915401027,0.18411967779056387,0.1509209154010271,1.6921693100315651,1.8909993184324696,0.9567919953493362,0.882918364816099,-0.19883000840090448,0.07387363053323726,2026-04-10,6h_prior
11,11,1.0,True,,1.174,0.9999999999999993,0.17399999999999993,6.661338147750939e-16,0.39,0.1205246531526716,0.33219761499148215,0.12052465315267168,1.1020252612643495,2.115900956498602,0.5673888974341859,0.9436077928556332,-1.0138756952342525,-0.3762188954214474,2026-04-08,6h_prior
11,11,1.0,True,,1.042,0.9999999999999996,0.04200000000000004,4.440892098500626e-16,0.41,0.1818317583821429,0.3934740882917466,0.181831758382143,0.9327400626149588,1.7046734239243868,0.5176737302028802,0.8209998068795619,-0.771933361309428,-0.30332607667668166,2026-04-20,6h_prior
11,11,1.0,True,,1.1375000000000002,0.9999999999999994,0.13750000000000018,5.551115123125783e-16,0.255,0.1818317583821429,0.22417582417582416,0.18183175838214302,1.4953246056666794,1.7046734239243866,0.7958455259026688,0.8209941952725944,-0.20934881825770724,-0.025148669369925658,2026-04-05,6h_prior
11,11,1.0,True,,0.999,0.9999999999999997,0.0010000000000000009,3.3306690738754696e-16,0.11,0.1205246531526716,0.11011011011011011,0.12052465315267163,2.2062744128561373,2.1159009564986024,0.9241288335382429,0.9446500915177453,0.09037345635753491,-0.020521257979502328,2026-03-18,6h_prior
11,11,1.0,True,,1.043,0.9999999999999994,0.04299999999999993,5.551115123125783e-16,0.225,0.0486934252774081,0.21572387344199426,0.04869342527740813,1.5337560527963523,3.0222112625782054,0.87093107591219,1.0873194181324115,-1.488455209781853,-0.21638834222022152,2026-05-30,6h_prior
11,11,1.0,True,,1.0295,0.9999999999999999,0.02950000000000008,1.1102230246251565e-16,0.805,0.4207402905608977,0.7819329771733852,0.42074029056089773,0.24598624904928074,0.8657395226815935,0.07643860180055057,0.4488252357429913,-0.6197532736323128,-0.37238663394244076,2026-05-29,6h_prior
11,11,1.0,True,,1.0084999999999997,0.9999999999999993,0.00849999999999973,6.661338147750939e-16,0.815,0.1430611921955089,0.8081308874566189,0.14306119219550897,0.21303124415340358,1.9444828228016797,0.05908134844894249,0.9075276924033326,-1.7314515786482763,-0.8484463439543901,2026-05-28,6h_prior
11,11,1.0,True,,1.001,0.9999999999999996,0.0009999999999998899,4.440892098500626e-16,0.37,0.0547846815912408,0.36963036963036966,0.05478468159124083,0.9952517736769504,2.9043446571113547,0.5693781742732792,1.0751592788682283,-1.9090928834344043,-0.5057811045949491,2026-05-27,6h_prior
11,11,1.0,True,,1.0270000000000001,0.9999999999999996,0.027000000000000135,4.440892098500626e-16,0.315,0.2015170661941665,0.30671859785783834,0.2015170661941666,1.1818245711029252,1.6018812054291944,0.6540737004481719,0.7906159444060172,-0.4200566343262693,-0.1365422439578453,2026-03-28,6h_prior
11,11,1.0,True,,1.031,0.9999999999999996,0.030999999999999917,4.440892098500626e-16,0.425,0.0760396778111262,0.4122211445198836,0.07603967781112622,0.886195315092543,2.5764999984681207,0.5333558804132983,1.0327860917694793,-1.6903046833755777,-0.49943021135618104,2026-05-26,6h_prior
11,11,1.0,True,,1.0419999999999998,0.9999999999999998,0.041999999999999815,2.220446049250313e-16,0.39,0.0684610877776886,0.37428023032629565,0.06846108777768861,0.98275048318962,2.681489756761682,0.5710550359009876,1.047882133816604,-1.6987392735720621,-0.4768270979156164,2026-05-25,6h_prior
11,11,1.0,True,,1.0675000000000001,0.9999999999999994,0.06750000000000012,5.551115123125783e-16,0.305,0.1205246531526716,0.2857142857142857,0.12052465315267166,1.252762968495368,2.1159009564986024,0.7023391780791867,0.943641236400336,-0.8631379880032344,-0.24130205832114937,2026-05-14,6h_prior
11,11,1.0,True,,1.121,0.9999999999999996,0.121,4.440892098500626e-16,0.315,0.2605588311462989,0.28099910793933985,0.260558831146299,1.269403784246527,1.3449266039533772,0.6550816820396598,0.6641006476286735,-0.07552281970685026,-0.009018965589013717,2026-04-01,6h_prior
11,11,1.0,True,,1.0704999999999998,0.9999999999999997,0.07049999999999979,3.3306690738754696e-16,0.27,0.2588905185378326,0.252218589444185,0.25889051853783274,1.3774591490313626,1.351350014997094,0.7214253598642721,0.6668858004804677,0.02610913403426851,0.05453955938380439,2026-04-02,6h_prior
11,11,1.0,True,,1.05,0.9999999999999996,0.050000000000000044,4.440892098500626e-16,0.095,0.1818317583821429,0.09047619047619047,0.181831758382143,2.402668551551028,1.7046734239243868,1.109421768707483,0.8209998068795618,0.6979951276266414,0.28842196182792124,2026-05-23,6h_prior
11,11,1.0,True,,1.0054999999999998,0.9999999999999996,0.005499999999999838,4.440892098500626e-16,0.615,0.1150696702217082,0.6116360019890602,0.11506967022170826,0.4916179414061888,2.1622175060437394,0.2236392036736784,0.9600196705179336,-1.6705995646375507,-0.7363804668442552,2026-05-22,6h_prior
11,11,1.0,True,,1.1600000000000001,0.9999999999999997,0.16000000000000014,3.3306690738754696e-16,0.235,0.161281317821055,0.20258620689655168,0.16128131782105506,1.5965897699562515,1.8246051231190294,0.8168367271105827,0.862241673729871,-0.228015353162778,-0.04540494661928829,2026-04-03,6h_prior
11,11,1.0,True,,1.0805,0.9999999999999997,0.08050000000000002,3.3306690738754696e-16,0.0785,0.0547846815912408,0.07265155020823692,0.05478468159124082,2.622080551158578,2.9043446571113547,1.0636903707792917,1.075159278868228,-0.28226410595277684,-0.011468908088936303,2026-05-21,6h_prior
11,11,1.0,True,,1.04,0.9999999999999994,0.040000000000000036,5.551115123125783e-16,0.074,0.2605588311462989,0.07115384615384615,0.2605588311462991,2.6429108989312486,1.344926603953377,1.1441905510355028,0.6635543555844097,1.2979842949778717,0.48063619545109315,2026-05-16,6h_prior
11,11,1.0,True,,1.0825,0.9999999999999997,0.08250000000000002,3.3306690738754696e-16,0.375,0.1716158659179379,0.3464203233256351,0.17161586591793795,1.0601024339062342,1.762496637473078,0.5466769783827319,0.8414292312475664,-0.7023942035668438,-0.29475225286483453,2026-04-04,6h_prior
11,11,1.0,True,,1.029,0.9999999999999998,0.028999999999999915,2.220446049250313e-16,0.265,0.2523233465502915,0.25753158406219634,0.25232334655029154,1.3566129098478272,1.3770438927359452,0.7917779912187004,0.7068684336150214,-0.020430982888117954,0.08490955760367902,2026-05-15,6h_prior
11,11,1.0,True,,1.0279999999999998,0.9999999999999997,0.027999999999999803,3.3306690738754696e-16,0.395,0.1716158659179379,0.38424124513618685,0.17161586591793795,0.9564846811139883,1.762496637473078,0.5452235272297837,0.8456786574238602,-0.8060119563590896,-0.30045513019407644,2026-05-24,6h_prior
11,11,1.0,True,,1.0514999999999999,0.9999999999999994,0.05149999999999988,5.551115123125783e-16,0.115,0.2107860862503066,0.10936757013789826,0.2107860862503067,2.213040866779504,1.5569114689985095,1.0535993573024431,0.7631074130021578,0.6561293977809945,0.29049194430028535,2026-05-05,6h_prior
11,11,1.0,True,,0.9994999999999998,0.9999999999999994,0.000500000000000167,5.551115123125783e-16,0.525,0.1108649016586423,0.525262631315658,0.11086490165864235,0.6438568913488307,2.1994429211145765,0.31721964033542527,0.9636952551623144,-1.5555860297657458,-0.6464756148268891,2026-05-09,6h_prior
11,11,1.0,True,,1.0214999999999996,0.9999999999999994,0.02149999999999963,5.551115123125783e-16,0.425,0.0379750236441693,0.4160548213411651,0.03797502364416932,0.8769382453332595,3.270826607875891,0.46599817099276936,1.1087295382144327,-2.3938883625426315,-0.6427313672216632,2026-05-01,6h_prior
11,11,1.0,True,,1.044,0.9999999999999994,0.04400000000000004,5.551115123125783e-16,0.0265,0.0486934252774081,0.025383141762452106,0.04869342527740813,3.6736700354504075,3.0222112625782054,1.3211083036068172,1.0872704622378293,0.6514587728722021,0.2338378413689879,2026-04-23,6h_prior
11,11,1.0,True,,1.027,0.9999999999999997,0.026999999999999913,3.3306690738754696e-16,0.11,0.0926068302294892,0.1071080817916261,0.09260683022948923,2.233916844136142,2.3793923794725433,1.2208505691983438,0.9994531770971548,-0.14547553533640123,0.22139739210118903,2026-05-31,6h_prior
11,11,1.0,True,,1.0155,0.9999999999999996,0.01550000000000007,4.440892098500626e-16,0.46,0.0926068302294892,0.45297882816346624,0.09260683022948925,0.7919098915372987,2.3793923794725433,0.40913695911306797,0.9998501860062712,-1.5874824879352447,-0.5907132268932032,2026-04-14,6h_prior
11,11,1.0,True,,1.0574999999999999,0.9999999999999996,0.057499999999999885,4.440892098500626e-16,0.375,0.2195389656117957,0.3546099290780142,0.2195389656117958,1.0367368849500223,1.5162255423501918,0.575459092712752,0.7545721455707588,-0.47948865740016955,-0.17911305285800683,2026-04-18,6h_prior
11,11,1.0,True,,1.0205,0.9999999999999997,0.020499999999999963,3.3306690738754696e-16,0.745,0.5530351166236138,0.7300342969132778,0.553035116623614,0.31466376387033995,0.5923337774441191,0.1137028975574462,0.27802833443310104,-0.27767001357377913,-0.16432543687565485,2026-04-30,6h_prior
11,11,1.0,True,,1.0205,0.9999999999999997,0.020499999999999963,3.3306690738754696e-16,0.48,0.0219363859972909,0.47035766780989713,0.021936385997290905,0.7542618783479629,3.8196085597957103,0.37204481092047137,1.1676423547210226,-3.0653466814477475,-0.7955975438005513,2026-04-24,6h_prior
11,11,1.0,True,,1.1744999999999999,0.9999999999999996,0.17449999999999988,4.440892098500626e-16,0.285,0.0760396778111262,0.24265644955300128,0.07603967781112622,1.4161086238303169,2.5764999984681207,0.7846513493328231,1.0325816074611902,-1.1603913746378038,-0.2479302581283671,2026-04-13,6h_prior
11,11,1.0,True,,0.986,0.9999999999999997,0.014000000000000012,3.3306690738754696e-16,0.085,0.1716158659179379,0.08620689655172414,0.17161586591793795,2.451005098112319,1.762496637473078,1.1616819036490582,0.8456786574238602,0.6885084606392411,0.31600324622519804,2026-04-29,6h_prior
11,11,1.0,True,,0.9984999999999998,0.9999999999999996,0.0015000000000001679,4.440892098500626e-16,0.09,0.0379750236441693,0.09013520280420632,0.03797502364416931,2.406444482525605,3.270826607875891,1.1785224155712792,1.1087069848001294,-0.8643821253502861,0.06981543077114982,2026-04-28,6h_prior
11,11,1.0,True,,0.996,0.9999999999999997,0.0040000000000000036,3.3306690738754696e-16,0.37,0.1918320415588554,0.3714859437751004,0.19183204155885544,0.990244251946328,1.6511350733483992,0.5589058039386462,0.8010027544384223,-0.6608908214020711,-0.2420969504997761,2026-04-17,6h_prior
11,11,1.0,True,,1.0225,0.9999999999999993,0.022499999999999964,6.661338147750939e-16,0.31,0.2015170661941665,0.30317848410757947,0.20151706619416665,1.1934335904377649,1.601881205429194,0.6514437383803301,0.7816378854886745,-0.4084476149914291,-0.13019414710834443,2026-04-25,6h_prior
11,11,1.0,True,,0.9454999999999999,0.9999999999999994,0.054500000000000104,5.551115123125783e-16,0.07,0.22767795341899,0.07403490216816501,0.22767795341899014,2.603218646049153,1.4798231335294219,1.1857922565096546,0.7293503618492476,1.123395512519731,0.45644189466040697,2026-04-11,6h_prior
11,11,1.0,True,,1.0314999999999999,0.9999999999999994,0.03149999999999986,5.551115123125783e-16,0.24,0.150920915401027,0.23267086766844403,0.1509209154010271,1.4581304091693152,1.8909993184324696,0.9400632382425718,0.8828165374019123,-0.43286890926315436,0.057246700840659415,2026-04-27,6h_prior
10,11,1.0,False,common=10 expected=11,,,,,,,,,,,,,,,2026-04-16,6h_prior
11,11,1.0,True,,1.025,0.9999999999999997,0.02499999999999991,3.3306690738754696e-16,0.4,0.2195389656117957,0.39024390243902446,0.21953896561179578,0.9409833444645264,1.516225542350192,0.5429844140392622,0.7466214665994969,-0.5752421978856657,-0.20363705256023468,2026-04-15,6h_prior
11,11,1.0,True,,1.0414999999999999,0.9999999999999993,0.04149999999999987,6.661338147750939e-16,0.115,0.2561336880197626,0.1104176668266923,0.2561336880197628,2.2034851323377764,1.3620557519841747,1.101715669610354,0.6723959476043223,0.8414293803536017,0.42931972200603175,2026-05-02,6h_prior
11,11,1.0,True,,1.031,0.9999999999999996,0.030999999999999917,4.440892098500626e-16,0.375,0.0547846815912408,0.3637245392822503,0.05478468159124083,1.011358458046549,2.9043446571113547,0.5488047068518976,1.0750883488543987,-1.8929861990648058,-0.5262836420025011,2026-04-26,6h_prior
11,11,1.0,True,,1.0375,0.9999999999999993,0.03750000000000009,6.661338147750939e-16,0.405,0.1015429725067298,0.39036144578313253,0.10154297250672988,0.9406821849983142,2.2872731956474293,0.5251562781245461,0.9815711541475169,-1.346591010649115,-0.4564148760229708,2026-04-21,6h_prior
11,11,1.0,True,,0.9624999999999999,0.9999999999999993,0.03750000000000009,6.661338147750939e-16,0.425,0.130465464351,0.4415584415584416,0.1304654643510001,0.8174448972375223,2.0366467282314997,0.43587950750548154,0.9237753399852277,-1.2192018309939774,-0.4878958324797461,2026-04-22,6h_prior
11,11,1.0,True,,1.0274999999999999,0.9999999999999996,0.027499999999999858,4.440892098500626e-16,0.495,0.4207402905608968,0.4817518248175183,0.42074029056089696,0.7303261838016992,0.8657395226815954,0.4108945601790185,0.44882523574299227,-0.13541333887989615,-0.03793067556397378,2026-05-04,6h_prior
11,11,1.0,True,,1.0099999999999998,0.9999999999999996,0.009999999999999787,4.440892098500626e-16,0.375,0.2523233465502916,0.37128712871287134,0.2523233465502917,0.9907795838648942,1.3770438927359445,0.5657102244877951,0.684263696159153,-0.38626430887105034,-0.11855347167135788,2026-05-03,6h_prior
11,11,1.0,True,,1.0645,0.9999999999999996,0.0645,4.440892098500626e-16,0.455,0.1818317583821429,0.42743071864725224,0.181831758382143,0.8499630653825837,1.7046734239243868,0.43767772475252287,0.8212859276019501,-0.8547103585418031,-0.3836082028494272,2026-04-12,6h_prior
11,11,1.0,True,,1.0210000000000001,0.9999999999999996,0.02100000000000013,4.440892098500626e-16,0.135,0.0253249029511799,0.13222331047992164,0.02532490295117991,2.023263039726236,3.6759670609897808,1.0705473978863072,1.1340135177414874,-1.6527040212635447,-0.06346611985518025,2026-04-19,6h_prior
11,11,1.0,True,,1.012,0.9999999999999997,0.01200000000000001,3.3306690738754696e-16,0.355,0.2588905185378326,0.35079051383399207,0.25889051853783274,1.0475660603719952,1.351350014997094,0.5847981338561763,0.6672828093895841,-0.3037839546250989,-0.08248467553340777,2026-04-18,event_day_open
11,11,1.0,True,,1.0605,0.9999999999999994,0.0605,5.551115123125783e-16,0.13,0.1818317583821429,0.12258368694012259,0.18183175838214302,2.0989613235491547,1.7046734239243866,1.033774866676403,0.8209941952725945,0.39428789962476807,0.21278067140380852,2026-04-02,event_day_open
11,11,1.0,True,,1.2590000000000001,0.9999999999999998,0.2590000000000001,2.220446049250313e-16,0.255,0.0164486958227453,0.20254169976171563,0.016448695822745305,1.5968094888859212,4.107509086205763,0.8764757132285353,1.1518312504052193,-2.5106995973198414,-0.27535553717668393,2026-04-16,event_day_open
11,11,1.0,True,,0.9664999999999998,0.9999999999999996,0.033500000000000196,4.440892098500626e-16,0.445,0.161281317821055,0.4604242110708744,0.1612813178210551,0.7756070164821451,1.8246051231190294,0.44812228806240295,0.8620967592054193,-1.0489981066368843,-0.41397447114301633,2026-04-21,event_day_open
11,11,1.0,True,,1.0589999999999997,0.9999999999999997,0.05899999999999972,3.3306690738754696e-16,0.26,0.0926068302294892,0.2455146364494807,0.09260683022948923,1.4043987145858785,2.3793923794725433,0.7906910594116175,0.9998501860062712,-0.9749936648866648,-0.20915912659465363,2026-05-30,event_day_open
11,11,1.0,True,,1.029,0.9999999999999993,0.028999999999999915,6.661338147750939e-16,0.155,0.1205246531526716,0.15063168124392615,0.12052465315267168,1.892917618914803,2.115900956498602,0.9623489267982633,0.9436077928556331,-0.22298333758379907,0.018741133942630217,2026-05-23,event_day_open
