pipeline,model,decision_rule,strategy,threshold,robustness_cost,staleness_rule,staleness_quantile,max_staleness_hours,unrestricted_staleness,n_opportunities,n_trades,n_dates,total_net_pnl,mean_net_pnl_per_trade,positive_trade_rate
21a,catboost_platt,24h_prior,binary_contract_edge,0.02,0.005,empirical_q50,0.5,0.9980555555555556,False,110,49,10,-3.4435000000000007,-0.07027551020408164,0.08163265306122448
21a,catboost_platt,24h_prior,binary_contract_edge,0.05,0.005,empirical_q50,0.5,0.9980555555555556,False,110,25,9,-2.3489999999999998,-0.09396,0.12
21a,catboost_platt,24h_prior,binary_contract_edge,0.1,0.005,empirical_q50,0.5,0.9980555555555556,False,110,13,8,-1.03,-0.07923076923076923,0.15384615384615385
21a,catboost_platt,6h_prior,binary_contract_edge,0.02,0.005,empirical_q50,0.5,0.9980555555555556,False,110,46,8,-0.904,-0.019652173913043473,0.06521739130434782
21a,catboost_platt,6h_prior,binary_contract_edge,0.05,0.005,empirical_q50,0.5,0.9980555555555556,False,110,23,7,-1.0545,-0.04584782608695652,0.043478260869565216
21a,catboost_platt,6h_prior,binary_contract_edge,0.1,0.005,empirical_q50,0.5,0.9980555555555556,False,110,15,7,-0.962,-0.06413333333333333,0.06666666666666667
21a,catboost_platt,event_day_open,binary_contract_edge,0.02,0.005,empirical_q50,0.5,0.9980555555555556,False,110,51,10,0.3825000000000001,0.007499999999999994,0.11764705882352941
21a,catboost_platt,event_day_open,binary_contract_edge,0.05,0.005,empirical_q50,0.5,0.9980555555555556,False,110,27,10,-0.68,-0.025185185185185185,0.1111111111111111
21a,catboost_platt,event_day_open,binary_contract_edge,0.1,0.005,empirical_q50,0.5,0.9980555555555556,False,110,16,9,-0.5785000000000003,-0.036156250000000015,0.125
21a,catboost_raw,12h_prior,binary_contract_edge,0.02,0.005,empirical_q50,0.5,0.9980555555555556,False,110,30,9,-2.9195,-0.09731666666666669,0.13333333333333333
21a,catboost_raw,12h_prior,binary_contract_edge,0.05,0.005,empirical_q50,0.5,0.9980555555555556,False,110,24,9,-2.6550000000000002,-0.11062499999999999,0.16666666666666666
21a,catboost_raw,12h_prior,binary_contract_edge,0.1,0.005,empirical_q50,0.5,0.9980555555555556,False,110,16,9,-1.6,-0.09999999999999999,0.1875
21a,catboost_raw,24h_prior,binary_contract_edge,0.02,0.005,empirical_q50,0.5,0.9980555555555556,False,110,33,9,-2.6075,-0.07901515151515152,0.21212121212121213
21a,catboost_raw,24h_prior,binary_contract_edge,0.05,0.005,empirical_q50,0.5,0.9980555555555556,False,110,27,9,-2.41,-0.08925925925925925,0.25925925925925924
21a,catboost_raw,24h_prior,binary_contract_edge,0.1,0.005,empirical_q50,0.5,0.9980555555555556,False,110,20,9,-1.0200000000000002,-0.05100000000000001,0.25
21a,catboost_raw,6h_prior,binary_contract_edge,0.02,0.005,empirical_q50,0.5,0.9980555555555556,False,110,23,7,-1.4519999999999997,-0.0631304347826087,0.08695652173913043
21a,catboost_raw,6h_prior,binary_contract_edge,0.05,0.005,empirical_q50,0.5,0.9980555555555556,False,110,18,7,-1.4169999999999998,-0.07872222222222222,0.1111111111111111
21a,catboost_raw,6h_prior,binary_contract_edge,0.1,0.005,empirical_q50,0.5,0.9980555555555556,False,110,14,7,-0.965,-0.06892857142857144,0.14285714285714285
21a,catboost_raw,event_day_open,binary_contract_edge,0.02,0.005,empirical_q50,0.5,0.9980555555555556,False,110,29,10,-1.3135000000000006,-0.04529310344827585,0.1724137931034483
21a,catboost_raw,event_day_open,binary_contract_edge,0.05,0.005,empirical_q50,0.5,0.9980555555555556,False,110,25,10,-0.7030000000000002,-0.028120000000000017,0.2
21a,catboost_raw,event_day_open,binary_contract_edge,0.1,0.005,empirical_q50,0.5,0.9980555555555556,False,110,17,8,-1.6440000000000001,-0.09670588235294118,0.11764705882352941
21a,ecmwf_bias_adaptive_sigma,12h_prior,binary_contract_edge,0.02,0.005,empirical_q50,0.5,0.9980555555555556,False,110,24,8,2.3575,0.09822916666666669,0.5
21a,ecmwf_bias_adaptive_sigma,12h_prior,binary_contract_edge,0.05,0.005,empirical_q50,0.5,0.9980555555555556,False,110,20,8,2.0300000000000002,0.10149999999999999,0.5
21a,ecmwf_bias_adaptive_sigma,12h_prior,binary_contract_edge,0.1,0.005,empirical_q50,0.5,0.9980555555555556,False,110,13,5,3.875,0.2980769230769231,0.7692307692307693
21a,ecmwf_bias_adaptive_sigma,24h_prior,binary_contract_edge,0.02,0.005,empirical_q50,0.5,0.9980555555555556,False,110,24,8,1.5964999999999996,0.06652083333333332,0.5833333333333334
21a,ecmwf_bias_adaptive_sigma,24h_prior,binary_contract_edge,0.05,0.005,empirical_q50,0.5,0.9980555555555556,False,110,17,7,1.785,0.10500000000000002,0.5882352941176471
21a,ecmwf_bias_adaptive_sigma,24h_prior,binary_contract_edge,0.1,0.005,empirical_q50,0.5,0.9980555555555556,False,110,5,4,1.1349999999999998,0.227,0.8
21a,ecmwf_bias_adaptive_sigma,6h_prior,binary_contract_edge,0.02,0.005,empirical_q50,0.5,0.9980555555555556,False,110,22,7,0.8544999999999999,0.038840909090909086,0.3181818181818182
21a,ecmwf_bias_adaptive_sigma,6h_prior,binary_contract_edge,0.05,0.005,empirical_q50,0.5,0.9980555555555556,False,110,19,7,0.9004999999999999,0.04739473684210527,0.3684210526315789
21a,ecmwf_bias_adaptive_sigma,6h_prior,binary_contract_edge,0.1,0.005,empirical_q50,0.5,0.9980555555555556,False,110,13,6,0.74,0.05692307692307692,0.3076923076923077
21a,ecmwf_bias_adaptive_sigma,event_day_open,binary_contract_edge,0.02,0.005,empirical_q50,0.5,0.9980555555555556,False,110,27,10,1.2624999999999997,0.046759259259259264,0.2962962962962963
21a,ecmwf_bias_adaptive_sigma,event_day_open,binary_contract_edge,0.05,0.005,empirical_q50,0.5,0.9980555555555556,False,110,23,9,0.9564999999999999,0.041586956521739125,0.30434782608695654
21a,ecmwf_bias_adaptive_sigma,event_day_open,binary_contract_edge,0.1,0.005,empirical_q50,0.5,0.9980555555555556,False,110,17,8,1.6665,0.09802941176470586,0.4117647058823529
21a,ecmwf_bias_fixed_sigma,12h_prior,binary_contract_edge,0.02,0.005,empirical_q50,0.5,0.9980555555555556,False,110,25,9,1.8930000000000002,0.07572000000000001,0.4
21a,ecmwf_bias_fixed_sigma,12h_prior,binary_contract_edge,0.05,0.005,empirical_q50,0.5,0.9980555555555556,False,110,18,7,2.291,0.12727777777777777,0.5
21a,ecmwf_bias_fixed_sigma,12h_prior,binary_contract_edge,0.1,0.005,empirical_q50,0.5,0.9980555555555556,False,110,13,6,2.79,0.2146153846153846,0.6923076923076923
21a,ecmwf_bias_fixed_sigma,24h_prior,binary_contract_edge,0.02,0.005,empirical_q50,0.5,0.9980555555555556,False,110,24,9,0.7844999999999998,0.03268749999999999,0.4583333333333333
21a,ecmwf_bias_fixed_sigma,24h_prior,binary_contract_edge,0.05,0.005,empirical_q50,0.5,0.9980555555555556,False,110,14,8,1.4044999999999999,0.10032142857142856,0.5714285714285714
21a,ecmwf_bias_fixed_sigma,24h_prior,binary_contract_edge,0.1,0.005,empirical_q50,0.5,0.9980555555555556,False,110,8,6,1.4999999999999998,0.1875,0.75
21a,ecmwf_bias_fixed_sigma,6h_prior,binary_contract_edge,0.02,0.005,empirical_q50,0.5,0.9980555555555556,False,110,22,7,0.8765000000000001,0.039840909090909093,0.2727272727272727
21a,ecmwf_bias_fixed_sigma,6h_prior,binary_contract_edge,0.05,0.005,empirical_q50,0.5,0.9980555555555556,False,110,20,6,0.7190000000000001,0.03595,0.25
21a,ecmwf_bias_fixed_sigma,6h_prior,binary_contract_edge,0.1,0.005,empirical_q50,0.5,0.9980555555555556,False,110,12,5,0.88,0.07333333333333335,0.3333333333333333
21a,ecmwf_bias_fixed_sigma,event_day_open,binary_contract_edge,0.02,0.005,empirical_q50,0.5,0.9980555555555556,False,110,30,10,1.1489999999999998,0.03829999999999999,0.26666666666666666
21a,ecmwf_bias_fixed_sigma,event_day_open,binary_contract_edge,0.05,0.005,empirical_q50,0.5,0.9980555555555556,False,110,28,9,1.5204999999999997,0.05430357142857144,0.2857142857142857
21a,ecmwf_bias_fixed_sigma,event_day_open,binary_contract_edge,0.1,0.005,empirical_q50,0.5,0.9980555555555556,False,110,17,9,2.2215,0.13067647058823528,0.4117647058823529
21a,ecmwf_raw,12h_prior,binary_contract_edge,0.02,0.005,empirical_q50,0.5,0.9980555555555556,False,110,39,9,-0.37549999999999983,-0.00962820512820513,0.2564102564102564
21a,ecmwf_raw,12h_prior,binary_contract_edge,0.05,0.005,empirical_q50,0.5,0.9980555555555556,False,110,34,9,-1.2215000000000003,-0.0359264705882353,0.2647058823529412
21a,ecmwf_raw,12h_prior,binary_contract_edge,0.1,0.005,empirical_q50,0.5,0.9980555555555556,False,110,24,8,-0.49450000000000005,-0.02060416666666667,0.3333333333333333
21a,ecmwf_raw,24h_prior,binary_contract_edge,0.02,0.005,empirical_q50,0.5,0.9980555555555556,False,110,41,9,0.3055,0.007451219512195123,0.3170731707317073
21a,ecmwf_raw,24h_prior,binary_contract_edge,0.05,0.005,empirical_q50,0.5,0.9980555555555556,False,110,33,9,0.3469999999999999,0.01051515151515151,0.36363636363636365
21a,ecmwf_raw,24h_prior,binary_contract_edge,0.1,0.005,empirical_q50,0.5,0.9980555555555556,False,110,25,8,0.02899999999999997,0.0011599999999999987,0.4
21a,ecmwf_raw,6h_prior,binary_contract_edge,0.02,0.005,empirical_q50,0.5,0.9980555555555556,False,110,33,7,0.524,0.015878787878787885,0.18181818181818182
21a,ecmwf_raw,6h_prior,binary_contract_edge,0.05,0.005,empirical_q50,0.5,0.9980555555555556,False,110,30,7,0.6900000000000001,0.023,0.2
21a,ecmwf_raw,6h_prior,binary_contract_edge,0.1,0.005,empirical_q50,0.5,0.9980555555555556,False,110,21,7,-0.10449999999999993,-0.00497619047619047,0.19047619047619047
21a,ecmwf_raw,event_day_open,binary_contract_edge,0.02,0.005,empirical_q50,0.5,0.9980555555555556,False,110,36,10,-0.13550000000000006,-0.003763888888888888,0.25
21a,ecmwf_raw,event_day_open,binary_contract_edge,0.05,0.005,empirical_q50,0.5,0.9980555555555556,False,110,30,9,0.8309999999999997,0.0277,0.26666666666666666
21a,ecmwf_raw,event_day_open,binary_contract_edge,0.1,0.005,empirical_q50,0.5,0.9980555555555556,False,110,26,9,1.0034999999999998,0.03859615384615385,0.3076923076923077
21a,catboost_platt,12h_prior,binary_contract_edge,0.02,0.005,empirical_q75,0.75,0.9986111111111112,False,110,78,10,-4.1155,-0.05276282051282051,0.07692307692307693
21a,catboost_platt,12h_prior,binary_contract_edge,0.05,0.005,empirical_q75,0.75,0.9986111111111112,False,110,40,10,-3.465,-0.086625,0.1
21a,catboost_platt,12h_prior,binary_contract_edge,0.1,0.005,empirical_q75,0.75,0.9986111111111112,False,110,23,10,-0.6800000000000002,-0.029565217391304355,0.17391304347826086
21a,catboost_platt,24h_prior,binary_contract_edge,0.02,0.005,empirical_q75,0.75,0.9986111111111112,False,110,69,10,-4.6305,-0.06710869565217391,0.057971014492753624
21a,catboost_platt,24h_prior,binary_contract_edge,0.05,0.005,empirical_q75,0.75,0.9986111111111112,False,110,37,10,-3.4819999999999998,-0.09410810810810813,0.08108108108108109
21a,catboost_platt,24h_prior,binary_contract_edge,0.1,0.005,empirical_q75,0.75,0.9986111111111112,False,110,22,10,-2.129,-0.09677272727272727,0.09090909090909091
21a,catboost_platt,6h_prior,binary_contract_edge,0.02,0.005,empirical_q75,0.75,0.9986111111111112,False,110,69,10,0.5195000000000001,0.007528985507246381,0.10144927536231885
21a,catboost_platt,6h_prior,binary_contract_edge,0.05,0.005,empirical_q75,0.75,0.9986111111111112,False,110,35,10,0.4295000000000001,0.012271428571428574,0.14285714285714285
21a,catboost_platt,6h_prior,binary_contract_edge,0.1,0.005,empirical_q75,0.75,0.9986111111111112,False,110,25,10,-0.07999999999999996,-0.003200000000000007,0.16
21a,catboost_platt,event_day_open,binary_contract_edge,0.02,0.005,empirical_q75,0.75,0.9986111111111112,False,110,82,10,1.7879999999999994,0.02180487804878048,0.13414634146341464
21a,catboost_platt,event_day_open,binary_contract_edge,0.05,0.005,empirical_q75,0.75,0.9986111111111112,False,110,43,10,0.20899999999999985,0.004860465116279067,0.16279069767441862
21a,catboost_platt,event_day_open,binary_contract_edge,0.1,0.005,empirical_q75,0.75,0.9986111111111112,False,110,21,9,-0.2630000000000001,-0.012523809523809529,0.14285714285714285
21a,catboost_raw,12h_prior,binary_contract_edge,0.02,0.005,empirical_q75,0.75,0.9986111111111112,False,110,43,10,-2.43,-0.056511627906976745,0.16279069767441862
21a,catboost_raw,12h_prior,binary_contract_edge,0.05,0.005,empirical_q75,0.75,0.9986111111111112,False,110,34,10,-2.145,-0.06308823529411765,0.20588235294117646
21a,catboost_raw,12h_prior,binary_contract_edge,0.1,0.005,empirical_q75,0.75,0.9986111111111112,False,110,25,10,-1.065,-0.042600000000000006,0.24
21a,catboost_raw,24h_prior,binary_contract_edge,0.02,0.005,empirical_q75,0.75,0.9986111111111112,False,110,44,10,-3.1239999999999997,-0.07100000000000001,0.18181818181818182
21a,catboost_raw,24h_prior,binary_contract_edge,0.05,0.005,empirical_q75,0.75,0.9986111111111112,False,110,36,10,-2.8990000000000005,-0.0805277777777778,0.2222222222222222
21a,catboost_raw,24h_prior,binary_contract_edge,0.1,0.005,empirical_q75,0.75,0.9986111111111112,False,110,26,10,-1.7860000000000005,-0.0686923076923077,0.19230769230769232
21a,catboost_raw,6h_prior,binary_contract_edge,0.02,0.005,empirical_q75,0.75,0.9986111111111112,False,110,35,10,-1.6099999999999999,-0.046,0.14285714285714285
21a,catboost_raw,6h_prior,binary_contract_edge,0.05,0.005,empirical_q75,0.75,0.9986111111111112,False,110,30,10,-1.5749999999999997,-0.052500000000000005,0.16666666666666666
21a,catboost_raw,6h_prior,binary_contract_edge,0.1,0.005,empirical_q75,0.75,0.9986111111111112,False,110,26,10,-1.1229999999999998,-0.0431923076923077,0.19230769230769232
21a,catboost_raw,event_day_open,binary_contract_edge,0.02,0.005,empirical_q75,0.75,0.9986111111111112,False,110,46,10,0.1704999999999992,0.0037065217391304343,0.21739130434782608
21a,catboost_raw,event_day_open,binary_contract_edge,0.05,0.005,empirical_q75,0.75,0.9986111111111112,False,110,36,10,0.8259999999999992,0.02294444444444444,0.2777777777777778
21a,catboost_raw,event_day_open,binary_contract_edge,0.1,0.005,empirical_q75,0.75,0.9986111111111112,False,110,26,9,-0.3585000000000006,-0.013788461538461545,0.23076923076923078
21a,ecmwf_bias_adaptive_sigma,12h_prior,binary_contract_edge,0.02,0.005,empirical_q75,0.75,0.9986111111111112,False,110,32,10,1.6425,0.051328124999999995,0.5
21a,ecmwf_bias_adaptive_sigma,12h_prior,binary_contract_edge,0.05,0.005,empirical_q75,0.75,0.9986111111111112,False,110,26,10,1.585,0.06096153846153844,0.5
21a,ecmwf_bias_adaptive_sigma,12h_prior,binary_contract_edge,0.1,0.005,empirical_q75,0.75,0.9986111111111112,False,110,14,5,4.275,0.3053571428571429,0.7857142857142857
21a,ecmwf_bias_adaptive_sigma,24h_prior,binary_contract_edge,0.02,0.005,empirical_q75,0.75,0.9986111111111112,False,110,29,9,2.2575000000000003,0.0778448275862069,0.6206896551724138
21a,ecmwf_bias_adaptive_sigma,24h_prior,binary_contract_edge,0.05,0.005,empirical_q75,0.75,0.9986111111111112,False,110,20,8,2.5,0.12499999999999997,0.65
21a,ecmwf_bias_adaptive_sigma,24h_prior,binary_contract_edge,0.1,0.005,empirical_q75,0.75,0.9986111111111112,False,110,7,5,1.64,0.2342857142857143,0.8571428571428571
21a,ecmwf_bias_adaptive_sigma,6h_prior,binary_contract_edge,0.02,0.005,empirical_q75,0.75,0.9986111111111112,False,110,32,9,1.7664999999999997,0.05520312499999999,0.375
21a,ecmwf_bias_adaptive_sigma,6h_prior,binary_contract_edge,0.05,0.005,empirical_q75,0.75,0.9986111111111112,False,110,28,9,1.4324999999999997,0.051160714285714275,0.39285714285714285
21a,ecmwf_bias_adaptive_sigma,6h_prior,binary_contract_edge,0.1,0.005,empirical_q75,0.75,0.9986111111111112,False,110,20,7,1.1720000000000002,0.058599999999999985,0.35
21a,ecmwf_bias_adaptive_sigma,event_day_open,binary_contract_edge,0.02,0.005,empirical_q75,0.75,0.9986111111111112,False,110,36,10,1.428,0.03966666666666667,0.3611111111111111
21a,ecmwf_bias_adaptive_sigma,event_day_open,binary_contract_edge,0.05,0.005,empirical_q75,0.75,0.9986111111111112,False,110,28,9,1.6115,0.057553571428571426,0.35714285714285715
21a,ecmwf_bias_adaptive_sigma,event_day_open,binary_contract_edge,0.1,0.005,empirical_q75,0.75,0.9986111111111112,False,110,18,9,1.9165,0.1064722222222222,0.4444444444444444
21a,ecmwf_bias_fixed_sigma,12h_prior,binary_contract_edge,0.02,0.005,empirical_q75,0.75,0.9986111111111112,False,110,37,9,0.9654999999999999,0.02609459459459459,0.35135135135135137
21a,ecmwf_bias_fixed_sigma,12h_prior,binary_contract_edge,0.05,0.005,empirical_q75,0.75,0.9986111111111112,False,110,25,8,1.491,0.059639999999999985,0.48
21a,ecmwf_bias_fixed_sigma,12h_prior,binary_contract_edge,0.1,0.005,empirical_q75,0.75,0.9986111111111112,False,110,20,8,1.9900000000000002,0.09949999999999999,0.6
21a,ecmwf_bias_fixed_sigma,24h_prior,binary_contract_edge,0.02,0.005,empirical_q75,0.75,0.9986111111111112,False,110,32,10,1.1615,0.036296875,0.4375
21a,ecmwf_bias_fixed_sigma,24h_prior,binary_contract_edge,0.05,0.005,empirical_q75,0.75,0.9986111111111112,False,110,19,9,1.9394999999999996,0.10207894736842105,0.5789473684210527
21a,ecmwf_bias_fixed_sigma,24h_prior,binary_contract_edge,0.1,0.005,empirical_q75,0.75,0.9986111111111112,False,110,9,7,1.8,0.19999999999999996,0.7777777777777778
21a,ecmwf_bias_fixed_sigma,6h_prior,binary_contract_edge,0.02,0.005,empirical_q75,0.75,0.9986111111111112,False,110,36,10,1.575,0.043750000000000004,0.3055555555555556
21a,ecmwf_bias_fixed_sigma,6h_prior,binary_contract_edge,0.05,0.005,empirical_q75,0.75,0.9986111111111112,False,110,32,9,1.431,0.044718749999999995,0.3125
21a,ecmwf_bias_fixed_sigma,6h_prior,binary_contract_edge,0.1,0.005,empirical_q75,0.75,0.9986111111111112,False,110,22,8,1.7919999999999998,0.08145454545454545,0.4090909090909091
21a,ecmwf_bias_fixed_sigma,event_day_open,binary_contract_edge,0.02,0.005,empirical_q75,0.75,0.9986111111111112,False,110,43,10,0.39100000000000024,0.009093023255813949,0.2558139534883721
21a,ecmwf_bias_fixed_sigma,event_day_open,binary_contract_edge,0.05,0.005,empirical_q75,0.75,0.9986111111111112,False,110,36,10,0.6115000000000003,0.016986111111111105,0.2777777777777778
21a,ecmwf_bias_fixed_sigma,event_day_open,binary_contract_edge,0.1,0.005,empirical_q75,0.75,0.9986111111111112,False,110,20,10,1.4415,0.072075,0.4
21a,ecmwf_raw,12h_prior,binary_contract_edge,0.02,0.005,empirical_q75,0.75,0.9986111111111112,False,110,55,10,-1.2385000000000002,-0.022518181818181823,0.2545454545454545
21a,ecmwf_raw,12h_prior,binary_contract_edge,0.05,0.005,empirical_q75,0.75,0.9986111111111112,False,110,49,10,-2.0780000000000003,-0.04240816326530613,0.2653061224489796
21a,ecmwf_raw,12h_prior,binary_contract_edge,0.1,0.005,empirical_q75,0.75,0.9986111111111112,False,110,37,8,-1.4285,-0.03860810810810811,0.2972972972972973
21a,ecmwf_raw,24h_prior,binary_contract_edge,0.02,0.005,empirical_q75,0.75,0.9986111111111112,False,110,52,10,-0.39599999999999996,-0.007615384615384612,0.28846153846153844
21a,ecmwf_raw,24h_prior,binary_contract_edge,0.05,0.005,empirical_q75,0.75,0.9986111111111112,False,110,40,10,0.09800000000000003,0.0024499999999999965,0.35
21a,ecmwf_raw,24h_prior,binary_contract_edge,0.1,0.005,empirical_q75,0.75,0.9986111111111112,False,110,31,9,-0.3150000000000001,-0.010161290322580637,0.3548387096774194
21a,ecmwf_raw,6h_prior,binary_contract_edge,0.02,0.005,empirical_q75,0.75,0.9986111111111112,False,110,47,10,1.322,0.028127659574468087,0.2765957446808511
21a,ecmwf_raw,6h_prior,binary_contract_edge,0.05,0.005,empirical_q75,0.75,0.9986111111111112,False,110,43,10,1.4935,0.03473255813953489,0.3023255813953488
21a,ecmwf_raw,6h_prior,binary_contract_edge,0.1,0.005,empirical_q75,0.75,0.9986111111111112,False,110,32,9,0.519,0.016218750000000004,0.28125
21a,ecmwf_raw,event_day_open,binary_contract_edge,0.02,0.005,empirical_q75,0.75,0.9986111111111112,False,110,56,10,-1.7500000000000004,-0.031249999999999993,0.21428571428571427
21a,ecmwf_raw,event_day_open,binary_contract_edge,0.05,0.005,empirical_q75,0.75,0.9986111111111112,False,110,47,10,-0.7665000000000001,-0.016308510638297864,0.23404255319148937
21a,ecmwf_raw,event_day_open,binary_contract_edge,0.1,0.005,empirical_q75,0.75,0.9986111111111112,False,110,37,10,-0.6170000000000003,-0.016675675675675673,0.24324324324324326
21a,catboost_platt,12h_prior,binary_contract_edge,0.02,0.005,empirical_q90,0.9,0.9991666666666666,False,110,96,10,-3.9324999999999997,-0.04096354166666666,0.08333333333333333
21a,catboost_platt,12h_prior,binary_contract_edge,0.05,0.005,empirical_q90,0.9,0.9991666666666666,False,110,51,10,-3.5084999999999997,-0.06879411764705883,0.09803921568627451
21a,catboost_platt,12h_prior,binary_contract_edge,0.1,0.005,empirical_q90,0.9,0.9991666666666666,False,110,33,10,-0.7170000000000001,-0.02172727272727273,0.15151515151515152
21a,catboost_platt,24h_prior,binary_contract_edge,0.02,0.005,empirical_q90,0.9,0.9991666666666666,False,110,89,10,-3.541,-0.039786516853932585,0.07865168539325842
21a,catboost_platt,24h_prior,binary_contract_edge,0.05,0.005,empirical_q90,0.9,0.9991666666666666,False,110,49,10,-2.3335,-0.04762244897959184,0.12244897959183673
21a,catboost_platt,24h_prior,binary_contract_edge,0.1,0.005,empirical_q90,0.9,0.9991666666666666,False,110,31,10,-0.5730000000000004,-0.01848387096774194,0.16129032258064516
21a,catboost_platt,6h_prior,binary_contract_edge,0.02,0.005,empirical_q90,0.9,0.9991666666666666,False,110,94,10,1.9659999999999997,0.020914893617021275,0.11702127659574468
21a,catboost_platt,6h_prior,binary_contract_edge,0.05,0.005,empirical_q90,0.9,0.9991666666666666,False,110,51,10,1.9309999999999996,0.03786274509803922,0.17647058823529413
21a,catboost_platt,6h_prior,binary_contract_edge,0.1,0.005,empirical_q90,0.9,0.9991666666666666,False,110,34,10,0.75,0.022058823529411766,0.17647058823529413
21a,catboost_platt,event_day_open,binary_contract_edge,0.02,0.005,empirical_q90,0.9,0.9991666666666666,False,110,95,10,1.2304999999999997,0.012952631578947375,0.11578947368421053
21a,catboost_platt,event_day_open,binary_contract_edge,0.05,0.005,empirical_q90,0.9,0.9991666666666666,False,110,50,10,0.1140000000000001,0.002279999999999993,0.14
21a,catboost_platt,event_day_open,binary_contract_edge,0.1,0.005,empirical_q90,0.9,0.9991666666666666,False,110,26,10,-0.34450000000000025,-0.01325000000000001,0.11538461538461539
21a,catboost_raw,12h_prior,binary_contract_edge,0.02,0.005,empirical_q90,0.9,0.9991666666666666,False,110,53,10,-2.4670000000000005,-0.04654716981132077,0.1509433962264151
21a,catboost_raw,12h_prior,binary_contract_edge,0.05,0.005,empirical_q90,0.9,0.9991666666666666,False,110,44,10,-2.1820000000000004,-0.0495909090909091,0.18181818181818182
21a,catboost_raw,12h_prior,binary_contract_edge,0.1,0.005,empirical_q90,0.9,0.9991666666666666,False,110,32,10,-1.062,-0.03318750000000001,0.21875
21a,catboost_raw,24h_prior,binary_contract_edge,0.02,0.005,empirical_q90,0.9,0.9991666666666666,False,110,56,10,-1.9755000000000005,-0.03527678571428571,0.19642857142857142
21a,catboost_raw,24h_prior,binary_contract_edge,0.05,0.005,empirical_q90,0.9,0.9991666666666666,False,110,46,10,-1.723,-0.037456521739130444,0.2391304347826087
21a,catboost_raw,24h_prior,binary_contract_edge,0.1,0.005,empirical_q90,0.9,0.9991666666666666,False,110,35,10,-0.5985000000000004,-0.017100000000000008,0.22857142857142856
21a,catboost_raw,6h_prior,binary_contract_edge,0.02,0.005,empirical_q90,0.9,0.9991666666666666,False,110,51,10,-0.10849999999999993,-0.0021274509803921597,0.17647058823529413
21a,catboost_raw,6h_prior,binary_contract_edge,0.05,0.005,empirical_q90,0.9,0.9991666666666666,False,110,43,10,-0.046499999999999875,-0.0010813953488372115,0.20930232558139536
21a,catboost_raw,6h_prior,binary_contract_edge,0.1,0.005,empirical_q90,0.9,0.9991666666666666,False,110,35,10,0.4734999999999999,0.013528571428571426,0.2571428571428571
21a,catboost_raw,event_day_open,binary_contract_edge,0.02,0.005,empirical_q90,0.9,0.9991666666666666,False,110,55,10,0.20049999999999968,0.0036454545454545416,0.2
21a,catboost_raw,event_day_open,binary_contract_edge,0.05,0.005,empirical_q90,0.9,0.9991666666666666,False,110,43,10,0.8694999999999997,0.020220930232558134,0.2558139534883721
21a,catboost_raw,event_day_open,binary_contract_edge,0.1,0.005,empirical_q90,0.9,0.9991666666666666,False,110,31,9,-0.2845000000000003,-0.00917741935483872,0.22580645161290322
21a,ecmwf_bias_adaptive_sigma,12h_prior,binary_contract_edge,0.02,0.005,empirical_q90,0.9,0.9991666666666666,False,110,39,10,0.9835000000000002,0.025217948717948715,0.48717948717948717
21a,ecmwf_bias_adaptive_sigma,12h_prior,binary_contract_edge,0.05,0.005,empirical_q90,0.9,0.9991666666666666,False,110,32,10,0.8110000000000002,0.025343749999999998,0.46875
21a,ecmwf_bias_adaptive_sigma,12h_prior,binary_contract_edge,0.1,0.005,empirical_q90,0.9,0.9991666666666666,False,110,14,5,4.275,0.3053571428571429,0.7857142857142857
21a,ecmwf_bias_adaptive_sigma,24h_prior,binary_contract_edge,0.02,0.005,empirical_q90,0.9,0.9991666666666666,False,110,36,10,1.8944999999999996,0.05262499999999999,0.6111111111111112
21a,ecmwf_bias_adaptive_sigma,24h_prior,binary_contract_edge,0.05,0.005,empirical_q90,0.9,0.9991666666666666,False,110,22,8,1.9400000000000002,0.08818181818181817,0.6363636363636364
21a,ecmwf_bias_adaptive_sigma,24h_prior,binary_contract_edge,0.1,0.005,empirical_q90,0.9,0.9991666666666666,False,110,7,5,1.64,0.2342857142857143,0.8571428571428571
21a,ecmwf_bias_adaptive_sigma,6h_prior,binary_contract_edge,0.02,0.005,empirical_q90,0.9,0.9991666666666666,False,110,43,10,0.21250000000000002,0.00494186046511628,0.3488372093023256
21a,ecmwf_bias_adaptive_sigma,6h_prior,binary_contract_edge,0.05,0.005,empirical_q90,0.9,0.9991666666666666,False,110,34,10,0.9309999999999996,0.027382352941176476,0.38235294117647056
21a,ecmwf_bias_adaptive_sigma,6h_prior,binary_contract_edge,0.1,0.005,empirical_q90,0.9,0.9991666666666666,False,110,23,8,1.0305000000000002,0.04480434782608696,0.34782608695652173
21a,ecmwf_bias_adaptive_sigma,event_day_open,binary_contract_edge,0.02,0.005,empirical_q90,0.9,0.9991666666666666,False,110,41,10,1.217,0.029682926829268288,0.34146341463414637
21a,ecmwf_bias_adaptive_sigma,event_day_open,binary_contract_edge,0.05,0.005,empirical_q90,0.9,0.9991666666666666,False,110,30,9,1.4665,0.04888333333333333,0.36666666666666664
21a,ecmwf_bias_adaptive_sigma,event_day_open,binary_contract_edge,0.1,0.005,empirical_q90,0.9,0.9991666666666666,False,110,19,9,1.3464999999999998,0.07086842105263157,0.42105263157894735
