pipeline,model,decision_rule,strategy,threshold,robustness_cost,staleness_rule,staleness_quantile,max_staleness_hours,unrestricted_staleness,n_opportunities,n_trades,n_dates,total_net_pnl,mean_net_pnl_per_trade,positive_trade_rate
21a,ecmwf_bias_adaptive_sigma,24h_prior,binary_contract_edge,0.1,0.01,empirical_q90,0.9,0.9991666666666666,False,110,7,5,1.605,0.2292857142857143,0.8571428571428571
21a,ecmwf_bias_adaptive_sigma,6h_prior,binary_contract_edge,0.02,0.01,empirical_q90,0.9,0.9991666666666666,False,110,43,10,-0.0025000000000000577,-5.8139534883722275e-05,0.3488372093023256
21a,ecmwf_bias_adaptive_sigma,6h_prior,binary_contract_edge,0.05,0.01,empirical_q90,0.9,0.9991666666666666,False,110,34,10,0.761,0.02238235294117647,0.38235294117647056
21a,ecmwf_bias_adaptive_sigma,6h_prior,binary_contract_edge,0.1,0.01,empirical_q90,0.9,0.9991666666666666,False,110,23,8,0.9154999999999999,0.03980434782608696,0.34782608695652173
21a,ecmwf_bias_adaptive_sigma,event_day_open,binary_contract_edge,0.02,0.01,empirical_q90,0.9,0.9991666666666666,False,110,41,10,1.0119999999999996,0.024682926829268294,0.34146341463414637
21a,ecmwf_bias_adaptive_sigma,event_day_open,binary_contract_edge,0.05,0.01,empirical_q90,0.9,0.9991666666666666,False,110,30,9,1.3165,0.04388333333333334,0.36666666666666664
21a,ecmwf_bias_adaptive_sigma,event_day_open,binary_contract_edge,0.1,0.01,empirical_q90,0.9,0.9991666666666666,False,110,19,9,1.2514999999999998,0.06586842105263158,0.42105263157894735
21a,ecmwf_bias_fixed_sigma,12h_prior,binary_contract_edge,0.02,0.01,empirical_q90,0.9,0.9991666666666666,False,110,43,10,0.22899999999999998,0.005325581395348842,0.3488372093023256
21a,ecmwf_bias_fixed_sigma,12h_prior,binary_contract_edge,0.05,0.01,empirical_q90,0.9,0.9991666666666666,False,110,30,9,0.7645,0.025483333333333323,0.43333333333333335
21a,ecmwf_bias_fixed_sigma,12h_prior,binary_contract_edge,0.1,0.01,empirical_q90,0.9,0.9991666666666666,False,110,22,9,2.185,0.09931818181818185,0.5909090909090909
21a,ecmwf_bias_fixed_sigma,24h_prior,binary_contract_edge,0.02,0.01,empirical_q90,0.9,0.9991666666666666,False,110,41,10,-0.18549999999999983,-0.00452439024390245,0.43902439024390244
21a,ecmwf_bias_fixed_sigma,24h_prior,binary_contract_edge,0.05,0.01,empirical_q90,0.9,0.9991666666666666,False,110,25,10,2.2015,0.08805999999999999,0.6
21a,ecmwf_bias_fixed_sigma,24h_prior,binary_contract_edge,0.1,0.01,empirical_q90,0.9,0.9991666666666666,False,110,12,9,1.8150000000000002,0.15125000000000002,0.75
21a,ecmwf_bias_fixed_sigma,6h_prior,binary_contract_edge,0.02,0.01,empirical_q90,0.9,0.9991666666666666,False,110,51,10,0.12999999999999956,0.0025490196078431417,0.27450980392156865
21a,ecmwf_bias_fixed_sigma,6h_prior,binary_contract_edge,0.05,0.01,empirical_q90,0.9,0.9991666666666666,False,110,41,9,0.6014999999999998,0.014670731707317078,0.2926829268292683
21a,ecmwf_bias_fixed_sigma,6h_prior,binary_contract_edge,0.1,0.01,empirical_q90,0.9,0.9991666666666666,False,110,27,9,0.8755000000000001,0.03242592592592592,0.37037037037037035
21a,ecmwf_bias_fixed_sigma,event_day_open,binary_contract_edge,0.02,0.01,empirical_q90,0.9,0.9991666666666666,False,110,51,10,-0.09850000000000025,-0.0019313725490196128,0.23529411764705882
21a,ecmwf_bias_fixed_sigma,event_day_open,binary_contract_edge,0.05,0.01,empirical_q90,0.9,0.9991666666666666,False,110,41,10,0.19549999999999934,0.004768292682926829,0.2682926829268293
21a,ecmwf_bias_fixed_sigma,event_day_open,binary_contract_edge,0.1,0.01,empirical_q90,0.9,0.9991666666666666,False,110,23,10,1.1639999999999997,0.05060869565217392,0.391304347826087
21a,ecmwf_raw,12h_prior,binary_contract_edge,0.02,0.01,empirical_q90,0.9,0.9991666666666666,False,110,67,10,-1.9539999999999997,-0.02916417910447761,0.2537313432835821
21a,ecmwf_raw,12h_prior,binary_contract_edge,0.05,0.01,empirical_q90,0.9,0.9991666666666666,False,110,59,10,-2.6705,-0.04526271186440678,0.2711864406779661
21a,ecmwf_raw,12h_prior,binary_contract_edge,0.1,0.01,empirical_q90,0.9,0.9991666666666666,False,110,44,9,-2.2800000000000002,-0.05181818181818181,0.2727272727272727
21a,ecmwf_raw,24h_prior,binary_contract_edge,0.02,0.01,empirical_q90,0.9,0.9991666666666666,False,110,67,10,-2.425,-0.03619402985074627,0.2537313432835821
21a,ecmwf_raw,24h_prior,binary_contract_edge,0.05,0.01,empirical_q90,0.9,0.9991666666666666,False,110,53,10,-1.8430000000000002,-0.03477358490566037,0.3018867924528302
21a,ecmwf_raw,24h_prior,binary_contract_edge,0.1,0.01,empirical_q90,0.9,0.9991666666666666,False,110,40,10,-2.042,-0.05105,0.325
21a,ecmwf_raw,6h_prior,binary_contract_edge,0.02,0.01,empirical_q90,0.9,0.9991666666666666,False,110,68,10,-0.15400000000000014,-0.002264705882352943,0.25
21a,ecmwf_raw,6h_prior,binary_contract_edge,0.05,0.01,empirical_q90,0.9,0.9991666666666666,False,110,60,10,-0.4580000000000002,-0.007633333333333325,0.25
21a,ecmwf_raw,6h_prior,binary_contract_edge,0.1,0.01,empirical_q90,0.9,0.9991666666666666,False,110,45,10,-1.3965000000000005,-0.031033333333333326,0.2222222222222222
21a,ecmwf_raw,event_day_open,binary_contract_edge,0.02,0.01,empirical_q90,0.9,0.9991666666666666,False,110,65,10,-2.315,-0.03561538461538461,0.2
21a,ecmwf_raw,event_day_open,binary_contract_edge,0.05,0.01,empirical_q90,0.9,0.9991666666666666,False,110,56,10,-1.2865000000000004,-0.022973214285714284,0.21428571428571427
21a,ecmwf_raw,event_day_open,binary_contract_edge,0.1,0.01,empirical_q90,0.9,0.9991666666666666,False,110,45,10,-1.0765000000000005,-0.023922222222222227,0.2222222222222222
21a,catboost_platt,12h_prior,binary_contract_edge,0.02,0.01,unrestricted,,inf,True,110,96,10,-4.4125000000000005,-0.04596354166666667,0.08333333333333333
21a,catboost_platt,12h_prior,binary_contract_edge,0.05,0.01,unrestricted,,inf,True,110,51,10,-3.7635000000000005,-0.07379411764705882,0.09803921568627451
21a,catboost_platt,12h_prior,binary_contract_edge,0.1,0.01,unrestricted,,inf,True,110,33,10,-0.8820000000000001,-0.026727272727272725,0.15151515151515152
21a,catboost_platt,24h_prior,binary_contract_edge,0.02,0.01,unrestricted,,inf,True,110,89,10,-3.9860000000000007,-0.04478651685393259,0.07865168539325842
21a,catboost_platt,24h_prior,binary_contract_edge,0.05,0.01,unrestricted,,inf,True,110,49,10,-2.5785000000000005,-0.05262244897959184,0.12244897959183673
21a,catboost_platt,24h_prior,binary_contract_edge,0.1,0.01,unrestricted,,inf,True,110,31,10,-0.7280000000000002,-0.02348387096774194,0.16129032258064516
21a,catboost_platt,6h_prior,binary_contract_edge,0.02,0.01,unrestricted,,inf,True,110,94,10,1.4960000000000007,0.015914893617021277,0.11702127659574468
21a,catboost_platt,6h_prior,binary_contract_edge,0.05,0.01,unrestricted,,inf,True,110,51,10,1.676,0.03286274509803922,0.17647058823529413
21a,catboost_platt,6h_prior,binary_contract_edge,0.1,0.01,unrestricted,,inf,True,110,34,10,0.58,0.017058823529411765,0.17647058823529413
21a,catboost_platt,event_day_open,binary_contract_edge,0.02,0.01,unrestricted,,inf,True,110,95,10,0.7555000000000001,0.007952631578947374,0.11578947368421053
21a,catboost_platt,event_day_open,binary_contract_edge,0.05,0.01,unrestricted,,inf,True,110,50,10,-0.13600000000000034,-0.002719999999999998,0.14
21a,catboost_platt,event_day_open,binary_contract_edge,0.1,0.01,unrestricted,,inf,True,110,26,10,-0.47450000000000014,-0.018250000000000006,0.11538461538461539
21a,catboost_raw,12h_prior,binary_contract_edge,0.02,0.01,unrestricted,,inf,True,110,53,10,-2.732,-0.05154716981132075,0.1509433962264151
21a,catboost_raw,12h_prior,binary_contract_edge,0.05,0.01,unrestricted,,inf,True,110,44,10,-2.402,-0.05459090909090909,0.18181818181818182
21a,catboost_raw,12h_prior,binary_contract_edge,0.1,0.01,unrestricted,,inf,True,110,32,10,-1.2220000000000002,-0.0381875,0.21875
21a,catboost_raw,24h_prior,binary_contract_edge,0.02,0.01,unrestricted,,inf,True,110,56,10,-2.2555000000000005,-0.04027678571428572,0.19642857142857142
21a,catboost_raw,24h_prior,binary_contract_edge,0.05,0.01,unrestricted,,inf,True,110,46,10,-1.9530000000000005,-0.04245652173913044,0.2391304347826087
21a,catboost_raw,24h_prior,binary_contract_edge,0.1,0.01,unrestricted,,inf,True,110,35,10,-0.7735000000000006,-0.022100000000000012,0.22857142857142856
21a,catboost_raw,6h_prior,binary_contract_edge,0.02,0.01,unrestricted,,inf,True,110,51,10,-0.36350000000000005,-0.007127450980392153,0.17647058823529413
21a,catboost_raw,6h_prior,binary_contract_edge,0.05,0.01,unrestricted,,inf,True,110,43,10,-0.2615000000000003,-0.006081395348837213,0.20930232558139536
21a,catboost_raw,6h_prior,binary_contract_edge,0.1,0.01,unrestricted,,inf,True,110,35,10,0.2984999999999999,0.008528571428571422,0.2571428571428571
21a,catboost_raw,event_day_open,binary_contract_edge,0.02,0.01,unrestricted,,inf,True,110,55,10,-0.07450000000000023,-0.0013545454545454607,0.2
21a,catboost_raw,event_day_open,binary_contract_edge,0.05,0.01,unrestricted,,inf,True,110,43,10,0.6545000000000001,0.015220930232558133,0.2558139534883721
21a,catboost_raw,event_day_open,binary_contract_edge,0.1,0.01,unrestricted,,inf,True,110,31,9,-0.4395,-0.014177419354838709,0.22580645161290322
21a,ecmwf_bias_adaptive_sigma,12h_prior,binary_contract_edge,0.02,0.01,unrestricted,,inf,True,110,39,10,0.7885000000000002,0.02021794871794871,0.48717948717948717
21a,ecmwf_bias_adaptive_sigma,12h_prior,binary_contract_edge,0.05,0.01,unrestricted,,inf,True,110,32,10,0.651,0.020343749999999994,0.46875
21a,ecmwf_bias_adaptive_sigma,12h_prior,binary_contract_edge,0.1,0.01,unrestricted,,inf,True,110,14,5,4.205,0.3003571428571429,0.7857142857142857
21a,ecmwf_bias_adaptive_sigma,24h_prior,binary_contract_edge,0.02,0.01,unrestricted,,inf,True,110,36,10,1.7145,0.047625,0.6111111111111112
21a,ecmwf_bias_adaptive_sigma,24h_prior,binary_contract_edge,0.05,0.01,unrestricted,,inf,True,110,22,8,1.8299999999999998,0.08318181818181819,0.6363636363636364
21a,ecmwf_bias_adaptive_sigma,24h_prior,binary_contract_edge,0.1,0.01,unrestricted,,inf,True,110,7,5,1.605,0.2292857142857143,0.8571428571428571
21a,ecmwf_bias_adaptive_sigma,6h_prior,binary_contract_edge,0.02,0.01,unrestricted,,inf,True,110,43,10,-0.0025000000000000577,-5.8139534883722275e-05,0.3488372093023256
21a,ecmwf_bias_adaptive_sigma,6h_prior,binary_contract_edge,0.05,0.01,unrestricted,,inf,True,110,34,10,0.761,0.02238235294117647,0.38235294117647056
21a,ecmwf_bias_adaptive_sigma,6h_prior,binary_contract_edge,0.1,0.01,unrestricted,,inf,True,110,23,8,0.9154999999999999,0.03980434782608696,0.34782608695652173
21a,ecmwf_bias_adaptive_sigma,event_day_open,binary_contract_edge,0.02,0.01,unrestricted,,inf,True,110,41,10,1.0119999999999996,0.024682926829268294,0.34146341463414637
21a,ecmwf_bias_adaptive_sigma,event_day_open,binary_contract_edge,0.05,0.01,unrestricted,,inf,True,110,30,9,1.3165,0.04388333333333334,0.36666666666666664
21a,ecmwf_bias_adaptive_sigma,event_day_open,binary_contract_edge,0.1,0.01,unrestricted,,inf,True,110,19,9,1.2514999999999998,0.06586842105263158,0.42105263157894735
21a,ecmwf_bias_fixed_sigma,12h_prior,binary_contract_edge,0.02,0.01,unrestricted,,inf,True,110,43,10,0.22899999999999998,0.005325581395348842,0.3488372093023256
21a,ecmwf_bias_fixed_sigma,12h_prior,binary_contract_edge,0.05,0.01,unrestricted,,inf,True,110,30,9,0.7645,0.025483333333333323,0.43333333333333335
21a,ecmwf_bias_fixed_sigma,12h_prior,binary_contract_edge,0.1,0.01,unrestricted,,inf,True,110,22,9,2.185,0.09931818181818185,0.5909090909090909
21a,ecmwf_bias_fixed_sigma,24h_prior,binary_contract_edge,0.02,0.01,unrestricted,,inf,True,110,41,10,-0.18549999999999983,-0.00452439024390245,0.43902439024390244
21a,ecmwf_bias_fixed_sigma,24h_prior,binary_contract_edge,0.05,0.01,unrestricted,,inf,True,110,25,10,2.2015,0.08805999999999999,0.6
21a,ecmwf_bias_fixed_sigma,24h_prior,binary_contract_edge,0.1,0.01,unrestricted,,inf,True,110,12,9,1.8150000000000002,0.15125000000000002,0.75
21a,ecmwf_bias_fixed_sigma,6h_prior,binary_contract_edge,0.02,0.01,unrestricted,,inf,True,110,51,10,0.12999999999999956,0.0025490196078431417,0.27450980392156865
21a,ecmwf_bias_fixed_sigma,6h_prior,binary_contract_edge,0.05,0.01,unrestricted,,inf,True,110,41,9,0.6014999999999998,0.014670731707317078,0.2926829268292683
21a,ecmwf_bias_fixed_sigma,6h_prior,binary_contract_edge,0.1,0.01,unrestricted,,inf,True,110,27,9,0.8755000000000001,0.03242592592592592,0.37037037037037035
21a,ecmwf_bias_fixed_sigma,event_day_open,binary_contract_edge,0.02,0.01,unrestricted,,inf,True,110,51,10,-0.09850000000000025,-0.0019313725490196128,0.23529411764705882
21a,ecmwf_bias_fixed_sigma,event_day_open,binary_contract_edge,0.05,0.01,unrestricted,,inf,True,110,41,10,0.19549999999999934,0.004768292682926829,0.2682926829268293
21a,ecmwf_bias_fixed_sigma,event_day_open,binary_contract_edge,0.1,0.01,unrestricted,,inf,True,110,23,10,1.1639999999999997,0.05060869565217392,0.391304347826087
21a,ecmwf_raw,12h_prior,binary_contract_edge,0.02,0.01,unrestricted,,inf,True,110,67,10,-1.9539999999999997,-0.02916417910447761,0.2537313432835821
21a,ecmwf_raw,12h_prior,binary_contract_edge,0.05,0.01,unrestricted,,inf,True,110,59,10,-2.6705,-0.04526271186440678,0.2711864406779661
21a,ecmwf_raw,12h_prior,binary_contract_edge,0.1,0.01,unrestricted,,inf,True,110,44,9,-2.2800000000000002,-0.05181818181818181,0.2727272727272727
21a,ecmwf_raw,24h_prior,binary_contract_edge,0.02,0.01,unrestricted,,inf,True,110,67,10,-2.425,-0.03619402985074627,0.2537313432835821
21a,ecmwf_raw,24h_prior,binary_contract_edge,0.05,0.01,unrestricted,,inf,True,110,53,10,-1.8430000000000002,-0.03477358490566037,0.3018867924528302
21a,ecmwf_raw,24h_prior,binary_contract_edge,0.1,0.01,unrestricted,,inf,True,110,40,10,-2.042,-0.05105,0.325
21a,ecmwf_raw,6h_prior,binary_contract_edge,0.02,0.01,unrestricted,,inf,True,110,68,10,-0.15400000000000014,-0.002264705882352943,0.25
21a,ecmwf_raw,6h_prior,binary_contract_edge,0.05,0.01,unrestricted,,inf,True,110,60,10,-0.4580000000000002,-0.007633333333333325,0.25
21a,ecmwf_raw,6h_prior,binary_contract_edge,0.1,0.01,unrestricted,,inf,True,110,45,10,-1.3965000000000005,-0.031033333333333326,0.2222222222222222
21a,ecmwf_raw,event_day_open,binary_contract_edge,0.02,0.01,unrestricted,,inf,True,110,65,10,-2.315,-0.03561538461538461,0.2
21a,ecmwf_raw,event_day_open,binary_contract_edge,0.05,0.01,unrestricted,,inf,True,110,56,10,-1.2865000000000004,-0.022973214285714284,0.21428571428571427
21a,ecmwf_raw,event_day_open,binary_contract_edge,0.1,0.01,unrestricted,,inf,True,110,45,10,-1.0765000000000005,-0.023922222222222227,0.2222222222222222
21a,catboost_platt,12h_prior,binary_contract_edge,0.02,0.02,empirical_q25,0.25,0.9975,False,110,27,7,-2.396,-0.08874074074074073,0.07407407407407407
21a,catboost_platt,12h_prior,binary_contract_edge,0.05,0.02,empirical_q25,0.25,0.9975,False,110,13,5,-2.2545,-0.17342307692307693,0.07692307692307693
21a,catboost_platt,12h_prior,binary_contract_edge,0.1,0.02,empirical_q25,0.25,0.9975,False,110,8,5,-1.1550000000000002,-0.144375,0.125
21a,catboost_platt,24h_prior,binary_contract_edge,0.02,0.02,empirical_q25,0.25,0.9975,False,110,18,6,-1.8890000000000002,-0.10494444444444445,0.0
21a,catboost_platt,24h_prior,binary_contract_edge,0.05,0.02,empirical_q25,0.25,0.9975,False,110,12,6,-1.7620000000000002,-0.14683333333333334,0.0
21a,catboost_platt,24h_prior,binary_contract_edge,0.1,0.02,empirical_q25,0.25,0.9975,False,110,5,4,-1.0250000000000001,-0.20500000000000002,0.0
21a,catboost_platt,6h_prior,binary_contract_edge,0.02,0.02,empirical_q25,0.25,0.9975,False,110,31,4,-1.2724999999999997,-0.041048387096774185,0.06451612903225806
21a,catboost_platt,6h_prior,binary_contract_edge,0.05,0.02,empirical_q25,0.25,0.9975,False,110,14,4,-0.7814999999999998,-0.055821428571428564,0.07142857142857142
21a,catboost_platt,6h_prior,binary_contract_edge,0.1,0.02,empirical_q25,0.25,0.9975,False,110,10,4,-0.6549999999999998,-0.06549999999999997,0.1
21a,catboost_platt,event_day_open,binary_contract_edge,0.02,0.02,empirical_q25,0.25,0.9975,False,110,23,6,-1.8045,-0.07845652173913042,0.0
21a,catboost_platt,event_day_open,binary_contract_edge,0.05,0.02,empirical_q25,0.25,0.9975,False,110,13,5,-1.5979999999999999,-0.12292307692307691,0.0
21a,catboost_platt,event_day_open,binary_contract_edge,0.1,0.02,empirical_q25,0.25,0.9975,False,110,8,5,-1.4565000000000001,-0.18206250000000002,0.0
21a,catboost_raw,12h_prior,binary_contract_edge,0.02,0.02,empirical_q25,0.25,0.9975,False,110,15,6,-1.6795,-0.11196666666666669,0.13333333333333333
21a,catboost_raw,12h_prior,binary_contract_edge,0.05,0.02,empirical_q25,0.25,0.9975,False,110,12,6,-1.3900000000000001,-0.11583333333333336,0.16666666666666666
21a,catboost_raw,12h_prior,binary_contract_edge,0.1,0.02,empirical_q25,0.25,0.9975,False,110,8,6,-1.5150000000000001,-0.18937500000000002,0.125
21a,catboost_raw,24h_prior,binary_contract_edge,0.02,0.02,empirical_q25,0.25,0.9975,False,110,14,6,-0.9805000000000001,-0.0700357142857143,0.14285714285714285
21a,catboost_raw,24h_prior,binary_contract_edge,0.05,0.02,empirical_q25,0.25,0.9975,False,110,11,6,-0.8500000000000002,-0.07727272727272728,0.18181818181818182
21a,catboost_raw,24h_prior,binary_contract_edge,0.1,0.02,empirical_q25,0.25,0.9975,False,110,8,6,-0.5900000000000002,-0.07375000000000001,0.25
21a,catboost_raw,6h_prior,binary_contract_edge,0.02,0.02,empirical_q25,0.25,0.9975,False,110,14,4,-0.7604999999999998,-0.05432142857142857,0.14285714285714285
21a,catboost_raw,6h_prior,binary_contract_edge,0.05,0.02,empirical_q25,0.25,0.9975,False,110,12,4,-0.7149999999999999,-0.05958333333333332,0.16666666666666666
21a,catboost_raw,6h_prior,binary_contract_edge,0.1,0.02,empirical_q25,0.25,0.9975,False,110,10,4,-0.29500000000000004,-0.029500000000000005,0.2
21a,catboost_raw,event_day_open,binary_contract_edge,0.02,0.02,empirical_q25,0.25,0.9975,False,110,11,5,-1.0265,-0.09331818181818181,0.09090909090909091
21a,catboost_raw,event_day_open,binary_contract_edge,0.05,0.02,empirical_q25,0.25,0.9975,False,110,10,5,-1.006,-0.1006,0.1
21a,catboost_raw,event_day_open,binary_contract_edge,0.1,0.02,empirical_q25,0.25,0.9975,False,110,7,4,-1.1815,-0.16878571428571426,0.0
21a,ecmwf_bias_adaptive_sigma,12h_prior,binary_contract_edge,0.02,0.02,empirical_q25,0.25,0.9975,False,110,14,6,0.6065,0.04332142857142858,0.5
21a,ecmwf_bias_adaptive_sigma,12h_prior,binary_contract_edge,0.05,0.02,empirical_q25,0.25,0.9975,False,110,11,5,0.31500000000000006,0.02863636363636364,0.45454545454545453
21a,ecmwf_bias_adaptive_sigma,12h_prior,binary_contract_edge,0.1,0.02,empirical_q25,0.25,0.9975,False,110,7,3,1.45,0.20714285714285713,0.7142857142857143
21a,ecmwf_bias_adaptive_sigma,24h_prior,binary_contract_edge,0.02,0.02,empirical_q25,0.25,0.9975,False,110,10,5,2.162,0.2162,0.9
21a,ecmwf_bias_adaptive_sigma,24h_prior,binary_contract_edge,0.05,0.02,empirical_q25,0.25,0.9975,False,110,7,5,2.0749999999999997,0.29642857142857143,0.8571428571428571
21a,ecmwf_bias_adaptive_sigma,24h_prior,binary_contract_edge,0.1,0.02,empirical_q25,0.25,0.9975,False,110,3,2,1.075,0.35833333333333334,1.0
21a,ecmwf_bias_adaptive_sigma,6h_prior,binary_contract_edge,0.02,0.02,empirical_q25,0.25,0.9975,False,110,15,4,0.6799999999999998,0.04533333333333332,0.4
21a,ecmwf_bias_adaptive_sigma,6h_prior,binary_contract_edge,0.05,0.02,empirical_q25,0.25,0.9975,False,110,13,4,0.73,0.056153846153846144,0.46153846153846156
21a,ecmwf_bias_adaptive_sigma,6h_prior,binary_contract_edge,0.1,0.02,empirical_q25,0.25,0.9975,False,110,9,3,0.585,0.06499999999999999,0.3333333333333333
21a,ecmwf_bias_adaptive_sigma,event_day_open,binary_contract_edge,0.02,0.02,empirical_q25,0.25,0.9975,False,110,10,5,-0.6805,-0.06805000000000001,0.2
21a,ecmwf_bias_adaptive_sigma,event_day_open,binary_contract_edge,0.05,0.02,empirical_q25,0.25,0.9975,False,110,9,5,-0.6415,-0.07127777777777777,0.2222222222222222
21a,ecmwf_bias_adaptive_sigma,event_day_open,binary_contract_edge,0.1,0.02,empirical_q25,0.25,0.9975,False,110,6,4,-0.3065000000000001,-0.05108333333333334,0.3333333333333333
21a,ecmwf_bias_fixed_sigma,12h_prior,binary_contract_edge,0.02,0.02,empirical_q25,0.25,0.9975,False,110,12,5,0.4870000000000001,0.04058333333333334,0.4166666666666667
21a,ecmwf_bias_fixed_sigma,12h_prior,binary_contract_edge,0.05,0.02,empirical_q25,0.25,0.9975,False,110,8,4,1.5,0.1875,0.625
21a,ecmwf_bias_fixed_sigma,12h_prior,binary_contract_edge,0.1,0.02,empirical_q25,0.25,0.9975,False,110,6,2,1.77,0.295,0.8333333333333334
21a,ecmwf_bias_fixed_sigma,24h_prior,binary_contract_edge,0.02,0.02,empirical_q25,0.25,0.9975,False,110,8,4,1.73,0.21625,0.625
21a,ecmwf_bias_fixed_sigma,24h_prior,binary_contract_edge,0.05,0.02,empirical_q25,0.25,0.9975,False,110,5,4,1.7349999999999999,0.34700000000000003,0.8
21a,ecmwf_bias_fixed_sigma,24h_prior,binary_contract_edge,0.1,0.02,empirical_q25,0.25,0.9975,False,110,3,2,1.295,0.43166666666666664,1.0
21a,ecmwf_bias_fixed_sigma,6h_prior,binary_contract_edge,0.02,0.02,empirical_q25,0.25,0.9975,False,110,15,4,0.702,0.046799999999999994,0.3333333333333333
21a,ecmwf_bias_fixed_sigma,6h_prior,binary_contract_edge,0.05,0.02,empirical_q25,0.25,0.9975,False,110,13,3,0.5745,0.044192307692307684,0.3076923076923077
21a,ecmwf_bias_fixed_sigma,6h_prior,binary_contract_edge,0.1,0.02,empirical_q25,0.25,0.9975,False,110,9,3,0.585,0.06499999999999999,0.3333333333333333
21a,ecmwf_bias_fixed_sigma,event_day_open,binary_contract_edge,0.02,0.02,empirical_q25,0.25,0.9975,False,110,12,5,-0.7384999999999999,-0.06154166666666667,0.16666666666666666
21a,ecmwf_bias_fixed_sigma,event_day_open,binary_contract_edge,0.05,0.02,empirical_q25,0.25,0.9975,False,110,11,5,-0.717,-0.06518181818181817,0.18181818181818182
21a,ecmwf_bias_fixed_sigma,event_day_open,binary_contract_edge,0.1,0.02,empirical_q25,0.25,0.9975,False,110,5,3,-0.24650000000000008,-0.04930000000000001,0.2
21a,ecmwf_raw,12h_prior,binary_contract_edge,0.02,0.02,empirical_q25,0.25,0.9975,False,110,18,5,0.5675,0.031527777777777787,0.3333333333333333
21a,ecmwf_raw,12h_prior,binary_contract_edge,0.05,0.02,empirical_q25,0.25,0.9975,False,110,17,5,-0.2875,-0.016911764705882352,0.29411764705882354
21a,ecmwf_raw,12h_prior,binary_contract_edge,0.1,0.02,empirical_q25,0.25,0.9975,False,110,12,4,0.4255,0.03545833333333333,0.4166666666666667
21a,ecmwf_raw,24h_prior,binary_contract_edge,0.02,0.02,empirical_q25,0.25,0.9975,False,110,14,6,-0.12050000000000011,-0.008607142857142858,0.42857142857142855
21a,ecmwf_raw,24h_prior,binary_contract_edge,0.05,0.02,empirical_q25,0.25,0.9975,False,110,14,6,-0.12050000000000011,-0.008607142857142858,0.42857142857142855
21a,ecmwf_raw,24h_prior,binary_contract_edge,0.1,0.02,empirical_q25,0.25,0.9975,False,110,12,4,-0.46050000000000013,-0.038375,0.3333333333333333
21a,ecmwf_raw,6h_prior,binary_contract_edge,0.02,0.02,empirical_q25,0.25,0.9975,False,110,22,4,0.26850000000000007,0.012204545454545458,0.22727272727272727
21a,ecmwf_raw,6h_prior,binary_contract_edge,0.05,0.02,empirical_q25,0.25,0.9975,False,110,21,4,0.28900000000000003,0.013761904761904769,0.23809523809523808
21a,ecmwf_raw,6h_prior,binary_contract_edge,0.1,0.02,empirical_q25,0.25,0.9975,False,110,15,4,-0.43399999999999994,-0.02893333333333333,0.2
21a,ecmwf_raw,event_day_open,binary_contract_edge,0.02,0.02,empirical_q25,0.25,0.9975,False,110,16,5,-0.8210000000000001,-0.0513125,0.125
21a,ecmwf_raw,event_day_open,binary_contract_edge,0.05,0.02,empirical_q25,0.25,0.9975,False,110,13,4,-0.6,-0.04615384615384616,0.15384615384615385
21a,ecmwf_raw,event_day_open,binary_contract_edge,0.1,0.02,empirical_q25,0.25,0.9975,False,110,11,4,-0.40900000000000003,-0.037181818181818184,0.18181818181818182
21a,catboost_platt,12h_prior,binary_contract_edge,0.02,0.02,empirical_q50,0.5,0.9980555555555556,False,110,57,10,-5.3999999999999995,-0.09473684210526316,0.05263157894736842
21a,catboost_platt,12h_prior,binary_contract_edge,0.05,0.02,empirical_q50,0.5,0.9980555555555556,False,110,26,9,-4.7305,-0.1819423076923077,0.038461538461538464
21a,catboost_platt,12h_prior,binary_contract_edge,0.1,0.02,empirical_q50,0.5,0.9980555555555556,False,110,15,8,-2.2199999999999998,-0.14800000000000002,0.06666666666666667
21a,catboost_platt,24h_prior,binary_contract_edge,0.02,0.02,empirical_q50,0.5,0.9980555555555556,False,110,49,10,-4.1785000000000005,-0.08527551020408164,0.08163265306122448
21a,catboost_platt,24h_prior,binary_contract_edge,0.05,0.02,empirical_q50,0.5,0.9980555555555556,False,110,25,9,-2.724,-0.10896,0.12
21a,catboost_platt,24h_prior,binary_contract_edge,0.1,0.02,empirical_q50,0.5,0.9980555555555556,False,110,13,8,-1.225,-0.09423076923076924,0.15384615384615385
21a,catboost_platt,6h_prior,binary_contract_edge,0.02,0.02,empirical_q50,0.5,0.9980555555555556,False,110,46,8,-1.5939999999999999,-0.03465217391304347,0.06521739130434782
21a,catboost_platt,6h_prior,binary_contract_edge,0.05,0.02,empirical_q50,0.5,0.9980555555555556,False,110,23,7,-1.3995,-0.06084782608695651,0.043478260869565216
21a,catboost_platt,6h_prior,binary_contract_edge,0.1,0.02,empirical_q50,0.5,0.9980555555555556,False,110,15,7,-1.187,-0.07913333333333332,0.06666666666666667
21a,catboost_platt,event_day_open,binary_contract_edge,0.02,0.02,empirical_q50,0.5,0.9980555555555556,False,110,51,10,-0.38250000000000006,-0.0075000000000000015,0.11764705882352941
21a,catboost_platt,event_day_open,binary_contract_edge,0.05,0.02,empirical_q50,0.5,0.9980555555555556,False,110,27,10,-1.0850000000000004,-0.040185185185185185,0.1111111111111111
