model,scope,scope_value,nominal_probability,empirical_probability,calibration_error,absolute_calibration_error,squared_calibration_error,dates
rbf,decision_rule,12h_prior,0.54,0.5698630136986301,0.02986301369863,0.02986301369863,0.0008917995871645,365
rbf,decision_rule,12h_prior,0.55,0.5753424657534246,0.0253424657534245,0.0253424657534245,0.0006422405704634,365
rbf,decision_rule,12h_prior,0.56,0.589041095890411,0.0290410958904109,0.0290410958904109,0.000843385250516,365
rbf,decision_rule,12h_prior,0.57,0.6054794520547945,0.0354794520547945,0.0354794520547945,0.0012587915181084,365
rbf,decision_rule,12h_prior,0.58,0.6191780821917808,0.0391780821917808,0.0391780821917808,0.0015349221242259,365
rbf,decision_rule,12h_prior,0.59,0.6246575342465753,0.0346575342465753,0.0346575342465753,0.0012011446800525,365
rbf,decision_rule,12h_prior,0.6,0.6301369863013698,0.0301369863013698,0.0301369863013698,0.0009082379433289,365
rbf,decision_rule,12h_prior,0.61,0.6383561643835617,0.0283561643835617,0.0283561643835617,0.0008040720585475,365
rbf,decision_rule,12h_prior,0.62,0.6438356164383562,0.0238356164383561,0.0238356164383561,0.0005681366109964,365
rbf,decision_rule,12h_prior,0.63,0.6520547945205479,0.0220547945205479,0.0220547945205479,0.0004864139613435,365
rbf,decision_rule,12h_prior,0.64,0.6575342465753424,0.0175342465753424,0.0175342465753424,0.0003074498029649,365
rbf,decision_rule,12h_prior,0.65,0.663013698630137,0.013013698630137,0.013013698630137,0.000169356352036,365
rbf,decision_rule,12h_prior,0.66,0.6684931506849315,0.0084931506849315,0.0084931506849315,7.213360855695249e-05,365
rbf,decision_rule,12h_prior,0.67,0.6767123287671233,0.0067123287671232,0.0067123287671232,4.505535747795024e-05,365
rbf,decision_rule,12h_prior,0.68,0.684931506849315,0.0049315068493149,0.0049315068493149,2.4319759804840578e-05,365
rbf,decision_rule,12h_prior,0.69,0.7068493150684931,0.0168493150684931,0.0168493150684931,0.0002838994182773,365
rbf,decision_rule,12h_prior,0.7,0.7123287671232876,0.0123287671232876,0.0123287671232876,0.0001519984987802,365
rbf,decision_rule,12h_prior,0.71,0.7178082191780822,0.0078082191780822,0.0078082191780822,6.0968286732971855e-05,365
rbf,decision_rule,12h_prior,0.72,0.7232876712328767,0.0032876712328767,0.0032876712328767,1.080878213548543e-05,365
rbf,decision_rule,12h_prior,0.73,0.7424657534246575,0.0124657534246575,0.0124657534246575,0.0001553950084443,365
rbf,decision_rule,12h_prior,0.74,0.7506849315068493,0.0106849315068493,0.0106849315068493,0.000114167761306,365
rbf,decision_rule,12h_prior,0.75,0.7589041095890411,0.008904109589041,0.008904109589041,7.928316757365343e-05,365
rbf,decision_rule,12h_prior,0.76,0.7753424657534247,0.0153424657534246,0.0153424657534246,0.000235391255395,365
rbf,decision_rule,12h_prior,0.77,0.7835616438356164,0.0135616438356164,0.0135616438356164,0.0001839181835241,365
rbf,decision_rule,12h_prior,0.78,0.7890410958904109,0.0090410958904109,0.0090410958904109,8.174141489960506e-05,365
rbf,decision_rule,12h_prior,0.79,0.7917808219178082,0.0017808219178081,0.0017808219178081,3.1713267029459e-06,365
rbf,decision_rule,12h_prior,0.8,0.7972602739726027,-0.0027397260273973,0.0027397260273973,7.50609870519852e-06,365
rbf,decision_rule,12h_prior,0.81,0.8054794520547945,-0.0045205479452055,0.0045205479452055,2.043535372490177e-05,365
rbf,decision_rule,12h_prior,0.82,0.8191780821917808,-0.0008219178082191,0.0008219178082191,6.755488834677938e-07,365
rbf,decision_rule,12h_prior,0.83,0.8273972602739726,-0.0026027397260273,0.0026027397260273,6.77425408144074e-06,365
rbf,decision_rule,12h_prior,0.84,0.8328767123287671,-0.0071232876712328,0.0071232876712328,5.0741227247137565e-05,365
rbf,decision_rule,12h_prior,0.85,0.8410958904109589,-0.008904109589041,0.008904109589041,7.928316757365343e-05,365
rbf,decision_rule,12h_prior,0.86,0.8575342465753425,-0.0024657534246574,0.0024657534246574,6.079939951210144e-06,365
rbf,decision_rule,12h_prior,0.87,0.8684931506849315,-0.0015068493150685,0.0015068493150685,2.2705948583224185e-06,365
rbf,decision_rule,12h_prior,0.88,0.8849315068493151,0.004931506849315,0.004931506849315,2.4319759804841672e-05,365
rbf,decision_rule,12h_prior,0.89,0.8931506849315068,0.0031506849315068,0.0031506849315068,9.926815537624204e-06,365
rbf,decision_rule,12h_prior,0.9,0.9041095890410958,0.0041095890410958,0.0041095890410958,1.6888722086694845e-05,365
rbf,decision_rule,12h_prior,0.91,0.9068493150684932,-0.0031506849315068,0.0031506849315068,9.926815537624204e-06,365
rbf,decision_rule,12h_prior,0.92,0.9095890410958904,-0.0104109589041095,0.0104109589041095,0.000108388065303,365
rbf,decision_rule,12h_prior,0.93,0.9178082191780822,-0.0121917808219178,0.0121917808219178,0.0001486395196096,365
rbf,decision_rule,12h_prior,0.94,0.9287671232876712,-0.0112328767123287,0.0112328767123287,0.0001261775192343,365
rbf,decision_rule,12h_prior,0.95,0.9397260273972604,-0.0102739726027396,0.0102739726027396,0.0001055545130418,365
rbf,decision_rule,12h_prior,0.96,0.9506849315068492,-0.0093150684931506,0.0093150684931506,8.677050103208828e-05,365
rbf,decision_rule,12h_prior,0.97,0.978082191780822,0.0080821917808219,0.0080821917808219,6.532182398198546e-05,365
rbf,decision_rule,12h_prior,0.98,0.989041095890411,0.009041095890411,0.009041095890411,8.174141489960706e-05,365
rbf,decision_rule,12h_prior,0.99,0.9972602739726028,0.0072602739726027,0.0072602739726027,5.271157815725306e-05,365
rbf,decision_rule,6h_prior,0.01,0.0191780821917808,0.0091780821917808,0.0091780821917808,8.423719271908428e-05,365
rbf,decision_rule,6h_prior,0.02,0.0328767123287671,0.0128767123287671,0.0128767123287671,0.0001658097203978,365
rbf,decision_rule,6h_prior,0.03,0.0493150684931506,0.0193150684931506,0.0193150684931506,0.0003730718708951,365
rbf,decision_rule,6h_prior,0.04,0.0630136986301369,0.0230136986301369,0.0230136986301369,0.0005296303246387,365
rbf,decision_rule,6h_prior,0.05,0.0821917808219178,0.0321917808219178,0.0321917808219178,0.0010363107524863,365
rbf,decision_rule,6h_prior,0.06,0.0986301369863013,0.0386301369863013,0.0386301369863013,0.0014922874835804,365
rbf,decision_rule,6h_prior,0.07,0.1123287671232876,0.0423287671232876,0.0423287671232876,0.0017917245261775,365
rbf,decision_rule,6h_prior,0.08,0.1123287671232876,0.0323287671232876,0.0323287671232876,0.0010451491837117,365
rbf,decision_rule,6h_prior,0.09,0.1205479452054794,0.0305479452054794,0.0305479452054794,0.0009331769562769,365
rbf,decision_rule,6h_prior,0.1,0.1315068493150684,0.0315068493150684,0.0315068493150684,0.0009926815537624,365
rbf,decision_rule,6h_prior,0.11,0.147945205479452,0.037945205479452,0.037945205479452,0.0014398386188778,365
rbf,decision_rule,6h_prior,0.12,0.1616438356164383,0.0416438356164383,0.0416438356164383,0.0017342090448489,365
rbf,decision_rule,6h_prior,0.13,0.1726027397260274,0.0426027397260274,0.0426027397260274,0.0018149934321636,365
rbf,decision_rule,6h_prior,0.14,0.1863013698630137,0.0463013698630137,0.0463013698630137,0.0021438168511915,365
rbf,decision_rule,6h_prior,0.15,0.1917808219178082,0.0417808219178082,0.0417808219178082,0.0017456370801276,365
rbf,decision_rule,6h_prior,0.16,0.1972602739726027,0.0372602739726027,0.0372602739726027,0.0013883280165134,365
rbf,decision_rule,6h_prior,0.17,0.2082191780821917,0.0382191780821917,0.0382191780821917,0.0014607055732782,365
rbf,decision_rule,6h_prior,0.18,0.2191780821917808,0.0391780821917808,0.0391780821917808,0.0015349221242259,365
rbf,decision_rule,6h_prior,0.19,0.2356164383561644,0.0456164383561643,0.0456164383561643,0.0020808594483017,365
rbf,decision_rule,6h_prior,0.2,0.2465753424657534,0.0465753424657534,0.0465753424657534,0.0021692625258022,365
rbf,decision_rule,6h_prior,0.21,0.2547945205479452,0.0447945205479452,0.0447945205479452,0.0020065490711202,365
rbf,decision_rule,6h_prior,0.22,0.2630136986301369,0.0430136986301369,0.0430136986301369,0.0018501782698442,365
rbf,decision_rule,6h_prior,0.23,0.273972602739726,0.043972602739726,0.043972602739726,0.0019335897917057,365
rbf,decision_rule,6h_prior,0.24,0.2876712328767123,0.0476712328767123,0.0476712328767123,0.0022725464439857,365
rbf,decision_rule,6h_prior,0.25,0.3041095890410959,0.0541095890410959,0.0541095890410959,0.0029278476261962,365
rbf,decision_rule,6h_prior,0.26,0.3150684931506849,0.0550684931506849,0.0550684931506849,0.003032538937887,365
rbf,decision_rule,6h_prior,0.27,0.3287671232876712,0.0587671232876712,0.0587671232876712,0.0034535747795083,365
rbf,decision_rule,6h_prior,0.28,0.336986301369863,0.0569863013698629,0.0569863013698629,0.0032474385438168,365
rbf,decision_rule,6h_prior,0.29,0.3452054794520548,0.0552054794520548,0.0552054794520548,0.0030476449615312,365
rbf,decision_rule,6h_prior,0.3,0.3506849315068493,0.0506849315068493,0.0506849315068493,0.002568962281854,365
rbf,decision_rule,6h_prior,0.31,0.3643835616438356,0.0543835616438356,0.0543835616438356,0.0029575717770688,365
rbf,decision_rule,6h_prior,0.32,0.3863013698630137,0.0663013698630137,0.0663013698630137,0.0043958716457121,365
rbf,decision_rule,6h_prior,0.33,0.3890410958904109,0.0590410958904109,0.0590410958904109,0.0034858510039407,365
rbf,decision_rule,6h_prior,0.34,0.4027397260273972,0.0627397260273972,0.0627397260273972,0.0039362732219928,365
rbf,decision_rule,6h_prior,0.35,0.4027397260273972,0.0527397260273972,0.0527397260273972,0.0027814787014449,365
rbf,decision_rule,6h_prior,0.36,0.410958904109589,0.050958904109589,0.050958904109589,0.0025968099080502,365
rbf,decision_rule,6h_prior,0.37,0.4191780821917808,0.0491780821917808,0.0491780821917808,0.0024184837680615,365
rbf,decision_rule,6h_prior,0.38,0.4273972602739726,0.0473972602739726,0.0473972602739726,0.0022465002814787,365
rbf,decision_rule,6h_prior,0.39,0.4383561643835616,0.0483561643835616,0.0483561643835616,0.00233831863389,365
rbf,decision_rule,6h_prior,0.4,0.4520547945205479,0.0520547945205479,0.0520547945205479,0.0027097016325764,365
rbf,decision_rule,6h_prior,0.41,0.4575342465753425,0.0475342465753425,0.0475342465753425,0.0022595045974854,365
rbf,decision_rule,6h_prior,0.42,0.4657534246575342,0.0457534246575342,0.0457534246575342,0.0020933758678926,365
rbf,decision_rule,6h_prior,0.43,0.4712328767123288,0.0412328767123287,0.0412328767123287,0.0017001501219741,365
rbf,decision_rule,6h_prior,0.44,0.4794520547945205,0.0394520547945205,0.0394520547945205,0.0015564646275098,365
rbf,decision_rule,6h_prior,0.45,0.4849315068493151,0.034931506849315,0.034931506849315,0.0012202101707637,365
rbf,decision_rule,6h_prior,0.46,0.4876712328767123,0.0276712328767123,0.0276712328767123,0.0007656971289172,365
rbf,decision_rule,6h_prior,0.47,0.4986301369863014,0.0286301369863014,0.0286301369863014,0.0008196847438543,365
rbf,decision_rule,6h_prior,0.48,0.5041095890410959,0.0241095890410959,0.0241095890410959,0.0005812722837305,365
rbf,decision_rule,6h_prior,0.49,0.5095890410958904,0.0195890410958904,0.0195890410958904,0.0003837305310564,365
rbf,decision_rule,6h_prior,0.5,0.5260273972602739,0.0260273972602739,0.0260273972602739,0.0006774254081441,365
rbf,decision_rule,6h_prior,0.51,0.5287671232876713,0.0187671232876712,0.0187671232876712,0.0003522049164946,365
rbf,decision_rule,6h_prior,0.52,0.5397260273972603,0.0197260273972602,0.0197260273972602,0.0003891161568774,365
rbf,decision_rule,6h_prior,0.53,0.547945205479452,0.0179452054794519,0.0179452054794519,0.0003220303996997,365
rbf,decision_rule,6h_prior,0.54,0.5534246575342465,0.0134246575342464,0.0134246575342464,0.0001802214299118,365
rbf,decision_rule,6h_prior,0.55,0.5561643835616439,0.0061643835616438,0.0061643835616438,3.799962469506477e-05,365
rbf,decision_rule,6h_prior,0.56,0.5671232876712329,0.0071232876712328,0.0071232876712328,5.0741227247137565e-05,365
rbf,decision_rule,6h_prior,0.57,0.5835616438356165,0.0135616438356165,0.0135616438356165,0.0001839181835241,365
rbf,decision_rule,6h_prior,0.58,0.6027397260273972,0.0227397260273972,0.0227397260273972,0.000517095139801,365
rbf,decision_rule,6h_prior,0.59,0.6082191780821918,0.0182191780821918,0.0182191780821918,0.0003319384499906,365
rbf,decision_rule,6h_prior,0.6,0.6164383561643836,0.0164383561643836,0.0164383561643836,0.0002702195533871,365
rbf,decision_rule,6h_prior,0.61,0.6273972602739726,0.0173972602739725,0.0173972602739725,0.0003026646650403,365
rbf,decision_rule,6h_prior,0.62,0.6356164383561644,0.0156164383561644,0.0156164383561644,0.0002438731469318,365
rbf,decision_rule,6h_prior,0.63,0.6410958904109589,0.0110958904109589,0.0110958904109589,0.000123118784012,365
rbf,decision_rule,6h_prior,0.64,0.6465753424657534,0.0065753424657534,0.0065753424657534,4.323512854194026e-05,365
rbf,decision_rule,6h_prior,0.65,0.6575342465753424,0.0075342465753424,0.0075342465753424,5.676487145805879e-05,365
rbf,decision_rule,6h_prior,0.66,0.6684931506849315,0.0084931506849315,0.0084931506849315,7.213360855695249e-05,365
rbf,decision_rule,6h_prior,0.67,0.6684931506849315,-0.0015068493150685,0.0015068493150685,2.2705948583224185e-06,365
rbf,decision_rule,6h_prior,0.68,0.6821917808219178,0.0021917808219177,0.0021917808219177,4.803903171326372e-06,365
rbf,decision_rule,6h_prior,0.69,0.6986301369863014,0.0086301369863014,0.0086301369863014,7.44792644023281e-05,365
rbf,decision_rule,6h_prior,0.7,0.7068493150684931,0.0068493150684931,0.0068493150684931,4.691311690748771e-05,365
rbf,decision_rule,6h_prior,0.71,0.7178082191780822,0.0078082191780822,0.0078082191780822,6.0968286732971855e-05,365
rbf,decision_rule,6h_prior,0.72,0.7205479452054795,0.0005479452054795,0.0005479452054795,3.002439482079895e-07,365
rbf,decision_rule,6h_prior,0.73,0.736986301369863,0.006986301369863,0.006986301369863,4.880840683054965e-05,365
rbf,decision_rule,6h_prior,0.74,0.7479452054794521,0.0079452054794521,0.0079452054794521,6.312629011071567e-05,365
rbf,decision_rule,6h_prior,0.75,0.7616438356164383,0.0116438356164383,0.0116438356164383,0.0001355789078626,365
rbf,decision_rule,6h_prior,0.76,0.7726027397260274,0.0126027397260274,0.0126027397260274,0.0001588290486019,365
rbf,decision_rule,6h_prior,0.77,0.7835616438356164,0.0135616438356164,0.0135616438356164,0.0001839181835241,365
rbf,decision_rule,6h_prior,0.78,0.7917808219178082,0.0117808219178081,0.0117808219178081,0.0001387877650591,365
rbf,decision_rule,6h_prior,0.79,0.7945205479452054,0.0045205479452054,0.0045205479452054,2.0435353724900763e-05,365
rbf,decision_rule,6h_prior,0.8,0.8,0.0,0.0,0.0,365
rbf,decision_rule,6h_prior,0.81,0.810958904109589,0.0009589041095889,0.0009589041095889,9.194970913866484e-07,365
rbf,decision_rule,6h_prior,0.82,0.821917808219178,0.001917808219178,0.001917808219178,3.677988365547019e-06,365
rbf,decision_rule,6h_prior,0.83,0.8328767123287671,0.0028767123287671,0.0028767123287671,8.275473822481113e-06,365
rbf,decision_rule,6h_prior,0.84,0.8383561643835616,-0.0016438356164383,0.0016438356164383,2.702195533871175e-06,365
rbf,decision_rule,6h_prior,0.85,0.8465753424657534,-0.0034246575342465,0.0034246575342465,1.1728279226871929e-05,365
rbf,decision_rule,6h_prior,0.86,0.8657534246575342,0.0057534246575342,0.0057534246575342,3.310189528992317e-05,365
rbf,decision_rule,6h_prior,0.87,0.8684931506849315,-0.0015068493150685,0.0015068493150685,2.2705948583224185e-06,365
rbf,decision_rule,6h_prior,0.88,0.8849315068493151,0.004931506849315,0.004931506849315,2.4319759804841672e-05,365
rbf,decision_rule,6h_prior,0.89,0.8931506849315068,0.0031506849315068,0.0031506849315068,9.926815537624204e-06,365
rbf,decision_rule,6h_prior,0.9,0.9041095890410958,0.0041095890410958,0.0041095890410958,1.6888722086694845e-05,365
rbf,decision_rule,6h_prior,0.91,0.9095890410958904,-0.0004109589041095,0.0004109589041095,1.6888722086694846e-07,365
rbf,decision_rule,6h_prior,0.92,0.9123287671232876,-0.0076712328767123,0.0076712328767123,5.884781384875231e-05,365
rbf,decision_rule,6h_prior,0.93,0.9205479452054794,-0.0094520547945206,0.0094520547945206,8.934133983861993e-05,365
rbf,decision_rule,6h_prior,0.94,0.9287671232876712,-0.0112328767123287,0.0112328767123287,0.0001261775192343,365
rbf,decision_rule,6h_prior,0.95,0.936986301369863,-0.0130136986301369,0.0130136986301369,0.000169356352036,365
rbf,decision_rule,6h_prior,0.96,0.947945205479452,-0.0120547945205479,0.0120547945205479,0.0001453180709326,365
rbf,decision_rule,6h_prior,0.97,0.978082191780822,0.0080821917808219,0.0080821917808219,6.532182398198546e-05,365
rbf,decision_rule,6h_prior,0.98,0.9917808219178084,0.0117808219178082,0.0117808219178082,0.0001387877650591,365
rbf,decision_rule,6h_prior,0.99,0.9972602739726028,0.0072602739726027,0.0072602739726027,5.271157815725306e-05,365
rbf,decision_rule,event_day_open,0.01,0.010958904109589,0.000958904109589,0.000958904109589,9.194970913867516e-07,365
rbf,decision_rule,event_day_open,0.02,0.0191780821917808,-0.0008219178082191,0.0008219178082191,6.755488834678166e-07,365
rbf,decision_rule,event_day_open,0.03,0.0328767123287671,0.0028767123287671,0.0028767123287671,8.275473822480754e-06,365
rbf,decision_rule,event_day_open,0.04,0.0410958904109589,0.0010958904109589,0.0010958904109589,1.200975792831669e-06,365
rbf,decision_rule,event_day_open,0.05,0.0630136986301369,0.0130136986301369,0.0130136986301369,0.000169356352036,365
rbf,decision_rule,event_day_open,0.06,0.073972602739726,0.013972602739726,0.013972602739726,0.0001952336273221,365
rbf,decision_rule,event_day_open,0.07,0.0876712328767123,0.0176712328767123,0.0176712328767123,0.0003122724713829,365
rbf,decision_rule,event_day_open,0.08,0.0986301369863013,0.0186301369863013,0.0186301369863013,0.0003470820041283,365
rbf,decision_rule,event_day_open,0.09,0.1068493150684931,0.0168493150684931,0.0168493150684931,0.0002838994182773,365
rbf,decision_rule,event_day_open,0.1,0.1232876712328767,0.0232876712328767,0.0232876712328767,0.0005423156314505,365
rbf,decision_rule,event_day_open,0.11,0.1287671232876712,0.0187671232876712,0.0187671232876712,0.0003522049164946,365
rbf,decision_rule,event_day_open,0.12,0.1397260273972602,0.0197260273972602,0.0197260273972602,0.0003891161568774,365
rbf,decision_rule,event_day_open,0.13,0.147945205479452,0.017945205479452,0.017945205479452,0.0003220303996997,365
rbf,decision_rule,event_day_open,0.14,0.1643835616438356,0.0243835616438355,0.0243835616438355,0.0005945580784387,365
rbf,decision_rule,event_day_open,0.15,0.1808219178082191,0.0308219178082191,0.0308219178082191,0.0009499906173766,365
rbf,decision_rule,event_day_open,0.16,0.1890410958904109,0.0290410958904109,0.0290410958904109,0.000843385250516,365
rbf,decision_rule,event_day_open,0.17,0.2027397260273972,0.0327397260273972,0.0327397260273972,0.001071889660349,365
rbf,decision_rule,event_day_open,0.18,0.210958904109589,0.030958904109589,0.030958904109589,0.0009584537436667,365
rbf,decision_rule,event_day_open,0.19,0.2219178082191781,0.031917808219178,0.031917808219178,0.0010187464815162,365
rbf,decision_rule,event_day_open,0.2,0.2301369863013698,0.0301369863013698,0.0301369863013698,0.0009082379433289,365
rbf,decision_rule,event_day_open,0.21,0.2465753424657534,0.0365753424657534,0.0365753424657534,0.0013377556764871,365
rbf,decision_rule,event_day_open,0.22,0.2575342465753424,0.0375342465753424,0.0375342465753424,0.0014088196659786,365
rbf,decision_rule,event_day_open,0.23,0.2657534246575342,0.0357534246575342,0.0357534246575342,0.0012783073747419,365
rbf,decision_rule,event_day_open,0.24,0.2821917808219178,0.0421917808219178,0.0421917808219178,0.0017801463689247,365
rbf,decision_rule,event_day_open,0.25,0.2958904109589041,0.0458904109589041,0.0458904109589041,0.0021059298179771,365
rbf,decision_rule,event_day_open,0.26,0.3068493150684931,0.0468493150684931,0.0468493150684931,0.0021948583223869,365
rbf,decision_rule,event_day_open,0.27,0.3260273972602739,0.0560273972602739,0.0560273972602739,0.0031390692437605,365
rbf,decision_rule,event_day_open,0.28,0.3287671232876712,0.0487671232876711,0.0487671232876711,0.0023782323137549,365
rbf,decision_rule,event_day_open,0.29,0.3424657534246575,0.0524657534246575,0.0524657534246575,0.0027526552824169,365
rbf,decision_rule,event_day_open,0.3,0.347945205479452,0.047945205479452,0.047945205479452,0.0022987427284668,365
rbf,decision_rule,event_day_open,0.31,0.3616438356164383,0.0516438356164383,0.0516438356164383,0.0026670857571777,365
rbf,decision_rule,event_day_open,0.32,0.3808219178082191,0.0608219178082191,0.0608219178082191,0.0036993056858697,365
rbf,decision_rule,event_day_open,0.33,0.3890410958904109,0.0590410958904109,0.0590410958904109,0.0034858510039407,365
rbf,decision_rule,event_day_open,0.34,0.3972602739726027,0.0572602739726026,0.0572602739726026,0.0032787389754175,365
rbf,decision_rule,event_day_open,0.35,0.4027397260273972,0.0527397260273972,0.0527397260273972,0.0027814787014449,365
rbf,decision_rule,event_day_open,0.36,0.4082191780821917,0.0482191780821917,0.0482191780821917,0.0023250891349221,365
rbf,decision_rule,event_day_open,0.37,0.4191780821917808,0.0491780821917808,0.0491780821917808,0.0024184837680615,365
rbf,decision_rule,event_day_open,0.38,0.4246575342465753,0.0446575342465753,0.0446575342465753,0.001994295364984,365
rbf,decision_rule,event_day_open,0.39,0.4273972602739726,0.0373972602739726,0.0373972602739726,0.0013985550759992,365
rbf,decision_rule,event_day_open,0.4,0.4438356164383562,0.0438356164383561,0.0438356164383561,0.0019215612685306,365
rbf,decision_rule,event_day_open,0.41,0.4493150684931506,0.0393150684931506,0.0393150684931506,0.0015456746106211,365
rbf,decision_rule,event_day_open,0.42,0.4520547945205479,0.0320547945205479,0.0320547945205479,0.0010275098517545,365
rbf,decision_rule,event_day_open,0.43,0.4684931506849315,0.0384931506849315,0.0384931506849315,0.0014817226496528,365
rbf,decision_rule,event_day_open,0.44,0.473972602739726,0.033972602739726,0.033972602739726,0.0011541377369112,365
rbf,decision_rule,event_day_open,0.45,0.4904109589041096,0.0404109589041095,0.0404109589041095,0.0016330455995496,365
rbf,decision_rule,event_day_open,0.46,0.5013698630136987,0.0413698630136986,0.0413698630136986,0.0017114655657721,365
rbf,decision_rule,event_day_open,0.47,0.5095890410958904,0.0395890410958904,0.0395890410958904,0.0015672921748921,365
rbf,decision_rule,event_day_open,0.48,0.5260273972602739,0.0460273972602739,0.0460273972602739,0.002118521298555,365
rbf,decision_rule,event_day_open,0.49,0.5342465753424658,0.0442465753424657,0.0442465753424657,0.0019577594295365,365
rbf,decision_rule,event_day_open,0.5,0.536986301369863,0.036986301369863,0.036986301369863,0.0013679864890223,365
rbf,decision_rule,event_day_open,0.51,0.5561643835616439,0.0461643835616438,0.0461643835616438,0.0021311503096265,365
rbf,decision_rule,event_day_open,0.52,0.5616438356164384,0.0416438356164383,0.0416438356164383,0.0017342090448489,365
rbf,decision_rule,event_day_open,0.53,0.5698630136986301,0.0398630136986301,0.0398630136986301,0.0015890598611371,365
rbf,decision_rule,event_day_open,0.54,0.5835616438356165,0.0435616438356164,0.0435616438356164,0.0018976168136611,365
rbf,decision_rule,event_day_open,0.55,0.5863013698630137,0.0363013698630136,0.0363013698630136,0.0013177894539313,365
rbf,decision_rule,event_day_open,0.56,0.5972602739726027,0.0372602739726026,0.0372602739726026,0.0013883280165134,365
rbf,decision_rule,event_day_open,0.57,0.6109589041095891,0.0409589041095891,0.0409589041095891,0.0016776318258585,365
rbf,decision_rule,event_day_open,0.58,0.6136986301369863,0.0336986301369863,0.0336986301369863,0.0011355976731094,365
rbf,decision_rule,event_day_open,0.59,0.6191780821917808,0.0291780821917808,0.0291780821917808,0.0008513604803903,365
rbf,decision_rule,event_day_open,0.6,0.6219178082191781,0.0219178082191781,0.0219178082191781,0.0004803903171326,365
rbf,decision_rule,event_day_open,0.61,0.6273972602739726,0.0173972602739725,0.0173972602739725,0.0003026646650403,365
rbf,decision_rule,event_day_open,0.62,0.6301369863013698,0.0101369863013698,0.0101369863013698,0.0001027584912741,365
rbf,decision_rule,event_day_open,0.63,0.6356164383561644,0.0056164383561644,0.0056164383561644,3.154437980859504e-05,365
rbf,decision_rule,event_day_open,0.64,0.6438356164383562,0.0038356164383561,0.0038356164383561,1.4711953462188077e-05,365
rbf,decision_rule,event_day_open,0.65,0.6547945205479452,0.0047945205479451,0.0047945205479451,2.298742728466834e-05,365
rbf,decision_rule,event_day_open,0.66,0.6575342465753424,-0.0024657534246576,0.0024657534246576,6.079939951210692e-06,365
rbf,decision_rule,event_day_open,0.67,0.6657534246575343,-0.0042465753424657,0.0042465753424657,1.8033402139238123e-05,365
rbf,decision_rule,event_day_open,0.68,0.6794520547945205,-0.0005479452054795,0.0005479452054795,3.002439482079895e-07,365
rbf,decision_rule,event_day_open,0.69,0.6931506849315069,0.0031506849315069,0.0031506849315069,9.926815537624902e-06,365
rbf,decision_rule,event_day_open,0.7,0.7068493150684931,0.0068493150684931,0.0068493150684931,4.691311690748771e-05,365
rbf,decision_rule,event_day_open,0.71,0.7095890410958904,-0.0004109589041095,0.0004109589041095,1.6888722086694846e-07,365
rbf,decision_rule,event_day_open,0.72,0.7232876712328767,0.0032876712328767,0.0032876712328767,1.080878213548543e-05,365
rbf,decision_rule,event_day_open,0.73,0.7287671232876712,-0.0012328767123287,0.0012328767123287,1.519984987802536e-06,365
rbf,decision_rule,event_day_open,0.74,0.7342465753424657,-0.0057534246575342,0.0057534246575342,3.310189528992317e-05,365
rbf,decision_rule,event_day_open,0.75,0.7479452054794521,-0.0020547945205479,0.0020547945205479,4.222180521673711e-06,365
rbf,decision_rule,event_day_open,0.76,0.7589041095890411,-0.0010958904109589,0.0010958904109589,1.2009757928317144e-06,365
rbf,decision_rule,event_day_open,0.77,0.7726027397260274,0.0026027397260274,0.0026027397260274,6.774254081441317e-06,365
rbf,decision_rule,event_day_open,0.78,0.7808219178082192,0.0008219178082191,0.0008219178082191,6.755488834677938e-07,365
rbf,decision_rule,event_day_open,0.79,0.7945205479452054,0.0045205479452054,0.0045205479452054,2.0435353724900763e-05,365
rbf,decision_rule,event_day_open,0.8,0.8027397260273973,0.0027397260273972,0.0027397260273972,7.506098705197912e-06,365
rbf,decision_rule,event_day_open,0.81,0.8136986301369863,0.0036986301369862,0.0036986301369862,1.3679864890222824e-05,365
rbf,decision_rule,event_day_open,0.82,0.8246575342465754,0.0046575342465754,0.0046575342465754,2.1692625258023103e-05,365
rbf,decision_rule,event_day_open,0.83,0.8246575342465754,-0.0053424657534245,0.0053424657534245,2.854194032651429e-05,365
rbf,decision_rule,event_day_open,0.84,0.8410958904109589,0.0010958904109589,0.0010958904109589,1.2009757928317144e-06,365
rbf,decision_rule,event_day_open,0.85,0.8465753424657534,-0.0034246575342465,0.0034246575342465,1.1728279226871929e-05,365
rbf,decision_rule,event_day_open,0.86,0.8465753424657534,-0.0134246575342465,0.0134246575342465,0.0001802214299118,365
rbf,decision_rule,event_day_open,0.87,0.8547945205479452,-0.0152054794520547,0.0152054794520547,0.0002312066053668,365
rbf,decision_rule,event_day_open,0.88,0.8575342465753425,-0.0224657534246575,0.0224657534246575,0.0005047100769375,365
rbf,decision_rule,event_day_open,0.89,0.8712328767123287,-0.0187671232876712,0.0187671232876712,0.0003522049164946,365
rbf,decision_rule,event_day_open,0.9,0.8904109589041096,-0.0095890410958904,0.0095890410958904,9.194970913867548e-05,365
rbf,decision_rule,event_day_open,0.91,0.9095890410958904,-0.0004109589041095,0.0004109589041095,1.6888722086694846e-07,365
rbf,decision_rule,event_day_open,0.92,0.926027397260274,0.0060273972602739,0.0060273972602739,3.632951773315736e-05,365
rbf,decision_rule,event_day_open,0.93,0.9342465753424658,0.0042465753424657,0.0042465753424657,1.8033402139238123e-05,365
