model,scope,scope_value,series,lag_days,autocorrelation,dates
matern32,decision_rule,6h_prior,squared_standardised_residual,11,-0.0623068514776776,365
matern32,decision_rule,6h_prior,squared_standardised_residual,12,-0.0107471821077706,365
matern32,decision_rule,6h_prior,squared_standardised_residual,13,0.0553009543217006,365
matern32,decision_rule,6h_prior,squared_standardised_residual,14,0.1409604388267209,365
matern32,decision_rule,event_day_open,standardised_residual,1,0.4613486241734763,365
matern32,decision_rule,event_day_open,standardised_residual,2,0.2597967349398378,365
matern32,decision_rule,event_day_open,standardised_residual,3,0.273749329365274,365
matern32,decision_rule,event_day_open,standardised_residual,4,0.2367889783904144,365
matern32,decision_rule,event_day_open,standardised_residual,5,0.1973862230249868,365
matern32,decision_rule,event_day_open,standardised_residual,6,0.1881650342707326,365
matern32,decision_rule,event_day_open,standardised_residual,7,0.1242235175297125,365
matern32,decision_rule,event_day_open,standardised_residual,8,0.1288129216621443,365
matern32,decision_rule,event_day_open,standardised_residual,9,0.149467319050215,365
matern32,decision_rule,event_day_open,standardised_residual,10,0.1267625405622227,365
matern32,decision_rule,event_day_open,standardised_residual,11,0.1083800177013206,365
matern32,decision_rule,event_day_open,standardised_residual,12,0.1309409108633505,365
matern32,decision_rule,event_day_open,standardised_residual,13,0.1784984585811158,365
matern32,decision_rule,event_day_open,standardised_residual,14,0.1272525708706312,365
matern32,decision_rule,event_day_open,absolute_standardised_residual,1,0.2139790552898831,365
matern32,decision_rule,event_day_open,absolute_standardised_residual,2,0.1038598622796784,365
matern32,decision_rule,event_day_open,absolute_standardised_residual,3,0.1256937722229905,365
matern32,decision_rule,event_day_open,absolute_standardised_residual,4,0.0161754523707976,365
matern32,decision_rule,event_day_open,absolute_standardised_residual,5,0.0483348040891319,365
matern32,decision_rule,event_day_open,absolute_standardised_residual,6,0.0279574107173162,365
matern32,decision_rule,event_day_open,absolute_standardised_residual,7,0.0565866515859703,365
matern32,decision_rule,event_day_open,absolute_standardised_residual,8,-0.0113996867788279,365
matern32,decision_rule,event_day_open,absolute_standardised_residual,9,0.0384877425387627,365
matern32,decision_rule,event_day_open,absolute_standardised_residual,10,0.0781675121412688,365
matern32,decision_rule,event_day_open,absolute_standardised_residual,11,0.0472777577602317,365
matern32,decision_rule,event_day_open,absolute_standardised_residual,12,0.0389996525908511,365
matern32,decision_rule,event_day_open,absolute_standardised_residual,13,0.0357469936197362,365
matern32,decision_rule,event_day_open,absolute_standardised_residual,14,0.0884503211337525,365
matern32,decision_rule,event_day_open,squared_standardised_residual,1,0.186605429065702,365
matern32,decision_rule,event_day_open,squared_standardised_residual,2,0.0795217719532365,365
matern32,decision_rule,event_day_open,squared_standardised_residual,3,0.1137332481221285,365
matern32,decision_rule,event_day_open,squared_standardised_residual,4,0.036356843894062,365
matern32,decision_rule,event_day_open,squared_standardised_residual,5,0.0818243052531948,365
matern32,decision_rule,event_day_open,squared_standardised_residual,6,0.0077224096360371,365
matern32,decision_rule,event_day_open,squared_standardised_residual,7,0.066141927435297,365
matern32,decision_rule,event_day_open,squared_standardised_residual,8,-0.0180537856807527,365
matern32,decision_rule,event_day_open,squared_standardised_residual,9,0.032297853928564,365
matern32,decision_rule,event_day_open,squared_standardised_residual,10,0.0660898093779805,365
matern32,decision_rule,event_day_open,squared_standardised_residual,11,0.0161800056442816,365
matern32,decision_rule,event_day_open,squared_standardised_residual,12,0.0057190338122339,365
matern32,decision_rule,event_day_open,squared_standardised_residual,13,0.0556987962106333,365
matern32,decision_rule,event_day_open,squared_standardised_residual,14,0.0651588611157433,365
