sample_period,attribution_dimension,attribution_group,available_dates,dates,trade_count,trade_frequency,winning_trades,losing_trades,win_rate,total_gross_pnl,total_transaction_cost,total_net_pnl,mean_date_net_pnl,standard_deviation_date_net_pnl,standard_error_date_net_pnl,mean_trade_net_pnl,median_trade_net_pnl,total_capital_committed,return_on_committed_capital,maximum_drawdown
out_of_sample_validation,event_type_attribution,interior,29,29,16,0.5517241379310345,1,15,0.0625,0.1835,0.16000000000000003,0.023499999999999917,0.000810344827586204,0.1830804572250517,0.03399718741801525,0.0014687499999999978,-0.05525,0.9764999999999999,0.02406554019457237,0.7964999999999999
out_of_sample_validation,event_type_attribution,upper_tail,1,1,0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0
weather_plus_market_training,event_type_attribution,interior,53,53,33,0.6226415094339622,5,28,0.15151515151515152,3.2149999999999994,0.33,2.885,0.05443396226415094,0.2813598680744016,0.03864775015122855,0.08742424242424243,-0.045000000000000005,2.1149999999999998,1.364066193853428,0.6090000000000001
weather_plus_market_training,event_type_attribution,upper_tail,10,10,9,0.9,3,6,0.3333333333333333,1.7,0.09,1.61,0.161,0.44032860204372115,0.1392441301376032,0.17888888888888888,-0.027500000000000004,1.3900000000000001,1.158273381294964,0.405
