candidate_strategies,training_calendar_dates,best_observed_strategy_id,best_observed_decision_rule,best_observed_threshold,best_observed_mean_date_pnl,multiple_strategy_bootstrap_critical_value,multiple_strategy_adjusted_p_value,frozen_primary_strategy_id,frozen_primary_mean_date_pnl,frozen_primary_unadjusted_p_value,frozen_primary_training_trade_count,selection_adjusted_evidence_positive
104,67,event_day_open|threshold=0.090,event_day_open,0.09,0.08555223880597015,0.0933839552238804,0.0740925907409259,event_day_open|threshold=0.120,0.06708955223880597,0.0410958904109589,42,False
