omitted_target_date,decision_rule,selected_threshold,full_sample_frozen_threshold,threshold_change,selected_primary_rule,rule_is_primary,selection_score,training_dates_after_omission,training_trades_after_omission
2026-05-04,6h_prior,0.1,0.12,-0.01999999999999999,event_day_open,False,-0.013703727563688643,57,46
2026-05-04,event_day_open,0.12,0.12,0.0,event_day_open,True,0.025573327874682923,62,41
2026-05-05,24h_prior,0.13,0.13,0.0,event_day_open,False,0.0001132934515441289,54,18
2026-05-05,12h_prior,0.16,0.17,-0.010000000000000009,event_day_open,False,-0.00943919009659968,59,11
2026-05-05,6h_prior,0.12,0.12,0.0,event_day_open,False,-0.008865566140359892,57,33
2026-05-05,event_day_open,0.12,0.12,0.0,event_day_open,True,0.020897746676365847,62,41
2026-05-06,24h_prior,0.13,0.13,0.0,event_day_open,False,0.013120689256381046,55,19
2026-05-06,12h_prior,0.16,0.17,-0.010000000000000009,event_day_open,False,-0.008705417216997881,59,11
2026-05-06,6h_prior,0.12,0.12,0.0,event_day_open,False,-0.008001230711662349,57,33
2026-05-06,event_day_open,0.12,0.12,0.0,event_day_open,True,0.03365182266761555,62,41
2026-05-07,24h_prior,0.13,0.13,0.0,event_day_open,False,0.014733014256511023,54,18
2026-05-07,12h_prior,0.16,0.17,-0.010000000000000009,event_day_open,False,-0.008531045191686381,59,11
2026-05-07,6h_prior,0.12,0.12,0.0,event_day_open,False,-0.0091869898962148,57,34
2026-05-07,event_day_open,0.12,0.12,0.0,event_day_open,True,0.020312841448014936,62,41
2026-05-08,24h_prior,0.14,0.13,0.010000000000000009,event_day_open,False,0.0038173640602748027,54,15
2026-05-08,12h_prior,0.16,0.17,-0.010000000000000009,event_day_open,False,-0.009509150289870259,59,11
2026-05-08,6h_prior,0.1,0.12,-0.01999999999999999,event_day_open,False,-0.005646808687789124,57,46
2026-05-08,event_day_open,0.12,0.12,0.0,event_day_open,True,0.03328907981225273,62,41
2026-05-09,24h_prior,0.13,0.13,0.0,event_day_open,False,0.015922519469141472,54,18
2026-05-09,12h_prior,0.17,0.17,0.0,event_day_open,False,-0.007978968061715346,59,10
2026-05-09,6h_prior,0.12,0.12,0.0,event_day_open,False,-0.006694258381697453,57,33
2026-05-09,event_day_open,0.12,0.12,0.0,event_day_open,True,0.033121431336445205,62,41
2026-05-10,24h_prior,0.13,0.13,0.0,event_day_open,False,0.013369099711204022,54,19
2026-05-10,12h_prior,0.17,0.17,0.0,event_day_open,False,-0.007978968061715346,59,10
2026-05-10,6h_prior,0.12,0.12,0.0,event_day_open,False,-0.007825551274858122,57,33
2026-05-10,event_day_open,0.12,0.12,0.0,event_day_open,True,0.034352274819914874,62,41
2026-05-11,24h_prior,0.13,0.13,0.0,event_day_open,False,0.013369099711204022,54,19
2026-05-11,12h_prior,0.17,0.17,0.0,event_day_open,False,-0.007978968061715346,59,10
2026-05-11,6h_prior,0.1,0.12,-0.01999999999999999,event_day_open,False,-0.004864890700108409,57,46
2026-05-11,event_day_open,0.12,0.12,0.0,event_day_open,True,0.032829678602405134,62,42
2026-05-12,24h_prior,0.13,0.13,0.0,event_day_open,False,0.013369099711204022,54,19
2026-05-12,12h_prior,0.17,0.17,0.0,event_day_open,False,-0.007978968061715346,59,10
2026-05-12,6h_prior,0.15,0.12,0.03,event_day_open,False,-0.004295949085820715,57,21
2026-05-12,event_day_open,0.12,0.12,0.0,event_day_open,True,0.02131702152470663,62,41
2026-05-13,24h_prior,0.14,0.13,0.010000000000000009,event_day_open,False,0.0038173640602748027,54,15
2026-05-13,12h_prior,0.17,0.17,0.0,event_day_open,False,-0.007978968061715346,59,10
2026-05-13,6h_prior,0.12,0.12,0.0,event_day_open,False,-0.008148443453143264,57,33
2026-05-13,event_day_open,0.12,0.12,0.0,event_day_open,True,0.03418037787925269,62,41
2026-05-14,24h_prior,0.13,0.13,0.0,event_day_open,False,0.013369099711204022,54,19
2026-05-14,12h_prior,0.17,0.17,0.0,event_day_open,False,-0.007978968061715346,59,10
2026-05-14,6h_prior,0.1,0.12,-0.01999999999999999,event_day_open,False,-0.006013686036880392,57,47
2026-05-14,event_day_open,0.12,0.12,0.0,event_day_open,True,0.032829678602405134,62,42
2026-05-15,24h_prior,0.13,0.13,0.0,event_day_open,False,0.023532896020559683,54,18
2026-05-15,12h_prior,0.17,0.17,0.0,event_day_open,False,-0.007978968061715346,59,10
2026-05-15,6h_prior,0.1,0.12,-0.01999999999999999,event_day_open,False,-0.0002619500720372203,57,46
2026-05-15,event_day_open,0.12,0.12,0.0,event_day_open,True,0.03858972916828718,62,41
2026-05-16,24h_prior,0.13,0.13,0.0,24h_prior,True,0.013369099711204022,54,19
2026-05-16,12h_prior,0.16,0.17,-0.010000000000000009,24h_prior,False,-0.012295850540924623,59,11
2026-05-16,6h_prior,0.18,0.12,0.06,24h_prior,False,-0.007699570089043093,57,14
2026-05-16,event_day_open,0.13,0.12,0.010000000000000009,24h_prior,False,0.01104210686766352,62,37
2026-05-21,24h_prior,0.13,0.13,0.0,event_day_open,False,0.013120689256381046,55,19
2026-05-21,12h_prior,0.17,0.17,0.0,event_day_open,False,-0.007978968061715344,59,10
2026-05-21,6h_prior,0.18,0.12,0.06,event_day_open,False,-0.007699570089043093,57,14
2026-05-21,event_day_open,0.12,0.12,0.0,event_day_open,True,0.03478500007667731,62,41
2026-05-22,24h_prior,0.13,0.13,0.0,event_day_open,False,0.013369099711204022,54,19
2026-05-22,12h_prior,0.17,0.17,0.0,event_day_open,False,-0.007978968061715344,59,10
2026-05-22,6h_prior,0.1,0.12,-0.01999999999999999,event_day_open,False,-0.004281439384780296,57,46
2026-05-22,event_day_open,0.12,0.12,0.0,event_day_open,True,0.03282967860240515,62,42
2026-05-23,24h_prior,0.13,0.13,0.0,event_day_open,False,0.013369099711204022,54,19
2026-05-23,12h_prior,0.17,0.17,0.0,event_day_open,False,-0.007978968061715344,59,10
2026-05-23,6h_prior,0.18,0.12,0.06,event_day_open,False,-0.007699570089043093,57,14
2026-05-23,event_day_open,0.12,0.12,0.0,event_day_open,True,0.03412037485511391,62,41
