scope_type,scope_value,contrast,model,benchmark,primary,dates,metric,point_estimate,bootstrap_method,block_parameter_days,bootstrap_lower_95,bootstrap_upper_95,bootstrap_replications,seed,bootstrap_unit
decision_rule,24h_prior,rbf_minus_raw,rbf,raw,False,365,model_better_fraction,0.6958904109589041,circular_moving_block,5.0,0.6356164383561644,0.7561643835616438,10000,20271002,settlement_date
decision_rule,24h_prior,matern_minus_raw,matern,raw,False,365,mean_loss_difference_c,-0.8833933226600001,circular_moving_block,5.0,-1.0815409195678825,-0.6932239960579525,10000,20271002,settlement_date
decision_rule,24h_prior,matern_minus_raw,matern,raw,False,365,mean_improvement_c,0.8833933226600001,circular_moving_block,5.0,0.6932239960579525,1.0815409195678822,10000,20271002,settlement_date
decision_rule,24h_prior,matern_minus_raw,matern,raw,False,365,median_loss_difference_c,-1.0296347172000004,circular_moving_block,5.0,-1.4367172157000008,-0.6872900157999982,10000,20271002,settlement_date
decision_rule,24h_prior,matern_minus_raw,matern,raw,False,365,model_better_fraction,0.6958904109589041,circular_moving_block,5.0,0.6356164383561644,0.7561643835616438,10000,20271002,settlement_date
decision_rule,24h_prior,static_minus_raw,static,raw,True,365,mean_loss_difference_c,-0.8522999165416942,circular_moving_block,7.0,-1.0625117653977647,-0.64609119963713,10000,20271102,settlement_date
decision_rule,24h_prior,static_minus_raw,static,raw,True,365,mean_improvement_c,0.8522999165416942,circular_moving_block,7.0,0.64609119963713,1.0625117653977647,10000,20271102,settlement_date
decision_rule,24h_prior,static_minus_raw,static,raw,True,365,median_loss_difference_c,-1.033236128076207,circular_moving_block,7.0,-1.4937490760998282,-0.6742762991734634,10000,20271102,settlement_date
decision_rule,24h_prior,static_minus_raw,static,raw,True,365,model_better_fraction,0.6958904109589041,circular_moving_block,7.0,0.6301369863013698,0.7616438356164383,10000,20271102,settlement_date
decision_rule,24h_prior,rbf_minus_static,rbf,static,False,365,mean_loss_difference_c,-0.019500877614470304,circular_moving_block,7.0,-0.04563490047578834,0.0031974136812614536,10000,20271102,settlement_date
decision_rule,24h_prior,rbf_minus_static,rbf,static,False,365,mean_improvement_c,0.019500877614470304,circular_moving_block,7.0,-0.0031974136812614566,0.04563490047578834,10000,20271102,settlement_date
decision_rule,24h_prior,rbf_minus_static,rbf,static,False,365,median_loss_difference_c,-0.0006102648538411914,circular_moving_block,7.0,-0.0014465380437409525,1.8687992657603433e-05,10000,20271102,settlement_date
decision_rule,24h_prior,rbf_minus_static,rbf,static,False,365,model_better_fraction,0.5561643835616439,circular_moving_block,7.0,0.4904109589041096,0.6219178082191781,10000,20271102,settlement_date
decision_rule,24h_prior,matern_minus_static,matern,static,True,365,mean_loss_difference_c,-0.031093406118305935,circular_moving_block,7.0,-0.05915239925165921,-0.006644815098487307,10000,20271102,settlement_date
decision_rule,24h_prior,matern_minus_static,matern,static,True,365,mean_improvement_c,0.031093406118305935,circular_moving_block,7.0,0.006644815098487305,0.05915239925165921,10000,20271102,settlement_date
decision_rule,24h_prior,matern_minus_static,matern,static,True,365,median_loss_difference_c,-0.000399305423130214,circular_moving_block,7.0,-0.002345647295511899,-7.664472653123866e-05,10000,20271102,settlement_date
decision_rule,24h_prior,matern_minus_static,matern,static,True,365,model_better_fraction,0.5863013698630137,circular_moving_block,7.0,0.5232876712328767,0.6493150684931507,10000,20271102,settlement_date
decision_rule,24h_prior,matern_minus_rbf,matern,rbf,True,365,mean_loss_difference_c,-0.01159252850383562,circular_moving_block,7.0,-0.01855901443556849,-0.005361274656321921,10000,20271102,settlement_date
decision_rule,24h_prior,matern_minus_rbf,matern,rbf,True,365,mean_improvement_c,0.01159252850383562,circular_moving_block,7.0,0.005361274656321921,0.01855901443556849,10000,20271102,settlement_date
decision_rule,24h_prior,matern_minus_rbf,matern,rbf,True,365,median_loss_difference_c,-0.0007050291999999292,circular_moving_block,7.0,-0.0016735616999996594,-0.00032207889999991135,10000,20271102,settlement_date
decision_rule,24h_prior,matern_minus_rbf,matern,rbf,True,365,model_better_fraction,0.5917808219178082,circular_moving_block,7.0,0.5260273972602739,0.6602739726027397,10000,20271102,settlement_date
decision_rule,24h_prior,rbf_minus_raw,rbf,raw,False,365,mean_loss_difference_c,-0.8718007941561643,circular_moving_block,7.0,-1.0874633489183367,-0.6628378148109864,10000,20271102,settlement_date
decision_rule,24h_prior,rbf_minus_raw,rbf,raw,False,365,mean_improvement_c,0.8718007941561643,circular_moving_block,7.0,0.6628378148109864,1.0874633489183367,10000,20271102,settlement_date
decision_rule,24h_prior,rbf_minus_raw,rbf,raw,False,365,median_loss_difference_c,-1.0301610591000003,circular_moving_block,7.0,-1.4927058371999984,-0.6712479634000015,10000,20271102,settlement_date
decision_rule,24h_prior,rbf_minus_raw,rbf,raw,False,365,model_better_fraction,0.6958904109589041,circular_moving_block,7.0,0.6301369863013698,0.7589041095890411,10000,20271102,settlement_date
decision_rule,24h_prior,matern_minus_raw,matern,raw,False,365,mean_loss_difference_c,-0.8833933226600001,circular_moving_block,7.0,-1.0996744432402332,-0.673949531157384,10000,20271102,settlement_date
decision_rule,24h_prior,matern_minus_raw,matern,raw,False,365,mean_improvement_c,0.8833933226600001,circular_moving_block,7.0,0.673949531157384,1.0996744432402332,10000,20271102,settlement_date
decision_rule,24h_prior,matern_minus_raw,matern,raw,False,365,median_loss_difference_c,-1.0296347172000004,circular_moving_block,7.0,-1.4916060807999982,-0.6699316532000015,10000,20271102,settlement_date
decision_rule,24h_prior,matern_minus_raw,matern,raw,False,365,model_better_fraction,0.6958904109589041,circular_moving_block,7.0,0.6301369863013698,0.7589041095890411,10000,20271102,settlement_date
decision_rule,12h_prior,static_minus_raw,static,raw,True,365,mean_loss_difference_c,-0.8255078265506494,ordinary_date,,-0.9438255760907905,-0.7091040739299252,10000,20271802,settlement_date
decision_rule,12h_prior,static_minus_raw,static,raw,True,365,mean_improvement_c,0.8255078265506494,ordinary_date,,0.7091040739299251,0.9438255760907905,10000,20271802,settlement_date
decision_rule,12h_prior,static_minus_raw,static,raw,True,365,median_loss_difference_c,-1.159716758195445,ordinary_date,,-1.274719249140446,-0.8264444663625174,10000,20271802,settlement_date
decision_rule,12h_prior,static_minus_raw,static,raw,True,365,model_better_fraction,0.6876712328767123,ordinary_date,,0.6410273972602746,0.7342465753424657,10000,20271802,settlement_date
decision_rule,12h_prior,rbf_minus_static,rbf,static,False,365,mean_loss_difference_c,-0.04140925431044645,ordinary_date,,-0.06535638109211453,-0.018032094522544413,10000,20271802,settlement_date
decision_rule,12h_prior,rbf_minus_static,rbf,static,False,365,mean_improvement_c,0.04140925431044645,ordinary_date,,0.018032094522544413,0.06535638109211453,10000,20271802,settlement_date
decision_rule,12h_prior,rbf_minus_static,rbf,static,False,365,median_loss_difference_c,-0.005374528270400081,ordinary_date,,-0.010657949116464893,-0.0016279214009131682,10000,20271802,settlement_date
decision_rule,12h_prior,rbf_minus_static,rbf,static,False,365,model_better_fraction,0.5753424657534246,ordinary_date,,0.5260273972602739,0.6246575342465753,10000,20271802,settlement_date
decision_rule,12h_prior,matern_minus_static,matern,static,True,365,mean_loss_difference_c,-0.054588579113460156,ordinary_date,,-0.08040500701228603,-0.029433377418572174,10000,20271802,settlement_date
decision_rule,12h_prior,matern_minus_static,matern,static,True,365,mean_improvement_c,0.054588579113460156,ordinary_date,,0.02943337741857217,0.08040500701228603,10000,20271802,settlement_date
decision_rule,12h_prior,matern_minus_static,matern,static,True,365,median_loss_difference_c,-0.020078807089723427,ordinary_date,,-0.036961810408593254,-0.006268420286044685,10000,20271802,settlement_date
decision_rule,12h_prior,matern_minus_static,matern,static,True,365,model_better_fraction,0.5616438356164384,ordinary_date,,0.5123287671232877,0.6136986301369863,10000,20271802,settlement_date
decision_rule,12h_prior,matern_minus_rbf,matern,rbf,True,365,mean_loss_difference_c,-0.0131793248030137,ordinary_date,,-0.020457516064602728,-0.00620811868052056,10000,20271802,settlement_date
decision_rule,12h_prior,matern_minus_rbf,matern,rbf,True,365,mean_improvement_c,0.0131793248030137,ordinary_date,,0.006208118680520558,0.020457516064602728,10000,20271802,settlement_date
decision_rule,12h_prior,matern_minus_rbf,matern,rbf,True,365,median_loss_difference_c,-0.003182559900000159,ordinary_date,,-0.00928451270000008,0.0013039400999999562,10000,20271802,settlement_date
decision_rule,12h_prior,matern_minus_rbf,matern,rbf,True,365,model_better_fraction,0.5287671232876713,ordinary_date,,0.4767123287671233,0.5808219178082191,10000,20271802,settlement_date
decision_rule,12h_prior,rbf_minus_raw,rbf,raw,False,365,mean_loss_difference_c,-0.866917080861096,ordinary_date,,-0.9921691421318146,-0.7421980099032797,10000,20271802,settlement_date
decision_rule,12h_prior,rbf_minus_raw,rbf,raw,False,365,mean_improvement_c,0.866917080861096,ordinary_date,,0.7421980099032797,0.9921691421318146,10000,20271802,settlement_date
decision_rule,12h_prior,rbf_minus_raw,rbf,raw,False,365,median_loss_difference_c,-1.0948392962000035,ordinary_date,,-1.2563649217999981,-0.8253574021000029,10000,20271802,settlement_date
decision_rule,12h_prior,rbf_minus_raw,rbf,raw,False,365,model_better_fraction,0.6876712328767123,ordinary_date,,0.6410958904109589,0.7342465753424657,10000,20271802,settlement_date
decision_rule,12h_prior,matern_minus_raw,matern,raw,False,365,mean_loss_difference_c,-0.8800964056641096,ordinary_date,,-1.0035432013970067,-0.7578049908413563,10000,20271802,settlement_date
decision_rule,12h_prior,matern_minus_raw,matern,raw,False,365,mean_improvement_c,0.8800964056641096,ordinary_date,,0.7578049908413563,1.0035432013970067,10000,20271802,settlement_date
decision_rule,12h_prior,matern_minus_raw,matern,raw,False,365,median_loss_difference_c,-1.076179423300002,ordinary_date,,-1.2493513628000015,-0.8346422123000028,10000,20271802,settlement_date
decision_rule,12h_prior,matern_minus_raw,matern,raw,False,365,model_better_fraction,0.6986301369863014,ordinary_date,,0.6520547945205479,0.7452054794520548,10000,20271802,settlement_date
decision_rule,12h_prior,static_minus_raw,static,raw,True,365,mean_loss_difference_c,-0.8255078265506494,circular_moving_block,3.0,-0.9849599502794323,-0.6645719751144618,10000,20271902,settlement_date
decision_rule,12h_prior,static_minus_raw,static,raw,True,365,mean_improvement_c,0.8255078265506494,circular_moving_block,3.0,0.6645719751144618,0.9849599502794322,10000,20271902,settlement_date
decision_rule,12h_prior,static_minus_raw,static,raw,True,365,median_loss_difference_c,-1.159716758195445,circular_moving_block,3.0,-1.359555333820608,-0.7056607083679404,10000,20271902,settlement_date
decision_rule,12h_prior,static_minus_raw,static,raw,True,365,model_better_fraction,0.6876712328767123,circular_moving_block,3.0,0.6301369863013698,0.7424657534246575,10000,20271902,settlement_date
decision_rule,12h_prior,rbf_minus_static,rbf,static,False,365,mean_loss_difference_c,-0.04140925431044645,circular_moving_block,3.0,-0.07561204663494721,-0.00963100867089602,10000,20271902,settlement_date
decision_rule,12h_prior,rbf_minus_static,rbf,static,False,365,mean_improvement_c,0.04140925431044645,circular_moving_block,3.0,0.009631008670896017,0.0756120466349472,10000,20271902,settlement_date
decision_rule,12h_prior,rbf_minus_static,rbf,static,False,365,median_loss_difference_c,-0.005374528270400081,circular_moving_block,3.0,-0.012410442718421177,-0.0011304437536300838,10000,20271902,settlement_date
decision_rule,12h_prior,rbf_minus_static,rbf,static,False,365,model_better_fraction,0.5753424657534246,circular_moving_block,3.0,0.5178082191780822,0.6328767123287671,10000,20271902,settlement_date
decision_rule,12h_prior,matern_minus_static,matern,static,True,365,mean_loss_difference_c,-0.054588579113460156,circular_moving_block,3.0,-0.09127715056681862,-0.020195847379326597,10000,20271902,settlement_date
decision_rule,12h_prior,matern_minus_static,matern,static,True,365,mean_improvement_c,0.054588579113460156,circular_moving_block,3.0,0.02019584737932659,0.09127715056681862,10000,20271902,settlement_date
decision_rule,12h_prior,matern_minus_static,matern,static,True,365,median_loss_difference_c,-0.020078807089723427,circular_moving_block,3.0,-0.04092518238658377,0.0002790377751498152,10000,20271902,settlement_date
decision_rule,12h_prior,matern_minus_static,matern,static,True,365,model_better_fraction,0.5616438356164384,circular_moving_block,3.0,0.4958904109589041,0.6273972602739726,10000,20271902,settlement_date
decision_rule,12h_prior,matern_minus_rbf,matern,rbf,True,365,mean_loss_difference_c,-0.0131793248030137,circular_moving_block,3.0,-0.022018262499184923,-0.00455607438945891,10000,20271902,settlement_date
decision_rule,12h_prior,matern_minus_rbf,matern,rbf,True,365,mean_improvement_c,0.0131793248030137,circular_moving_block,3.0,0.00455607438945891,0.022018262499184923,10000,20271902,settlement_date
decision_rule,12h_prior,matern_minus_rbf,matern,rbf,True,365,median_loss_difference_c,-0.003182559900000159,circular_moving_block,3.0,-0.01184649710000002,0.0020913133000000084,10000,20271902,settlement_date
decision_rule,12h_prior,matern_minus_rbf,matern,rbf,True,365,model_better_fraction,0.5287671232876713,circular_moving_block,3.0,0.46301369863013697,0.5917808219178082,10000,20271902,settlement_date
decision_rule,12h_prior,rbf_minus_raw,rbf,raw,False,365,mean_loss_difference_c,-0.866917080861096,circular_moving_block,3.0,-1.0373139674277259,-0.6957598737134449,10000,20271902,settlement_date
decision_rule,12h_prior,rbf_minus_raw,rbf,raw,False,365,mean_improvement_c,0.866917080861096,circular_moving_block,3.0,0.6957598737134449,1.0373139674277256,10000,20271902,settlement_date
decision_rule,12h_prior,rbf_minus_raw,rbf,raw,False,365,median_loss_difference_c,-1.0948392962000035,circular_moving_block,3.0,-1.3423135765000027,-0.6910902703000028,10000,20271902,settlement_date
decision_rule,12h_prior,rbf_minus_raw,rbf,raw,False,365,model_better_fraction,0.6876712328767123,circular_moving_block,3.0,0.6301369863013698,0.7452054794520548,10000,20271902,settlement_date
decision_rule,12h_prior,matern_minus_raw,matern,raw,False,365,mean_loss_difference_c,-0.8800964056641096,circular_moving_block,3.0,-1.0498699488074323,-0.7099738914057874,10000,20271902,settlement_date
decision_rule,12h_prior,matern_minus_raw,matern,raw,False,365,mean_improvement_c,0.8800964056641096,circular_moving_block,3.0,0.7099738914057873,1.0498699488074323,10000,20271902,settlement_date
decision_rule,12h_prior,matern_minus_raw,matern,raw,False,365,median_loss_difference_c,-1.076179423300002,circular_moving_block,3.0,-1.3397402121000028,-0.6444769062,10000,20271902,settlement_date
decision_rule,12h_prior,matern_minus_raw,matern,raw,False,365,model_better_fraction,0.6986301369863014,circular_moving_block,3.0,0.6410958904109589,0.7561643835616438,10000,20271902,settlement_date
decision_rule,12h_prior,static_minus_raw,static,raw,True,365,mean_loss_difference_c,-0.8255078265506494,circular_moving_block,5.0,-1.0156270792519395,-0.6393666033030361,10000,20272002,settlement_date
decision_rule,12h_prior,static_minus_raw,static,raw,True,365,mean_improvement_c,0.8255078265506494,circular_moving_block,5.0,0.6393666033030361,1.0156270792519395,10000,20272002,settlement_date
decision_rule,12h_prior,static_minus_raw,static,raw,True,365,median_loss_difference_c,-1.159716758195445,circular_moving_block,5.0,-1.433316013821302,-0.5796761180554761,10000,20272002,settlement_date
decision_rule,12h_prior,static_minus_raw,static,raw,True,365,model_better_fraction,0.6876712328767123,circular_moving_block,5.0,0.6219178082191781,0.7534246575342466,10000,20272002,settlement_date
decision_rule,12h_prior,rbf_minus_static,rbf,static,False,365,mean_loss_difference_c,-0.04140925431044645,circular_moving_block,5.0,-0.07923517372399094,-0.00729587583793833,10000,20272002,settlement_date
decision_rule,12h_prior,rbf_minus_static,rbf,static,False,365,mean_improvement_c,0.04140925431044645,circular_moving_block,5.0,0.007295875837938328,0.07923517372399094,10000,20272002,settlement_date
decision_rule,12h_prior,rbf_minus_static,rbf,static,False,365,median_loss_difference_c,-0.005374528270400081,circular_moving_block,5.0,-0.012541867975593757,-0.0006258837194899058,10000,20272002,settlement_date
decision_rule,12h_prior,rbf_minus_static,rbf,static,False,365,model_better_fraction,0.5753424657534246,circular_moving_block,5.0,0.5123287671232877,0.6383561643835617,10000,20272002,settlement_date
decision_rule,12h_prior,matern_minus_static,matern,static,True,365,mean_loss_difference_c,-0.054588579113460156,circular_moving_block,5.0,-0.09440674967436663,-0.017050078183202658,10000,20272002,settlement_date
decision_rule,12h_prior,matern_minus_static,matern,static,True,365,mean_improvement_c,0.054588579113460156,circular_moving_block,5.0,0.017050078183202658,0.09440674967436662,10000,20272002,settlement_date
decision_rule,12h_prior,matern_minus_static,matern,static,True,365,median_loss_difference_c,-0.020078807089723427,circular_moving_block,5.0,-0.04251761196450382,0.0006678404297009166,10000,20272002,settlement_date
decision_rule,12h_prior,matern_minus_static,matern,static,True,365,model_better_fraction,0.5616438356164384,circular_moving_block,5.0,0.4876712328767123,0.6328767123287671,10000,20272002,settlement_date
decision_rule,12h_prior,matern_minus_rbf,matern,rbf,True,365,mean_loss_difference_c,-0.0131793248030137,circular_moving_block,5.0,-0.02345862559210275,-0.003527816717787675,10000,20272002,settlement_date
decision_rule,12h_prior,matern_minus_rbf,matern,rbf,True,365,mean_improvement_c,0.0131793248030137,circular_moving_block,5.0,0.003527816717787675,0.02345862559210275,10000,20272002,settlement_date
decision_rule,12h_prior,matern_minus_rbf,matern,rbf,True,365,median_loss_difference_c,-0.003182559900000159,circular_moving_block,5.0,-0.015103812600000044,0.0030336562000000122,10000,20272002,settlement_date
decision_rule,12h_prior,matern_minus_rbf,matern,rbf,True,365,model_better_fraction,0.5287671232876713,circular_moving_block,5.0,0.4547945205479452,0.6027397260273972,10000,20272002,settlement_date
decision_rule,12h_prior,rbf_minus_raw,rbf,raw,False,365,mean_loss_difference_c,-0.866917080861096,circular_moving_block,5.0,-1.0704251930353008,-0.6692261695031229,10000,20272002,settlement_date
decision_rule,12h_prior,rbf_minus_raw,rbf,raw,False,365,mean_improvement_c,0.866917080861096,circular_moving_block,5.0,0.6692261695031229,1.0704251930353008,10000,20272002,settlement_date
decision_rule,12h_prior,rbf_minus_raw,rbf,raw,False,365,median_loss_difference_c,-1.0948392962000035,circular_moving_block,5.0,-1.4258550721000007,-0.5862072165000028,10000,20272002,settlement_date
decision_rule,12h_prior,rbf_minus_raw,rbf,raw,False,365,model_better_fraction,0.6876712328767123,circular_moving_block,5.0,0.6219178082191781,0.7506849315068493,10000,20272002,settlement_date
decision_rule,12h_prior,matern_minus_raw,matern,raw,False,365,mean_loss_difference_c,-0.8800964056641096,circular_moving_block,5.0,-1.0812873274821504,-0.6856404476632402,10000,20272002,settlement_date
decision_rule,12h_prior,matern_minus_raw,matern,raw,False,365,mean_improvement_c,0.8800964056641096,circular_moving_block,5.0,0.6856404476632402,1.0812873274821502,10000,20272002,settlement_date
decision_rule,12h_prior,matern_minus_raw,matern,raw,False,365,median_loss_difference_c,-1.076179423300002,circular_moving_block,5.0,-1.3968053297000007,-0.5599547186000028,10000,20272002,settlement_date
decision_rule,12h_prior,matern_minus_raw,matern,raw,False,365,model_better_fraction,0.6986301369863014,circular_moving_block,5.0,0.6328767123287671,0.7616438356164383,10000,20272002,settlement_date
decision_rule,12h_prior,static_minus_raw,static,raw,True,365,mean_loss_difference_c,-0.8255078265506494,circular_moving_block,7.0,-1.0394713142356038,-0.613887459641635,10000,20272102,settlement_date
decision_rule,12h_prior,static_minus_raw,static,raw,True,365,mean_improvement_c,0.8255078265506494,circular_moving_block,7.0,0.6138874596416349,1.0394713142356038,10000,20272102,settlement_date
decision_rule,12h_prior,static_minus_raw,static,raw,True,365,median_loss_difference_c,-1.159716758195445,circular_moving_block,7.0,-1.4383280152403772,-0.48688092732035,10000,20272102,settlement_date
decision_rule,12h_prior,static_minus_raw,static,raw,True,365,model_better_fraction,0.6876712328767123,circular_moving_block,7.0,0.6164383561643836,0.7589041095890411,10000,20272102,settlement_date
decision_rule,12h_prior,rbf_minus_static,rbf,static,False,365,mean_loss_difference_c,-0.04140925431044645,circular_moving_block,7.0,-0.07975688143423047,-0.006046437492046457,10000,20272102,settlement_date
decision_rule,12h_prior,rbf_minus_static,rbf,static,False,365,mean_improvement_c,0.04140925431044645,circular_moving_block,7.0,0.006046437492046455,0.07975688143423047,10000,20272102,settlement_date
decision_rule,12h_prior,rbf_minus_static,rbf,static,False,365,median_loss_difference_c,-0.005374528270400081,circular_moving_block,7.0,-0.013361355916464923,-0.000496442644735362,10000,20272102,settlement_date
decision_rule,12h_prior,rbf_minus_static,rbf,static,False,365,model_better_fraction,0.5753424657534246,circular_moving_block,7.0,0.5068493150684932,0.6438356164383562,10000,20272102,settlement_date
decision_rule,12h_prior,matern_minus_static,matern,static,True,365,mean_loss_difference_c,-0.054588579113460156,circular_moving_block,7.0,-0.09627655671735463,-0.015719286097353822,10000,20272102,settlement_date
decision_rule,12h_prior,matern_minus_static,matern,static,True,365,mean_improvement_c,0.054588579113460156,circular_moving_block,7.0,0.015719286097353815,0.09627655671735463,10000,20272102,settlement_date
decision_rule,12h_prior,matern_minus_static,matern,static,True,365,median_loss_difference_c,-0.020078807089723427,circular_moving_block,7.0,-0.048280066668190735,0.0042133800061885385,10000,20272102,settlement_date
decision_rule,12h_prior,matern_minus_static,matern,static,True,365,model_better_fraction,0.5616438356164384,circular_moving_block,7.0,0.4821917808219178,0.6410958904109589,10000,20272102,settlement_date
decision_rule,12h_prior,matern_minus_rbf,matern,rbf,True,365,mean_loss_difference_c,-0.0131793248030137,circular_moving_block,7.0,-0.024462613690732903,-0.002674181095568488,10000,20272102,settlement_date
decision_rule,12h_prior,matern_minus_rbf,matern,rbf,True,365,mean_improvement_c,0.0131793248030137,circular_moving_block,7.0,0.002674181095568487,0.024462613690732903,10000,20272102,settlement_date
decision_rule,12h_prior,matern_minus_rbf,matern,rbf,True,365,median_loss_difference_c,-0.003182559900000159,circular_moving_block,7.0,-0.0162304036,0.003794640700000018,10000,20272102,settlement_date
decision_rule,12h_prior,matern_minus_rbf,matern,rbf,True,365,model_better_fraction,0.5287671232876713,circular_moving_block,7.0,0.44931506849315067,0.6082191780821918,10000,20272102,settlement_date
decision_rule,12h_prior,rbf_minus_raw,rbf,raw,False,365,mean_loss_difference_c,-0.866917080861096,circular_moving_block,7.0,-1.091228245287466,-0.6455986248114252,10000,20272102,settlement_date
decision_rule,12h_prior,rbf_minus_raw,rbf,raw,False,365,mean_improvement_c,0.866917080861096,circular_moving_block,7.0,0.6455986248114252,1.0912282452874658,10000,20272102,settlement_date
decision_rule,12h_prior,rbf_minus_raw,rbf,raw,False,365,median_loss_difference_c,-1.0948392962000035,circular_moving_block,7.0,-1.434676707399997,-0.4823081945000021,10000,20272102,settlement_date
decision_rule,12h_prior,rbf_minus_raw,rbf,raw,False,365,model_better_fraction,0.6876712328767123,circular_moving_block,7.0,0.6164383561643836,0.7589041095890411,10000,20272102,settlement_date
decision_rule,12h_prior,matern_minus_raw,matern,raw,False,365,mean_loss_difference_c,-0.8800964056641096,circular_moving_block,7.0,-1.1026964530531518,-0.6610658045130688,10000,20272102,settlement_date
decision_rule,12h_prior,matern_minus_raw,matern,raw,False,365,mean_improvement_c,0.8800964056641096,circular_moving_block,7.0,0.6610658045130688,1.1026964530531518,10000,20272102,settlement_date
decision_rule,12h_prior,matern_minus_raw,matern,raw,False,365,median_loss_difference_c,-1.076179423300002,circular_moving_block,7.0,-1.4328597965999985,-0.5018543757999986,10000,20272102,settlement_date
decision_rule,12h_prior,matern_minus_raw,matern,raw,False,365,model_better_fraction,0.6986301369863014,circular_moving_block,7.0,0.6273972602739726,0.7698630136986301,10000,20272102,settlement_date
decision_rule,6h_prior,static_minus_raw,static,raw,True,365,mean_loss_difference_c,-0.8404859243705126,ordinary_date,,-0.9561273292712698,-0.7248266169718317,10000,20272802,settlement_date
decision_rule,6h_prior,static_minus_raw,static,raw,True,365,mean_improvement_c,0.8404859243705126,ordinary_date,,0.7248266169718317,0.9561273292712698,10000,20272802,settlement_date
decision_rule,6h_prior,static_minus_raw,static,raw,True,365,median_loss_difference_c,-1.182688015004536,ordinary_date,,-1.2750495179353227,-0.8702090394031152,10000,20272802,settlement_date
decision_rule,6h_prior,static_minus_raw,static,raw,True,365,model_better_fraction,0.6931506849315069,ordinary_date,,0.6465753424657534,0.7397260273972602,10000,20272802,settlement_date
decision_rule,6h_prior,rbf_minus_static,rbf,static,False,365,mean_loss_difference_c,-0.033768046953049,ordinary_date,,-0.057138840719903036,-0.010208973736602697,10000,20272802,settlement_date
decision_rule,6h_prior,rbf_minus_static,rbf,static,False,365,mean_improvement_c,0.033768046953049,ordinary_date,,0.010208973736602692,0.057138840719903036,10000,20272802,settlement_date
decision_rule,6h_prior,rbf_minus_static,rbf,static,False,365,median_loss_difference_c,-0.004413917511394416,ordinary_date,,-0.010240712263168361,-0.0005766731322954799,10000,20272802,settlement_date
decision_rule,6h_prior,rbf_minus_static,rbf,static,False,365,model_better_fraction,0.5753424657534246,ordinary_date,,0.5232876712328767,0.6246575342465753,10000,20272802,settlement_date
decision_rule,6h_prior,matern_minus_static,matern,static,True,365,mean_loss_difference_c,-0.047461376737158584,ordinary_date,,-0.07313673487270474,-0.021656962561622802,10000,20272802,settlement_date
decision_rule,6h_prior,matern_minus_static,matern,static,True,365,mean_improvement_c,0.047461376737158584,ordinary_date,,0.021656962561622802,0.07313673487270474,10000,20272802,settlement_date
decision_rule,6h_prior,matern_minus_static,matern,static,True,365,median_loss_difference_c,-0.019707147481110687,ordinary_date,,-0.033993547477341846,-0.00030671410381333253,10000,20272802,settlement_date
decision_rule,6h_prior,matern_minus_static,matern,static,True,365,model_better_fraction,0.5561643835616439,ordinary_date,,0.5068493150684932,0.6054794520547945,10000,20272802,settlement_date
decision_rule,6h_prior,matern_minus_rbf,matern,rbf,True,365,mean_loss_difference_c,-0.013693329784109587,ordinary_date,,-0.02131466760236302,-0.006275770797102734,10000,20272802,settlement_date
decision_rule,6h_prior,matern_minus_rbf,matern,rbf,True,365,mean_improvement_c,0.013693329784109587,ordinary_date,,0.006275770797102734,0.02131466760236302,10000,20272802,settlement_date
decision_rule,6h_prior,matern_minus_rbf,matern,rbf,True,365,median_loss_difference_c,-0.00603160430000016,ordinary_date,,-0.011165254400000046,0.001325607800000017,10000,20272802,settlement_date
decision_rule,6h_prior,matern_minus_rbf,matern,rbf,True,365,model_better_fraction,0.536986301369863,ordinary_date,,0.4849315068493151,0.5863013698630137,10000,20272802,settlement_date
decision_rule,6h_prior,rbf_minus_raw,rbf,raw,False,365,mean_loss_difference_c,-0.8742539713235616,ordinary_date,,-0.9967878817893839,-0.7507587831717754,10000,20272802,settlement_date
decision_rule,6h_prior,rbf_minus_raw,rbf,raw,False,365,mean_improvement_c,0.8742539713235616,ordinary_date,,0.7507587831717754,0.9967878817893839,10000,20272802,settlement_date
decision_rule,6h_prior,rbf_minus_raw,rbf,raw,False,365,median_loss_difference_c,-1.1596127225,ordinary_date,,-1.2574282734999982,-0.8553305858000007,10000,20272802,settlement_date
decision_rule,6h_prior,rbf_minus_raw,rbf,raw,False,365,model_better_fraction,0.6958904109589041,ordinary_date,,0.6493150684931507,0.7424657534246575,10000,20272802,settlement_date
decision_rule,6h_prior,matern_minus_raw,matern,raw,False,365,mean_loss_difference_c,-0.8879473011076712,ordinary_date,,-1.0087317177028714,-0.7653828383004592,10000,20272802,settlement_date
decision_rule,6h_prior,matern_minus_raw,matern,raw,False,365,mean_improvement_c,0.8879473011076712,ordinary_date,,0.7653828383004592,1.0087317177028714,10000,20272802,settlement_date
decision_rule,6h_prior,matern_minus_raw,matern,raw,False,365,median_loss_difference_c,-1.1438171538,ordinary_date,,-1.2512531678000014,-0.8469440535000008,10000,20272802,settlement_date
decision_rule,6h_prior,matern_minus_raw,matern,raw,False,365,model_better_fraction,0.7041095890410959,ordinary_date,,0.6575342465753424,0.7506849315068493,10000,20272802,settlement_date
decision_rule,6h_prior,static_minus_raw,static,raw,True,365,mean_loss_difference_c,-0.8404859243705126,circular_moving_block,3.0,-1.0043873467038102,-0.680464866000996,10000,20272902,settlement_date
