scope_type,scope_value,contrast,model,benchmark,primary,dates,mean_loss_difference_c,mean_improvement_c,median_loss_difference_c,median_improvement_c,standard_deviation_loss_difference_c,q05_loss_difference_c,q10_loss_difference_c,q25_loss_difference_c,q75_loss_difference_c,q90_loss_difference_c,q95_loss_difference_c,model_better_fraction,benchmark_better_fraction,equal_fraction,gross_model_favouring_improvement_c,gross_benchmark_favouring_deterioration_c,net_total_improvement_c
rule_by_block,12h_prior__block_1,static_minus_raw,static,raw,True,91,-1.003816979144213,1.003816979144213,-1.3609801738257132,1.3609801738257132,1.0687097381097908,-2.142959810883534,-2.0778722851984472,-1.895147099955266,-0.019433192635565644,0.7025320483442103,0.775972534870127,0.7472527472527473,0.25274725274725274,0.0,105.57655861943628,14.2292135173129,91.3473451021234
rule_by_block,12h_prior__block_2,static_minus_raw,static,raw,True,91,-1.5104707853024515,1.5104707853024515,-1.86824815192911,1.86824815192911,0.8271779508339513,-2.2169814422976546,-2.208996909975249,-2.1252437701090425,-1.2150700316023906,-0.21688733731103366,0.3023729347820202,0.9120879120879121,0.08791208791208792,0.0,141.27818154363126,3.8253400811081733,137.45284146252308
rule_by_block,12h_prior__block_3,static_minus_raw,static,raw,True,91,-0.6103601478565706,0.6103601478565706,-0.43021127570540735,0.43021127570540735,1.223481146511699,-2.2953563225973506,-2.2665079445354004,-1.829123139875147,0.7905842304050799,0.8640343374214838,0.9311893627983481,0.6043956043956044,0.3956043956043956,0.0,81.35840689739749,25.81563344244956,55.54277345494792
rule_by_block,12h_prior__block_4,static_minus_raw,static,raw,True,92,-0.18442822468905026,0.18442822468905026,0.12351723856819075,-0.12351723856819075,1.0082068905286372,-2.100287496519768,-1.8601181768879376,-0.8553166487484385,0.7530617176734855,0.8351701819434025,0.8668361575952837,0.4891304347826087,0.5108695652173914,0.0,46.58766094996735,29.62026427857473,16.967396671392624
rule_by_block,24h_prior__block_1,static_minus_raw,static,raw,True,91,-0.9644056654946176,0.9644056654946176,-1.3372195468370804,1.3372195468370804,1.1146241187497086,-2.1806282407781543,-2.108158119172669,-1.9615163903916695,0.28120550773366504,0.6954922131114625,0.7814076042847931,0.7032967032967034,0.2967032967032967,0.0,103.82440244273799,16.063486882727787,87.7609155600102
rule_by_block,24h_prior__block_2,static_minus_raw,static,raw,True,91,-1.5124431064299309,1.5124431064299309,-1.9120444835435837,1.9120444835435837,0.8991378504710877,-2.273615659491699,-2.263551709201395,-2.1773296186625,-1.194190257040877,0.08210237078596783,0.7020013783904782,0.8901098901098901,0.10989010989010989,0.0,143.22800660604008,5.595683920916367,137.6323226851237
rule_by_block,24h_prior__block_3,static_minus_raw,static,raw,True,91,-0.6181395700242678,0.6181395700242678,-0.6742762991734634,0.6742762991734634,1.2292425990660611,-2.3248269008630684,-2.205583336263524,-1.850987295952582,0.7680249108000292,0.8468602740463931,0.9487323981211475,0.6043956043956044,0.3956043956043956,0.0,82.34104525463943,26.090344382431045,56.25070087220837
rule_by_block,24h_prior__block_4,static_minus_raw,static,raw,True,92,-0.32006011326495726,0.32006011326495726,-0.23130713938193145,0.23130713938193145,1.0532765029787645,-2.236192707800002,-2.0798645324859093,-1.033236128076205,0.7183577848491729,0.8397578517342826,0.894466389867939,0.5869565217391305,0.41304347826086957,0.0,55.86929834271497,26.4237679223389,29.44553042037607
rule_by_block,6h_prior__block_1,static_minus_raw,static,raw,True,91,-1.0370734150856007,1.0370734150856007,-1.3615546267409044,1.3615546267409044,1.0414938121494173,-2.146999763165157,-2.081437551801166,-1.897699412833765,-0.16305791759523222,0.7061046145980487,0.74589201802009,0.7582417582417582,0.24175824175824176,0.0,107.0582044548225,12.684523682032843,94.37368077278967
rule_by_block,6h_prior__block_2,static_minus_raw,static,raw,True,91,-1.5448216494156446,1.5448216494156446,-1.8725745794872504,1.8725745794872504,0.8200998577573713,-2.221647460379954,-2.2159868706567027,-2.131484362122058,-1.2629716447027843,-0.21384062535012444,0.30677768551171736,0.9120879120879121,0.08791208791208792,0.0,144.44965053397829,3.870880437154633,140.57877009682366
rule_by_block,6h_prior__block_3,static_minus_raw,static,raw,True,91,-0.5717447698922785,0.5717447698922785,-0.42604861000559663,0.42604861000559663,1.2301055555776694,-2.2957360476851236,-2.2271520435226586,-1.8010716181969753,0.8088417350482224,0.9214903872558804,0.952311547855179,0.5934065934065934,0.4065934065934066,0.0,79.64891087823582,27.620136818038493,52.02877406019734
rule_by_block,6h_prior__block_4,static_minus_raw,static,raw,True,92,-0.21517540723289635,0.21517540723289635,-0.02443226889977601,0.02443226889977601,1.0200652618845305,-2.103115827066211,-1.856647292325533,-0.9696129611903844,0.764236750998808,0.8413252674542999,0.8831080793821239,0.5108695652173914,0.4891304347826087,0.0,49.13632802734672,29.340190561920252,19.796137465426465
rule_by_block,event_day_open__block_1,static_minus_raw,static,raw,True,91,-0.9653449897060172,0.9653449897060172,-1.1858802993446642,1.1858802993446642,1.0392273425276073,-2.1043509064950587,-2.0456132502906943,-1.9039484085424836,-0.1010901138696986,0.6829897112042147,0.7291065215415362,0.7582417582417582,0.24175824175824176,0.0,101.29910843118657,13.452714367938977,87.84639406324757
rule_by_block,event_day_open__block_2,static_minus_raw,static,raw,True,91,-1.4949974080063446,1.4949974080063446,-1.8998445741589212,1.8998445741589212,0.8219583831908227,-2.1592004463626036,-2.142459184202363,-2.0897609686016887,-1.128242350442882,-0.23049968661477033,0.5291539193827823,0.9120879120879121,0.08791208791208792,0.0,140.29168069385304,4.24691656527569,136.04476412857736
rule_by_block,event_day_open__block_3,static_minus_raw,static,raw,True,91,-0.6152310850244792,0.6152310850244792,-0.8345231427868942,0.8345231427868942,1.1594395131535975,-2.253647238832814,-2.2155433353396425,-1.6591789601829396,0.6258682398768389,0.8857292698375403,0.9228764473633804,0.6483516483516484,0.3516483516483517,0.0,79.96114835127966,23.975119614052044,55.986028737227606
rule_by_block,event_day_open__block_4,static_minus_raw,static,raw,True,92,-0.20091284107014465,0.20091284107014465,-0.04012320389914481,0.04012320389914481,0.9842950515129631,-1.9985253935962901,-1.5338788938593801,-0.9882776043288168,0.7680217738631034,0.8768165179977372,0.9036287180466793,0.5217391304347826,0.4782608695652174,0.0,47.46898471535033,28.985003336897023,18.483981378453308
rule_by_block,12h_prior__block_1,rbf_minus_static,rbf,static,False,91,0.030560011492564782,-0.030560011492564782,0.00979206590988213,-0.00979206590988213,0.17126511630835106,-0.18100594573778878,-0.0981128631847481,-0.013485178879837245,0.021313260155360114,0.19815605803721448,0.44963336434291484,0.4065934065934066,0.5934065934065934,0.0,2.6044288915775216,5.385389937400917,-2.7809610458233953
rule_by_block,12h_prior__block_2,rbf_minus_static,rbf,static,False,91,-0.04983842618875718,0.04983842618875718,-0.014924485278694555,0.014924485278694555,0.16505202566566363,-0.4018875714890207,-0.2810368764444675,-0.061932288730908225,0.009654758890040943,0.10551266135163251,0.12172146981303147,0.6373626373626373,0.3626373626373626,0.0,6.8216958388807205,2.286399055703818,4.5352967831769035
rule_by_block,12h_prior__block_3,rbf_minus_static,rbf,static,False,91,-0.06266785147419845,0.06266785147419845,0.0008903675102766018,-0.0008903675102766018,0.3575068865177518,-0.7505626278026482,-0.46814875076398454,-0.015801188008602807,0.014930811454622717,0.12665712820165265,0.32447002569878747,0.4835164835164835,0.5164835164835165,0.0,10.854725139096319,5.151950654944259,5.70277448415206
rule_by_block,12h_prior__block_4,rbf_minus_static,rbf,static,False,92,-0.08323116958486292,0.08323116958486292,-0.027261334825735034,0.027261334825735034,0.16181877660461183,-0.40099657811702755,-0.34097455453607617,-0.10622744380003832,-0.0016941060160921423,0.019517223418183266,0.0313667448512739,0.7717391304347826,0.22826086956521738,0.0,8.393771385780763,0.736503783973375,7.657267601807389
rule_by_block,24h_prior__block_1,rbf_minus_static,rbf,static,False,91,0.025745806980331982,-0.025745806980331982,0.00020724137305105916,-0.00020724137305105916,0.15353073310894236,-0.07574329784812817,-0.004338792140651915,-0.002362688006764757,0.0018640574052533054,0.05720345902720525,0.1341323724391164,0.46153846153846156,0.5384615384615384,0.0,1.068292782316369,3.411161217526579,-2.3428684352102103
rule_by_block,24h_prior__block_2,rbf_minus_static,rbf,static,False,91,-0.009988696139300176,0.009988696139300176,-0.0004935088625099837,0.0004935088625099837,0.05674715355855581,-0.04386200088936462,-0.005558959097425542,-0.002068950131563718,0.0006736730957867254,0.0011146743452959962,0.0012070251990678182,0.5714285714285714,0.42857142857142855,0.0,1.090784437627132,0.18181308895081588,0.908971348676316
rule_by_block,24h_prior__block_3,rbf_minus_static,rbf,static,False,91,-0.049814175440567425,0.049814175440567425,-0.0013429883371423035,0.0013429883371423035,0.22234887357247607,-0.3882148016487117,-0.15021515494827864,-0.0072740010500293995,0.0028434787293687702,0.0036669319415192914,0.011395588679506713,0.5824175824175825,0.4175824175824176,0.0,6.004668479979102,1.4715785148874672,4.533089965091635
rule_by_block,24h_prior__block_4,rbf_minus_static,rbf,static,False,92,-0.043680733160042624,0.043680733160042624,-0.0020338499238239383,0.0020338499238239383,0.09948883919995213,-0.30767227420167753,-0.180097915499999,-0.018806085656544985,0.0018298203583662492,0.0030748885694109164,0.003319795490197522,0.6086956521739131,0.391304347826087,0.0,4.187904267740956,0.16927681701703545,4.018627450723922
