scope_type,scope_value,contrast,model,benchmark,primary,dates,mean_loss_difference_c,mean_improvement_c,median_loss_difference_c,median_improvement_c,standard_deviation_loss_difference_c,q05_loss_difference_c,q10_loss_difference_c,q25_loss_difference_c,q75_loss_difference_c,q90_loss_difference_c,q95_loss_difference_c,model_better_fraction,benchmark_better_fraction,equal_fraction,gross_model_favouring_improvement_c,gross_benchmark_favouring_deterioration_c,net_total_improvement_c
validation_block,block_1,static_minus_raw,static,raw,True,91,-0.9926602623576123,0.9926602623576123,-1.3077304398128107,1.3077304398128107,1.0114769783817683,-2.144271021992597,-2.0625755005807465,-1.8842131553875268,-0.0913407750516187,0.6752377676555665,0.7190959539943456,0.7692307692307693,0.23076923076923078,0.0,101.93581557253003,11.603731697987325,90.33208387454272
validation_block,block_2,static_minus_raw,static,raw,True,91,-1.5156832372885929,1.5156832372885929,-1.824288822484731,1.824288822484731,0.8043050092956978,-2.212444847647161,-2.194416483099622,-2.1192890061362966,-1.2053243522809935,-0.13983955300525874,0.3061476159725104,0.9010989010989011,0.0989010989010989,0.0,141.31921073034627,3.392036137084311,137.92717459326195
validation_block,block_3,static_minus_raw,static,raw,True,91,-0.603868893199399,0.603868893199399,-0.5591499039297394,0.5591499039297394,1.1598732716338975,-2.275430428582679,-2.20309159512231,-1.7636498917989825,0.5412023941718999,0.8327523637037164,0.8713462641481965,0.6153846153846154,0.38461538461538464,0.0,78.01556391424165,23.063494633096354,54.952069281145306
validation_block,block_4,static_minus_raw,static,raw,True,92,-0.23014414656426202,0.23014414656426202,-0.14924039690507784,0.14924039690507784,0.9387947592122101,-2.0798005965794295,-1.7254965213739086,-0.8808088771079043,0.6622456422659391,0.7881391173255577,0.8325875996808538,0.532608695652174,0.4673913043478261,0.0,46.051248735491,24.877987251578894,21.173261483912107
validation_block,block_1,rbf_minus_static,rbf,static,False,91,0.027815019681788098,-0.027815019681788098,0.005800353241246281,-0.005800353241246281,0.12879450984843677,-0.11399564241271015,-0.07428664420944853,-0.008890424988195533,0.03138186327693099,0.1312370796193637,0.29656019297725283,0.37362637362637363,0.6263736263736264,0.0,1.8099112952996372,4.341078086342354,-2.531166791042717
validation_block,block_2,rbf_minus_static,rbf,static,False,91,-0.04612844696470386,0.04612844696470386,-0.0117553354164468,0.0117553354164468,0.13850116419486083,-0.3728832809014074,-0.21491313547850133,-0.050599988578870825,0.004496176102938898,0.0700527403675455,0.13036299628671175,0.6593406593406593,0.34065934065934067,0.0,5.920767576317002,1.7230789025289501,4.197688673788051
validation_block,block_3,rbf_minus_static,rbf,static,False,91,-0.04751046822752403,0.04751046822752403,0.0007390251847214646,-0.0007390251847214646,0.29147439916629386,-0.5391355263426438,-0.35815087622486497,-0.008358993960335653,0.008562958179549468,0.07885454763092314,0.21866768253671032,0.4725274725274725,0.5274725274725275,0.0,8.328789909783199,4.005337301078512,4.323452608704686
validation_block,block_4,rbf_minus_static,rbf,static,False,92,-0.07054891625557491,0.07054891625557491,-0.019656637316462944,0.019656637316462944,0.1344797872798734,-0.31811359299934633,-0.25538192211737387,-0.08839283367583464,-0.0002822967357911238,0.011154428146587481,0.017560517171327818,0.75,0.25,0.0,6.885120872719557,0.39462057720666505,6.490500295512891
validation_block,block_1,matern_minus_static,matern,static,True,91,0.034800073704590276,-0.034800073704590276,0.028703347902201415,-0.028703347902201415,0.11977274471417367,-0.1495394317858953,-0.09947133695863286,-0.021547132349705983,0.0652600626689222,0.1573757013998247,0.2859594562410163,0.2967032967032967,0.7032967032967034,0.0,2.356299282209839,5.523105989327556,-3.1668067071177153
validation_block,block_2,matern_minus_static,matern,static,True,91,-0.06124140064602255,0.06124140064602255,-0.05078444764708623,0.05078444764708623,0.15605838228556945,-0.4001294399218909,-0.23478564797850132,-0.1150635427010859,0.011735700343178057,0.11959516576099027,0.18520418593744464,0.6923076923076923,0.3076923076923077,0.0,8.06089237674032,2.4879249179522667,5.572967458788052
validation_block,block_3,matern_minus_static,matern,static,True,91,-0.04146547663823829,0.04146547663823829,0.0011389802943184701,-0.0011389802943184701,0.3071103714965677,-0.5784490815551439,-0.40316117397486495,-0.02966955770727492,0.05474006315732491,0.14292880124443275,0.32479412904921034,0.4835164835164835,0.5164835164835165,0.0,9.273650553105274,5.500292179025589,3.7733583740796846
validation_block,block_4,matern_minus_static,matern,static,True,92,-0.12491078284225972,0.12491078284225972,-0.09810589535937608,0.09810589535937608,0.18434654143033677,-0.5236004303859961,-0.3266657745888605,-0.20250742942090721,-0.0012412705656174305,0.0767745799182406,0.08520850177324855,0.7608695652173914,0.2391304347826087,0.0,13.003195326990816,1.511403305502925,11.491792021487894
validation_block,block_1,matern_minus_rbf,matern,rbf,True,91,0.006985054022802191,-0.006985054022802191,0.01714324280000007,-0.01714324280000007,0.048731027435731274,-0.086218706875,-0.061498004925000016,-0.02199128857499999,0.03439964682499996,0.06343199860000004,0.07787818222499998,0.32967032967032966,0.6703296703296703,0.0,1.4857136699750004,2.1213535860499997,-0.6356399160749994
