contrast,model,benchmark,dates,gross_model_favouring_improvement_c,gross_benchmark_favouring_deterioration_c,net_total_improvement_c,absolute_contribution_mass_c,absolute_contribution_hhi,absolute_contribution_effective_dates,top_1_model_favouring_share_of_gross_gain,top_1_absolute_share_of_total_absolute_mass,top_3_model_favouring_share_of_gross_gain,top_3_absolute_share_of_total_absolute_mass,top_5_model_favouring_share_of_gross_gain,top_5_absolute_share_of_total_absolute_mass,top_10_model_favouring_share_of_gross_gain,top_10_absolute_share_of_total_absolute_mass
static_minus_raw,static,raw,365,367.32183895260897,62.93724971974688,304.3845892328621,430.25908867235586,0.003718384739443581,268.93397807716906,0.006455575623385687,0.0055112697718871445,0.019239231991173163,0.01642496407650585,0.03191218206670115,0.027244145935189115,0.06290712939505963,0.05370522799163746
rbf_minus_static,rbf,static,365,22.944589654119394,10.46411486715648,12.48047478696291,33.40870452127587,0.012040207271087355,83.05504859549562,0.05123329335691093,0.035186245906506916,0.14578750381316383,0.10012463816312217,0.21052006098999995,0.14996301050638436,0.33091201421129796,0.24209681375253908
matern_minus_static,matern,static,365,32.69403753904625,15.022726391808332,17.671311147237912,47.71676393085458,0.007513501018843118,133.09374650939674,0.03616840980763546,0.02478146568556005,0.1024439099741462,0.07019137012717001,0.1534528152200223,0.10579156679125988,0.24755568463984706,0.17790807930554708
matern_minus_rbf,matern,rbf,365,10.834884727275002,5.644048367,5.190836360275003,16.478933094275,0.005456211786364096,183.27734317409605,0.02926521053120126,0.019241851448208117,0.08129956607499053,0.053454396699142266,0.12078313108220154,0.07941480766917185,0.20084017534326729,0.13205224731484583
rbf_minus_raw,rbf,raw,365,379.542736845625,62.6776728258,316.865064019825,442.220409671425,0.0038626185197969377,258.89173235066744,0.00932232506978294,0.008001034537005966,0.027433075424546944,0.02354487558469149,0.04320753850862167,0.03708356072961384,0.0792022458827261,0.06797659381887283
matern_minus_raw,matern,raw,365,380.09769487054996,58.04179449045,322.05590038010007,438.13948936099996,0.003917452798787453,255.26791294320748,0.009327036900953541,0.008091453320483478,0.02740425752101044,0.023773924438006123,0.04330438454212609,0.03756770878209533,0.07975924565051583,0.06919327326689842
