residual_definition,forecast_error_definition,source_forecast_column,first_training_date,last_training_date,rows,dates,mean_forecast_daily_max_c,mean_hko_daily_max_c,mean_residual_c,median_residual_c,residual_standard_deviation_c,mean_absolute_error_c,root_mean_squared_error_c,minimum_residual_c,maximum_residual_c
hko_daily_max_c minus forecast_daily_max_c,forecast_daily_max_c minus hko_daily_max_c,forecast_daily_max_c,2024-03-16,2026-03-15,2920,730,25.850342465753425,27.28,1.4296575342465752,1.4000000000000021,1.473250311667055,1.680068493150685,2.0527162092253373,-4.0,7.600000000000001
