phase,passed,critical_failures,models_refitted,pool_reselected,trading_policy_reselected_on_june,generated_utc,working_commit
phase8_final_empirical_synthesis,True,0,False,False,False,2026-08-01T03:45:47.188653+00:00,63534484fad31eb8becc71be11d6669fca257d21
