sample,role,dates,date_rule_books,event_rows,settled_dates,notes
weather_only_history,weather model estimation and chronological validation,730,2920,,730,16 March 2024 to 15 March 2026; four decision rules per date.
march_june_development,market development,101,389,4279.0,101,Exact common support only; eleven events per complete book.
july_august_external,external validation,62,247,2717.0,62,Exact common support only; eleven events per complete book.
trading_development_selected_rule,fixed-policy trading,90,90,,90,Executed trades=15; one candidate position per settlement date.
trading_external_selected_rule,fixed-policy trading,61,61,,61,Executed trades=12; one candidate position per settlement date.
