model,scope_type,scope_value,nominal_probability,empirical_probability,calibration_error,absolute_calibration_error,squared_calibration_error,rows,dates
rbf,overall,all_dates,0.49,0.5171232876712328,0.027123287671232843,0.027123287671232843,0.0007356727340964515,1460,365
rbf,overall,all_dates,0.5,0.5280821917808219,0.02808219178082194,0.02808219178082194,0.0007886094952148634,1460,365
rbf,overall,all_dates,0.51,0.5356164383561643,0.02561643835616434,0.02561643835616434,0.0006562019140551675,1460,365
rbf,overall,all_dates,0.52,0.5417808219178082,0.02178082191780817,0.02178082191780817,0.0004744042034152727,1460,365
rbf,overall,all_dates,0.53,0.5513698630136986,0.021369863013698587,0.021369863013698587,0.0004566710452242428,1460,365
rbf,overall,all_dates,0.54,0.5602739726027397,0.020273972602739665,0.020273972602739665,0.00041103396509663856,1460,365
rbf,overall,all_dates,0.55,0.5684931506849316,0.018493150684931514,0.018493150684931514,0.00034199662225558295,1460,365
rbf,overall,all_dates,0.56,0.5773972602739726,0.017397260273972592,0.017397260273972592,0.0003026646650403449,1460,365
rbf,overall,all_dates,0.57,0.5897260273972603,0.01972602739726037,0.01972602739726037,0.00038911615687746675,1460,365
rbf,overall,all_dates,0.58,0.5986301369863014,0.01863013698630145,0.01863013698630145,0.00034708200412835724,1460,365
rbf,overall,all_dates,0.59,0.6061643835616438,0.016164383561643847,0.016164383561643847,0.00026128729592794184,1460,365
rbf,overall,all_dates,0.6,0.6136986301369863,0.013698630136986356,0.013698630136986356,0.00018765246762995083,1460,365
rbf,overall,all_dates,0.61,0.6212328767123287,0.011232876712328754,0.011232876712328754,0.00012617751923437766,1460,365
rbf,overall,all_dates,0.62,0.6308219178082192,0.010821917808219172,0.010821917808219172,0.00011711390504785125,1460,365
rbf,overall,all_dates,0.63,0.6356164383561644,0.005616438356164433,0.005616438356164433,3.154437980859504e-05,1460,365
rbf,overall,all_dates,0.64,0.6410958904109589,0.0010958904109589218,0.0010958904109589218,1.2009757928317144e-06,1460,365
rbf,overall,all_dates,0.65,0.65,0.0,0.0,0.0,1460,365
rbf,overall,all_dates,0.66,0.6575342465753424,-0.002465753424657602,0.002465753424657602,6.079939951210692e-06,1460,365
rbf,overall,all_dates,0.67,0.6636986301369863,-0.006301369863013773,0.006301369863013773,3.970726215049821e-05,1460,365
rbf,overall,all_dates,0.68,0.6732876712328767,-0.0067123287671233545,0.0067123287671233545,4.5055357477951735e-05,1460,365
