model,scope_type,scope_value,nominal_probability,empirical_probability,calibration_error,absolute_calibration_error,squared_calibration_error,rows,dates
rbf,overall,all_dates,0.69,0.6876712328767123,-0.0023287671232876672,0.0023287671232876672,5.4231563145055175e-06,1460,365
rbf,overall,all_dates,0.7,0.697945205479452,-0.002054794520547909,0.002054794520547909,4.222180521673711e-06,1460,365
rbf,overall,all_dates,0.71,0.7041095890410959,-0.00589041095890408,0.00589041095890408,3.4696941264777284e-05,1460,365
rbf,overall,all_dates,0.72,0.7116438356164384,-0.00835616438356157,0.00835616438356157,6.982548320510293e-05,1460,365
rbf,overall,all_dates,0.73,0.7232876712328767,-0.0067123287671232434,0.0067123287671232434,4.5055357477950244e-05,1460,365
rbf,overall,all_dates,0.74,0.7315068493150685,-0.008493150684931505,0.008493150684931505,7.213360855695249e-05,1460,365
rbf,overall,all_dates,0.75,0.7410958904109589,-0.008904109589041087,0.008904109589041087,7.928316757365343e-05,1460,365
rbf,overall,all_dates,0.76,0.7561643835616438,-0.003835616438356171,0.003835616438356171,1.4711953462188077e-05,1460,365
rbf,overall,all_dates,0.77,0.7643835616438356,-0.005616438356164433,0.005616438356164433,3.154437980859504e-05,1460,365
rbf,overall,all_dates,0.78,0.7773972602739726,-0.0026027397260274254,0.0026027397260274254,6.774254081441317e-06,1460,365
rbf,overall,all_dates,0.79,0.7835616438356164,-0.006438356164383596,0.006438356164383596,4.1452430099456256e-05,1460,365
rbf,overall,all_dates,0.8,0.7917808219178082,-0.008219178082191858,0.008219178082191858,6.755488834678303e-05,1460,365
rbf,overall,all_dates,0.81,0.8027397260273973,-0.00726027397260276,0.00726027397260276,5.271157815725306e-05,1460,365
rbf,overall,all_dates,0.82,0.815068493150685,-0.004931506849314982,0.004931506849314982,2.4319759804840578e-05,1460,365
rbf,overall,all_dates,0.83,0.8226027397260274,-0.0073972602739725835,0.0073972602739725835,5.471945956089294e-05,1460,365
rbf,overall,all_dates,0.84,0.8328767123287671,-0.007123287671232825,0.007123287671232825,5.0741227247137565e-05,1460,365
rbf,overall,all_dates,0.85,0.8438356164383561,-0.006164383561643838,0.006164383561643838,3.799962469506477e-05,1460,365
rbf,overall,all_dates,0.86,0.8541095890410959,-0.00589041095890408,0.00589041095890408,3.4696941264777284e-05,1460,365
rbf,overall,all_dates,0.87,0.863013698630137,-0.006986301369863002,0.006986301369863002,4.8808406830549654e-05,1460,365
rbf,overall,all_dates,0.88,0.8753424657534247,-0.0046575342465753344,0.0046575342465753344,2.169262525802207e-05,1460,365
rbf,overall,all_dates,0.89,0.8835616438356164,-0.006438356164383596,0.006438356164383596,4.1452430099456256e-05,1460,365
rbf,overall,all_dates,0.9,0.8965753424657534,-0.003424657534246589,0.003424657534246589,1.1728279226871927e-05,1460,365
rbf,overall,all_dates,0.91,0.9047945205479452,-0.005205479452054851,0.005205479452054851,2.709701632576527e-05,1460,365
rbf,overall,all_dates,0.92,0.9136986301369863,-0.006301369863013773,0.006301369863013773,3.970726215049821e-05,1460,365
rbf,overall,all_dates,0.93,0.9226027397260274,-0.0073972602739726945,0.0073972602739726945,5.4719459560894584e-05,1460,365
rbf,overall,all_dates,0.94,0.9301369863013699,-0.009863013698630074,0.009863013698630074,9.727903921936449e-05,1460,365
rbf,overall,all_dates,0.95,0.9424657534246575,-0.007534246575342407,0.007534246575342407,5.676487145805879e-05,1460,365
rbf,overall,all_dates,0.96,0.952054794520548,-0.007945205479451989,0.007945205479451989,6.312629011071391e-05,1460,365
rbf,overall,all_dates,0.97,0.9732876712328767,0.0032876712328767654,0.0032876712328767654,1.080878213548543e-05,1460,365
rbf,overall,all_dates,0.98,0.9863013698630136,0.006301369863013662,0.006301369863013662,3.970726215049681e-05,1460,365
rbf,overall,all_dates,0.99,0.9952054794520548,0.005205479452054851,0.005205479452054851,2.709701632576527e-05,1460,365
rbf,decision_rule,24h_prior,0.01,0.0136986301369863,0.0036986301369863004,0.0036986301369863004,1.3679864890223299e-05,365,365
rbf,decision_rule,24h_prior,0.02,0.021917808219178082,0.001917808219178082,0.001917808219178082,3.677988365547006e-06,365,365
rbf,decision_rule,24h_prior,0.03,0.0410958904109589,0.011095890410958903,0.011095890410958903,0.00012311878401200974,365,365
rbf,decision_rule,24h_prior,0.04,0.057534246575342465,0.017534246575342465,0.017534246575342465,0.0003074498029649089,365,365
rbf,decision_rule,24h_prior,0.05,0.07123287671232877,0.021232876712328763,0.021232876712328763,0.0004508350534809531,365,365
rbf,decision_rule,24h_prior,0.06,0.07945205479452055,0.019452054794520557,0.019452054794520557,0.0003783824357290302,365,365
rbf,decision_rule,24h_prior,0.07,0.09041095890410959,0.020410958904109586,0.020410958904109586,0.00041660724338525037,365,365
rbf,decision_rule,24h_prior,0.08,0.10136986301369863,0.02136986301369863,0.02136986301369863,0.0004566710452242446,365,365
rbf,decision_rule,24h_prior,0.09,0.1095890410958904,0.019589041095890408,0.019589041095890408,0.0003837305310564833,365,365
rbf,decision_rule,24h_prior,0.1,0.1232876712328767,0.0232876712328767,0.0232876712328767,0.000542315631450553,365,365
rbf,decision_rule,24h_prior,0.11,0.14246575342465753,0.03246575342465753,0.03246575342465753,0.0010540251454306622,365,365
rbf,decision_rule,24h_prior,0.12,0.1506849315068493,0.03068493150684931,0.03068493150684931,0.0009415650215800336,365,365
rbf,decision_rule,24h_prior,0.13,0.15616438356164383,0.026164383561643828,0.026164383561643828,0.0006845749671608178,365,365
rbf,decision_rule,24h_prior,0.14,0.1780821917808219,0.038082191780821895,0.038082191780821895,0.0014502533308312986,365,365
rbf,decision_rule,24h_prior,0.15,0.19452054794520549,0.04452054794520549,0.04452054794520549,0.0019820791893413407,365,365
rbf,decision_rule,24h_prior,0.16,0.2054794520547945,0.045479452054794506,0.045479452054794506,0.0020683805592043524,365,365
rbf,decision_rule,24h_prior,0.17,0.21643835616438356,0.04643835616438355,0.04643835616438355,0.0021565209232501394,365,365
rbf,decision_rule,24h_prior,0.18,0.2219178082191781,0.04191780821917809,0.04191780821917809,0.0017571026458997946,365,365
rbf,decision_rule,24h_prior,0.19,0.2410958904109589,0.05109589041095891,0.05109589041095891,0.0026107900168887226,365,365
rbf,decision_rule,24h_prior,0.2,0.2493150684931507,0.04931506849315068,0.04931506849315068,0.0024319759804841425,365,365
rbf,decision_rule,24h_prior,0.21,0.25205479452054796,0.04205479452054797,0.04205479452054797,0.0017686057421655117,365,365
rbf,decision_rule,24h_prior,0.22,0.26301369863013696,0.04301369863013696,0.04301369863013696,0.0018501782698442462,365,365
rbf,decision_rule,24h_prior,0.23,0.26575342465753427,0.035753424657534255,0.035753424657534255,0.0012783073747419786,365,365
rbf,decision_rule,24h_prior,0.24,0.273972602739726,0.03397260273972602,0.03397260273972602,0.0011541377369112399,365,365
rbf,decision_rule,24h_prior,0.25,0.2876712328767123,0.03767123287671231,0.03767123287671231,0.0014191217864514907,365,365
rbf,decision_rule,24h_prior,0.26,0.29315068493150687,0.03315068493150686,0.03315068493150686,0.0010989679114280359,365,365
rbf,decision_rule,24h_prior,0.27,0.30684931506849317,0.03684931506849315,0.03684931506849315,0.0013578720210170763,365,365
rbf,decision_rule,24h_prior,0.28,0.3150684931506849,0.03506849315068489,0.03506849315068489,0.0012297992118596329,365,365
rbf,decision_rule,24h_prior,0.29,0.32054794520547947,0.030547945205479488,0.030547945205479488,0.0009331769562769772,365,365
rbf,decision_rule,24h_prior,0.3,0.3232876712328767,0.023287671232876728,0.023287671232876728,0.0005423156314505543,365,365
rbf,decision_rule,24h_prior,0.31,0.3315068493150685,0.02150684931506852,0.02150684931506852,0.00046254456746106334,365,365
rbf,decision_rule,24h_prior,0.32,0.3452054794520548,0.025205479452054813,0.025205479452054813,0.0006353161944079574,365,365
rbf,decision_rule,24h_prior,0.33,0.34794520547945207,0.017945205479452053,0.017945205479452053,0.000322030399699756,365,365
rbf,decision_rule,24h_prior,0.34,0.35342465753424657,0.013424657534246542,0.013424657534246542,0.00018022142991180247,365,365
rbf,decision_rule,24h_prior,0.35,0.3698630136986301,0.01986301369863014,0.01986301369863014,0.0003945393131919685,365,365
rbf,decision_rule,24h_prior,0.36,0.3780821917808219,0.018082191780821932,0.018082191780821932,0.00032696565959842424,365,365
rbf,decision_rule,24h_prior,0.37,0.3863013698630137,0.016301369863013726,0.016301369863013726,0.00026573465941077213,365,365
rbf,decision_rule,24h_prior,0.38,0.4054794520547945,0.025479452054794516,0.025479452054794516,0.0006492024770125724,365,365
rbf,decision_rule,24h_prior,0.39,0.4191780821917808,0.029178082191780808,0.029178082191780808,0.0008513604803903163,365,365
rbf,decision_rule,24h_prior,0.4,0.4328767123287671,0.0328767123287671,0.0328767123287671,0.0010808782135485065,365,365
rbf,decision_rule,24h_prior,0.41,0.4383561643835616,0.028356164383561644,0.028356164383561644,0.0008040720585475699,365,365
rbf,decision_rule,24h_prior,0.42,0.4465753424657534,0.026575342465753438,0.026575342465753438,0.000706248827172078,365,365
rbf,decision_rule,24h_prior,0.43,0.44931506849315067,0.019315068493150678,0.019315068493150678,0.000373071870895102,365,365
rbf,decision_rule,24h_prior,0.44,0.4602739726027397,0.02027397260273972,0.02027397260273972,0.0004110339650966408,365,365
rbf,decision_rule,24h_prior,0.45,0.4712328767123288,0.021232876712328763,0.021232876712328763,0.0004508350534809531,365,365
rbf,decision_rule,24h_prior,0.46,0.473972602739726,0.013972602739726003,0.013972602739726003,0.00019523362732219862,365,365
rbf,decision_rule,24h_prior,0.47,0.4849315068493151,0.014931506849315102,0.014931506849315102,0.0002229498967911438,365,365
rbf,decision_rule,24h_prior,0.48,0.4958904109589041,0.015890410958904144,0.015890410958904144,0.0002525051604428609,365,365
rbf,decision_rule,24h_prior,0.49,0.5013698630136987,0.011369863013698689,0.011369863013698689,0.00012927378495027343,365,365
rbf,decision_rule,24h_prior,0.5,0.5123287671232877,0.012328767123287676,0.012328767123287676,0.00015199849878025907,365,365
rbf,decision_rule,24h_prior,0.51,0.5123287671232877,0.0023287671232876672,0.0023287671232876672,5.4231563145055175e-06,365,365
rbf,decision_rule,24h_prior,0.52,0.5178082191780822,-0.0021917808219178436,0.0021917808219178436,4.803903171326858e-06,365,365
rbf,decision_rule,24h_prior,0.53,0.5260273972602739,-0.0039726027397261054,0.0039726027397261054,1.578157252767936e-05,365,365
rbf,decision_rule,24h_prior,0.54,0.5342465753424658,-0.005753424657534256,0.005753424657534256,3.310189528992317e-05,365,365
rbf,decision_rule,24h_prior,0.55,0.5561643835616439,0.006164383561643838,0.006164383561643838,3.799962469506477e-05,365,365
rbf,decision_rule,24h_prior,0.56,0.5561643835616439,-0.003835616438356171,0.003835616438356171,1.4711953462188077e-05,365,365
rbf,decision_rule,24h_prior,0.57,0.5589041095890411,-0.01109589041095882,0.01109589041095882,0.00012311878401200787,365,365
rbf,decision_rule,24h_prior,0.58,0.5589041095890411,-0.02109589041095883,0.02109589041095883,0.00044503659223118467,365,365
rbf,decision_rule,24h_prior,0.59,0.5726027397260274,-0.017397260273972592,0.017397260273972592,0.0003026646650403449,365,365
rbf,decision_rule,24h_prior,0.6,0.5863013698630137,-0.013698630136986245,0.013698630136986245,0.0001876524676299478,365,365
rbf,decision_rule,24h_prior,0.61,0.5917808219178082,-0.018219178082191756,0.018219178082191756,0.0003319384499906165,365,365
rbf,decision_rule,24h_prior,0.62,0.6136986301369863,-0.006301369863013662,0.006301369863013662,3.970726215049681e-05,365,365
rbf,decision_rule,24h_prior,0.63,0.6136986301369863,-0.01630136986301367,0.01630136986301367,0.00026573465941077035,365,365
rbf,decision_rule,24h_prior,0.64,0.6164383561643836,-0.02356164383561643,0.02356164383561643,0.0005551510602364417,365,365
rbf,decision_rule,24h_prior,0.65,0.6246575342465753,-0.025342465753424692,0.025342465753424692,0.0006422405704635033,365,365
rbf,decision_rule,24h_prior,0.66,0.6356164383561644,-0.024383561643835594,0.024383561643835594,0.0005945580784387304,365,365
rbf,decision_rule,24h_prior,0.67,0.6438356164383562,-0.026164383561643856,0.026164383561643856,0.0006845749671608192,365,365
rbf,decision_rule,24h_prior,0.68,0.6465753424657534,-0.033424657534246616,0.033424657534246616,0.001117207731281669,365,365
rbf,decision_rule,24h_prior,0.69,0.6520547945205479,-0.037945205479452015,0.037945205479452015,0.0014398386188778352,365,365
rbf,decision_rule,24h_prior,0.7,0.6657534246575343,-0.03424657534246567,0.03424657534246567,0.0011728279226871775,365,365
rbf,decision_rule,24h_prior,0.71,0.6712328767123288,-0.03876712328767118,0.03876712328767118,0.001502889848001497,365,365
rbf,decision_rule,24h_prior,0.72,0.6794520547945205,-0.04054794520547944,0.04054794520547944,0.0016441358603865631,365,365
rbf,decision_rule,24h_prior,0.73,0.684931506849315,-0.04506849315068495,0.04506849315068495,0.0020311690748733365,365,365
rbf,decision_rule,24h_prior,0.74,0.6931506849315069,-0.0468493150684931,0.0468493150684931,0.002194858322386935,365,365
rbf,decision_rule,24h_prior,0.75,0.6958904109589041,-0.05410958904109586,0.05410958904109586,0.0029278476261962814,365,365
rbf,decision_rule,24h_prior,0.76,0.7178082191780822,-0.04219178082191777,0.04219178082191777,0.001780146368924748,365,365
rbf,decision_rule,24h_prior,0.77,0.7178082191780822,-0.05219178082191778,0.05219178082191778,0.0027239819853631044,365,365
rbf,decision_rule,24h_prior,0.78,0.7479452054794521,-0.032054794520547936,0.032054794520547936,0.00102750985175455,365,365
rbf,decision_rule,24h_prior,0.79,0.7534246575342466,-0.036575342465753446,0.036575342465753446,0.0013377556764871475,365,365
rbf,decision_rule,24h_prior,0.8,0.7671232876712328,-0.03287671232876721,0.03287671232876721,0.001080878213548514,365,365
rbf,decision_rule,24h_prior,0.81,0.7808219178082192,-0.029178082191780863,0.029178082191780863,0.0008513604803903195,365,365
rbf,decision_rule,24h_prior,0.82,0.7945205479452054,-0.025479452054794516,0.025479452054794516,0.0006492024770125724,365,365
rbf,decision_rule,24h_prior,0.83,0.8054794520547945,-0.024520547945205418,0.024520547945205418,0.0006012572715331176,365,365
rbf,decision_rule,24h_prior,0.84,0.8191780821917808,-0.02082191780821918,0.02082191780821918,0.0004335522612122351,365,365
rbf,decision_rule,24h_prior,0.85,0.8410958904109589,-0.008904109589041087,0.008904109589041087,7.928316757365343e-05,365,365
rbf,decision_rule,24h_prior,0.86,0.8465753424657534,-0.013424657534246598,0.013424657534246598,0.00018022142991180396,365,365
rbf,decision_rule,24h_prior,0.87,0.8602739726027397,-0.00972602739726025,0.00972602739726025,9.4595608932257e-05,365,365
rbf,decision_rule,24h_prior,0.88,0.873972602739726,-0.0060273972602740145,0.0060273972602740145,3.6329517733158697e-05,365,365
rbf,decision_rule,24h_prior,0.89,0.8767123287671232,-0.013287671232876774,0.013287671232876774,0.00017656220679302097,365,365
rbf,decision_rule,24h_prior,0.9,0.8876712328767123,-0.012328767123287676,0.012328767123287676,0.00015199849878025907,365,365
rbf,decision_rule,24h_prior,0.91,0.8931506849315068,-0.016849315068493187,0.016849315068493187,0.00028389941827735156,365,365
rbf,decision_rule,24h_prior,0.92,0.9068493150684932,-0.01315068493150684,0.01315068493150684,0.00017294051416776106,365,365
rbf,decision_rule,24h_prior,0.93,0.9178082191780822,-0.012191780821917853,0.012191780821917853,0.00014863951960968395,365,365
rbf,decision_rule,24h_prior,0.94,0.9260273972602739,-0.013972602739726003,0.013972602739726003,0.00019523362732219862,365,365
rbf,decision_rule,24h_prior,0.95,0.9342465753424658,-0.015753424657534154,0.015753424657534154,0.00024817038844060507,365,365
rbf,decision_rule,24h_prior,0.96,0.9397260273972603,-0.020273972602739665,0.020273972602739665,0.00041103396509663856,365,365
rbf,decision_rule,24h_prior,0.97,0.958904109589041,-0.01109589041095893,0.01109589041095893,0.00012311878401201034,365,365
rbf,decision_rule,24h_prior,0.98,0.9780821917808219,-0.0019178082191780854,0.0019178082191780854,3.677988365547019e-06,365,365
rbf,decision_rule,24h_prior,0.99,0.9917808219178083,0.0017808219178082618,0.0017808219178082618,3.1713267029462956e-06,365,365
rbf,decision_rule,12h_prior,0.01,0.019178082191780823,0.009178082191780823,0.009178082191780823,8.423719271908428e-05,365,365
rbf,decision_rule,12h_prior,0.02,0.030136986301369864,0.010136986301369864,0.010136986301369864,0.00010275849127416026,365,365
rbf,decision_rule,12h_prior,0.03,0.04657534246575343,0.01657534246575343,0.01657534246575343,0.00027474197785700897,365,365
rbf,decision_rule,12h_prior,0.04,0.06027397260273973,0.020273972602739727,0.020273972602739727,0.00041103396509664105,365,365
rbf,decision_rule,12h_prior,0.05,0.07671232876712329,0.02671232876712329,0.02671232876712329,0.0007135485081628824,365,365
rbf,decision_rule,12h_prior,0.06,0.0958904109589041,0.035890410958904106,0.035890410958904106,0.001288121598799024,365,365
rbf,decision_rule,12h_prior,0.07,0.11506849315068493,0.045068493150684924,0.045068493150684924,0.002031169074873334,365,365
rbf,decision_rule,12h_prior,0.08,0.1178082191780822,0.03780821917808219,0.03780821917808219,0.001429461437417902,365,365
rbf,decision_rule,12h_prior,0.09,0.12602739726027398,0.036027397260273986,0.036027397260273986,0.0012979733533495974,365,365
rbf,decision_rule,12h_prior,0.1,0.136986301369863,0.036986301369863,0.036986301369863,0.0013679864890223296,365,365
rbf,decision_rule,12h_prior,0.11,0.1506849315068493,0.040684931506849306,0.040684931506849306,0.0016552636517170195,365,365
rbf,decision_rule,12h_prior,0.12,0.1643835616438356,0.04438356164383561,0.04438356164383561,0.001969900544192156,365,365
rbf,decision_rule,12h_prior,0.13,0.16986301369863013,0.03986301369863013,0.03986301369863013,0.0015890598611371734,365,365
rbf,decision_rule,12h_prior,0.14,0.18356164383561643,0.04356164383561642,0.04356164383561642,0.001897616813661098,365,365
rbf,decision_rule,12h_prior,0.15,0.2,0.05000000000000002,0.05000000000000002,0.002500000000000002,365,365
rbf,decision_rule,12h_prior,0.16,0.20821917808219179,0.04821917808219178,0.04821917808219178,0.0023250891349221245,365,365
rbf,decision_rule,12h_prior,0.17,0.21095890410958903,0.04095890410958902,0.04095890410958902,0.0016776318258585085,365,365
rbf,decision_rule,12h_prior,0.18,0.2273972602739726,0.04739726027397262,0.04739726027397262,0.002246500281478703,365,365
rbf,decision_rule,12h_prior,0.19,0.23835616438356164,0.048356164383561634,0.048356164383561634,0.002338318633890035,365,365
rbf,decision_rule,12h_prior,0.2,0.25205479452054796,0.05205479452054795,0.05205479452054795,0.002709701632576469,365,365
rbf,decision_rule,12h_prior,0.21,0.25753424657534246,0.04753424657534247,0.04753424657534247,0.0022595045974854572,365,365
rbf,decision_rule,12h_prior,0.22,0.26301369863013696,0.04301369863013696,0.04301369863013696,0.0018501782698442462,365,365
rbf,decision_rule,12h_prior,0.23,0.273972602739726,0.043972602739726,0.043972602739726,0.0019335897917057588,365,365
rbf,decision_rule,12h_prior,0.24,0.29041095890410956,0.05041095890410957,0.05041095890410957,0.002541264777631824,365,365
rbf,decision_rule,12h_prior,0.25,0.30684931506849317,0.05684931506849317,0.05684931506849317,0.0032318446237568042,365,365
rbf,decision_rule,12h_prior,0.26,0.3178082191780822,0.05780821917808221,0.05780821917808221,0.0033417902045411916,365,365
rbf,decision_rule,12h_prior,0.27,0.32602739726027397,0.05602739726027395,0.05602739726027395,0.0031390692437605525,365,365
rbf,decision_rule,12h_prior,0.28,0.3424657534246575,0.06246575342465749,0.06246575342465749,0.003901970350910109,365,365
rbf,decision_rule,12h_prior,0.29,0.3506849315068493,0.06068493150684934,0.06068493150684934,0.0036826609119909952,365,365
rbf,decision_rule,12h_prior,0.3,0.3589041095890411,0.05890410958904113,0.05890410958904113,0.0034696941264777672,365,365
rbf,decision_rule,12h_prior,0.31,0.36712328767123287,0.05712328767123287,0.05712328767123287,0.0032630699943704254,365,365
rbf,decision_rule,12h_prior,0.32,0.3917808219178082,0.07178082191780821,0.07178082191780821,0.005152486395196096,365,365
rbf,decision_rule,12h_prior,0.33,0.3917808219178082,0.061780821917808204,0.061780821917808204,0.0038168699568399307,365,365
rbf,decision_rule,12h_prior,0.34,0.40273972602739727,0.06273972602739725,0.06273972602739725,0.003936273221992867,365,365
rbf,decision_rule,12h_prior,0.35,0.40821917808219177,0.05821917808219179,0.05821917808219179,0.003389472696565961,365,365
rbf,decision_rule,12h_prior,0.36,0.4136986301369863,0.053698630136986336,0.053698630136986336,0.0028835428785888573,365,365
rbf,decision_rule,12h_prior,0.37,0.4246575342465753,0.05465753424657532,0.05465753424657532,0.0029874460499155543,365,365
rbf,decision_rule,12h_prior,0.38,0.4383561643835616,0.058356164383561615,0.058356164383561615,0.003405441921561265,365,365
rbf,decision_rule,12h_prior,0.39,0.4438356164383562,0.05383561643835616,0.05383561643835616,0.002898273597297804,365,365
rbf,decision_rule,12h_prior,0.4,0.4575342465753425,0.05753424657534245,0.05753424657534245,0.0033101895289923047,365,365
rbf,decision_rule,12h_prior,0.41,0.4657534246575342,0.055753424657534245,0.055753424657534245,0.0031084443610433477,365,365
rbf,decision_rule,12h_prior,0.42,0.473972602739726,0.05397260273972604,0.05397260273972604,0.0029130418465002825,365,365
rbf,decision_rule,12h_prior,0.43,0.4849315068493151,0.05493150684931508,0.05493150684931508,0.0030174704447363497,365,365
rbf,decision_rule,12h_prior,0.44,0.4904109589041096,0.05041095890410957,0.05041095890410957,0.002541264777631824,365,365
rbf,decision_rule,12h_prior,0.45,0.4931506849315068,0.04315068493150681,0.04315068493150681,0.0018619816100581689,365,365
rbf,decision_rule,12h_prior,0.46,0.4986301369863014,0.038630136986301356,0.038630136986301356,0.001492287483580408,365,365
rbf,decision_rule,12h_prior,0.47,0.5068493150684932,0.036849315068493205,0.036849315068493205,0.0013578720210170804,365,365
rbf,decision_rule,12h_prior,0.48,0.5178082191780822,0.03780821917808219,0.03780821917808219,0.001429461437417902,365,365
rbf,decision_rule,12h_prior,0.49,0.5232876712328767,0.03328767123287668,0.03328767123287668,0.0011080690561080858,365,365
rbf,decision_rule,12h_prior,0.5,0.536986301369863,0.03698630136986303,0.03698630136986303,0.0013679864890223318,365,365
rbf,decision_rule,12h_prior,0.51,0.5452054794520548,0.035205479452054766,0.035205479452054766,0.0012394257834490504,365,365
rbf,decision_rule,12h_prior,0.52,0.547945205479452,0.027945205479452007,0.027945205479452007,0.0007809345092887945,365,365
rbf,decision_rule,12h_prior,0.53,0.5616438356164384,0.031643835616438354,0.031643835616438354,0.0010013323325201726,365,365
rbf,decision_rule,12h_prior,0.54,0.5698630136986301,0.029863013698630092,0.029863013698630092,0.0008917995871645686,365,365
rbf,decision_rule,12h_prior,0.55,0.5753424657534246,0.02534246575342458,0.02534246575342458,0.0006422405704634977,365,365
rbf,decision_rule,12h_prior,0.56,0.589041095890411,0.02904109589041093,0.02904109589041093,0.0008433852505160425,365,365
rbf,decision_rule,12h_prior,0.57,0.6054794520547945,0.035479452054794525,0.035479452054794525,0.0012587915181084635,365,365
rbf,decision_rule,12h_prior,0.58,0.6191780821917808,0.03917808219178087,0.03917808219178087,0.0015349221242259375,365,365
rbf,decision_rule,12h_prior,0.59,0.6246575342465753,0.03465753424657536,0.03465753424657536,0.001201144680052544,365,365
rbf,decision_rule,12h_prior,0.6,0.6301369863013698,0.03013698630136985,0.03013698630136985,0.000908237943328954,365,365
rbf,decision_rule,12h_prior,0.61,0.6383561643835617,0.0283561643835617,0.0283561643835617,0.000804072058547573,365,365
rbf,decision_rule,12h_prior,0.62,0.6438356164383562,0.02383561643835619,0.02383561643835619,0.0005681366109964357,365,365
rbf,decision_rule,12h_prior,0.63,0.6520547945205479,0.022054794520547927,0.022054794520547927,0.0004864139613435909,365,365
rbf,decision_rule,12h_prior,0.64,0.6575342465753424,0.017534246575342416,0.017534246575342416,0.00030744980296490724,365,365
rbf,decision_rule,12h_prior,0.65,0.663013698630137,0.013013698630137016,0.013013698630137016,0.00016935635203603006,365,365
rbf,decision_rule,12h_prior,0.66,0.6684931506849315,0.008493150684931505,0.008493150684931505,7.213360855695249e-05,365,365
rbf,decision_rule,12h_prior,0.67,0.6767123287671233,0.0067123287671232434,0.0067123287671232434,4.5055357477950244e-05,365,365
rbf,decision_rule,12h_prior,0.68,0.684931506849315,0.004931506849314982,0.004931506849314982,2.4319759804840578e-05,365,365
rbf,decision_rule,12h_prior,0.69,0.7068493150684931,0.016849315068493187,0.016849315068493187,0.00028389941827735156,365,365
rbf,decision_rule,12h_prior,0.7,0.7123287671232876,0.012328767123287676,0.012328767123287676,0.00015199849878025907,365,365
rbf,decision_rule,12h_prior,0.71,0.7178082191780822,0.007808219178082276,0.007808219178082276,6.0968286732971855e-05,365,365
rbf,decision_rule,12h_prior,0.72,0.7232876712328767,0.0032876712328767654,0.0032876712328767654,1.080878213548543e-05,365,365
rbf,decision_rule,12h_prior,0.73,0.7424657534246575,0.0124657534246575,0.0124657534246575,0.0001553950084443602,365,365
rbf,decision_rule,12h_prior,0.74,0.7506849315068493,0.010684931506849349,0.010684931506849349,0.0001141677613060619,365,365
rbf,decision_rule,12h_prior,0.75,0.7589041095890411,0.008904109589041087,0.008904109589041087,7.928316757365343e-05,365,365
rbf,decision_rule,12h_prior,0.76,0.7753424657534247,0.015342465753424683,0.015342465753424683,0.00023539125539500923,365,365
rbf,decision_rule,12h_prior,0.77,0.7835616438356164,0.013561643835616422,0.013561643835616422,0.00018391818352411288,365,365
rbf,decision_rule,12h_prior,0.78,0.7890410958904109,0.00904109589041091,0.00904109589041091,8.174141489960506e-05,365,365
rbf,decision_rule,12h_prior,0.79,0.7917808219178082,0.0017808219178081508,0.0017808219178081508,3.1713267029459e-06,365,365
rbf,decision_rule,12h_prior,0.8,0.7972602739726027,-0.00273972602739736,0.00273972602739736,7.50609870519852e-06,365,365
rbf,decision_rule,12h_prior,0.81,0.8054794520547945,-0.004520547945205511,0.004520547945205511,2.0435353724901766e-05,365,365
rbf,decision_rule,12h_prior,0.82,0.8191780821917808,-0.0008219178082191636,0.0008219178082191636,6.755488834677938e-07,365,365
rbf,decision_rule,12h_prior,0.83,0.8273972602739726,-0.0026027397260273144,0.0026027397260273144,6.7742540814407395e-06,365,365
