model,scope_type,scope_value,series,dates,lag_days,point_autocorrelation,bootstrap_method,block_length_days,lag_pairs_per_replication,artificial_block_join_pairs_excluded,bootstrap_mean,bootstrap_bias,bootstrap_lower_95,bootstrap_upper_95,bootstrap_replications,seed,bootstrap_unit
rbf,overall,all_dates,squared_standardised_residual,365,1,0.22094136868512002,circular_moving_block_lag_pairs,7,364,True,0.21718580936815823,-0.003755559316961782,0.0884366938896161,0.3329332830320793,10000,20311010,settlement_date_lag_pair
rbf,overall,all_dates,squared_standardised_residual,365,1,0.22094136868512002,circular_moving_block_lag_pairs,14,364,True,0.21427571644674354,-0.006665652238376479,0.08724928419850445,0.328026470035131,10000,20311017,settlement_date_lag_pair
rbf,decision_rule,24h_prior,standardised_residual,365,1,0.5011477239243145,circular_moving_block_lag_pairs,3,364,True,0.4859027498936901,-0.015244974030624414,0.3913724217567656,0.5746504438296455,10000,20311106,settlement_date_lag_pair
rbf,decision_rule,24h_prior,standardised_residual,365,1,0.5011477239243145,circular_moving_block_lag_pairs,5,364,True,0.48498425398340267,-0.016163469940911834,0.38730197376387754,0.5746928531009963,10000,20311108,settlement_date_lag_pair
rbf,decision_rule,24h_prior,standardised_residual,365,1,0.5011477239243145,circular_moving_block_lag_pairs,7,364,True,0.4831587245440677,-0.017988999380246784,0.3815609364562709,0.5749800577378011,10000,20311110,settlement_date_lag_pair
rbf,decision_rule,24h_prior,standardised_residual,365,1,0.5011477239243145,circular_moving_block_lag_pairs,14,364,True,0.48014686097307313,-0.021000862951241372,0.37397357200190906,0.5774934485986414,10000,20311117,settlement_date_lag_pair
rbf,decision_rule,24h_prior,absolute_standardised_residual,365,1,0.2271625943420332,circular_moving_block_lag_pairs,3,364,True,0.22718008370597062,1.74893639374174e-05,0.09204561365687974,0.3555563434857885,10000,20311206,settlement_date_lag_pair
rbf,decision_rule,24h_prior,absolute_standardised_residual,365,1,0.2271625943420332,circular_moving_block_lag_pairs,5,364,True,0.224127827647288,-0.0030347666947452,0.07616308875295033,0.3587229625667589,10000,20311208,settlement_date_lag_pair
rbf,decision_rule,24h_prior,absolute_standardised_residual,365,1,0.2271625943420332,circular_moving_block_lag_pairs,7,364,True,0.22298188307542996,-0.004180711266603243,0.07133914620914696,0.3610757134670216,10000,20311210,settlement_date_lag_pair
rbf,decision_rule,24h_prior,absolute_standardised_residual,365,1,0.2271625943420332,circular_moving_block_lag_pairs,14,364,True,0.22125918013430074,-0.005903414207732466,0.07572304259563763,0.35147035592313375,10000,20311217,settlement_date_lag_pair
rbf,decision_rule,24h_prior,squared_standardised_residual,365,1,0.30847182718958144,circular_moving_block_lag_pairs,3,364,True,0.29953376344584404,-0.008938063743737401,0.14151971278284853,0.41756351918588075,10000,20311306,settlement_date_lag_pair
rbf,decision_rule,24h_prior,squared_standardised_residual,365,1,0.30847182718958144,circular_moving_block_lag_pairs,5,364,True,0.2932116256050907,-0.015260201584490762,0.12018568545754588,0.41594515204206367,10000,20311308,settlement_date_lag_pair
rbf,decision_rule,24h_prior,squared_standardised_residual,365,1,0.30847182718958144,circular_moving_block_lag_pairs,7,364,True,0.2904528535987733,-0.01801897359080812,0.11022646372812604,0.41658594546109007,10000,20311310,settlement_date_lag_pair
rbf,decision_rule,24h_prior,squared_standardised_residual,365,1,0.30847182718958144,circular_moving_block_lag_pairs,14,364,True,0.28995118937206305,-0.018520637817518393,0.11010640479369523,0.4113886269094495,10000,20311317,settlement_date_lag_pair
rbf,decision_rule,12h_prior,standardised_residual,365,1,0.48174368441502824,circular_moving_block_lag_pairs,3,364,True,0.47294645693243503,-0.008797227482593206,0.3810661890885154,0.5586533846226664,10000,20311406,settlement_date_lag_pair
rbf,decision_rule,12h_prior,standardised_residual,365,1,0.48174368441502824,circular_moving_block_lag_pairs,5,364,True,0.470211073047153,-0.011532611367875256,0.3724496269466044,0.5593824994894179,10000,20311408,settlement_date_lag_pair
rbf,decision_rule,12h_prior,standardised_residual,365,1,0.48174368441502824,circular_moving_block_lag_pairs,7,364,True,0.46858973040135027,-0.013153954013677971,0.36384020231225117,0.5614062308301291,10000,20311410,settlement_date_lag_pair
rbf,decision_rule,12h_prior,standardised_residual,365,1,0.48174368441502824,circular_moving_block_lag_pairs,14,364,True,0.46544874144472503,-0.016294942970303206,0.35089964737191276,0.5667904379872571,10000,20311417,settlement_date_lag_pair
rbf,decision_rule,12h_prior,absolute_standardised_residual,365,1,0.1905624118923654,circular_moving_block_lag_pairs,3,364,True,0.19044613412562894,-0.00011627776673645007,0.07773788994434629,0.3019767336354874,10000,20311506,settlement_date_lag_pair
rbf,decision_rule,12h_prior,absolute_standardised_residual,365,1,0.1905624118923654,circular_moving_block_lag_pairs,5,364,True,0.18885044425340405,-0.001711967638961337,0.0727716839386753,0.30302290535242354,10000,20311508,settlement_date_lag_pair
rbf,decision_rule,12h_prior,absolute_standardised_residual,365,1,0.1905624118923654,circular_moving_block_lag_pairs,7,364,True,0.18793309954756537,-0.0026293123448000166,0.06917239934703899,0.30200521946999614,10000,20311510,settlement_date_lag_pair
rbf,decision_rule,12h_prior,absolute_standardised_residual,365,1,0.1905624118923654,circular_moving_block_lag_pairs,14,364,True,0.18618375040893534,-0.004378661483430052,0.06285050726019335,0.29884984485267896,10000,20311517,settlement_date_lag_pair
rbf,decision_rule,12h_prior,squared_standardised_residual,365,1,0.1867806871133287,circular_moving_block_lag_pairs,3,364,True,0.1883027924769215,0.0015221053635927906,0.07026462152570029,0.310466746789869,10000,20311606,settlement_date_lag_pair
rbf,decision_rule,12h_prior,squared_standardised_residual,365,1,0.1867806871133287,circular_moving_block_lag_pairs,5,364,True,0.18509745617489476,-0.0016832309384339494,0.06322288042061572,0.30792825293457676,10000,20311608,settlement_date_lag_pair
rbf,decision_rule,12h_prior,squared_standardised_residual,365,1,0.1867806871133287,circular_moving_block_lag_pairs,7,364,True,0.18577148104784477,-0.0010092060654839363,0.06573087650929701,0.3061025731335825,10000,20311610,settlement_date_lag_pair
rbf,decision_rule,12h_prior,squared_standardised_residual,365,1,0.1867806871133287,circular_moving_block_lag_pairs,14,364,True,0.18591638568483926,-0.0008643014284894501,0.06222351284947508,0.30315913083931567,10000,20311617,settlement_date_lag_pair
rbf,decision_rule,6h_prior,standardised_residual,365,1,0.4868408112490928,circular_moving_block_lag_pairs,3,364,True,0.47648150482378976,-0.010359306425303028,0.3861852506411977,0.5622720488246852,10000,20311706,settlement_date_lag_pair
rbf,decision_rule,6h_prior,standardised_residual,365,1,0.4868408112490928,circular_moving_block_lag_pairs,5,364,True,0.4749457835625022,-0.011895027686590565,0.3784115445378429,0.5660834737693163,10000,20311708,settlement_date_lag_pair
rbf,decision_rule,6h_prior,standardised_residual,365,1,0.4868408112490928,circular_moving_block_lag_pairs,7,364,True,0.47281558708111127,-0.01402522416798152,0.3741374988224421,0.5660411725383084,10000,20311710,settlement_date_lag_pair
rbf,decision_rule,6h_prior,standardised_residual,365,1,0.4868408112490928,circular_moving_block_lag_pairs,14,364,True,0.4702796742566611,-0.01656113699243167,0.35610106647850676,0.5715208912606539,10000,20311717,settlement_date_lag_pair
rbf,decision_rule,6h_prior,absolute_standardised_residual,365,1,0.20225488196739308,circular_moving_block_lag_pairs,3,364,True,0.20218005211349135,-7.482985390172558e-05,0.09156954777005694,0.3142565743060771,10000,20311806,settlement_date_lag_pair
rbf,decision_rule,6h_prior,absolute_standardised_residual,365,1,0.20225488196739308,circular_moving_block_lag_pairs,5,364,True,0.20154387172507873,-0.0007110102423143472,0.08620422418628565,0.3218662808005157,10000,20311808,settlement_date_lag_pair
rbf,decision_rule,6h_prior,absolute_standardised_residual,365,1,0.20225488196739308,circular_moving_block_lag_pairs,7,364,True,0.20004778670860943,-0.0022070952587836534,0.08174077663167305,0.3160688239155882,10000,20311810,settlement_date_lag_pair
rbf,decision_rule,6h_prior,absolute_standardised_residual,365,1,0.20225488196739308,circular_moving_block_lag_pairs,14,364,True,0.20077554233055245,-0.001479339636840632,0.08029594106324063,0.3149705751117468,10000,20311817,settlement_date_lag_pair
rbf,decision_rule,6h_prior,squared_standardised_residual,365,1,0.17883681322057213,circular_moving_block_lag_pairs,3,364,True,0.180176510953028,0.0013396977324558745,0.06768443576969976,0.3031502367353935,10000,20311906,settlement_date_lag_pair
rbf,decision_rule,6h_prior,squared_standardised_residual,365,1,0.17883681322057213,circular_moving_block_lag_pairs,5,364,True,0.18006497690736423,0.0012281636867920998,0.059329378451846826,0.3068950701382653,10000,20311908,settlement_date_lag_pair
rbf,decision_rule,6h_prior,squared_standardised_residual,365,1,0.17883681322057213,circular_moving_block_lag_pairs,7,364,True,0.17806245125450873,-0.0007743619660633971,0.05756779900468597,0.30271435222687526,10000,20311910,settlement_date_lag_pair
rbf,decision_rule,6h_prior,squared_standardised_residual,365,1,0.17883681322057213,circular_moving_block_lag_pairs,14,364,True,0.17610323859821955,-0.0027335746223525748,0.056692400621061824,0.29535532540576104,10000,20311917,settlement_date_lag_pair
rbf,decision_rule,event_day_open,standardised_residual,365,1,0.47794849884239876,circular_moving_block_lag_pairs,3,364,True,0.47057373285591364,-0.007374765986485121,0.37840736780681317,0.55336231094211,10000,20312006,settlement_date_lag_pair
rbf,decision_rule,event_day_open,standardised_residual,365,1,0.47794849884239876,circular_moving_block_lag_pairs,5,364,True,0.46894181773456395,-0.009006681107834813,0.37153249107233066,0.55990469574681,10000,20312008,settlement_date_lag_pair
rbf,decision_rule,event_day_open,standardised_residual,365,1,0.47794849884239876,circular_moving_block_lag_pairs,7,364,True,0.46789908797528124,-0.010049410867117525,0.3693518342698349,0.5627606212812268,10000,20312010,settlement_date_lag_pair
rbf,decision_rule,event_day_open,standardised_residual,365,1,0.47794849884239876,circular_moving_block_lag_pairs,14,364,True,0.46549744306985613,-0.01245105577254263,0.3535191442236893,0.5670102151348657,10000,20312017,settlement_date_lag_pair
rbf,decision_rule,event_day_open,absolute_standardised_residual,365,1,0.1848927361636025,circular_moving_block_lag_pairs,3,364,True,0.1819656468376409,-0.002927089325961585,0.07176674795107453,0.28972521032546905,10000,20312106,settlement_date_lag_pair
rbf,decision_rule,event_day_open,absolute_standardised_residual,365,1,0.1848927361636025,circular_moving_block_lag_pairs,5,364,True,0.18054485313607685,-0.004347883027525645,0.069959994532632,0.2886770860304956,10000,20312108,settlement_date_lag_pair
rbf,decision_rule,event_day_open,absolute_standardised_residual,365,1,0.1848927361636025,circular_moving_block_lag_pairs,7,364,True,0.17855606987063227,-0.006336666292970222,0.06435370693904963,0.2879332596037423,10000,20312110,settlement_date_lag_pair
rbf,decision_rule,event_day_open,absolute_standardised_residual,365,1,0.1848927361636025,circular_moving_block_lag_pairs,14,364,True,0.17890398917817407,-0.0059887469854284225,0.06439817417370668,0.2857253362825186,10000,20312117,settlement_date_lag_pair
rbf,decision_rule,event_day_open,squared_standardised_residual,365,1,0.16455144348348913,circular_moving_block_lag_pairs,3,364,True,0.16298111220057412,-0.0015703312829150051,0.05282798847238527,0.27586700175684026,10000,20312206,settlement_date_lag_pair
rbf,decision_rule,event_day_open,squared_standardised_residual,365,1,0.16455144348348913,circular_moving_block_lag_pairs,5,364,True,0.16109178625570067,-0.0034596572277884596,0.048706278101832326,0.2788267348596211,10000,20312208,settlement_date_lag_pair
rbf,decision_rule,event_day_open,squared_standardised_residual,365,1,0.16455144348348913,circular_moving_block_lag_pairs,7,364,True,0.16152488307224325,-0.003026560411245882,0.04813534396923038,0.27402744437806276,10000,20312210,settlement_date_lag_pair
rbf,decision_rule,event_day_open,squared_standardised_residual,365,1,0.16455144348348913,circular_moving_block_lag_pairs,14,364,True,0.1592989556022903,-0.005252487881198836,0.04819227188403228,0.2686156796436601,10000,20312217,settlement_date_lag_pair
matern,overall,all_dates,standardised_residual,365,1,0.5097679178714232,circular_moving_block_lag_pairs,3,364,True,0.49930316105927924,-0.010464756812143927,0.4094183919172494,0.5812118856108011,10000,20312306,settlement_date_lag_pair
matern,overall,all_dates,standardised_residual,365,1,0.5097679178714232,circular_moving_block_lag_pairs,5,364,True,0.49698494235250246,-0.012782975518920714,0.4029278387008378,0.5833312046552026,10000,20312308,settlement_date_lag_pair
matern,overall,all_dates,standardised_residual,365,1,0.5097679178714232,circular_moving_block_lag_pairs,7,364,True,0.49559963521257067,-0.014168282658852505,0.3981875232498344,0.5878080119407294,10000,20312310,settlement_date_lag_pair
matern,overall,all_dates,standardised_residual,365,1,0.5097679178714232,circular_moving_block_lag_pairs,14,364,True,0.4930230014300065,-0.01674491644141668,0.38221757598194045,0.5940358100790644,10000,20312317,settlement_date_lag_pair
matern,overall,all_dates,absolute_standardised_residual,365,1,0.24354867331107702,circular_moving_block_lag_pairs,3,364,True,0.2433214718565418,-0.00022720145453522522,0.1286562642094602,0.3552861557909296,10000,20312406,settlement_date_lag_pair
matern,overall,all_dates,absolute_standardised_residual,365,1,0.24354867331107702,circular_moving_block_lag_pairs,5,364,True,0.24051764597648953,-0.0030310273345874883,0.11953085865025011,0.3554495551629964,10000,20312408,settlement_date_lag_pair
matern,overall,all_dates,absolute_standardised_residual,365,1,0.24354867331107702,circular_moving_block_lag_pairs,7,364,True,0.23888750796805006,-0.004661165343026963,0.1152698839011292,0.3521616620969439,10000,20312410,settlement_date_lag_pair
matern,overall,all_dates,absolute_standardised_residual,365,1,0.24354867331107702,circular_moving_block_lag_pairs,14,364,True,0.2375717765625899,-0.005976896748487115,0.11174823914020383,0.3506224188552654,10000,20312417,settlement_date_lag_pair
matern,overall,all_dates,squared_standardised_residual,365,1,0.2382560017614505,circular_moving_block_lag_pairs,3,364,True,0.23808986102702498,-0.00016614073442552946,0.11963958088008315,0.35709139096751835,10000,20312506,settlement_date_lag_pair
matern,overall,all_dates,squared_standardised_residual,365,1,0.2382560017614505,circular_moving_block_lag_pairs,5,364,True,0.23485076048899733,-0.0034052412724531744,0.10644844699041946,0.3572288477556705,10000,20312508,settlement_date_lag_pair
matern,overall,all_dates,squared_standardised_residual,365,1,0.2382560017614505,circular_moving_block_lag_pairs,7,364,True,0.2320869485672044,-0.006169053194246099,0.09922320633431865,0.3478253431276328,10000,20312510,settlement_date_lag_pair
matern,overall,all_dates,squared_standardised_residual,365,1,0.2382560017614505,circular_moving_block_lag_pairs,14,364,True,0.23097395124932235,-0.007282050512128158,0.10233939138542325,0.34501497238424494,10000,20312517,settlement_date_lag_pair
matern,decision_rule,24h_prior,standardised_residual,365,1,0.4907884072153389,circular_moving_block_lag_pairs,3,364,True,0.47696204983475826,-0.013826357380580634,0.3805025413603125,0.5654873841736239,10000,20312606,settlement_date_lag_pair
matern,decision_rule,24h_prior,standardised_residual,365,1,0.4907884072153389,circular_moving_block_lag_pairs,5,364,True,0.4738514281612585,-0.01693697905408037,0.37441778702569967,0.5691042116154179,10000,20312608,settlement_date_lag_pair
matern,decision_rule,24h_prior,standardised_residual,365,1,0.4907884072153389,circular_moving_block_lag_pairs,7,364,True,0.47434762905143124,-0.016440778163907654,0.3703017375627094,0.56877631674375,10000,20312610,settlement_date_lag_pair
matern,decision_rule,24h_prior,standardised_residual,365,1,0.4907884072153389,circular_moving_block_lag_pairs,14,364,True,0.4707325501797608,-0.020055857035578106,0.3587886362115842,0.5714741655313458,10000,20312617,settlement_date_lag_pair
matern,decision_rule,24h_prior,absolute_standardised_residual,365,1,0.2434233462199989,circular_moving_block_lag_pairs,3,364,True,0.24147465921661124,-0.0019486870033876558,0.11020178083324435,0.3674292765757474,10000,20312706,settlement_date_lag_pair
matern,decision_rule,24h_prior,absolute_standardised_residual,365,1,0.2434233462199989,circular_moving_block_lag_pairs,5,364,True,0.23819954302618698,-0.00522380319381191,0.09138376626031203,0.3769452641400695,10000,20312708,settlement_date_lag_pair
matern,decision_rule,24h_prior,absolute_standardised_residual,365,1,0.2434233462199989,circular_moving_block_lag_pairs,7,364,True,0.2370352546874089,-0.0063880915325899845,0.08698970175724759,0.3743562526192934,10000,20312710,settlement_date_lag_pair
matern,decision_rule,24h_prior,absolute_standardised_residual,365,1,0.2434233462199989,circular_moving_block_lag_pairs,14,364,True,0.23796949265577633,-0.005453853564222566,0.08691195296992871,0.3704092686292621,10000,20312717,settlement_date_lag_pair
matern,decision_rule,24h_prior,squared_standardised_residual,365,1,0.3192927069562288,circular_moving_block_lag_pairs,3,364,True,0.3090031730983278,-0.01028953385790099,0.15351203810835343,0.42413890965791134,10000,20312806,settlement_date_lag_pair
matern,decision_rule,24h_prior,squared_standardised_residual,365,1,0.3192927069562288,circular_moving_block_lag_pairs,5,364,True,0.30204857193755724,-0.017244135018671558,0.13229922633557534,0.42166314960233653,10000,20312808,settlement_date_lag_pair
matern,decision_rule,24h_prior,squared_standardised_residual,365,1,0.3192927069562288,circular_moving_block_lag_pairs,7,364,True,0.30224079503253,-0.017051911923698815,0.12586511071049514,0.423792432081513,10000,20312810,settlement_date_lag_pair
matern,decision_rule,24h_prior,squared_standardised_residual,365,1,0.3192927069562288,circular_moving_block_lag_pairs,14,364,True,0.29811360768578604,-0.02117909927044276,0.11622030353836242,0.42006479393322493,10000,20312817,settlement_date_lag_pair
matern,decision_rule,12h_prior,standardised_residual,365,1,0.47801331871793545,circular_moving_block_lag_pairs,3,364,True,0.4683170677569964,-0.009696250960939068,0.3744872442644179,0.5561866586346667,10000,20312906,settlement_date_lag_pair
matern,decision_rule,12h_prior,standardised_residual,365,1,0.47801331871793545,circular_moving_block_lag_pairs,5,364,True,0.46677547228467786,-0.011237846433257592,0.36855755812885477,0.5561923623458037,10000,20312908,settlement_date_lag_pair
matern,decision_rule,12h_prior,standardised_residual,365,1,0.47801331871793545,circular_moving_block_lag_pairs,7,364,True,0.46594970375731265,-0.012063614960622804,0.36324652578790523,0.5591745351918459,10000,20312910,settlement_date_lag_pair
matern,decision_rule,12h_prior,standardised_residual,365,1,0.47801331871793545,circular_moving_block_lag_pairs,14,364,True,0.4618520132990132,-0.016161305418922245,0.3504664514789694,0.562772857807875,10000,20312917,settlement_date_lag_pair
matern,decision_rule,12h_prior,absolute_standardised_residual,365,1,0.20381355466457282,circular_moving_block_lag_pairs,3,364,True,0.2038148898603493,1.3351957764695666e-06,0.08984687729472614,0.31713923568041136,10000,20313006,settlement_date_lag_pair
matern,decision_rule,12h_prior,absolute_standardised_residual,365,1,0.20381355466457282,circular_moving_block_lag_pairs,5,364,True,0.2018641556634754,-0.0019493990010974183,0.08542140442364392,0.31687201834462425,10000,20313008,settlement_date_lag_pair
matern,decision_rule,12h_prior,absolute_standardised_residual,365,1,0.20381355466457282,circular_moving_block_lag_pairs,7,364,True,0.2008255446482004,-0.0029880100163724166,0.08232630278068623,0.3137807140047948,10000,20313010,settlement_date_lag_pair
matern,decision_rule,12h_prior,absolute_standardised_residual,365,1,0.20381355466457282,circular_moving_block_lag_pairs,14,364,True,0.19920172152258123,-0.004611833141991595,0.07827686779071341,0.3138602982474721,10000,20313017,settlement_date_lag_pair
matern,decision_rule,12h_prior,squared_standardised_residual,365,1,0.20150818913647137,circular_moving_block_lag_pairs,3,364,True,0.20156126664656407,5.3077510092702784e-05,0.0834070005149368,0.3259223612293965,10000,20313106,settlement_date_lag_pair
matern,decision_rule,12h_prior,squared_standardised_residual,365,1,0.20150818913647137,circular_moving_block_lag_pairs,5,364,True,0.20059470876050978,-0.0009134803759615895,0.07738975298235527,0.3224367294960193,10000,20313108,settlement_date_lag_pair
matern,decision_rule,12h_prior,squared_standardised_residual,365,1,0.20150818913647137,circular_moving_block_lag_pairs,7,364,True,0.198525517074239,-0.0029826720622323777,0.07556627934850435,0.3185395337071094,10000,20313110,settlement_date_lag_pair
matern,decision_rule,12h_prior,squared_standardised_residual,365,1,0.20150818913647137,circular_moving_block_lag_pairs,14,364,True,0.19638504934420062,-0.005123139792270748,0.067125248682005,0.3149401273055319,10000,20313117,settlement_date_lag_pair
matern,decision_rule,6h_prior,standardised_residual,365,1,0.4844802737871386,circular_moving_block_lag_pairs,3,364,True,0.4736084255806093,-0.010871848206529311,0.3804341275235895,0.5595402427271924,10000,20313206,settlement_date_lag_pair
matern,decision_rule,6h_prior,standardised_residual,365,1,0.4844802737871386,circular_moving_block_lag_pairs,5,364,True,0.47190562484365317,-0.012574648943485423,0.3755129089005001,0.5631897814438129,10000,20313208,settlement_date_lag_pair
matern,decision_rule,6h_prior,standardised_residual,365,1,0.4844802737871386,circular_moving_block_lag_pairs,7,364,True,0.47048527329089646,-0.013995000496242138,0.36718522896548794,0.5663023755499303,10000,20313210,settlement_date_lag_pair
matern,decision_rule,6h_prior,standardised_residual,365,1,0.4844802737871386,circular_moving_block_lag_pairs,14,364,True,0.4687343987962444,-0.015745874990894193,0.3568810329708483,0.5724885758379276,10000,20313217,settlement_date_lag_pair
matern,decision_rule,6h_prior,absolute_standardised_residual,365,1,0.21441501618818692,circular_moving_block_lag_pairs,3,364,True,0.21518768023246512,0.0007726640442781985,0.09740511886299834,0.3278111171825013,10000,20313306,settlement_date_lag_pair
matern,decision_rule,6h_prior,absolute_standardised_residual,365,1,0.21441501618818692,circular_moving_block_lag_pairs,5,364,True,0.21295942170151017,-0.001455594486676759,0.09596690885055666,0.3324756817013271,10000,20313308,settlement_date_lag_pair
matern,decision_rule,6h_prior,absolute_standardised_residual,365,1,0.21441501618818692,circular_moving_block_lag_pairs,7,364,True,0.21245105332844305,-0.001963962859743873,0.0917532343856266,0.3306836526375715,10000,20313310,settlement_date_lag_pair
matern,decision_rule,6h_prior,absolute_standardised_residual,365,1,0.21441501618818692,circular_moving_block_lag_pairs,14,364,True,0.2112052497347132,-0.0032097664534737336,0.09069240566054149,0.3250312617880141,10000,20313317,settlement_date_lag_pair
matern,decision_rule,6h_prior,squared_standardised_residual,365,1,0.19321792124409465,circular_moving_block_lag_pairs,3,364,True,0.19335367749870117,0.0001357562546065172,0.07468663013501858,0.3196105137306755,10000,20313406,settlement_date_lag_pair
matern,decision_rule,6h_prior,squared_standardised_residual,365,1,0.19321792124409465,circular_moving_block_lag_pairs,5,364,True,0.192292946316792,-0.0009249749273026464,0.07023854002531427,0.31995515676705394,10000,20313408,settlement_date_lag_pair
matern,decision_rule,6h_prior,squared_standardised_residual,365,1,0.19321792124409465,circular_moving_block_lag_pairs,7,364,True,0.19197877591096854,-0.001239145333126107,0.07151359725908034,0.31700409267777685,10000,20313410,settlement_date_lag_pair
matern,decision_rule,6h_prior,squared_standardised_residual,365,1,0.19321792124409465,circular_moving_block_lag_pairs,14,364,True,0.19022447684523894,-0.0029934443988557102,0.06588718242639997,0.3135253869835405,10000,20313417,settlement_date_lag_pair
matern,decision_rule,event_day_open,standardised_residual,365,1,0.4639895439185345,circular_moving_block_lag_pairs,3,364,True,0.4566088338405106,-0.007380710078023878,0.3605981679381991,0.5441910808299752,10000,20313506,settlement_date_lag_pair
matern,decision_rule,event_day_open,standardised_residual,365,1,0.4639895439185345,circular_moving_block_lag_pairs,5,364,True,0.45503668087966515,-0.00895286303886933,0.35689355296666875,0.5474525102391965,10000,20313508,settlement_date_lag_pair
matern,decision_rule,event_day_open,standardised_residual,365,1,0.4639895439185345,circular_moving_block_lag_pairs,7,364,True,0.4545894630187262,-0.00940008089980826,0.35459564990364423,0.5469634091702809,10000,20313510,settlement_date_lag_pair
matern,decision_rule,event_day_open,standardised_residual,365,1,0.4639895439185345,circular_moving_block_lag_pairs,14,364,True,0.4515864756423314,-0.012403068276203078,0.3417268936465159,0.5515891876760266,10000,20313517,settlement_date_lag_pair
matern,decision_rule,event_day_open,absolute_standardised_residual,365,1,0.2150905229470828,circular_moving_block_lag_pairs,3,364,True,0.21008579951519604,-0.005004723431886765,0.10244197469069796,0.3172259782109211,10000,20313606,settlement_date_lag_pair
matern,decision_rule,event_day_open,absolute_standardised_residual,365,1,0.2150905229470828,circular_moving_block_lag_pairs,5,364,True,0.20922873003878112,-0.005861792908301688,0.10204276870067261,0.31358017596834153,10000,20313608,settlement_date_lag_pair
matern,decision_rule,event_day_open,absolute_standardised_residual,365,1,0.2150905229470828,circular_moving_block_lag_pairs,7,364,True,0.20831885053001956,-0.006771672417063251,0.10264201212630106,0.31181141532117057,10000,20313610,settlement_date_lag_pair
matern,decision_rule,event_day_open,absolute_standardised_residual,365,1,0.2150905229470828,circular_moving_block_lag_pairs,14,364,True,0.2070626392677852,-0.008027883679297604,0.10349013292079225,0.3034555927626786,10000,20313617,settlement_date_lag_pair
matern,decision_rule,event_day_open,squared_standardised_residual,365,1,0.18773862354459314,circular_moving_block_lag_pairs,3,364,True,0.18510809736704123,-0.0026305261775519118,0.07288441381637681,0.3071086923090732,10000,20313706,settlement_date_lag_pair
matern,decision_rule,event_day_open,squared_standardised_residual,365,1,0.18773862354459314,circular_moving_block_lag_pairs,5,364,True,0.18432510356678142,-0.0034135199778117242,0.06992819753964129,0.30976265276638426,10000,20313708,settlement_date_lag_pair
matern,decision_rule,event_day_open,squared_standardised_residual,365,1,0.18773862354459314,circular_moving_block_lag_pairs,7,364,True,0.18119994037206613,-0.00653868317252701,0.07053067614117045,0.30099012025457433,10000,20313710,settlement_date_lag_pair
matern,decision_rule,event_day_open,squared_standardised_residual,365,1,0.18773862354459314,circular_moving_block_lag_pairs,14,364,True,0.18221905994369747,-0.005519563600895672,0.07318860451608461,0.2947826919974892,10000,20313717,settlement_date_lag_pair
