model,scope_type,scope_value,rows,dates,mean_pit,variance_pit,variance_error_from_uniform,mean_absolute_deviation_from_half,ks_statistic,ks_nominal_iid_p_value,cramer_von_mises_statistic,cramer_von_mises_nominal_iid_p_value,ten_bin_chi_square,ten_bin_nominal_iid_p_value,p_value_interpretation
rbf,overall,all_dates,1460,365,0.4808956114872839,0.09218007950361272,0.00884674617027939,0.2677418092706878,0.05697118827900077,0.00014660568524446895,1.1686370879164982,0.0009927631868806852,28.438356164383563,0.0008055428217304703,Nominal IID diagnostics only; date clustering and serial dependence are assessed separately.
rbf,decision_rule,24h_prior,365,365,0.49673652722501366,0.09502387513357281,0.011690541800239485,0.2726854420856041,0.05586364992128434,0.19722608219531013,0.2562666290782665,0.1805397116796693,14.917808219178083,0.09321852692263095,Nominal IID diagnostics only; date clustering and serial dependence are assessed separately.
rbf,decision_rule,12h_prior,365,365,0.47179697109070384,0.09234977886157102,0.009016445528237688,0.2676451933176351,0.07294235404438937,0.03909290507224816,0.47444296828319393,0.046222490574550856,9.931506849315069,0.35605856364413635,Nominal IID diagnostics only; date clustering and serial dependence are assessed separately.
rbf,decision_rule,6h_prior,365,365,0.47615847600574357,0.0921294644706939,0.008796131137360566,0.26759215701106065,0.07052417542275596,0.05046275293312674,0.3619338020719196,0.09123788359847107,7.9589041095890405,0.5382929620278292,Nominal IID diagnostics only; date clustering and serial dependence are assessed separately.
rbf,decision_rule,event_day_open,365,365,0.47889047162767456,0.08961575506369872,0.0062824217303653895,0.2630444446684513,0.062098684444938934,0.11483797134641638,0.3223058804422664,0.11708269447022068,6.1506849315068495,0.7247475149110167,Nominal IID diagnostics only; date clustering and serial dependence are assessed separately.
matern,overall,all_dates,1460,365,0.48757695472860396,0.08915746166983668,0.005824128336503351,0.2616561199513836,0.034307128785752816,0.06285552004653294,0.5113982428040402,0.03725550216855955,14.10958904109589,0.11847998644282638,Nominal IID diagnostics only; date clustering and serial dependence are assessed separately.
matern,decision_rule,24h_prior,365,365,0.4966565181447519,0.0930142634300849,0.00968093009675157,0.2688264910719264,0.05041542237175567,0.30141274988833544,0.18218969588056255,0.3048897907441618,8.17808219178082,0.5163043682088906,Nominal IID diagnostics only; date clustering and serial dependence are assessed separately.
matern,decision_rule,12h_prior,365,365,0.47828086552955895,0.08950646510675439,0.006173131773421062,0.26142620327892796,0.050751545407892396,0.29402624266681887,0.2655930641461722,0.16955562940598656,7.465753424657533,0.5887462220931798,Nominal IID diagnostics only; date clustering and serial dependence are assessed separately.
matern,decision_rule,6h_prior,365,365,0.48279966010377473,0.08895078451779805,0.005617451184464717,0.26085372234990406,0.043558168319794255,0.47947230674073016,0.1699580487144382,0.3342062739786025,5.602739726027397,0.7789246071342395,Nominal IID diagnostics only; date clustering and serial dependence are assessed separately.
matern,decision_rule,event_day_open,365,365,0.4925707751363302,0.08567593623645572,0.0023426029031223955,0.25551806310477604,0.03226726492138121,0.8296722634393885,0.07905667681703955,0.6976241191508321,4.013698630136987,0.910508602862926,Nominal IID diagnostics only; date clustering and serial dependence are assessed separately.
