model,scope_type,scope_value,series,dates,lag1_autocorrelation,ljung_box_q7,ljung_box_q7_nominal_iid_p_value,ljung_box_q14,ljung_box_q14_nominal_iid_p_value,p_value_interpretation
rbf,overall,all_dates,standardised_residual,365,0.5181000732221739,275.14596965101407,1.2175156648987602e-55,375.61951230645747,1.714978468199028e-71,Nominal IID Ljung-Box reference; moving-block intervals are the dependence sensitivity.
rbf,overall,all_dates,absolute_standardised_residual,365,0.2230812862689948,34.9695438101952,1.133280127809377e-05,46.302205403243505,2.502089723063367e-05,Nominal IID Ljung-Box reference; moving-block intervals are the dependence sensitivity.
rbf,overall,all_dates,squared_standardised_residual,365,0.22094136868512002,30.741361278131954,6.938669567832486e-05,44.59421091866291,4.7462854114458014e-05,Nominal IID Ljung-Box reference; moving-block intervals are the dependence sensitivity.
rbf,decision_rule,24h_prior,standardised_residual,365,0.5011477239243145,274.4310170958958,1.729498795012749e-55,377.0898745809802,8.415863089677538e-72,Nominal IID Ljung-Box reference; moving-block intervals are the dependence sensitivity.
rbf,decision_rule,24h_prior,absolute_standardised_residual,365,0.2271625943420332,31.646101403905714,4.723290991330671e-05,43.33124703890379,7.582168236753035e-05,Nominal IID Ljung-Box reference; moving-block intervals are the dependence sensitivity.
rbf,decision_rule,24h_prior,squared_standardised_residual,365,0.30847182718958144,54.293259538041475,2.0577700293807932e-09,63.943915526889754,2.3592390500792073e-08,Nominal IID Ljung-Box reference; moving-block intervals are the dependence sensitivity.
rbf,decision_rule,12h_prior,standardised_residual,365,0.48174368441502824,229.34418506725802,6.840680172905737e-46,317.2768400961886,2.923893106025667e-59,Nominal IID Ljung-Box reference; moving-block intervals are the dependence sensitivity.
rbf,decision_rule,12h_prior,absolute_standardised_residual,365,0.1905624118923654,26.64640868228513,0.0003858065303003121,34.18411931066934,0.0019383967517389163,Nominal IID Ljung-Box reference; moving-block intervals are the dependence sensitivity.
rbf,decision_rule,12h_prior,squared_standardised_residual,365,0.1867806871133287,22.01860697457644,0.0025217178411274517,35.579619581073445,0.0012057520758410318,Nominal IID Ljung-Box reference; moving-block intervals are the dependence sensitivity.
rbf,decision_rule,6h_prior,standardised_residual,365,0.4868408112490928,234.74015124635207,4.879897459485964e-47,312.72896397406964,2.6070156991080765e-58,Nominal IID Ljung-Box reference; moving-block intervals are the dependence sensitivity.
