model,scope_type,scope_value,series,lag_days,autocorrelation,dates
matern,decision_rule,6h_prior,squared_standardised_residual,11,-0.06609414714159174,365
matern,decision_rule,6h_prior,squared_standardised_residual,12,-0.011434733342205666,365
matern,decision_rule,6h_prior,squared_standardised_residual,13,0.058643504541555175,365
matern,decision_rule,6h_prior,squared_standardised_residual,14,0.1497273228890231,365
matern,decision_rule,event_day_open,standardised_residual,1,0.4639895439185345,365
matern,decision_rule,event_day_open,standardised_residual,2,0.26334142845665437,365
matern,decision_rule,event_day_open,standardised_residual,3,0.28225531334584164,365
matern,decision_rule,event_day_open,standardised_residual,4,0.24433214370006448,365
matern,decision_rule,event_day_open,standardised_residual,5,0.20412413802585364,365
matern,decision_rule,event_day_open,standardised_residual,6,0.1951731320252857,365
matern,decision_rule,event_day_open,standardised_residual,7,0.12900236157238618,365
matern,decision_rule,event_day_open,standardised_residual,8,0.13405571107420466,365
matern,decision_rule,event_day_open,standardised_residual,9,0.1559944016201034,365
matern,decision_rule,event_day_open,standardised_residual,10,0.13228369834468834,365
matern,decision_rule,event_day_open,standardised_residual,11,0.11327087578137168,365
matern,decision_rule,event_day_open,standardised_residual,12,0.13734252603327463,365
matern,decision_rule,event_day_open,standardised_residual,13,0.1880321431900262,365
matern,decision_rule,event_day_open,standardised_residual,14,0.13449932706573006,365
matern,decision_rule,event_day_open,absolute_standardised_residual,1,0.2150905229470828,365
matern,decision_rule,event_day_open,absolute_standardised_residual,2,0.10523589469740381,365
matern,decision_rule,event_day_open,absolute_standardised_residual,3,0.1300145170216451,365
matern,decision_rule,event_day_open,absolute_standardised_residual,4,0.016648108784832062,365
matern,decision_rule,event_day_open,absolute_standardised_residual,5,0.05009642928542851,365
matern,decision_rule,event_day_open,absolute_standardised_residual,6,0.028957675867767277,365
matern,decision_rule,event_day_open,absolute_standardised_residual,7,0.05881030635966206,365
matern,decision_rule,event_day_open,absolute_standardised_residual,8,-0.012012574041453781,365
matern,decision_rule,event_day_open,absolute_standardised_residual,9,0.039991106997194804,365
matern,decision_rule,event_day_open,absolute_standardised_residual,10,0.08176147365137623,365
matern,decision_rule,event_day_open,absolute_standardised_residual,11,0.049422965605849564,365
matern,decision_rule,event_day_open,absolute_standardised_residual,12,0.040815443944698944,365
matern,decision_rule,event_day_open,absolute_standardised_residual,13,0.037479736863902914,365
matern,decision_rule,event_day_open,absolute_standardised_residual,14,0.09299657956021896,365
matern,decision_rule,event_day_open,squared_standardised_residual,1,0.18773862354459314,365
matern,decision_rule,event_day_open,squared_standardised_residual,2,0.0809811999553668,365
matern,decision_rule,event_day_open,squared_standardised_residual,3,0.120708541691114,365
matern,decision_rule,event_day_open,squared_standardised_residual,4,0.03849318841036686,365
matern,decision_rule,event_day_open,squared_standardised_residual,5,0.08697778167766178,365
matern,decision_rule,event_day_open,squared_standardised_residual,6,0.008018307832152894,365
matern,decision_rule,event_day_open,squared_standardised_residual,7,0.07041382104708628,365
matern,decision_rule,event_day_open,squared_standardised_residual,8,-0.019452459285193888,365
matern,decision_rule,event_day_open,squared_standardised_residual,9,0.034330994236889845,365
matern,decision_rule,event_day_open,squared_standardised_residual,10,0.07059818441832812,365
matern,decision_rule,event_day_open,squared_standardised_residual,11,0.017208953899181444,365
matern,decision_rule,event_day_open,squared_standardised_residual,12,0.0060021973819553345,365
matern,decision_rule,event_day_open,squared_standardised_residual,13,0.059697690570194896,365
matern,decision_rule,event_day_open,squared_standardised_residual,14,0.06988145220333546,365
