scope,scope_value,comparison,first_model,second_model,difference_definition,dates,mean_difference_c,bootstrap_lower_95_c,bootstrap_upper_95_c,bootstrap_probability_first_lower_crps,bootstrap_replications,bootstrap_unit,seed
decision_rule,event_day_open,matern32_minus_rbf,matern32,rbf,first model CRPS minus second model CRPS,365,-0.01842069482668785,-0.02938617327975287,-0.008077821238774872,0.9996,10000,target_date,20265522
validation_block,fold_01,static_minus_raw,static_gaussian,raw_point,first model CRPS minus second model CRPS,91,-0.9926602623576123,-1.1945211263470465,-0.7849328707164059,1.0,10000,target_date,20264867
validation_block,fold_01,rbf_minus_static,rbf,static_gaussian,first model CRPS minus second model CRPS,91,0.0278150196826073,0.0030236513225995075,0.055060555463552555,0.0142,10000,target_date,20264851
validation_block,fold_01,matern32_minus_static,matern32,static_gaussian,first model CRPS minus second model CRPS,91,0.03480007370598971,0.010649922756096938,0.0599398040951919,0.0022,10000,target_date,20265285
validation_block,fold_01,matern32_minus_rbf,matern32,rbf,first model CRPS minus second model CRPS,91,0.006985054023382413,-0.0032031414123199053,0.0168638831227437,0.0872,10000,target_date,20264951
validation_block,fold_02,static_minus_raw,static_gaussian,raw_point,first model CRPS minus second model CRPS,91,-1.5156832372885929,-1.6765294740684689,-1.346779638476857,1.0,10000,target_date,20264868
validation_block,fold_02,rbf_minus_static,rbf,static_gaussian,first model CRPS minus second model CRPS,91,-0.04612844696515809,-0.07517522162093819,-0.018796672852213182,0.9999,10000,target_date,20264852
validation_block,fold_02,matern32_minus_static,matern32,static_gaussian,first model CRPS minus second model CRPS,91,-0.06124140064934548,-0.09412227361556592,-0.030296835436711522,0.9998,10000,target_date,20265286
validation_block,fold_02,matern32_minus_rbf,matern32,rbf,first model CRPS minus second model CRPS,91,-0.015112953684187384,-0.022793148325195457,-0.007241397769617585,1.0,10000,target_date,20264952
validation_block,fold_03,static_minus_raw,static_gaussian,raw_point,first model CRPS minus second model CRPS,91,-0.6038688931993991,-0.836907010270257,-0.36299115741384524,1.0,10000,target_date,20264869
validation_block,fold_03,rbf_minus_static,rbf,static_gaussian,first model CRPS minus second model CRPS,91,-0.047510468224275085,-0.10923860386997435,0.00962884272447794,0.9448,10000,target_date,20264853
validation_block,fold_03,matern32_minus_static,matern32,static_gaussian,first model CRPS minus second model CRPS,91,-0.04146547663897201,-0.10620558088181958,0.018260934921437395,0.907,10000,target_date,20265287
validation_block,fold_03,matern32_minus_rbf,matern32,rbf,first model CRPS minus second model CRPS,91,0.006044991585303094,-0.0016323391066767185,0.01377030434051314,0.0595,10000,target_date,20264953
validation_block,fold_04,static_minus_raw,static_gaussian,raw_point,first model CRPS minus second model CRPS,92,-0.23014414656426202,-0.42096628238047107,-0.04761018652184225,0.9934,10000,target_date,20264870
validation_block,fold_04,rbf_minus_static,rbf,static_gaussian,first model CRPS minus second model CRPS,92,-0.07054891625373667,-0.10009003217313049,-0.045154877266896216,1.0,10000,target_date,20264854
validation_block,fold_04,matern32_minus_static,matern32,static_gaussian,first model CRPS minus second model CRPS,92,-0.12491078284189541,-0.16330216101604886,-0.0887104497464643,1.0,10000,target_date,20265288
validation_block,fold_04,matern32_minus_rbf,matern32,rbf,first model CRPS minus second model CRPS,92,-0.054361866588158746,-0.07265132938336359,-0.03678701744731631,1.0,10000,target_date,20264954
rule_by_validation_block,12h_prior|fold_01,static_minus_raw,static_gaussian,raw_point,first model CRPS minus second model CRPS,91,-1.003816979144213,-1.2225381600468712,-0.7862424539910464,1.0,10000,target_date,20266694
rule_by_validation_block,12h_prior|fold_01,rbf_minus_static,rbf,static_gaussian,first model CRPS minus second model CRPS,91,0.03056001149045869,-0.00285421956763453,0.06674724442975533,0.0384,10000,target_date,20266678
rule_by_validation_block,12h_prior|fold_01,matern32_minus_static,matern32,static_gaussian,first model CRPS minus second model CRPS,91,0.03730635407945477,0.0044323234330963844,0.07387178046141454,0.013,10000,target_date,20267112
rule_by_validation_block,12h_prior|fold_01,matern32_minus_rbf,matern32,rbf,first model CRPS minus second model CRPS,91,0.006746342588996082,-0.003615214929653227,0.017018365352874956,0.0988,10000,target_date,20266778
rule_by_validation_block,24h_prior|fold_01,static_minus_raw,static_gaussian,raw_point,first model CRPS minus second model CRPS,91,-0.9644056654946176,-1.1913330828329616,-0.7361017843139672,1.0,10000,target_date,20266697
rule_by_validation_block,24h_prior|fold_01,rbf_minus_static,rbf,static_gaussian,first model CRPS minus second model CRPS,91,0.025745806983674964,-0.003156141944761175,0.06073445114718246,0.0427,10000,target_date,20266681
rule_by_validation_block,24h_prior|fold_01,matern32_minus_static,matern32,static_gaussian,first model CRPS minus second model CRPS,91,0.020644783219247655,-0.0004946773616219097,0.04601845604477945,0.0292,10000,target_date,20267115
rule_by_validation_block,24h_prior|fold_01,matern32_minus_rbf,matern32,rbf,first model CRPS minus second model CRPS,91,-0.005101023764427311,-0.013794843618172674,0.0024004033105694974,0.8934,10000,target_date,20266781
rule_by_validation_block,6h_prior|fold_01,static_minus_raw,static_gaussian,raw_point,first model CRPS minus second model CRPS,91,-1.0370734150856007,-1.2510144825025806,-0.8174530727660054,1.0,10000,target_date,20266649
rule_by_validation_block,6h_prior|fold_01,rbf_minus_static,rbf,static_gaussian,first model CRPS minus second model CRPS,91,0.02882956433417205,-0.004117700076122542,0.06390842516019968,0.0418,10000,target_date,20266633
rule_by_validation_block,6h_prior|fold_01,matern32_minus_static,matern32,static_gaussian,first model CRPS minus second model CRPS,91,0.035542838507463,0.002595252476512862,0.06988052926435971,0.0177,10000,target_date,20267067
rule_by_validation_block,6h_prior|fold_01,matern32_minus_rbf,matern32,rbf,first model CRPS minus second model CRPS,91,0.0067132741732909545,-0.00464650720982465,0.017767558050611764,0.1162,10000,target_date,20266733
rule_by_validation_block,event_day_open|fold_01,static_minus_raw,static_gaussian,raw_point,first model CRPS minus second model CRPS,91,-0.9653449897060172,-1.175745243776054,-0.749773901209688,1.0,10000,target_date,20267328
rule_by_validation_block,event_day_open|fold_01,rbf_minus_static,rbf,static_gaussian,first model CRPS minus second model CRPS,91,0.02612469592212342,0.0029235944835917563,0.05180631404026103,0.0122,10000,target_date,20267312
rule_by_validation_block,event_day_open|fold_01,matern32_minus_static,matern32,static_gaussian,first model CRPS minus second model CRPS,91,0.04570631901779337,0.013137386193787452,0.0796218159495908,0.0029,10000,target_date,20267746
rule_by_validation_block,event_day_open|fold_01,matern32_minus_rbf,matern32,rbf,first model CRPS minus second model CRPS,91,0.019581623095669947,0.00022682683961542847,0.03799831514445024,0.0241,10000,target_date,20267412
rule_by_validation_block,12h_prior|fold_02,static_minus_raw,static_gaussian,raw_point,first model CRPS minus second model CRPS,91,-1.5104707853024515,-1.6732104898123923,-1.3353098216424184,1.0,10000,target_date,20266695
rule_by_validation_block,12h_prior|fold_02,rbf_minus_static,rbf,static_gaussian,first model CRPS minus second model CRPS,91,-0.04983842618525831,-0.08448666888277179,-0.017131303117612542,0.9991,10000,target_date,20266679
rule_by_validation_block,12h_prior|fold_02,matern32_minus_static,matern32,static_gaussian,first model CRPS minus second model CRPS,91,-0.06491627895684374,-0.10202871332799578,-0.027761972971494072,0.9997,10000,target_date,20267113
rule_by_validation_block,12h_prior|fold_02,matern32_minus_rbf,matern32,rbf,first model CRPS minus second model CRPS,91,-0.015077852771585427,-0.024962717206089197,-0.005283094644641386,0.9982,10000,target_date,20266779
rule_by_validation_block,24h_prior|fold_02,static_minus_raw,static_gaussian,raw_point,first model CRPS minus second model CRPS,91,-1.5124431064299309,-1.6907605267220907,-1.3245645873943972,1.0,10000,target_date,20266698
rule_by_validation_block,24h_prior|fold_02,rbf_minus_static,rbf,static_gaussian,first model CRPS minus second model CRPS,91,-0.009988696146138744,-0.0230915277196925,-0.00020517368310301999,0.9772,10000,target_date,20266682
rule_by_validation_block,24h_prior|fold_02,matern32_minus_static,matern32,static_gaussian,first model CRPS minus second model CRPS,91,-0.020753476449339843,-0.038132893791919024,-0.0059835503396513815,0.9981,10000,target_date,20267116
rule_by_validation_block,24h_prior|fold_02,matern32_minus_rbf,matern32,rbf,first model CRPS minus second model CRPS,91,-0.010764780303201101,-0.017857714481145905,-0.00428009878654317,0.9997,10000,target_date,20266782
rule_by_validation_block,6h_prior|fold_02,static_minus_raw,static_gaussian,raw_point,first model CRPS minus second model CRPS,91,-1.5448216494156446,-1.7085130619439857,-1.3717694739819215,1.0,10000,target_date,20266650
rule_by_validation_block,6h_prior|fold_02,rbf_minus_static,rbf,static_gaussian,first model CRPS minus second model CRPS,91,-0.04965636737215009,-0.08337946280684215,-0.01841557865628302,0.9993,10000,target_date,20266634
rule_by_validation_block,6h_prior|fold_02,matern32_minus_static,matern32,static_gaussian,first model CRPS minus second model CRPS,91,-0.06600930536075797,-0.10171109220253301,-0.0311366450850637,0.9997,10000,target_date,20267068
rule_by_validation_block,6h_prior|fold_02,matern32_minus_rbf,matern32,rbf,first model CRPS minus second model CRPS,91,-0.01635293798860786,-0.026520271849819258,-0.0063311488770418705,0.9992,10000,target_date,20266734
rule_by_validation_block,event_day_open|fold_02,static_minus_raw,static_gaussian,raw_point,first model CRPS minus second model CRPS,91,-1.4949974080063446,-1.6537324991426927,-1.3205688069881447,1.0,10000,target_date,20267329
rule_by_validation_block,event_day_open|fold_02,rbf_minus_static,rbf,static_gaussian,first model CRPS minus second model CRPS,91,-0.07503029815708527,-0.12285164491321797,-0.031354400159797784,0.9996,10000,target_date,20267313
rule_by_validation_block,event_day_open|fold_02,matern32_minus_static,matern32,static_gaussian,first model CRPS minus second model CRPS,91,-0.0932865418304404,-0.14280766121826372,-0.045788034323874446,0.9998,10000,target_date,20267747
rule_by_validation_block,event_day_open|fold_02,matern32_minus_rbf,matern32,rbf,first model CRPS minus second model CRPS,91,-0.01825624367335514,-0.02987874766778325,-0.006704141246422094,0.9988,10000,target_date,20267413
rule_by_validation_block,12h_prior|fold_03,static_minus_raw,static_gaussian,raw_point,first model CRPS minus second model CRPS,91,-0.6103601478565706,-0.8609821502376838,-0.3642773854901377,1.0,10000,target_date,20266696
rule_by_validation_block,12h_prior|fold_03,rbf_minus_static,rbf,static_gaussian,first model CRPS minus second model CRPS,91,-0.06266785147166701,-0.1396958633307566,0.008197115175150727,0.9589,10000,target_date,20266680
rule_by_validation_block,12h_prior|fold_03,matern32_minus_static,matern32,static_gaussian,first model CRPS minus second model CRPS,91,-0.05123569060333531,-0.12768413261183661,0.01991272574493734,0.9179,10000,target_date,20267114
rule_by_validation_block,12h_prior|fold_03,matern32_minus_rbf,matern32,rbf,first model CRPS minus second model CRPS,91,0.011432160868331685,0.0032801403982813246,0.01970349465905761,0.0035,10000,target_date,20266780
rule_by_validation_block,24h_prior|fold_03,static_minus_raw,static_gaussian,raw_point,first model CRPS minus second model CRPS,91,-0.6181395700242677,-0.8644268462609319,-0.3666593155422139,1.0,10000,target_date,20266699
rule_by_validation_block,24h_prior|fold_03,rbf_minus_static,rbf,static_gaussian,first model CRPS minus second model CRPS,91,-0.04981417543562541,-0.09800400207817267,-0.007999893025617507,0.9918,10000,target_date,20266683
rule_by_validation_block,24h_prior|fold_03,matern32_minus_static,matern32,static_gaussian,first model CRPS minus second model CRPS,91,-0.05676747701772716,-0.10835681899058391,-0.01106425657112536,0.9929,10000,target_date,20267117
rule_by_validation_block,24h_prior|fold_03,matern32_minus_rbf,matern32,rbf,first model CRPS minus second model CRPS,91,-0.006953301582101736,-0.014943353628779672,0.0011654225229119253,0.9544,10000,target_date,20266783
rule_by_validation_block,6h_prior|fold_03,static_minus_raw,static_gaussian,raw_point,first model CRPS minus second model CRPS,91,-0.5717447698922784,-0.8239406716820872,-0.3201792838192756,1.0,10000,target_date,20266651
rule_by_validation_block,6h_prior|fold_03,rbf_minus_static,rbf,static_gaussian,first model CRPS minus second model CRPS,91,-0.038059746311999404,-0.1131294388216506,0.03685695190652552,0.8393,10000,target_date,20266635
rule_by_validation_block,6h_prior|fold_03,matern32_minus_static,matern32,static_gaussian,first model CRPS minus second model CRPS,91,-0.025491019179730606,-0.10220640402564836,0.04953065773822945,0.7488,10000,target_date,20267069
rule_by_validation_block,6h_prior|fold_03,matern32_minus_rbf,matern32,rbf,first model CRPS minus second model CRPS,91,0.012568727132268788,0.004165110240111078,0.020928646847201388,0.0017,10000,target_date,20266735
rule_by_validation_block,event_day_open|fold_03,static_minus_raw,static_gaussian,raw_point,first model CRPS minus second model CRPS,91,-0.6152310850244792,-0.8478749556647215,-0.3767388505620359,1.0,10000,target_date,20267330
rule_by_validation_block,event_day_open|fold_03,rbf_minus_static,rbf,static_gaussian,first model CRPS minus second model CRPS,91,-0.03950009967780855,-0.09772413393937111,0.01627703531987217,0.9166,10000,target_date,20267314
rule_by_validation_block,event_day_open|fold_03,matern32_minus_static,matern32,static_gaussian,first model CRPS minus second model CRPS,91,-0.032367719755094906,-0.09708855912008163,0.029712449922812294,0.8467,10000,target_date,20267748
rule_by_validation_block,event_day_open|fold_03,matern32_minus_rbf,matern32,rbf,first model CRPS minus second model CRPS,91,0.007132379922713644,-0.004439123533425828,0.01871025733578237,0.1092,10000,target_date,20267414
rule_by_validation_block,12h_prior|fold_04,static_minus_raw,static_gaussian,raw_point,first model CRPS minus second model CRPS,92,-0.1844282246890503,-0.39208491580686183,0.0164735515190258,0.9654,10000,target_date,20266697
rule_by_validation_block,12h_prior|fold_04,rbf_minus_static,rbf,static_gaussian,first model CRPS minus second model CRPS,92,-0.08323116958379043,-0.11826790393517513,-0.052358529313147065,1.0,10000,target_date,20266681
rule_by_validation_block,12h_prior|fold_04,matern32_minus_static,matern32,static_gaussian,first model CRPS minus second model CRPS,92,-0.13858565617153354,-0.18380937267158012,-0.09605505455894396,1.0,10000,target_date,20267115
rule_by_validation_block,12h_prior|fold_04,matern32_minus_rbf,matern32,rbf,first model CRPS minus second model CRPS,92,-0.055354486587743064,-0.07579435088946215,-0.03576760773851886,1.0,10000,target_date,20266781
rule_by_validation_block,24h_prior|fold_04,static_minus_raw,static_gaussian,raw_point,first model CRPS minus second model CRPS,92,-0.32006011326495726,-0.5389132385310244,-0.1078073267146956,0.9989,10000,target_date,20266700
rule_by_validation_block,24h_prior|fold_04,rbf_minus_static,rbf,static_gaussian,first model CRPS minus second model CRPS,92,-0.043680733157902704,-0.06460989397014477,-0.024342102407379617,1.0,10000,target_date,20266684
rule_by_validation_block,24h_prior|fold_04,matern32_minus_static,matern32,static_gaussian,first model CRPS minus second model CRPS,92,-0.06710175805414316,-0.0945352568500049,-0.0426423406016006,1.0,10000,target_date,20267118
rule_by_validation_block,24h_prior|fold_04,matern32_minus_rbf,matern32,rbf,first model CRPS minus second model CRPS,92,-0.023421024896240455,-0.03237088427649449,-0.01505547244421284,1.0,10000,target_date,20266784
rule_by_validation_block,6h_prior|fold_04,static_minus_raw,static_gaussian,raw_point,first model CRPS minus second model CRPS,92,-0.21517540723289635,-0.4252413022781372,-0.011592381477703471,0.9803,10000,target_date,20266652
rule_by_validation_block,6h_prior|fold_04,rbf_minus_static,rbf,static_gaussian,first model CRPS minus second model CRPS,92,-0.07572457766775714,-0.10652017627096791,-0.04898409054859779,1.0,10000,target_date,20266636
rule_by_validation_block,6h_prior|fold_04,matern32_minus_static,matern32,static_gaussian,first model CRPS minus second model CRPS,92,-0.1329486008827275,-0.17487536048902672,-0.09255407731370871,1.0,10000,target_date,20267070
rule_by_validation_block,6h_prior|fold_04,matern32_minus_rbf,matern32,rbf,first model CRPS minus second model CRPS,92,-0.05722402321497039,-0.07879492124699751,-0.036096098955349966,1.0,10000,target_date,20266736
rule_by_validation_block,event_day_open|fold_04,static_minus_raw,static_gaussian,raw_point,first model CRPS minus second model CRPS,92,-0.20091284107014462,-0.4065062021176549,-0.005109732144884467,0.977,10000,target_date,20267331
rule_by_validation_block,event_day_open|fold_04,rbf_minus_static,rbf,static_gaussian,first model CRPS minus second model CRPS,92,-0.07955918460549646,-0.11487649181100906,-0.04824405344383791,1.0,10000,target_date,20267315
rule_by_validation_block,event_day_open|fold_04,matern32_minus_static,matern32,static_gaussian,first model CRPS minus second model CRPS,92,-0.16100711625917746,-0.21518747904802876,-0.11097499816282082,1.0,10000,target_date,20267749
rule_by_validation_block,event_day_open|fold_04,matern32_minus_rbf,matern32,rbf,first model CRPS minus second model CRPS,92,-0.08144793165368103,-0.11191051149070015,-0.05182240933988274,1.0,10000,target_date,20267415
