model,observations,dates_x,decision_rules,mean_crps_c,median_crps_c,mean_absolute_temperature_error_c,dates_y,mean_date_crps_c,median_date_crps_c,legacy_mean_date_crps_c,analytical_minus_legacy_crps_c
matern32,1460,365,4,0.8633399989580595,0.6347657693196174,1.2305935385786986,365,0.8633399989580595,0.6436584102772869,0.8633399989586301,-5.706546346573305e-13
raw_point,1460,365,4,1.7456849315068492,1.5,1.7456849315068492,365,1.7456849315068492,1.5,,
rbf,1460,365,4,0.8775614684402,0.6377067061187482,1.253819843777808,365,0.8775614684402,0.6601472886338768,0.8775614684388356,1.3643530749618549e-12
static_gaussian,1460,365,4,0.9117545500469533,0.7014746064037102,1.309503869423664,365,0.9117545500469533,0.6943464411499986,,
