model,scope,scope_value,nominal_coverage,rows,dates,decision_rules,empirical_coverage,coverage_error,bootstrap_lower_95_coverage,bootstrap_upper_95_coverage,bootstrap_lower_95_coverage_error,bootstrap_upper_95_coverage_error,mean_interval_width_c,median_interval_width_c,bootstrap_replications,bootstrap_unit
rbf,rule_by_validation_block,12h_prior|fold_01,0.8,91,91,1,0.7362637362637363,-0.06373626373626373,0.6373626373626373,0.8241758241758241,-0.16263736263736273,0.02417582417582409,3.5368259747098905,3.6143566716999977,10000,target_date
rbf,rule_by_validation_block,12h_prior|fold_01,0.9,91,91,1,0.8351648351648352,-0.06483516483516483,0.7582417582417582,0.9120879120879121,-0.1417582417582418,0.012087912087912045,4.539466993604396,4.638976565899998,10000,target_date
rbf,rule_by_validation_block,24h_prior|fold_01,0.5,91,91,1,0.37362637362637363,-0.12637362637362637,0.27472527472527475,0.4725274725274725,-0.22527472527472525,-0.027472527472527486,1.9538263158252747,1.964695998099998,10000,target_date
rbf,rule_by_validation_block,24h_prior|fold_01,0.8,91,91,1,0.7582417582417582,-0.04175824175824183,0.6703296703296703,0.8461538461538461,-0.12967032967032976,0.0461538461538461,3.7123309481351656,3.732983683599997,10000,target_date
rbf,rule_by_validation_block,24h_prior|fold_01,0.9,91,91,1,0.8461538461538461,-0.05384615384615388,0.7692307692307693,0.9120879120879121,-0.13076923076923075,0.012087912087912045,4.764725188326373,4.791232687299999,10000,target_date
rbf,rule_by_validation_block,6h_prior|fold_01,0.5,91,91,1,0.45054945054945056,-0.04945054945054944,0.3516483516483517,0.5604395604395604,-0.14835164835164832,0.06043956043956045,1.872803933349451,1.9156089423000005,10000,target_date
rbf,rule_by_validation_block,6h_prior|fold_01,0.8,91,91,1,0.7472527472527473,-0.05274725274725278,0.6593406593406593,0.8351648351648352,-0.14065934065934071,0.03516483516483515,3.558385893997802,3.6397167462000013,10000,target_date
rbf,rule_by_validation_block,6h_prior|fold_01,0.9,91,91,1,0.8461538461538461,-0.05384615384615388,0.7692307692307693,0.9120879120879121,-0.13076923076923075,0.012087912087912045,4.567138850441758,4.6715258692,10000,target_date
rbf,rule_by_validation_block,event_day_open|fold_01,0.5,91,91,1,0.38461538461538464,-0.11538461538461536,0.2857142857142857,0.4835164835164835,-0.2142857142857143,-0.01648351648351648,1.8048018063824178,1.8406435955999996,10000,target_date
rbf,rule_by_validation_block,event_day_open|fold_01,0.8,91,91,1,0.7362637362637363,-0.06373626373626373,0.6483516483516484,0.8241758241758241,-0.15164835164835166,0.02417582417582409,3.429179731471429,3.497280249100001,10000,target_date
rbf,rule_by_validation_block,event_day_open|fold_01,0.9,91,91,1,0.8461538461538461,-0.05384615384615388,0.7692307692307693,0.9120879120879121,-0.13076923076923075,0.012087912087912045,4.401304536173626,4.488710604300003,10000,target_date
rbf,rule_by_validation_block,12h_prior|fold_02,0.5,91,91,1,0.4065934065934066,-0.09340659340659341,0.3076923076923077,0.5054945054945055,-0.1923076923076923,0.005494505494505475,1.9302680861087909,1.9597079880000052,10000,target_date
rbf,rule_by_validation_block,12h_prior|fold_02,0.8,91,91,1,0.7252747252747253,-0.07472527472527479,0.6373626373626373,0.8131868131868132,-0.16263736263736273,0.01318681318681314,3.667569576773626,3.7235063087999976,10000,target_date
rbf,rule_by_validation_block,12h_prior|fold_02,0.9,91,91,1,0.8351648351648352,-0.06483516483516483,0.7582417582417582,0.9013736263736224,-0.1417582417582418,0.001373626373622372,4.707274590151648,4.779068608399996,10000,target_date
rbf,rule_by_validation_block,24h_prior|fold_02,0.5,91,91,1,0.34065934065934067,-0.15934065934065933,0.24175824175824176,0.43956043956043955,-0.2582417582417582,-0.06043956043956045,2.0352234366439563,2.040931322899997,10000,target_date
rbf,rule_by_validation_block,24h_prior|fold_02,0.8,91,91,1,0.6813186813186813,-0.1186813186813187,0.5824175824175825,0.7692307692307693,-0.2175824175824176,-0.03076923076923077,3.8669880167076913,3.8778331785999995,10000,target_date
rbf,rule_by_validation_block,24h_prior|fold_02,0.9,91,91,1,0.8241758241758241,-0.07582417582417589,0.7472527472527473,0.9010989010989011,-0.15274725274725276,0.001098901098901095,4.9632253868813185,4.9771450014999985,10000,target_date
rbf,rule_by_validation_block,6h_prior|fold_02,0.5,91,91,1,0.38461538461538464,-0.11538461538461536,0.2857142857142857,0.4835164835164835,-0.2142857142857143,-0.01648351648351648,1.9260008800164838,1.9526363323999973,10000,target_date
rbf,rule_by_validation_block,6h_prior|fold_02,0.8,91,91,1,0.7252747252747253,-0.07472527472527479,0.6263736263736264,0.8131868131868132,-0.17362637362637368,0.01318681318681314,3.6594617521011004,3.7100699425999935,10000,target_date
rbf,rule_by_validation_block,6h_prior|fold_02,0.9,91,91,1,0.8351648351648352,-0.06483516483516483,0.7582417582417582,0.9120879120879121,-0.1417582417582418,0.012087912087912045,4.696868309838461,4.761823219200004,10000,target_date
rbf,rule_by_validation_block,event_day_open|fold_02,0.5,91,91,1,0.42857142857142855,-0.07142857142857145,0.32967032967032966,0.5274725274725275,-0.17032967032967034,0.027472527472527486,1.851073548801099,1.8813064673,10000,target_date
rbf,rule_by_validation_block,event_day_open|fold_02,0.8,91,91,1,0.7362637362637363,-0.06373626373626373,0.6483516483516484,0.8241758241758241,-0.15164835164835166,0.02417582417582409,3.5170974855032964,3.574540973700003,10000,target_date
rbf,rule_by_validation_block,event_day_open|fold_02,0.9,91,91,1,0.9120879120879121,0.012087912087912045,0.8461538461538461,0.967032967032967,-0.05384615384615388,0.06703296703296702,4.514145751847253,4.5878736708000005,10000,target_date
rbf,rule_by_validation_block,12h_prior|fold_03,0.5,91,91,1,0.5054945054945055,0.005494505494505475,0.4065934065934066,0.6043956043956044,-0.09340659340659341,0.10439560439560436,1.9568419803824175,1.9962021247000017,10000,target_date
rbf,rule_by_validation_block,12h_prior|fold_03,0.8,91,91,1,0.8021978021978022,0.00219780219780219,0.7142857142857143,0.8791208791208791,-0.08571428571428574,0.07912087912087906,3.7180608048604395,3.7928463068000013,10000,target_date
rbf,rule_by_validation_block,12h_prior|fold_03,0.9,91,91,1,0.8571428571428571,-0.04285714285714293,0.7802197802197802,0.9230769230769231,-0.1197802197802198,0.023076923076923106,4.772079379818682,4.868065532399999,10000,target_date
rbf,rule_by_validation_block,24h_prior|fold_03,0.5,91,91,1,0.42857142857142855,-0.07142857142857145,0.32967032967032966,0.5274725274725275,-0.17032967032967034,0.027472527472527486,2.0727619134208797,2.0923975193000004,10000,target_date
rbf,rule_by_validation_block,24h_prior|fold_03,0.8,91,91,1,0.7912087912087912,-0.008791208791208871,0.7032967032967034,0.8681318681318682,-0.09670329670329669,0.06813186813186811,3.9383122936549446,3.9756205572999974,10000,target_date
rbf,rule_by_validation_block,24h_prior|fold_03,0.9,91,91,1,0.8681318681318682,-0.031868131868131866,0.7912087912087912,0.9340659340659341,-0.10879120879120885,0.034065934065934056,5.054769105258242,5.102653743299999,10000,target_date
rbf,rule_by_validation_block,6h_prior|fold_03,0.5,91,91,1,0.4945054945054945,-0.005494505494505475,0.38461538461538464,0.5934065934065934,-0.11538461538461536,0.09340659340659341,1.9469701120538456,1.9836353063000018,10000,target_date
rbf,rule_by_validation_block,6h_prior|fold_03,0.8,91,91,1,0.7912087912087912,-0.008791208791208871,0.7032967032967034,0.8681318681318682,-0.09670329670329669,0.06813186813186811,3.6993039470999998,3.7689689599000005,10000,target_date
rbf,rule_by_validation_block,6h_prior|fold_03,0.9,91,91,1,0.8241758241758241,-0.07582417582417589,0.7472527472527473,0.9010989010989011,-0.15274725274725276,0.001098901098901095,4.748005213492308,4.8374192894,10000,target_date
rbf,rule_by_validation_block,event_day_open|fold_03,0.5,91,91,1,0.4835164835164835,-0.01648351648351648,0.38461538461538464,0.5824175824175825,-0.11538461538461536,0.08241758241758246,1.8616240363593406,1.8975861420999998,10000,target_date
rbf,rule_by_validation_block,event_day_open|fold_03,0.8,91,91,1,0.7692307692307693,-0.03076923076923077,0.6813186813186813,0.8571428571428571,-0.1186813186813187,0.05714285714285705,3.53714374097033,3.6054728638999975,10000,target_date
rbf,rule_by_validation_block,event_day_open|fold_03,0.9,91,91,1,0.9230769230769231,0.023076923076923106,0.8681318681318682,0.978021978021978,-0.031868131868131866,0.07802197802197797,4.539874842183517,4.627574321899999,10000,target_date
rbf,rule_by_validation_block,12h_prior|fold_04,0.5,92,92,1,0.4782608695652174,-0.021739130434782594,0.3804347826086957,0.5760869565217391,-0.11956521739130432,0.07608695652173914,1.991006304673913,2.037962060549999,10000,target_date
rbf,rule_by_validation_block,12h_prior|fold_04,0.8,92,92,1,0.8043478260869565,0.004347826086956497,0.717391304347826,0.8804347826086957,-0.08260869565217399,0.08043478260869563,3.782974086745652,3.8721914876999985,10000,target_date
rbf,rule_by_validation_block,12h_prior|fold_04,0.9,92,92,1,0.9239130434782609,0.023913043478260843,0.8695652173913043,0.9782608695652174,-0.0304347826086957,0.07826086956521738,4.8553946751228265,4.969903969500001,10000,target_date
rbf,rule_by_validation_block,24h_prior|fold_04,0.5,92,92,1,0.4891304347826087,-0.010869565217391297,0.391304347826087,0.5978260869565217,-0.10869565217391303,0.09782608695652173,2.087534500841304,2.1087310192500013,10000,target_date
rbf,rule_by_validation_block,24h_prior|fold_04,0.8,92,92,1,0.8260869565217391,0.02608695652173909,0.75,0.9021739130434783,-0.050000000000000044,0.10217391304347823,3.9663806705695652,4.006654716750001,10000,target_date
rbf,rule_by_validation_block,24h_prior|fold_04,0.9,92,92,1,0.9130434782608695,0.01304347826086949,0.8478260869565217,0.967391304347826,-0.05217391304347829,0.06739130434782603,5.090794476981523,5.1424856557,10000,target_date
rbf,rule_by_validation_block,6h_prior|fold_04,0.5,92,92,1,0.5,0.0,0.40217391304347827,0.5978260869565217,-0.09782608695652173,0.09782608695652173,1.9856764833989133,2.028588805,10000,target_date
rbf,rule_by_validation_block,6h_prior|fold_04,0.8,92,92,1,0.8260869565217391,0.02608695652173909,0.75,0.9021739130434783,-0.050000000000000044,0.10217391304347823,3.7728472600641303,3.8543820097499992,10000,target_date
rbf,rule_by_validation_block,6h_prior|fold_04,0.9,92,92,1,0.9130434782608695,0.01304347826086949,0.8478260869565217,0.967391304347826,-0.05217391304347829,0.06739130434782603,4.842397033803262,4.9470457520999975,10000,target_date
rbf,rule_by_validation_block,event_day_open|fold_04,0.5,92,92,1,0.5108695652173914,0.010869565217391353,0.41304347826086957,0.6086956521739131,-0.08695652173913043,0.10869565217391308,1.8702048352021743,1.9056233475500015,10000,target_date
rbf,rule_by_validation_block,event_day_open|fold_04,0.8,92,92,1,0.8260869565217391,0.02608695652173909,0.75,0.9021739130434783,-0.050000000000000044,0.10217391304347823,3.5534475264402174,3.620743804850001,10000,target_date
rbf,rule_by_validation_block,event_day_open|fold_04,0.9,92,92,1,0.9021739130434783,0.0021739130434782483,0.8369565217391305,0.9565217391304348,-0.06304347826086953,0.05652173913043479,4.560800524306522,4.647174362500001,10000,target_date
matern32,overall,all,0.5,1460,365,4,0.4602739726027397,-0.03972602739726028,0.41712328767123286,0.5041095890410959,-0.08287671232876714,0.004109589041095929,1.9624239636100687,1.9771474567250014,10000,target_date
matern32,overall,all,0.8,1460,365,4,0.7828767123287671,-0.017123287671232945,0.7472602739726028,0.8178082191780822,-0.05273972602739729,0.017808219178082174,3.7286667471140413,3.7566418433500006,10000,target_date
matern32,overall,all,0.9,1460,365,4,0.8808219178082192,-0.019178082191780854,0.852054794520548,0.9082191780821918,-0.047945205479452024,0.008219178082191747,4.785691959323151,4.8215976066,10000,target_date
matern32,decision_rule,24h_prior,0.5,365,365,1,0.41643835616438357,-0.08356164383561643,0.36712328767123287,0.4684931506849315,-0.13287671232876713,-0.031506849315068475,2.04334593212411,2.0483926904,10000,target_date
matern32,decision_rule,24h_prior,0.8,365,365,1,0.7698630136986301,-0.03013698630136996,0.726027397260274,0.8136986301369863,-0.07397260273972606,0.013698630136986245,3.882421011588493,3.8920100097000017,10000,target_date
matern32,decision_rule,24h_prior,0.9,365,365,1,0.8712328767123287,-0.02876712328767128,0.8356164383561644,0.9041095890410958,-0.06438356164383563,0.004109589041095818,4.983033421329589,4.995340767199998,10000,target_date
matern32,decision_rule,12h_prior,0.5,365,365,1,0.473972602739726,-0.026027397260273977,0.42191780821917807,0.5260273972602739,-0.07808219178082193,0.02602739726027392,1.96477626991863,1.9892052479000029,10000,target_date
matern32,decision_rule,12h_prior,0.8,365,365,1,0.7863013698630137,-0.013698630136986356,0.7424657534246575,0.8273972602739726,-0.05753424657534256,0.0273972602739726,3.733136202479726,3.7795520229000026,10000,target_date
matern32,decision_rule,12h_prior,0.9,365,365,1,0.8684931506849315,-0.03150684931506853,0.8328767123287671,0.9013698630136986,-0.06712328767123288,0.001369863013698569,4.7914284431753424,4.851002503700002,10000,target_date
matern32,decision_rule,6h_prior,0.5,365,365,1,0.4767123287671233,-0.023287671232876728,0.4246575342465753,0.5287671232876713,-0.07534246575342468,0.02876712328767128,1.9648900033175343,1.9864431998,10000,target_date
matern32,decision_rule,6h_prior,0.8,365,365,1,0.7917808219178082,-0.008219178082191858,0.7479452054794521,0.8328767123287671,-0.05205479452054795,0.0328767123287671,3.7333522994876707,3.774304045000001,10000,target_date
matern32,decision_rule,6h_prior,0.9,365,365,1,0.863013698630137,-0.03698630136986303,0.8273972602739726,0.8986301369863013,-0.07260273972602738,-0.00136986301369868,4.791705800692055,4.844266797100001,10000,target_date
matern32,decision_rule,event_day_open,0.5,365,365,1,0.473972602739726,-0.026027397260273977,0.42191780821917807,0.5260273972602739,-0.07808219178082193,0.02602739726027392,1.87668364908,1.9093850154000016,10000,target_date
matern32,decision_rule,event_day_open,0.8,365,365,1,0.7835616438356164,-0.016438356164383605,0.7424657534246575,0.8246575342465754,-0.05753424657534256,0.024657534246575352,3.565757474900274,3.627891091099997,10000,target_date
matern32,decision_rule,event_day_open,0.9,365,365,1,0.9205479452054794,0.020547945205479423,0.8904109589041096,0.9452054794520548,-0.009589041095890427,0.045205479452054775,4.576600172095616,4.656347805099998,10000,target_date
matern32,validation_block,fold_01,0.5,364,91,4,0.3956043956043956,-0.10439560439560441,0.3131868131868132,0.47809065934065836,-0.18681318681318682,-0.021909340659341636,1.9075562707958793,1.942560801900001,10000,target_date
matern32,validation_block,fold_01,0.8,364,91,4,0.7417582417582418,-0.05824175824175826,0.6593406593406593,0.8159340659340659,-0.14065934065934071,0.015934065934065877,3.6244164192074173,3.690926120174998,10000,target_date
matern32,validation_block,fold_01,0.9,364,91,4,0.8461538461538461,-0.05384615384615388,0.7774725274725275,0.9093406593406593,-0.12252747252747254,0.009340659340659307,4.651888112034891,4.737252389024999,10000,target_date
matern32,validation_block,fold_02,0.5,364,91,4,0.40384615384615385,-0.09615384615384615,0.3159340659340659,0.489010989010989,-0.18406593406593408,-0.010989010989011005,1.9515831960925822,1.9776264824250003,10000,target_date
matern32,validation_block,fold_02,0.8,364,91,4,0.7417582417582418,-0.05824175824175826,0.6620879120879121,0.8159340659340659,-0.13791208791208798,0.015934065934065877,3.708068950670055,3.7575520071250033,10000,target_date
matern32,validation_block,fold_02,0.9,364,91,4,0.8708791208791209,-0.02912087912087913,0.8159340659340659,0.9230769230769231,-0.0840659340659341,0.023076923076923106,4.759254973797802,4.822765789175001,10000,target_date
matern32,validation_block,fold_03,0.5,364,91,4,0.48626373626373626,-0.013736263736263743,0.4010989010989011,0.5741758241758241,-0.09890109890109888,0.07417582417582413,1.9756423723214287,2.013106121649999,10000,target_date
matern32,validation_block,fold_03,0.8,364,91,4,0.7939560439560439,-0.0060439560439561335,0.7252747252747253,0.8571428571428571,-0.07472527472527479,0.05714285714285705,3.7537821359975276,3.824964428375001,10000,target_date
matern32,validation_block,fold_03,0.9,364,91,4,0.8681318681318682,-0.031868131868131866,0.8104395604395604,0.9203296703296703,-0.08956043956043958,0.020329670329670257,4.817927211971978,4.9092886952,10000,target_date
matern32,validation_block,fold_04,0.5,368,92,4,0.5543478260869565,0.05434782608695654,0.4673913043478261,0.6440217391304348,-0.03260869565217389,0.1440217391304348,2.0143434711910326,2.0562636719,10000,target_date
matern32,validation_block,fold_04,0.8,368,92,4,0.8532608695652174,0.05326086956521736,0.7907608695652174,0.9130434782608695,-0.009239130434782639,0.11304347826086947,3.827315431108695,3.9069651201125004,10000,target_date
matern32,validation_block,fold_04,0.9,368,92,4,0.9375,0.03749999999999998,0.8913043478260869,0.9755434782608695,-0.008695652173913104,0.07554347826086949,4.912306174486141,5.0145354436375005,10000,target_date
matern32,rule_by_validation_block,12h_prior|fold_01,0.5,91,91,1,0.42857142857142855,-0.07142857142857145,0.32967032967032966,0.5274725274725275,-0.17032967032967034,0.027472527472527486,1.911466973337363,1.9581773556000002,10000,target_date
matern32,rule_by_validation_block,12h_prior|fold_01,0.8,91,91,1,0.7472527472527473,-0.05274725274725278,0.6483516483516484,0.8351648351648352,-0.15164835164835166,0.03516483516483515,3.6318468760307696,3.7205980594000003,10000,target_date
matern32,rule_by_validation_block,12h_prior|fold_01,0.9,91,91,1,0.8241758241758241,-0.07582417582417589,0.7472527472527473,0.9010989010989011,-0.15274725274725276,0.001098901098901095,4.661425000108791,4.775335910599999,10000,target_date
matern32,rule_by_validation_block,24h_prior|fold_01,0.5,91,91,1,0.3626373626373626,-0.13736263736263737,0.26373626373626374,0.46153846153846156,-0.23626373626373626,-0.038461538461538436,1.9485037684868132,1.9546808295000027,10000,target_date
matern32,rule_by_validation_block,24h_prior|fold_01,0.8,91,91,1,0.7582417582417582,-0.04175824175824183,0.6703296703296703,0.8461538461538461,-0.12967032967032976,0.0461538461538461,3.7022179421483514,3.713954550799997,10000,target_date
matern32,rule_by_validation_block,24h_prior|fold_01,0.9,91,91,1,0.8571428571428571,-0.04285714285714293,0.7802197802197802,0.9230769230769231,-0.1197802197802198,0.023076923076923106,4.751745285658241,4.766809059799996,10000,target_date
matern32,rule_by_validation_block,6h_prior|fold_01,0.5,91,91,1,0.45054945054945056,-0.04945054945054944,0.3516483516483517,0.5494505494505495,-0.14835164835164832,0.0494505494505495,1.9264332322648354,1.9745298550000001,10000,target_date
matern32,rule_by_validation_block,6h_prior|fold_01,0.8,91,91,1,0.7582417582417582,-0.04175824175824183,0.6703296703296703,0.8461538461538461,-0.12967032967032976,0.0461538461538461,3.6602832348560437,3.7516683181999966,10000,target_date
matern32,rule_by_validation_block,6h_prior|fold_01,0.9,91,91,1,0.8351648351648352,-0.06483516483516483,0.7582417582417582,0.9120879120879121,-0.1417582417582418,0.012087912087912045,4.697922671545055,4.8152141562,10000,target_date
matern32,rule_by_validation_block,event_day_open|fold_01,0.5,91,91,1,0.34065934065934067,-0.15934065934065933,0.24175824175824176,0.43956043956043955,-0.2582417582417582,-0.06043956043956045,1.8438211090945054,1.885035182300001,10000,target_date
matern32,rule_by_validation_block,event_day_open|fold_01,0.8,91,91,1,0.7032967032967034,-0.09670329670329669,0.6043956043956044,0.7912087912087912,-0.1956043956043957,-0.008791208791208871,3.5033176237945054,3.5816256484999975,10000,target_date
matern32,rule_by_validation_block,event_day_open|fold_01,0.9,91,91,1,0.8681318681318682,-0.031868131868131866,0.7912087912087912,0.9340659340659341,-0.10879120879120885,0.034065934065934056,4.496459490827473,4.596966752499998,10000,target_date
matern32,rule_by_validation_block,12h_prior|fold_02,0.5,91,91,1,0.4175824175824176,-0.0824175824175824,0.31868131868131866,0.5164835164835165,-0.18131868131868134,0.016483516483516536,1.9506715506032966,1.9834304701,10000,target_date
matern32,rule_by_validation_block,12h_prior|fold_02,0.8,91,91,1,0.7472527472527473,-0.05274725274725278,0.6593406593406593,0.8351648351648352,-0.14065934065934071,0.03516483516483515,3.706336795802197,3.7685797649000037,10000,target_date
matern32,rule_by_validation_block,12h_prior|fold_02,0.9,91,91,1,0.8571428571428571,-0.04285714285714293,0.7802197802197802,0.9230769230769231,-0.1197802197802198,0.023076923076923106,4.757031777093406,4.836919762900003,10000,target_date
matern32,rule_by_validation_block,24h_prior|fold_02,0.5,91,91,1,0.3516483516483517,-0.14835164835164832,0.25274725274725274,0.45054945054945056,-0.24725274725274726,-0.04945054945054944,2.0401465118065936,2.048392685400003,10000,target_date
matern32,rule_by_validation_block,24h_prior|fold_02,0.8,91,91,1,0.6923076923076923,-0.10769230769230775,0.5934065934065934,0.7912087912087912,-0.20659340659340664,-0.008791208791208871,3.876342013184616,3.8920100002000027,10000,target_date
matern32,rule_by_validation_block,24h_prior|fold_02,0.9,91,91,1,0.8351648351648352,-0.06483516483516483,0.7582417582417582,0.9120879120879121,-0.1417582417582418,0.012087912087912045,4.975231111350549,4.995340755000001,10000,target_date
matern32,rule_by_validation_block,6h_prior|fold_02,0.5,91,91,1,0.4065934065934066,-0.09340659340659341,0.3076923076923077,0.5054945054945055,-0.1923076923076923,0.005494505494505475,1.9468224281153852,1.9776105342,10000,target_date
matern32,rule_by_validation_block,6h_prior|fold_02,0.8,91,91,1,0.7472527472527473,-0.05274725274725278,0.6593406593406593,0.8351648351648352,-0.14065934065934071,0.03516483516483515,3.6990233430087907,3.757521705000002,10000,target_date
matern32,rule_by_validation_block,6h_prior|fold_02,0.9,91,91,1,0.8571428571428571,-0.04285714285714293,0.7802197802197802,0.9230769230769231,-0.1197802197802198,0.023076923076923106,4.747645062056044,4.822726896899997,10000,target_date
matern32,rule_by_validation_block,event_day_open|fold_02,0.5,91,91,1,0.43956043956043955,-0.06043956043956045,0.34065934065934067,0.5384615384615384,-0.15934065934065933,0.038461538461538436,1.8686922938450545,1.9011303047999988,10000,target_date
