first_rule,second_rule,dates,signed_error_difference_definition,mean_signed_error_difference_c,signed_error_bootstrap_lower_95_c,signed_error_bootstrap_upper_95_c,absolute_error_difference_definition,mean_absolute_error_difference_c,absolute_error_bootstrap_lower_95_c,absolute_error_bootstrap_upper_95_c,bootstrap_replications,bootstrap_unit
24h_prior,12h_prior,730,first rule HKO-minus-forecast error minus second rule HKO-minus-forecast error,0.021643835616438317,-0.02959246575342475,0.07479452054794518,first rule absolute error minus second rule absolute error,0.06164383561643834,0.014791095890410924,0.10753767123287672,10000,target_date
24h_prior,6h_prior,730,first rule HKO-minus-forecast error minus second rule HKO-minus-forecast error,0.010821917808219138,-0.04136986301369863,0.0639760273972603,first rule absolute error minus second rule absolute error,0.05739726027397259,0.011506849315068525,0.10328767123287676,10000,target_date
24h_prior,event_day_open,730,first rule HKO-minus-forecast error minus second rule HKO-minus-forecast error,0.026438356164383545,-0.03767465753424661,0.09068835616438353,first rule absolute error minus second rule absolute error,0.10424657534246576,0.05178082191780827,0.15712328767123285,10000,target_date
12h_prior,6h_prior,730,first rule HKO-minus-forecast error minus second rule HKO-minus-forecast error,-0.010821917808219181,-0.02493150684931506,0.002602739726027376,first rule absolute error minus second rule absolute error,-0.004246575342465752,-0.016301369863013684,0.007534246575342463,10000,target_date
12h_prior,event_day_open,730,first rule HKO-minus-forecast error minus second rule HKO-minus-forecast error,0.004794520547945221,-0.04603767123287677,0.056301369863013574,first rule absolute error minus second rule absolute error,0.04260273972602743,-0.0020547945205478596,0.08643835616438358,10000,target_date
6h_prior,event_day_open,730,first rule HKO-minus-forecast error minus second rule HKO-minus-forecast error,0.015616438356164405,-0.03438698630136988,0.06534246575342469,first rule absolute error minus second rule absolute error,0.046849315068493186,0.002054794520548,0.09014041095890415,10000,target_date
