gp_weight,market_weight,binary_brier,binary_log,categorical_log,multiclass_brier,development_dates,development_books,probability_pool
0.623,0.377,0.06461757824439401,0.20737205540666345,1.455068723534131,0.7107933606883342,67,236,convex linear pool of coherent GP and normalised market book probabilities
0.624,0.376,0.06461830235107013,0.20737700394535608,1.4551192320798312,0.7108013258617715,67,236,convex linear pool of coherent GP and normalised market book probabilities
0.625,0.375,0.06461904167192924,0.20738199551139078,1.4551701065075533,0.7108094583912214,67,236,convex linear pool of coherent GP and normalised market book probabilities
0.626,0.374,0.06461979620697134,0.2073870300992524,1.4552213467788078,0.7108177582766848,67,236,convex linear pool of coherent GP and normalised market book probabilities
0.627,0.373,0.06462056595619646,0.20739210770361155,1.4552729528570716,0.7108262255181611,67,236,convex linear pool of coherent GP and normalised market book probabilities
0.628,0.372,0.06462135091960461,0.20739722831932436,1.4553249247077882,0.7108348601156506,67,236,convex linear pool of coherent GP and normalised market book probabilities
0.629,0.371,0.06462215109719575,0.20740239194143265,1.455377262298366,0.7108436620691533,67,236,convex linear pool of coherent GP and normalised market book probabilities
0.63,0.37,0.06462296648896991,0.2074075985651634,1.4554299655981775,0.7108526313786689,67,236,convex linear pool of coherent GP and normalised market book probabilities
0.631,0.369,0.06462379709492709,0.2074128481859292,1.4554830345785585,0.7108617680441979,67,236,convex linear pool of coherent GP and normalised market book probabilities
0.632,0.368,0.06462464291506725,0.20741814079932783,1.4555364692128079,0.7108710720657399,67,236,convex linear pool of coherent GP and normalised market book probabilities
0.633,0.367,0.06462550394939044,0.20742347640114234,1.4555902694761862,0.710880543443295,67,236,convex linear pool of coherent GP and normalised market book probabilities
0.634,0.366,0.06462638019789664,0.20742885498734084,1.4556444353459146,0.7108901821768631,67,236,convex linear pool of coherent GP and normalised market book probabilities
0.635,0.365,0.06462727166058585,0.20743427655407662,1.455698966801177,0.7108999882664445,67,236,convex linear pool of coherent GP and normalised market book probabilities
