replications,bootstrap_unit,development_dates,median_gp_weight,mean_gp_weight,lower_95_gp_weight,upper_95_gp_weight,probability_gp_weight_zero,probability_gp_weight_one,unique_selected_weights,seed,development_date_start,development_date_end,selected_gp_weight,selected_market_weight,selected_development_categorical_log,june_oracle_gp_weight_post_hoc,june_oracle_categorical_log_post_hoc,primary_selection_metric,weight_grid_increment
5000,target_date,67,0.484,0.4852652,0.148,0.8270249999999996,0.0014,0.0012,819,20260729,2026-03-18,2026-05-31,0.489,0.511,1.4516542616263037,0.0,1.260922770826707,categorical_log,0.001
