path,rows,date_col,unique_dates,rule_col,unique_rules,model_col,unique_models,unique_date_rule_keys,january_to_may_dates,june_dates,columns,read_error
outputs/v2/diagnostics/07_gp_validation_predictions.csv,2920,target_date,365,decision_rule,4,kernel,2,1460,151,30,target_date|fold_id|fold_number|decision_rule|decision_rule_order|training_start|training_end|validation_start|validation_end|forecast_daily_max_c|hko_daily_max_c|gp_target|kernel|kernel_order|model_identifier|residual_observed_c|residual_predictive_mean_c|predictive_standard_deviation_c|temperature_predictive_mean_c|raw_temperature_error_c|corrected_temperature_error_c|absolute_corrected_error_c|squared_corrected_error_c2|standardised_residual_error|pit_value|crps_c|negative_log_score|central_50_covered|central_80_covered|central_90_covered|q01_c|q02_c|q03_c|q04_c|q05_c|q06_c|q07_c|q08_c|q09_c|q10_c|q11_c|q12_c|q13_c|q14_c|q15_c|q16_c|q17_c|q18_c|q19_c|q20_c|q21_c|q22_c|q23_c|q24_c|q25_c|q26_c|q27_c|q28_c|q29_c|q30_c|q31_c|q32_c|q33_c|q34_c|q35_c|q36_c|q37_c|q38_c|q39_c|q40_c|q41_c|q42_c|q43_c|q44_c|q45_c|q46_c|q47_c|q48_c|q49_c|q50_c|q51_c|q52_c|q53_c|q54_c|q55_c|q56_c|q57_c|q58_c|q59_c|q60_c|q61_c|q62_c|q63_c|q64_c|q65_c|q66_c|q67_c|q68_c|q69_c|q70_c|q71_c|q72_c|q73_c|q74_c|q75_c|q76_c|q77_c|q78_c|q79_c|q80_c|q81_c|q82_c|q83_c|q84_c|q85_c|q86_c|q87_c|q88_c|q89_c|q90_c|q91_c|q92_c|q93_c|q94_c|q95_c|q96_c|q97_c|q98_c|q99_c,
outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_calibration_summary.csv,45,dates,1,decision_rule,5,model,3,15,1,0,sample_period|decision_rule|model|event_rows|dates|mean_probability|outcome_rate|calibration_bias|expected_calibration_error|maximum_calibration_error|brier_score|brier_reliability|brier_resolution|brier_uncertainty|brier_decomposition|logistic_calibration_intercept|logistic_calibration_slope|logistic_calibration_fit_passed,
outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv,3850,target_date,97,decision_rule,4,,,350,67,30,target_date|source_contract_id|event_label|source_event_type|lower_bound_c|upper_bound_c|event_type|observed_temperature_c|provided_outcome|contract_key|derived_outcome|realised_yes|decision_rule|forecast_daily_max_c|gp_temperature_mean_c|gp_temperature_std_c|gp_event_probability|sample_period|binary_brier|binary_log|source_contract_id_normalised|contract_key_normalised|event_label_normalised|lower_key|upper_key|market_probability_raw|market_probability_mass_raw|market_probability_normalised|gp_binary_brier|market_binary_brier_raw|market_binary_brier_normalised|gp_binary_log|market_binary_log_raw|market_binary_log_normalised,
outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_paired_difference_summary.csv,90,dates,1,decision_rule,5,,,15,1,0,sample_period|decision_rule|metric|metric_label|primary_metric|dates|mean_rules_per_date|mean_gp_score|mean_market_score|mean_difference_gp_minus_market|median_difference_gp_minus_market|standard_deviation_difference|standard_error_difference|bootstrap_ci_lower|bootstrap_ci_upper|t_ci_lower|t_ci_upper|paired_t_pvalue|gp_lower_score_fraction|market_lower_score_fraction|tie_fraction|bootstrap_interpretation,
outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_support_audit.csv,15,gp_supported_dates,1,decision_rule,5,,,15,1,0,sample_period|decision_rule|gp_supported_dates|gp_supported_date_rule_books|gp_supported_event_rows|market_any_price_date_rule_books|complete_common_support_books|complete_common_support_dates|incomplete_or_missing_books,
outputs/v2/diagnostics/phase11_frozen_value_gap_trading/phase11_candidate_contract_by_date_rule.csv,350,target_date,97,decision_rule,4,,,350,67,30,target_date|source_contract_id|event_label|source_event_type|lower_bound_c|upper_bound_c|event_type|observed_temperature_c|provided_outcome|contract_key|derived_outcome|realised_yes|decision_rule|forecast_daily_max_c|gp_temperature_mean_c|gp_temperature_std_c|gp_event_probability|sample_period|binary_brier|binary_log|source_contract_id_normalised|contract_key_normalised|event_label_normalised|lower_key|upper_key|market_probability_raw|market_probability_mass_raw|market_probability_normalised|gp_binary_brier|market_binary_brier_raw|market_binary_brier_normalised|gp_binary_log|market_binary_log_raw|market_binary_log_normalised|gross_value_gap,
outputs/v2/diagnostics/phase11_frozen_value_gap_trading/phase11_date_bootstrap_summary.csv,32,dates,1,decision_rule,4,,,8,1,0,sample_period|decision_rule|selected_primary_decision_rule|frozen_threshold|transaction_cost_per_share|dates|trade_count|total_net_pnl|mean_date_net_pnl|bootstrap_mean_ci_lower|bootstrap_mean_ci_upper|bootstrap_total_ci_lower|bootstrap_total_ci_upper|bootstrap_probability_total_positive,
outputs/v2/diagnostics/phase11_frozen_value_gap_trading/phase11_support_summary.csv,8,dates,1,decision_rule,4,candidate_books,8,8,1,0,sample_period|decision_rule|dates|candidate_books|mean_maximum_value_gap|median_maximum_value_gap|positive_gap_books,
outputs/v2/diagnostics/phase12_robustness_attribution/phase12_june_trade_concentration_summary.csv,1,,,,,,,,,,sample_period|trade_count|total_net_pnl|total_absolute_pnl|winning_trades|losing_trades|largest_winning_trade|largest_losing_trade|largest_positive_contribution_share|largest_absolute_contribution_share|absolute_pnl_herfindahl|minimum_leave_one_trade_out_total_pnl|maximum_leave_one_trade_out_total_pnl|positive_without_best_trade,
outputs/v2/diagnostics/phase12_robustness_attribution/phase12_leave_one_date_out_selection_summary.csv,4,,,decision_rule,4,,,,,,decision_rule|omissions|full_sample_frozen_threshold|mean_leave_one_out_threshold|median_leave_one_out_threshold|minimum_leave_one_out_threshold|maximum_leave_one_out_threshold|standard_deviation_leave_one_out_threshold|frozen_threshold_reselection_fraction|rule_selected_primary_fraction|full_sample_primary_rule|full_primary_rule_reselected_fraction,
outputs/v2/diagnostics/phase13_verified_evidence_pack/phase13_evidential_boundaries.csv,4,,,,,,,,,,phase|boundary,
outputs/v2/diagnostics/phase13_verified_evidence_pack/phase13_key_metrics_long.csv,41,,,,,,,,,,phase|section|metric|value|unit|note,
outputs/v2/diagnostics/phase13_verified_evidence_pack/phase13_main_results_table.csv,13,,,,,,,,,,result_group|metric|value|unit,
outputs/v2/diagnostics/phase13_verified_evidence_pack/phase13_phase10_june_calibration.csv,2,,,,,Model,2,,,,Model|Event rows|ECE|MCE|Brier|Calibration bias,
outputs/v2/diagnostics/phase13_verified_evidence_pack/phase13_phase10_june_paired_results.csv,4,Dates,1,,,,,,1,0,Metric|GP|Polymarket|Difference|95% bootstrap interval|Dates,
outputs/v2/diagnostics/phase13_verified_evidence_pack/phase13_phase10_training_paired_results.csv,4,Dates,1,,,,,,1,0,Metric|GP|Polymarket|Difference|95% bootstrap interval|Dates,
outputs/v2/diagnostics/phase13_verified_evidence_pack/phase13_phase11_cost_sensitivity.csv,4,Dates,1,,,,,,1,0,Cost|Dates|Trades|Total net PnL|Mean date PnL|Return on capital|Win rate|Max drawdown,
outputs/v2/diagnostics/phase13_verified_evidence_pack/phase13_phase11_frozen_strategies.csv,4,,,Decision rule,4,,,,,,Decision rule|Frozen threshold|Training trades|Training total net PnL|Selection score|Primary,
outputs/v2/diagnostics/phase13_verified_evidence_pack/phase13_phase12_summary.csv,7,,,,,,,,,,phase|section|metric|value|unit|note,
outputs/v2/diagnostics/phase13_verified_evidence_pack/phase13_phase9_summary.csv,18,,,,,,,,,,phase|section|metric|value|unit|note,
outputs/v2/diagnostics/phase13_verified_evidence_pack/phase13_source_inventory.csv,4,,,,,,,,,,phase|directory|report_path|manifest_path,
outputs/v2/diagnostics/phase9_gp_event_probabilities/phase9_contract_partition_checks.csv,103,target_date,103,,,,,,73,30,target_date|contract_count|starts_at_negative_infinity|ends_at_positive_infinity|adjacent_boundaries|valid_interval_order|partition_passed,
outputs/v2/diagnostics/phase9_gp_event_probabilities/phase9_gp_contract_event_probability_panel.csv,4125,target_date,102,decision_rule,4,,,375,72,30,target_date|source_contract_id|event_label|source_event_type|lower_bound_c|upper_bound_c|event_type|observed_temperature_c|provided_outcome|contract_key|derived_outcome|realised_yes|decision_rule|forecast_daily_max_c|gp_temperature_mean_c|gp_temperature_std_c|gp_event_probability|sample_period|binary_brier|binary_log,
outputs/v2/diagnostics/phase9_gp_event_probabilities/phase9_probability_mass_checks.csv,375,target_date,102,decision_rule,4,,,375,72,30,target_date|decision_rule|event_count|probability_mass|realised_yes_count|absolute_mass_error|mass_check_passed,
outputs/v2/diagnostics/phase9_gp_event_probabilities/phase9_score_summary.csv,15,dates,1,decision_rule,5,,,15,1,0,sample_period|decision_rule|dates|date_rule_rows|contract_event_rows|mean_binary_brier|mean_binary_log|mean_categorical_log|mean_multiclass_brier|mean_continuous_crps_c|mean_gp_absolute_error_c|mean_gp_error_c|pit_mean|coverage_50|coverage_80|coverage_90|coverage_95,
outputs/v2/diagnostics/phase9_gp_event_probabilities/phase9_unsupported_contract_rule_panel.csv,407,target_date,17,decision_rule,4,,,37,16,1,target_date|source_contract_id|event_label|source_event_type|lower_bound_c|upper_bound_c|event_type|observed_temperature_c|provided_outcome|contract_key|derived_outcome|realised_yes|decision_rule,
outputs/v2/final_tables/04f_hko_daily_max_summary.csv,1,weather_only_training_dates,1,,,model_fitted,1,,1,0,weather_only_training_dates|first_training_date|last_training_date|source_years|minimum_hko_daily_max_c|mean_hko_daily_max_c|maximum_hko_daily_max_c|missing_training_temperatures|source_rows_excluded_before_training|source_rows_excluded_after_training|market_prices_accessed|polymarket_outcomes_accessed|model_fitted|model_selected,
outputs/v2/final_tables/05_weather_only_residual_summary.csv,1,first_training_date,1,,,,,,1,0,residual_definition|forecast_error_definition|source_forecast_column|first_training_date|last_training_date|rows|dates|mean_forecast_daily_max_c|mean_hko_daily_max_c|mean_residual_c|median_residual_c|residual_standard_deviation_c|mean_absolute_error_c|root_mean_squared_error_c|minimum_residual_c|maximum_residual_c,
outputs/v2/final_tables/06_gp_training_design_summary.csv,1,weather_only_dates,1,decision_rules,1,gp_model_scope,1,1,1,0,weather_only_dates|decision_rules|raw_design_rows|initial_training_dates|validation_dates|validation_blocks|validation_block_sizes|fold_matrix_rows|scaling_parameter_rows|gp_target|gp_model_scope|gp_features|candidate_kernels|market_prices_accessed|model_fitted,
outputs/v2/final_tables/07_gp_kernel_validation_summary.csv,2,validation_dates,1,,,kernel,2,,1,0,kernel|kernel_order|validation_dates|validation_rows|fitted_models|mean_date_crps_c|median_date_crps_c|mean_row_crps_c|mean_negative_log_score|raw_mean_error_c|corrected_mean_error_c|raw_mae_c|corrected_mae_c|raw_rmse_c|corrected_rmse_c|mean_predictive_standard_deviation_c|central_50_coverage|central_80_coverage|central_90_coverage|pit_mean|pit_variance|mean_log_marginal_likelihood|total_optimizer_warnings|descriptive_crps_rank|final_kernel_selected,
