decision_rule,dates,forecast_mean_c,hko_mean_c,mean_error_hko_minus_forecast_c,mean_error_bootstrap_lower_95_c,mean_error_bootstrap_upper_95_c,median_error_c,error_standard_deviation_c,mae_c,mae_bootstrap_lower_95_c,mae_bootstrap_upper_95_c,rmse_c,q05_error_c,q25_error_c,q75_error_c,q95_error_c,underforecast_rate,overforecast_rate,within_0_5c_rate,within_1c_rate,skewness,excess_kurtosis,bootstrap_replications,bootstrap_unit
24h_prior,730,25.835616438356166,27.28,1.4443835616438356,1.3301335616438357,1.5575376712328768,1.3999999999999986,1.5490968086719121,1.7358904109589042,1.6490376712328763,1.8232876712328767,2.1172287392359324,-1.1549999999999978,0.3999999999999986,2.5,4.0,0.8041095890410959,0.18082191780821918,0.18904109589041096,0.3589041095890411,-0.04852448254030889,-0.031704536645897896,10000,target_date
12h_prior,730,25.857260273972603,27.28,1.422739726027397,1.3167123287671234,1.5289075342465752,1.400000000000002,1.4781826793984059,1.6742465753424658,1.5890410958904109,1.7598664383561646,2.05090691599648,-0.9000000000000021,0.4000000000000021,2.5,3.899999999999999,0.8287671232876712,0.15616438356164383,0.20273972602739726,0.37397260273972605,0.00013639840513237709,-0.13528561811447348,10000,target_date
6h_prior,730,25.846438356164384,27.28,1.4335616438356165,1.3257534246575344,1.5371301369863015,1.5,1.4717773563721532,1.6784931506849314,1.593013698630137,1.7631506849315066,2.0538403720768086,-0.9000000000000021,0.4000000000000021,2.5,3.899999999999999,0.8315068493150685,0.1547945205479452,0.20410958904109588,0.3726027397260274,-0.007034886586599277,-0.10237172526034533,10000,target_date
event_day_open,730,25.862054794520553,27.28,1.417945205479452,1.3167123287671232,1.521917808219178,1.3999999999999986,1.3926688896594432,1.6316438356164382,1.5489006849315066,1.7132910958904106,1.9868161354701104,-0.7999999999999992,0.4000000000000021,2.400000000000002,3.6999999999999993,0.8342465753424657,0.1547945205479452,0.19726027397260273,0.3780821917808219,-0.007120259689095583,-0.3903358229207581,10000,target_date
