model,scope,scope_value,rows,dates,mean,standard_deviation,rmse,median,mean_absolute_value,skewness,excess_kurtosis,proportion_absolute_above_1,proportion_absolute_above_1_645,proportion_absolute_above_1_96,proportion_absolute_above_2_576,aggregation
matern32,decision_rule,6h_prior,365,365,-0.07783514723648814,1.0603790613969155,1.0617822308574418,-0.07601029711209738,0.8496813820075096,-0.1623244360489711,0.027459366333397295,0.3452054794520548,0.136986301369863,0.052054794520547946,0.019178082191780823,rule-specific standardised residual
matern32,decision_rule,event_day_open,365,365,-0.025051971304996753,0.9943608649608014,0.9933137556943827,-0.06787564267652796,0.8076863816063697,-0.04329505192867622,-0.24666162169414552,0.336986301369863,0.07945205479452055,0.038356164383561646,0.010958904109589041,rule-specific standardised residual
matern32,validation_block,fold_01,364,91,0.15351589348718678,1.1577605069918158,1.1615708103984017,0.32832388737718937,0.9374775270323199,-0.46268211721126057,0.5065722351016331,0.4175824175824176,0.12087912087912088,0.07692307692307693,0.04395604395604396,date-mean standardised residual after averaging rules
matern32,validation_block,fold_02,364,91,0.48637052839341316,0.9032007659705706,1.0214516098194286,0.5581446512594087,0.845289350901461,-0.5210519243354995,0.12824786315031966,0.3956043956043956,0.10989010989010989,0.02197802197802198,0.0,date-mean standardised residual after averaging rules
matern32,validation_block,fold_03,364,91,-0.5112799825193107,0.8313749972092407,0.9721091367210749,-0.4918600281448505,0.8040554210726171,-0.05518342324933974,-0.8013774323512659,0.3076923076923077,0.0989010989010989,0.03296703296703297,0.0,date-mean standardised residual after averaging rules
matern32,validation_block,fold_04,368,92,-0.3287794796612775,0.7767083132832755,0.8395322533857006,-0.35006616253522804,0.6732704079978721,0.5219007498932126,0.8686362962166472,0.25,0.06521739130434782,0.010869565217391304,0.0,date-mean standardised residual after averaging rules
matern32,rule_by_validation_block,12h_prior|fold_01,91,91,0.10378758105872517,1.2252221240637091,1.222883784280576,0.3434749047224407,0.9743581403567145,-0.574421168833723,0.5096207114728646,0.42857142857142855,0.17582417582417584,0.07692307692307693,0.054945054945054944,rule-specific standardised residual
matern32,rule_by_validation_block,24h_prior|fold_01,91,91,0.14372738113204384,1.2173501185294484,1.2191447009351146,0.26916835561835806,0.9780716256361508,0.09147328979532095,0.6452115658864273,0.43956043956043955,0.14285714285714285,0.07692307692307693,0.03296703296703297,rule-specific standardised residual
matern32,rule_by_validation_block,6h_prior|fold_01,91,91,0.12000249301903848,1.2092807801157004,1.2085903827688926,0.3391415942090521,0.9534424857371512,-0.6504936524483101,0.7594054812300786,0.4175824175824176,0.16483516483516483,0.07692307692307693,0.054945054945054944,rule-specific standardised residual
matern32,rule_by_validation_block,event_day_open|fold_01,91,91,0.24654611873893947,1.147173235013497,1.1671888496140015,0.4141794787079413,0.959323975749352,-0.6385457403796272,0.17754917297043038,0.43956043956043955,0.13186813186813187,0.07692307692307693,0.03296703296703297,rule-specific standardised residual
matern32,rule_by_validation_block,12h_prior|fold_02,91,91,0.46083120704552605,0.953532957621442,1.0543239625598895,0.5497431165814018,0.8651772907411408,-0.431275910332162,-0.032086435767000765,0.3516483516483517,0.14285714285714285,0.04395604395604396,0.0,rule-specific standardised residual
