book_key,target_date,decision_rule,sample_period,contracts,total_variation_distance,jensen_shannon_divergence,maximum_absolute_probability_gap,gp_modal_rank,market_modal_rank,modal_rank_shift_market_minus_gp,mode_disagreement,gp_expected_contract_rank,market_expected_contract_rank,expected_rank_shift_market_minus_gp,market_upper_mass_shift_relative_to_gp_mode,market_lower_mass_shift_relative_to_gp_mode,gp_probability_realised_event,market_probability_realised_event,realised_probability_difference_gp_minus_market,realised_rank_from_gp_mode,forecast_daily_max_c,gp_temperature_mean_c
2026-03-18|12h_prior,2026-03-18,12h_prior,weather_plus_market_development,11,0.36169310636879615,0.10467397968550729,0.1481175900659892,8,10,2,1,7.976217545802358,7.4538461538461505,-0.5223713919562076,0.0888680480975299,0.04373011359844198,0.0986722765679981,0.173076923076923,-0.0744046465089249,2,25.0,25.48101610980937
2026-03-18|6h_prior,2026-03-18,6h_prior,weather_plus_market_development,11,0.2287894385906337,0.04836546887215745,0.10785915477993707,9,7,-2,1,8.49490134202781,7.77327327327327,-0.7216280687545389,-0.0334398018077495,0.10274933058655017,0.161730865142006,0.1101101101101101,0.05162075503189589,1,25.6,26.010744707278807
2026-03-21|12h_prior,2026-03-21,12h_prior,weather_plus_market_development,11,0.27975044054879666,0.05265524527134748,0.16005196678318068,8,8,0,0,7.571805386925007,8.230769230769228,0.6589638438442211,0.19920901385808157,-0.26941005444714594,0.1500505232526286,0.0641784251251706,0.08587209812745801,-2,22.8,24.07340625300518
2026-03-22|12h_prior,2026-03-22,12h_prior,weather_plus_market_development,11,0.13646822864134772,0.017343862292311104,0.09552126305268788,9,8,-1,1,8.561896141717055,8.36958405545927,-0.1923120862577843,-0.0574805983363689,0.05978158950656087,0.2752645960228783,0.2729636048526863,0.0023009911701920016,0,24.3,25.07936325394095
2026-03-22|event_day_open,2026-03-22,event_day_open,weather_plus_market_development,11,0.24573494436353993,0.033958424262494305,0.13464758320391598,9,8,-1,1,8.897104402206871,8.355902777777775,-0.541201624429096,-0.1157671188192142,0.23487716398852493,0.3057419896137552,0.1866319444444444,0.11911004516931081,0,24.4,25.42076487011419
2026-03-23|12h_prior,2026-03-23,12h_prior,weather_plus_market_development,11,0.18585566673070966,0.03331189044863778,0.1103759954931638,9,9,0,0,8.543542129488218,8.825838103025344,0.282295973537126,0.13383440086658083,-0.14819589817395212,0.1684563723908995,0.2739165985282093,-0.10546022613730982,1,25.5,26.06349642771493
2026-03-23|24h_prior,2026-03-23,24h_prior,weather_plus_market_development,11,0.1708524498676417,0.022955374450123807,0.11068305283133908,9,8,-1,1,8.773441753408294,8.952604611443206,0.17916285803491228,0.11195782517738839,-0.0012747723460494464,0.1928545730795273,0.2134927412467976,-0.020638168167270293,1,25.5,26.32157690824949
2026-03-23|event_day_open,2026-03-23,event_day_open,weather_plus_market_development,11,0.08541343631594467,0.009673672030591454,0.0514691709677777,10,10,0,0,9.588795840582161,9.662292551138554,0.07349671055639284,-0.021713058706261223,-0.008783409782519458,0.285983655015658,0.3164801235044384,-0.030496468488780404,0,26.2,27.19582769745256
2026-03-24|24h_prior,2026-03-24,24h_prior,weather_plus_market_development,11,0.20604781553110296,0.03378520965515033,0.10230108566734242,9,10,1,1,8.906733192861088,9.048341232227486,0.14160803936639788,0.1527696225151009,-0.07177965077166604,0.2563454219804019,0.1753554502369668,0.08098997174343509,0,25.6,26.46762247647007
2026-03-24|event_day_open,2026-03-24,event_day_open,weather_plus_market_development,11,0.24074710626186396,0.05022008751919661,0.20517978120424918,9,10,1,1,8.884640890912458,9.481657932348735,0.5970170414362777,0.2354081851818155,-0.21027100731267895,0.2966950625761398,0.2715578847070033,0.025137177869136496,0,25.4,26.412052128821184
2026-03-25|24h_prior,2026-03-25,24h_prior,weather_plus_market_development,11,0.20640215950338248,0.04465894346953455,0.19940214486497793,11,11,0,0,10.49913330816943,9.750543242068662,-0.7485900661007676,0.0,0.19940214486497787,0.681801101840206,0.4823989569752281,0.19940214486497793,0,27.6,28.73922639741345
2026-03-26|event_day_open,2026-03-26,event_day_open,weather_plus_market_development,11,0.32673404972090714,0.07653704993842844,0.32441105147607624,9,9,0,0,9.109362567909843,9.105450840550175,-0.003911727359668049,-0.15412501333438572,-0.17028603814169058,0.1550642327597275,0.0341314314824248,0.1209328012773027,2,25.6,26.654167730614684
2026-03-27|24h_prior,2026-03-27,24h_prior,weather_plus_market_development,11,0.3535119163826329,0.06825789901142777,0.18050686554675952,8,9,1,1,7.957790196951967,8.852880658436211,0.8950904614842443,0.34453948061779,-0.21834454697642752,0.2547957566866299,0.1286008230452675,0.12619493364136242,0,25.5,26.47046474199375
2026-03-27|event_day_open,2026-03-27,event_day_open,weather_plus_market_development,11,0.5084551701579916,0.1857788183511968,0.41059848119359854,9,11,2,1,8.844394357078306,10.268571428571427,1.424177071493121,0.5033362203966539,-0.35841373136253213,0.2365062260278569,0.0166666666666666,0.2198395593611903,-1,26.3,27.374172469862685
2026-03-28|24h_prior,2026-03-28,24h_prior,weather_plus_market_development,11,0.16184332757914144,0.01899990577416366,0.1035121897255375,11,9,-2,1,9.39238477481094,9.37122237257555,-0.021162402235390232,0.0,0.07113978958162881,0.2419372795302493,0.2886783942264321,-0.046741114696182806,-1,26.0,27.02731829004512
2026-03-28|6h_prior,2026-03-28,6h_prior,weather_plus_market_development,11,0.12950148581249687,0.018823240849923362,0.091928362807597,10,10,0,0,9.441799549799562,9.696202531645566,0.2544029818460043,0.050905563620346594,-0.09844844560589644,0.2591757158722887,0.3067185978578383,-0.04754288198554957,0,26.4,27.05415870128104
2026-03-28|event_day_open,2026-03-28,event_day_open,weather_plus_market_development,11,0.17071916230761525,0.022502356258984703,0.10608473408024133,9,9,0,0,9.323594225310101,9.320970042796004,-0.0026241825140971287,-0.0069760192662574605,-0.09910871481398381,0.263678498183663,0.3043271516880646,-0.04064865350440161,1,25.8,26.89307517601518
