scope,scope_value,metric,books,dates,mean,bootstrap_lower_95,bootstrap_upper_95,bootstrap_replications,bootstrap_unit
sample_period,weather_plus_market_development,expected_rank_shift_market_minus_gp,236,67,0.4146104270159401,0.27005202639462916,0.5562929693539753,10000,target_date
sample_period,weather_plus_market_development,modal_rank_shift_market_minus_gp,236,67,0.2798507462686567,0.08955223880597014,0.4689054726368159,10000,target_date
sample_period,weather_plus_market_development,mode_disagreement,236,67,0.5733830845771144,0.48507462686567165,0.6616915422885571,10000,target_date
sample_period,weather_plus_market_development,market_upper_mass_shift_relative_to_gp_mode,236,67,0.126964014645898,0.08581938397352261,0.16680850181205042,10000,target_date
sample_period,weather_plus_market_development,market_lower_mass_shift_relative_to_gp_mode,236,67,-0.125995939737578,-0.1660235694897764,-0.08318495522335893,10000,target_date
sample_period,weather_plus_market_development,realised_probability_difference_gp_minus_market,236,67,-0.03029728849026165,-0.058477463358299966,-0.002008908488812332,10000,target_date
decision_rule,12h_prior,total_variation_distance,88,88,0.2704158123837454,0.24805847997083835,0.2935280921953409,10000,target_date
decision_rule,12h_prior,jensen_shannon_divergence,88,88,0.06531759398621094,0.0560252107676592,0.07534044275776401,10000,target_date
decision_rule,12h_prior,maximum_absolute_probability_gap,88,88,0.16240271189529942,0.15007461281118034,0.17484651536946247,10000,target_date
decision_rule,12h_prior,expected_rank_shift_market_minus_gp,88,88,0.5224827961165094,0.3945757861585094,0.6564741250082832,10000,target_date
decision_rule,12h_prior,modal_rank_shift_market_minus_gp,88,88,0.5568181818181818,0.36363636363636365,0.75,10000,target_date
decision_rule,12h_prior,mode_disagreement,88,88,0.5681818181818182,0.4659090909090909,0.6704545454545454,10000,target_date
decision_rule,12h_prior,market_upper_mass_shift_relative_to_gp_mode,88,88,0.14398484286719135,0.10209532199435366,0.18538383488612664,10000,target_date
decision_rule,12h_prior,market_lower_mass_shift_relative_to_gp_mode,88,88,-0.15392658866387005,-0.18598766212454806,-0.12028817057417086,10000,target_date
decision_rule,12h_prior,realised_probability_difference_gp_minus_market,88,88,-0.052726825998988945,-0.0745055441742079,-0.030188285023429493,10000,target_date
decision_rule,24h_prior,total_variation_distance,82,82,0.2646292765685349,0.23957476284620433,0.29079533399935054,10000,target_date
decision_rule,24h_prior,jensen_shannon_divergence,82,82,0.06353536505907562,0.05274557998258028,0.07554220225126777,10000,target_date
decision_rule,24h_prior,maximum_absolute_probability_gap,82,82,0.15592023411692357,0.14308536310635075,0.16971388342044752,10000,target_date
decision_rule,24h_prior,expected_rank_shift_market_minus_gp,82,82,0.4595861115380186,0.29907037594605945,0.6167088292378524,10000,target_date
decision_rule,24h_prior,modal_rank_shift_market_minus_gp,82,82,0.43902439024390244,0.18292682926829268,0.6829268292682927,10000,target_date
decision_rule,24h_prior,mode_disagreement,82,82,0.7073170731707317,0.6097560975609756,0.8048780487804879,10000,target_date
decision_rule,24h_prior,market_upper_mass_shift_relative_to_gp_mode,82,82,0.13990301389617588,0.09724529569056738,0.18330612285707093,10000,target_date
decision_rule,24h_prior,market_lower_mass_shift_relative_to_gp_mode,82,82,-0.1130550260010671,-0.15187516821508282,-0.07257796439450437,10000,target_date
decision_rule,24h_prior,realised_probability_difference_gp_minus_market,82,82,-0.038800898408833426,-0.061564565534750176,-0.016230790990245693,10000,target_date
decision_rule,6h_prior,total_variation_distance,87,87,0.2976913859008618,0.2741050536215357,0.321510023693933,10000,target_date
decision_rule,6h_prior,jensen_shannon_divergence,87,87,0.07617544646704533,0.06602677209304249,0.08690283734703165,10000,target_date
decision_rule,6h_prior,maximum_absolute_probability_gap,87,87,0.19457408717962058,0.17640847936636178,0.21348437415767746,10000,target_date
decision_rule,6h_prior,expected_rank_shift_market_minus_gp,87,87,0.39228491429772505,0.24545601342285062,0.5366642555615552,10000,target_date
decision_rule,6h_prior,modal_rank_shift_market_minus_gp,87,87,0.27586206896551724,0.04597701149425287,0.4942528735632184,10000,target_date
decision_rule,6h_prior,mode_disagreement,87,87,0.5747126436781609,0.47126436781609193,0.6781609195402298,10000,target_date
decision_rule,6h_prior,market_upper_mass_shift_relative_to_gp_mode,87,87,0.1145086635626802,0.06883864167426816,0.1615147297118167,10000,target_date
decision_rule,6h_prior,market_lower_mass_shift_relative_to_gp_mode,87,87,-0.12142626297232166,-0.1626038359040283,-0.0796579590807079,10000,target_date
decision_rule,6h_prior,realised_probability_difference_gp_minus_market,87,87,-0.0762605295541561,-0.10496710404505404,-0.0479938465726475,10000,target_date
decision_rule,event_day_open,total_variation_distance,93,93,0.3130039547395672,0.2902970420473628,0.3365787992377275,10000,target_date
decision_rule,event_day_open,jensen_shannon_divergence,93,93,0.08283053206361354,0.07227568020808148,0.09439328958363682,10000,target_date
decision_rule,event_day_open,maximum_absolute_probability_gap,93,93,0.2096293486498861,0.1917772701401483,0.22892025960023268,10000,target_date
decision_rule,event_day_open,expected_rank_shift_market_minus_gp,93,93,0.4078399745619058,0.26694853000362445,0.5439754808871471,10000,target_date
decision_rule,event_day_open,modal_rank_shift_market_minus_gp,93,93,0.25806451612903225,0.07526881720430108,0.44086021505376344,10000,target_date
decision_rule,event_day_open,mode_disagreement,93,93,0.5483870967741935,0.45161290322580644,0.6559139784946236,10000,target_date
decision_rule,event_day_open,market_upper_mass_shift_relative_to_gp_mode,93,93,0.10598456384831456,0.05964116135313281,0.15300603055551976,10000,target_date
decision_rule,event_day_open,market_lower_mass_shift_relative_to_gp_mode,93,93,-0.13400596166154674,-0.1771937508014795,-0.08990721860392148,10000,target_date
decision_rule,event_day_open,realised_probability_difference_gp_minus_market,93,93,-0.06810020785710336,-0.09992949695302984,-0.03596889286120518,10000,target_date
sample_period_by_rule,june_out_of_sample|12h_prior,total_variation_distance,28,28,0.26160682858246453,0.22950592434842415,0.29478212464105846,10000,target_date
sample_period_by_rule,june_out_of_sample|12h_prior,jensen_shannon_divergence,28,28,0.05887866308241225,0.046760460391628664,0.07212559928331903,10000,target_date
sample_period_by_rule,june_out_of_sample|12h_prior,maximum_absolute_probability_gap,28,28,0.16800313386674118,0.14628380952325412,0.19147593525165782,10000,target_date
sample_period_by_rule,june_out_of_sample|12h_prior,expected_rank_shift_market_minus_gp,28,28,0.5055839605204465,0.3034125616425908,0.7016013885393972,10000,target_date
sample_period_by_rule,june_out_of_sample|12h_prior,modal_rank_shift_market_minus_gp,28,28,0.6071428571428571,0.32142857142857145,0.9285714285714286,10000,target_date
sample_period_by_rule,june_out_of_sample|12h_prior,mode_disagreement,28,28,0.6071428571428571,0.42857142857142855,0.7857142857142857,10000,target_date
sample_period_by_rule,june_out_of_sample|12h_prior,market_upper_mass_shift_relative_to_gp_mode,28,28,0.1258443777220333,0.05530181400267924,0.1961471555324628,10000,target_date
sample_period_by_rule,june_out_of_sample|12h_prior,market_lower_mass_shift_relative_to_gp_mode,28,28,-0.1616514951316522,-0.21337200823925725,-0.10775476758556964,10000,target_date
sample_period_by_rule,june_out_of_sample|12h_prior,realised_probability_difference_gp_minus_market,28,28,-0.08045071915875737,-0.11594910480872561,-0.043026155333095624,10000,target_date
sample_period_by_rule,june_out_of_sample|24h_prior,total_variation_distance,27,27,0.29291326458101125,0.24664661347664088,0.34362849282909264,10000,target_date
sample_period_by_rule,june_out_of_sample|24h_prior,jensen_shannon_divergence,27,27,0.07784629463309954,0.05590252997557261,0.10336723340929259,10000,target_date
sample_period_by_rule,june_out_of_sample|24h_prior,maximum_absolute_probability_gap,27,27,0.17263510879858152,0.14768394815722422,0.2014279340551143,10000,target_date
sample_period_by_rule,june_out_of_sample|24h_prior,expected_rank_shift_market_minus_gp,27,27,0.6245828848720856,0.3219258203470112,0.9277202748753427,10000,target_date
sample_period_by_rule,june_out_of_sample|24h_prior,modal_rank_shift_market_minus_gp,27,27,0.8148148148148148,0.37037037037037035,1.2592592592592593,10000,target_date
sample_period_by_rule,june_out_of_sample|24h_prior,mode_disagreement,27,27,0.8518518518518519,0.7037037037037037,0.9629629629629629,10000,target_date
sample_period_by_rule,june_out_of_sample|24h_prior,market_upper_mass_shift_relative_to_gp_mode,27,27,0.1834230891980064,0.09946591817275814,0.2652343786507994,10000,target_date
sample_period_by_rule,june_out_of_sample|24h_prior,market_lower_mass_shift_relative_to_gp_mode,27,27,-0.14344341293247498,-0.2059108303179745,-0.07738969391993408,10000,target_date
sample_period_by_rule,june_out_of_sample|24h_prior,realised_probability_difference_gp_minus_market,27,27,-0.08884373083570367,-0.11908596493477329,-0.05546580649741127,10000,target_date
sample_period_by_rule,june_out_of_sample|6h_prior,total_variation_distance,29,29,0.26524702320909416,0.22518629117347286,0.3056686888206574,10000,target_date
sample_period_by_rule,june_out_of_sample|6h_prior,jensen_shannon_divergence,29,29,0.06383380195040786,0.04867550093600677,0.08026903806575159,10000,target_date
sample_period_by_rule,june_out_of_sample|6h_prior,maximum_absolute_probability_gap,29,29,0.16768115869066852,0.1418304998924079,0.19596429936136314,10000,target_date
sample_period_by_rule,june_out_of_sample|6h_prior,expected_rank_shift_market_minus_gp,29,29,0.36735259782195995,0.14569452003019712,0.5913401494130568,10000,target_date
sample_period_by_rule,june_out_of_sample|6h_prior,modal_rank_shift_market_minus_gp,29,29,0.4482758620689655,0.20689655172413793,0.7241379310344828,10000,target_date
sample_period_by_rule,june_out_of_sample|6h_prior,mode_disagreement,29,29,0.41379310344827586,0.2413793103448276,0.5862068965517241,10000,target_date
sample_period_by_rule,june_out_of_sample|6h_prior,market_upper_mass_shift_relative_to_gp_mode,29,29,0.07763332435049676,-0.004133826715127913,0.16168082981753265,10000,target_date
sample_period_by_rule,june_out_of_sample|6h_prior,market_lower_mass_shift_relative_to_gp_mode,29,29,-0.12634253504885098,-0.18105069965742504,-0.07011349629685806,10000,target_date
sample_period_by_rule,june_out_of_sample|6h_prior,realised_probability_difference_gp_minus_market,29,29,-0.11575899039241025,-0.15334673769890772,-0.07878439212643014,10000,target_date
sample_period_by_rule,june_out_of_sample|event_day_open,total_variation_distance,30,30,0.288014125022125,0.25180780850959167,0.32428088789481974,10000,target_date
sample_period_by_rule,june_out_of_sample|event_day_open,jensen_shannon_divergence,30,30,0.07309914239029032,0.05807435170063003,0.08872478508590638,10000,target_date
sample_period_by_rule,june_out_of_sample|event_day_open,maximum_absolute_probability_gap,30,30,0.17712203721570632,0.153265898333715,0.203144194935339,10000,target_date
sample_period_by_rule,june_out_of_sample|event_day_open,expected_rank_shift_market_minus_gp,30,30,0.3549280991293564,0.09407004409483931,0.6080250277361849,10000,target_date
sample_period_by_rule,june_out_of_sample|event_day_open,modal_rank_shift_market_minus_gp,30,30,0.36666666666666664,0.0,0.7333333333333333,10000,target_date
sample_period_by_rule,june_out_of_sample|event_day_open,mode_disagreement,30,30,0.6,0.43333333333333335,0.7666666666666667,10000,target_date
sample_period_by_rule,june_out_of_sample|event_day_open,market_upper_mass_shift_relative_to_gp_mode,30,30,0.09484319215296864,0.014395629172758544,0.17504327644730694,10000,target_date
sample_period_by_rule,june_out_of_sample|event_day_open,market_lower_mass_shift_relative_to_gp_mode,30,30,-0.11560531218579677,-0.1845197911049492,-0.03882712602535988,10000,target_date
sample_period_by_rule,june_out_of_sample|event_day_open,realised_probability_difference_gp_minus_market,30,30,-0.10957861298846401,-0.1476507305929366,-0.06969170834774026,10000,target_date
sample_period_by_rule,weather_plus_market_development|12h_prior,total_variation_distance,60,60,0.2745266714910099,0.24612094571339022,0.30403585764197755,10000,target_date
sample_period_by_rule,weather_plus_market_development|12h_prior,jensen_shannon_divergence,60,60,0.06832242840798365,0.05618441691958975,0.08130381236842561,10000,target_date
sample_period_by_rule,weather_plus_market_development|12h_prior,maximum_absolute_probability_gap,60,60,0.15978918164195996,0.14518482423277695,0.17449806958395886,10000,target_date
sample_period_by_rule,weather_plus_market_development|12h_prior,expected_rank_shift_market_minus_gp,60,60,0.5303689193946721,0.36289508968332135,0.6945330009398776,10000,target_date
sample_period_by_rule,weather_plus_market_development|12h_prior,modal_rank_shift_market_minus_gp,60,60,0.5333333333333333,0.2833333333333333,0.7833333333333333,10000,target_date
sample_period_by_rule,weather_plus_market_development|12h_prior,mode_disagreement,60,60,0.55,0.4166666666666667,0.6666666666666666,10000,target_date
sample_period_by_rule,weather_plus_market_development|12h_prior,market_upper_mass_shift_relative_to_gp_mode,60,60,0.1524503932682651,0.10320864429940817,0.20168711698399291,10000,target_date
sample_period_by_rule,weather_plus_market_development|12h_prior,market_lower_mass_shift_relative_to_gp_mode,60,60,-0.15032163231223836,-0.1907290828998884,-0.1068975323066309,10000,target_date
sample_period_by_rule,weather_plus_market_development|12h_prior,realised_probability_difference_gp_minus_market,60,60,-0.03978900919109699,-0.0675326577979276,-0.012428507119972761,10000,target_date
sample_period_by_rule,weather_plus_market_development|24h_prior,total_variation_distance,55,55,0.2507444097260465,0.22291675430691213,0.2805327359027964,10000,target_date
sample_period_by_rule,weather_plus_market_development|24h_prior,jensen_shannon_divergence,55,55,0.0565099996318275,0.04546648166981348,0.06891125906025206,10000,target_date
sample_period_by_rule,weather_plus_market_development|24h_prior,maximum_absolute_probability_gap,55,55,0.14771475018229152,0.13352529483802988,0.16248042056428127,10000,target_date
sample_period_by_rule,weather_plus_market_development|24h_prior,expected_rank_shift_market_minus_gp,55,55,0.3785876955376585,0.2031872610958557,0.5577691706314518,10000,target_date
sample_period_by_rule,weather_plus_market_development|24h_prior,modal_rank_shift_market_minus_gp,55,55,0.2545454545454545,-0.03636363636363636,0.5272727272727272,10000,target_date
sample_period_by_rule,weather_plus_market_development|24h_prior,mode_disagreement,55,55,0.6363636363636364,0.509090909090909,0.7636363636363637,10000,target_date
sample_period_by_rule,weather_plus_market_development|24h_prior,market_upper_mass_shift_relative_to_gp_mode,55,55,0.11853861329345905,0.07028355013367764,0.1685173052481507,10000,target_date
sample_period_by_rule,weather_plus_market_development|24h_prior,market_lower_mass_shift_relative_to_gp_mode,55,55,-0.09813709059837596,-0.1450027047052266,-0.049611316436225725,10000,target_date
sample_period_by_rule,weather_plus_market_development|24h_prior,realised_probability_difference_gp_minus_market,55,55,-0.014234417035642589,-0.0419666640587752,0.01378681166224077,10000,target_date
sample_period_by_rule,weather_plus_market_development|6h_prior,total_variation_distance,58,58,0.31391356724674563,0.28472776593249083,0.34336355456823076,10000,target_date
sample_period_by_rule,weather_plus_market_development|6h_prior,jensen_shannon_divergence,58,58,0.08234626872536402,0.0699581014814206,0.09580047649508923,10000,target_date
sample_period_by_rule,weather_plus_market_development|6h_prior,maximum_absolute_probability_gap,58,58,0.20802055142409664,0.1853616640531875,0.23171848789484,10000,target_date
sample_period_by_rule,weather_plus_market_development|6h_prior,expected_rank_shift_market_minus_gp,58,58,0.40475107253560755,0.2127365133267789,0.5941775140696686,10000,target_date
sample_period_by_rule,weather_plus_market_development|6h_prior,modal_rank_shift_market_minus_gp,58,58,0.1896551724137931,-0.1206896551724138,0.4827586206896552,10000,target_date
sample_period_by_rule,weather_plus_market_development|6h_prior,mode_disagreement,58,58,0.6551724137931034,0.5344827586206896,0.7758620689655172,10000,target_date
sample_period_by_rule,weather_plus_market_development|6h_prior,market_upper_mass_shift_relative_to_gp_mode,58,58,0.13294633316877194,0.0777255952284712,0.187284771779222,10000,target_date
sample_period_by_rule,weather_plus_market_development|6h_prior,market_lower_mass_shift_relative_to_gp_mode,58,58,-0.11896812693405696,-0.17281885671613262,-0.06216142278044041,10000,target_date
sample_period_by_rule,weather_plus_market_development|6h_prior,realised_probability_difference_gp_minus_market,58,58,-0.056511299135029024,-0.0938922684629793,-0.019846224290842474,10000,target_date
sample_period_by_rule,weather_plus_market_development|event_day_open,total_variation_distance,63,63,0.32490387365263484,0.29694769301968205,0.3544060711757368,10000,target_date
sample_period_by_rule,weather_plus_market_development|event_day_open,jensen_shannon_divergence,63,63,0.08746452714614839,0.07429894681502296,0.10236880091680008,10000,target_date
sample_period_by_rule,weather_plus_market_development|event_day_open,maximum_absolute_probability_gap,63,63,0.22510902076140027,0.20267466781549087,0.24946905124000082,10000,target_date
sample_period_by_rule,weather_plus_market_development|event_day_open,expected_rank_shift_market_minus_gp,63,63,0.43303610572026263,0.2641898661482949,0.5990628011742896,10000,target_date
sample_period_by_rule,weather_plus_market_development|event_day_open,modal_rank_shift_market_minus_gp,63,63,0.20634920634920634,0.0,0.4126984126984127,10000,target_date
sample_period_by_rule,weather_plus_market_development|event_day_open,mode_disagreement,63,63,0.5238095238095238,0.3968253968253968,0.6507936507936508,10000,target_date
sample_period_by_rule,weather_plus_market_development|event_day_open,market_upper_mass_shift_relative_to_gp_mode,63,63,0.11128997894133645,0.05537872093157238,0.16726865311855735,10000,target_date
sample_period_by_rule,weather_plus_market_development|event_day_open,market_lower_mass_shift_relative_to_gp_mode,63,63,-0.14276817569761824,-0.19619766889849233,-0.08524861493828692,10000,target_date
sample_period_by_rule,weather_plus_market_development|event_day_open,realised_probability_difference_gp_minus_market,63,63,-0.04834858636597924,-0.09246471267458735,-0.007003682717125617,10000,target_date
