replication,selected_gp_weight,selected_market_weight,minimum_bootstrap_categorical_log
1270,0.551,0.44899999999999995,1.5298179033574384
1271,0.346,0.654,1.4269976610973347
1272,0.525,0.475,1.5527643537560611
1273,0.551,0.44899999999999995,1.5099006836491908
1274,0.529,0.471,1.4960909348226463
1275,0.258,0.742,1.3934528001584576
1276,0.47,0.53,1.3696461746247222
1277,0.752,0.248,1.4142973406634693
1278,0.564,0.43600000000000005,1.4569588900262613
1279,0.348,0.652,1.4422358241232076
1280,0.504,0.496,1.5053349596425825
1281,0.467,0.5329999999999999,1.4527343794090026
1282,0.382,0.618,1.408849908353085
1283,0.672,0.32799999999999996,1.5024127443546191
1284,0.632,0.368,1.4418248018163933
1285,0.561,0.43899999999999995,1.4528318440832295
1286,0.496,0.504,1.5036240470007671
1287,0.58,0.42000000000000004,1.5093527656545689
1288,0.558,0.44199999999999995,1.4862332411746986
1289,0.44,0.56,1.4196805164003676
1290,0.436,0.5640000000000001,1.4248681150432019
1291,0.648,0.352,1.48357073065132
1292,0.469,0.531,1.4291467022742637
1293,0.639,0.361,1.4969738611134116
1294,0.809,0.19099999999999995,1.5349757523678003
1295,0.383,0.617,1.3334662162118307
1296,0.643,0.357,1.4885237240301241
1297,0.578,0.42200000000000004,1.4792639131481462
1298,0.632,0.368,1.4248806969901768
1299,0.424,0.5760000000000001,1.4763752466592492
1300,0.391,0.609,1.3993320558749316
1301,0.064,0.9359999999999999,1.3269037720917642
1302,0.395,0.605,1.4423386608577746
1303,0.395,0.605,1.4774101106472168
1304,0.43,0.5700000000000001,1.5239842860166337
1305,0.555,0.44499999999999995,1.5537522165030233
1306,0.561,0.43899999999999995,1.4120239981984803
1307,0.357,0.643,1.3905585465513908
1308,0.454,0.546,1.4308059640792672
1309,0.514,0.486,1.4230553715613194
1310,0.544,0.45599999999999996,1.5348710640966978
1311,0.17,0.83,1.3907757449548759
1312,0.615,0.385,1.500807140003383
1313,0.722,0.278,1.4513038198447388
1314,0.285,0.7150000000000001,1.3139650517623451
1315,0.527,0.473,1.4093916048654451
1316,0.572,0.42800000000000005,1.5007484358470946
1317,0.377,0.623,1.4288442842567268
1318,0.398,0.602,1.5194891340105836
1319,0.657,0.34299999999999997,1.5081313279857116
1320,0.31,0.69,1.3733142723644645
1321,0.798,0.20199999999999996,1.46680514550724
1322,0.244,0.756,1.3679248167790408
1323,0.426,0.5740000000000001,1.3971098614581334
1324,0.447,0.5529999999999999,1.3896451723571015
1325,0.527,0.473,1.5429819300776753
1326,0.312,0.688,1.3628505334804615
1327,0.401,0.599,1.406405875180443
1328,0.441,0.5589999999999999,1.522413839467733
1329,0.569,0.43100000000000005,1.5341489235989194
1330,0.625,0.375,1.4602422648154663
1331,0.557,0.44299999999999995,1.3783266290015412
1332,0.294,0.706,1.3498283743645336
1333,0.603,0.397,1.5020760829971886
1334,0.641,0.359,1.502138482261234
1335,0.67,0.32999999999999996,1.4186616676013908
1336,0.34,0.6599999999999999,1.432268536374752
1337,0.568,0.43200000000000005,1.5107288195339714
1338,0.611,0.389,1.5280347366563152
1339,0.586,0.41400000000000003,1.4378078059859516
1340,0.346,0.654,1.374004865578131
1341,0.357,0.643,1.4477988906985066
1342,0.638,0.362,1.4793822801206657
1343,0.67,0.32999999999999996,1.4460591209381748
1344,0.562,0.43799999999999994,1.4836002438785683
1345,0.418,0.5820000000000001,1.5135391180957225
1346,0.435,0.565,1.5216769080698476
1347,0.458,0.542,1.4480726103282577
1348,0.504,0.496,1.4606298978499352
1349,0.622,0.378,1.4646819546331882
1350,0.644,0.356,1.4263487380890811
1351,0.687,0.31299999999999994,1.5735124822801219
1352,0.188,0.812,1.3656665691390188
1353,0.594,0.406,1.442108838541713
1354,0.496,0.504,1.394264396400839
1355,0.935,0.06499999999999995,1.493973690993312
1356,0.085,0.915,1.3515373334205232
1357,0.315,0.685,1.4633997910744925
1358,0.456,0.544,1.3797682095231452
1359,0.809,0.19099999999999995,1.4575935309659058
1360,0.699,0.30100000000000005,1.4027785648497293
1361,0.58,0.42000000000000004,1.5431138612834812
1362,0.315,0.685,1.4356462814092896
1363,0.258,0.742,1.4815426766860011
1364,0.646,0.354,1.5700938987202482
1365,0.326,0.6739999999999999,1.4350375701572706
1366,0.599,0.401,1.4920283922118176
1367,0.535,0.46499999999999997,1.4867689955334618
1368,0.292,0.708,1.4383828375184584
1369,0.37,0.63,1.45120229620646
1370,0.449,0.5509999999999999,1.488279710698429
1371,0.209,0.791,1.4291428148005836
1372,0.504,0.496,1.4532797086809168
1373,0.347,0.653,1.4151694381468773
1374,0.507,0.493,1.409304971963162
1375,0.507,0.493,1.4428986592310908
1376,0.742,0.258,1.4947643874191887
1377,0.561,0.43899999999999995,1.465006702870688
1378,0.675,0.32499999999999996,1.458704975237543
1379,0.508,0.492,1.4992519760155376
1380,0.219,0.781,1.3329669947176424
1381,0.465,0.5349999999999999,1.3826902229882085
1382,0.453,0.5469999999999999,1.4232960316918748
1383,0.39,0.61,1.4553174558352755
1384,0.891,0.10899999999999999,1.5192987321134712
1385,0.363,0.637,1.5082933700751235
1386,0.572,0.42800000000000005,1.4352300441674006
1387,0.103,0.897,1.3374205668083674
1388,0.648,0.352,1.4151313876423106
1389,0.593,0.40700000000000003,1.4826606555977906
1390,0.518,0.482,1.5111416935410211
1391,0.227,0.773,1.4007009607580907
1392,0.815,0.18500000000000005,1.543992878459478
1393,0.421,0.579,1.348531212330658
1394,0.574,0.42600000000000005,1.514340140618433
1395,0.532,0.46799999999999997,1.4375085679787716
1396,0.477,0.523,1.4254850931565908
1397,0.448,0.552,1.4183602689498733
1398,0.369,0.631,1.449365193455604
1399,0.393,0.607,1.446290568475033
1400,0.334,0.6659999999999999,1.370912203555882
1401,0.456,0.544,1.4675670643096166
1402,0.352,0.648,1.5252336906701915
1403,0.559,0.44099999999999995,1.4304392924601572
1404,0.732,0.268,1.4929266550970446
1405,0.499,0.501,1.452594022043706
1406,0.424,0.5760000000000001,1.480151422042321
1407,0.454,0.546,1.4240269859945478
1408,0.557,0.44299999999999995,1.3886939743582507
1409,0.663,0.33699999999999997,1.482021114747843
1410,0.398,0.602,1.4955895339704608
1411,0.476,0.524,1.4324392402113373
1412,0.373,0.627,1.4101888257896629
1413,0.325,0.675,1.4623535447994693
1414,0.272,0.728,1.5280773007576052
1415,0.453,0.5469999999999999,1.501470963291596
1416,0.574,0.42600000000000005,1.5097723368525666
1417,0.479,0.521,1.4004462338600627
1418,0.366,0.634,1.4434632612118754
1419,0.314,0.6859999999999999,1.4289348145528649
1420,0.997,0.0030000000000000027,1.4900765512326088
1421,0.655,0.345,1.4809853170586085
1422,0.422,0.5780000000000001,1.3890304099760733
1423,0.543,0.45699999999999996,1.5193259731231603
1424,0.524,0.476,1.4311722713645172
1425,0.617,0.383,1.4264545734246228
1426,0.639,0.361,1.5378074982717493
1427,0.219,0.781,1.332293519954342
1428,0.498,0.502,1.5228315333444582
1429,0.478,0.522,1.4806072273187167
1430,0.29,0.71,1.4205756400088625
1431,0.333,0.667,1.3480392128394234
1432,0.4,0.6,1.3743084004280672
1433,0.373,0.627,1.4136411637387465
1434,0.666,0.33399999999999996,1.445417415293239
1435,0.538,0.46199999999999997,1.4552979409078446
1436,0.497,0.503,1.448147004449445
1437,0.96,0.040000000000000036,1.6149373380326275
1438,0.741,0.259,1.4857473415797804
1439,0.65,0.35,1.5194195484100335
1440,0.497,0.503,1.4060886798031067
1441,0.456,0.544,1.4069933414066729
1442,0.593,0.40700000000000003,1.4970955374507653
1443,0.439,0.5609999999999999,1.4638054246402317
1444,0.758,0.242,1.4924424047541034
1445,0.425,0.575,1.4269861100341745
1446,0.293,0.7070000000000001,1.4044610636956456
1447,0.632,0.368,1.4622690064387527
1448,0.529,0.471,1.3972276866728566
1449,0.25,0.75,1.3824006341445285
1450,0.227,0.773,1.353883930684026
1451,0.497,0.503,1.4810385267539508
1452,0.741,0.259,1.4651247140253567
1453,0.252,0.748,1.3883137626937019
1454,0.702,0.29800000000000004,1.452368972353751
1455,0.451,0.5489999999999999,1.429150699696186
1456,0.207,0.793,1.418278981869573
1457,0.369,0.631,1.475949936202989
1458,0.445,0.5549999999999999,1.3975713119035018
1459,0.549,0.45099999999999996,1.469360518437037
1460,0.311,0.6890000000000001,1.3630372736483163
1461,0.745,0.255,1.5174394395437565
1462,0.0,1.0,1.3128452893014693
1463,0.605,0.395,1.5370971121982444
1464,0.399,0.601,1.4066327355796442
1465,0.718,0.28200000000000003,1.5212690835732563
1466,0.668,0.33199999999999996,1.5036884468192813
1467,0.6,0.4,1.4624124234962537
1468,0.401,0.599,1.4088103362508515
1469,0.441,0.5589999999999999,1.4141245728009912
1470,0.501,0.499,1.4441163758593651
1471,0.763,0.237,1.4728459478347626
1472,0.554,0.44599999999999995,1.4432801644395472
1473,0.469,0.531,1.4623895293275748
1474,0.538,0.46199999999999997,1.4635498782535987
1475,0.324,0.6759999999999999,1.4661890326340605
1476,0.224,0.776,1.4335191814401052
1477,0.505,0.495,1.4696962735935881
1478,0.799,0.20099999999999996,1.525519316086332
1479,0.56,0.43999999999999995,1.4159758262525337
1480,0.345,0.655,1.4113200015261176
1481,0.29,0.71,1.4273513435628906
1482,0.409,0.591,1.4382682669492348
1483,0.375,0.625,1.3705328596480322
1484,0.602,0.398,1.4838139637507441
1485,0.571,0.42900000000000005,1.5523346250072507
1486,0.293,0.7070000000000001,1.4439873828487582
1487,0.763,0.237,1.460371594768512
1488,0.395,0.605,1.4510005262262098
1489,0.611,0.389,1.395020866515642
1490,0.503,0.497,1.4404095494893345
1491,0.29,0.71,1.3363746810423245
1492,0.474,0.526,1.4307560151206544
1493,0.532,0.46799999999999997,1.429821290609888
1494,0.551,0.44899999999999995,1.5661983827047223
1495,0.656,0.344,1.371913841038253
1496,0.709,0.29100000000000004,1.4746817261227974
1497,0.427,0.573,1.423259590845711
1498,0.241,0.759,1.3570547062195026
1499,0.362,0.638,1.457103063157422
1500,0.604,0.396,1.4341946321733756
1501,0.796,0.20399999999999996,1.5399132612940336
1502,0.483,0.517,1.480413048737812
1503,0.211,0.789,1.4605813866880815
1504,0.496,0.504,1.4991245807523281
1505,0.453,0.5469999999999999,1.4375957225364513
1506,0.053,0.947,1.3752788266282137
1507,0.311,0.6890000000000001,1.4568446980571321
1508,0.568,0.43200000000000005,1.466331085202014
1509,0.585,0.41500000000000004,1.4816033189362006
1510,0.371,0.629,1.439334541841325
1511,0.19,0.81,1.3921275935031407
1512,0.431,0.569,1.4329047063489362
1513,0.419,0.581,1.4278801941540866
1514,0.504,0.496,1.5444420462997843
1515,0.155,0.845,1.4641023928269217
1516,0.263,0.737,1.4076679116579534
1517,0.563,0.43700000000000006,1.402050726096372
1518,0.527,0.473,1.4745648798772344
1519,0.239,0.761,1.470127120269425
1520,0.406,0.594,1.485093549128263
1521,0.56,0.43999999999999995,1.4148245827307682
1522,0.499,0.501,1.5294635844003852
1523,0.863,0.137,1.564486774183532
1524,0.401,0.599,1.4407625545151226
1525,0.602,0.398,1.5289881941010814
1526,0.656,0.344,1.5081013039315323
1527,0.704,0.29600000000000004,1.4770100273591675
1528,0.472,0.528,1.4500244776755988
1529,0.278,0.722,1.4136890451893795
1530,0.728,0.272,1.4175388467559715
1531,0.528,0.472,1.4251617819442983
1532,0.686,0.31399999999999995,1.4543983074807263
1533,0.521,0.479,1.3182813312319335
1534,0.55,0.44999999999999996,1.4509269144132473
1535,0.69,0.31000000000000005,1.4914087827988358
1536,0.716,0.28400000000000003,1.4822070906774485
1537,0.422,0.5780000000000001,1.4905647306441816
1538,0.51,0.49,1.4798128146141822
1539,0.863,0.137,1.4326610228052956
1540,0.643,0.357,1.5349766568323417
1541,0.697,0.30300000000000005,1.4168348850696235
1542,0.622,0.378,1.481079371045164
1543,0.368,0.632,1.3794506533977418
1544,0.589,0.41100000000000003,1.4542011092653826
1545,0.417,0.583,1.4747920060575237
1546,0.248,0.752,1.389920378843413
1547,0.424,0.5760000000000001,1.3765734054655354
1548,0.557,0.44299999999999995,1.4926358111874827
1549,0.412,0.5880000000000001,1.354086618168547
1550,0.285,0.7150000000000001,1.525391500744384
1551,0.4,0.6,1.455802884193327
1552,0.529,0.471,1.443734830686797
1553,0.444,0.556,1.3199568019192096
1554,0.535,0.46499999999999997,1.427203246145961
1555,0.432,0.5680000000000001,1.417639643087524
1556,0.521,0.479,1.5202972224751203
1557,0.639,0.361,1.4670790153092312
1558,0.075,0.925,1.2838586459586618
1559,0.522,0.478,1.4840500254650777
1560,0.492,0.508,1.4355384322839935
1561,0.514,0.486,1.4726405408870227
1562,0.635,0.365,1.4876152760232335
1563,0.427,0.573,1.4039182532842305
1564,0.368,0.632,1.4669555542102342
1565,0.697,0.30300000000000005,1.504775779270832
1566,0.403,0.597,1.416681039164135
1567,0.566,0.43400000000000005,1.472287092822349
1568,0.646,0.354,1.4506884501903974
1569,0.761,0.239,1.4964008212237374
1570,0.655,0.345,1.3917898882171211
1571,0.355,0.645,1.4460348689913485
1572,0.622,0.378,1.3360306670111743
1573,0.31,0.69,1.4360598585970759
1574,0.285,0.7150000000000001,1.428471817759468
1575,0.135,0.865,1.3712137481751578
1576,0.271,0.729,1.4259691629771936
1577,0.316,0.6839999999999999,1.403760023821877
1578,0.142,0.858,1.376135165682174
1579,0.654,0.346,1.3889479206117379
1580,0.587,0.41300000000000003,1.481220199883572
1581,0.403,0.597,1.4258480810482592
1582,0.621,0.379,1.4214325442557645
1583,0.33,0.6699999999999999,1.4357846340715794
1584,0.519,0.481,1.493477982244817
1585,0.711,0.28900000000000003,1.4971021502846207
1586,0.361,0.639,1.4328714758168217
1587,0.49,0.51,1.450961745779894
1588,0.595,0.405,1.5201202390306605
1589,0.713,0.28700000000000003,1.481770584131825
1590,0.169,0.831,1.3632236993952973
1591,0.464,0.536,1.4578084485312293
1592,0.507,0.493,1.4731589621910477
1593,0.493,0.507,1.3925665773721885
1594,0.602,0.398,1.4436748921961293
1595,0.398,0.602,1.4380831801585263
1596,0.475,0.525,1.4027954223743762
1597,0.555,0.44499999999999995,1.4524479672812587
1598,0.556,0.44399999999999995,1.5978707415269644
1599,0.479,0.521,1.3679291237666122
1600,0.968,0.03200000000000003,1.5035175467659576
1601,0.718,0.28200000000000003,1.5542847494847984
1602,0.756,0.244,1.4065851852970677
1603,0.513,0.487,1.4736082677960867
1604,0.513,0.487,1.4906062151777972
1605,0.531,0.469,1.3958642090804652
1606,0.377,0.623,1.4244266404575265
1607,0.957,0.04300000000000004,1.5393488910150828
1608,0.245,0.755,1.4276365334543968
1609,0.394,0.606,1.38213836176742
1610,0.447,0.5529999999999999,1.504274471931466
1611,0.491,0.509,1.4668796895468186
1612,0.278,0.722,1.4408375566533733
1613,0.465,0.5349999999999999,1.3985347861702817
1614,0.737,0.263,1.4816153182278125
1615,0.511,0.489,1.5559443906014694
1616,0.54,0.45999999999999996,1.4531939525056026
1617,0.35,0.65,1.4806413989112766
1618,0.46,0.54,1.4085618340974382
1619,0.644,0.356,1.4448012501190222
1620,0.252,0.748,1.3533242596170447
1621,0.491,0.509,1.3392969566888437
1622,0.408,0.5920000000000001,1.4682491571761573
1623,0.803,0.19699999999999995,1.4986651572865848
1624,0.514,0.486,1.4914977092730335
1625,0.117,0.883,1.344193563304241
1626,0.692,0.30800000000000005,1.5077678258408032
1627,0.532,0.46799999999999997,1.5047522793815984
1628,0.26,0.74,1.362466405517552
1629,0.48,0.52,1.4436492229944724
1630,0.557,0.44299999999999995,1.4628028337369416
1631,0.65,0.35,1.415681141208062
1632,0.362,0.638,1.4035718131013881
1633,0.354,0.646,1.3862864943633069
1634,0.416,0.5840000000000001,1.4940923176733718
1635,0.29,0.71,1.4412066052291248
1636,0.481,0.519,1.4970090209922258
1637,0.679,0.32099999999999995,1.4658384211231026
1638,0.308,0.692,1.3852263005148515
1639,0.664,0.33599999999999997,1.4784036472212247
1640,0.471,0.529,1.40965817388119
1641,0.559,0.44099999999999995,1.5245855579351701
1642,0.261,0.739,1.4740407260049249
1643,0.36,0.64,1.5064936075724662
1644,0.561,0.43899999999999995,1.4574170642633095
1645,0.259,0.741,1.4429298882847832
1646,0.568,0.43200000000000005,1.5013576263317818
1647,0.42,0.5800000000000001,1.4378113418610161
1648,0.493,0.507,1.5374830640418848
1649,0.491,0.509,1.4836696127124562
1650,0.15,0.85,1.3388765074814126
1651,0.662,0.33799999999999997,1.5389255663093326
1652,0.485,0.515,1.4638299876600787
1653,0.503,0.497,1.3575359186775675
1654,0.529,0.471,1.4743031106053317
1655,0.442,0.558,1.5079346133165752
1656,0.647,0.353,1.420444931106279
1657,0.412,0.5880000000000001,1.4367344871352388
1658,0.503,0.497,1.4078096883741724
1659,0.661,0.33899999999999997,1.5041074990665795
1660,0.716,0.28400000000000003,1.5514744927742632
1661,0.295,0.7050000000000001,1.4048095096251685
1662,0.276,0.724,1.2817010361314896
1663,0.442,0.558,1.4374323016901072
1664,0.707,0.29300000000000004,1.3745373385060273
1665,0.343,0.657,1.3163531969315851
1666,0.348,0.652,1.3337907417538937
1667,0.861,0.139,1.4816544498156659
1668,0.522,0.478,1.4281020995542624
1669,0.364,0.636,1.4467361691844898
1670,0.428,0.5720000000000001,1.4284201077002308
1671,0.526,0.474,1.4914844016346804
1672,0.088,0.912,1.453923581684841
1673,0.726,0.274,1.542300342504972
1674,0.287,0.7130000000000001,1.3199280004450429
1675,0.308,0.692,1.5124835603930187
1676,0.46,0.54,1.5200021360559963
1677,0.508,0.492,1.4615761075396823
1678,0.535,0.46499999999999997,1.4524136479414207
1679,0.663,0.33699999999999997,1.5734369812923221
1680,0.5,0.5,1.3343332502011362
1681,0.248,0.752,1.407909521364412
1682,0.387,0.613,1.4064379756725292
1683,0.531,0.469,1.5174325022962805
1684,0.54,0.45999999999999996,1.4819893356832745
1685,0.614,0.386,1.4732591662013876
1686,0.5,0.5,1.4267075145744783
1687,0.536,0.46399999999999997,1.4668249201959844
1688,0.372,0.628,1.4682399288765413
1689,0.728,0.272,1.5017058810749297
1690,0.305,0.6950000000000001,1.4716543829794237
1691,0.37,0.63,1.3883230031989349
1692,0.548,0.45199999999999996,1.5339514901636957
1693,0.635,0.365,1.5717631044682465
1694,0.234,0.766,1.3927689024661414
1695,0.758,0.242,1.4981734534028928
1696,0.523,0.477,1.4728239228462374
1697,0.439,0.5609999999999999,1.4917168441404813
1698,0.481,0.519,1.4794463708913663
1699,0.523,0.477,1.3926947055517305
1700,0.559,0.44099999999999995,1.4726778065730202
1701,0.487,0.513,1.4527475031843884
1702,0.678,0.32199999999999995,1.495554285074447
1703,0.812,0.18799999999999994,1.449727020427768
1704,0.486,0.514,1.4652618055780695
1705,0.41,0.5900000000000001,1.4563133041060055
1706,0.441,0.5589999999999999,1.4305832862957577
1707,0.687,0.31299999999999994,1.461168581622596
1708,0.622,0.378,1.5409553735787611
1709,0.545,0.45499999999999996,1.5983322456358617
1710,0.404,0.596,1.3633853182148412
1711,0.314,0.6859999999999999,1.4544305100629809
1712,0.598,0.402,1.4781948133731075
1713,0.566,0.43400000000000005,1.54576010571382
1714,0.167,0.833,1.453105195556756
1715,0.094,0.906,1.2405038464416216
1716,0.489,0.511,1.4508807480076114
1717,0.318,0.6819999999999999,1.4259495596428216
1718,0.672,0.32799999999999996,1.5618305565903035
1719,0.648,0.352,1.3589512890703865
1720,0.318,0.6819999999999999,1.5082110631670402
1721,0.348,0.652,1.3791853150452016
1722,0.363,0.637,1.4935642307160042
1723,0.475,0.525,1.416682649932359
1724,0.756,0.244,1.4695301977469222
1725,0.481,0.519,1.5162740937090355
1726,0.561,0.43899999999999995,1.45683443964122
1727,0.457,0.5429999999999999,1.4346429834660925
1728,0.274,0.726,1.426107399876457
1729,0.993,0.007000000000000006,1.5202630420039498
1730,0.56,0.43999999999999995,1.4040732607975523
1731,0.205,0.795,1.4017317670779483
1732,0.209,0.791,1.3570799692221924
1733,0.884,0.11599999999999999,1.5464209765176522
1734,0.272,0.728,1.482522220044545
1735,0.867,0.133,1.385834607401327
1736,0.58,0.42000000000000004,1.4317609368958364
1737,0.49,0.51,1.5644615477826167
1738,0.506,0.494,1.4223740657125175
1739,0.59,0.41000000000000003,1.4845292413727995
1740,0.265,0.735,1.2969714048067138
1741,0.353,0.647,1.3868192202816545
1742,0.398,0.602,1.4166821751199534
1743,0.467,0.5329999999999999,1.504163784428844
1744,0.208,0.792,1.4353025916029836
1745,0.233,0.767,1.488297034604535
1746,0.701,0.29900000000000004,1.4506569346683977
1747,0.531,0.469,1.5167829699032305
1748,0.646,0.354,1.4852475007779897
1749,0.227,0.773,1.3857118194953562
1750,0.537,0.46299999999999997,1.5140646345862765
1751,0.605,0.395,1.5154499191000557
1752,0.53,0.47,1.455426028106858
1753,0.405,0.595,1.469886629953134
1754,0.268,0.732,1.3967630134693323
1755,0.67,0.32999999999999996,1.5721690429190822
1756,0.44,0.56,1.4347550858262417
1757,0.563,0.43700000000000006,1.5631667105790836
1758,0.495,0.505,1.5125601190199331
1759,0.859,0.14100000000000001,1.3447431192970336
1760,0.48,0.52,1.4681439482264538
1761,0.498,0.502,1.4957814492407404
1762,0.447,0.5529999999999999,1.4925937093708448
1763,0.377,0.623,1.4244936904679617
1764,0.576,0.42400000000000004,1.5021854637941727
1765,0.481,0.519,1.4185235738003439
1766,0.544,0.45599999999999996,1.4723357296635666
1767,0.465,0.5349999999999999,1.4662695938911885
1768,0.677,0.32299999999999995,1.4082871934281977
1769,0.495,0.505,1.4594053817530244
1770,0.659,0.34099999999999997,1.4620908357885616
1771,0.53,0.47,1.391679520337354
1772,0.335,0.665,1.4707932037075089
1773,0.343,0.657,1.5043746367984978
1774,0.44,0.56,1.4945203223550603
1775,0.351,0.649,1.4995404561381902
1776,0.169,0.831,1.3947027945113937
1777,0.315,0.685,1.5492946588023868
1778,0.631,0.369,1.407676315777414
1779,0.861,0.139,1.5484026390462509
1780,0.728,0.272,1.5280316496363844
1781,0.567,0.43300000000000005,1.5122760253634977
1782,0.779,0.22099999999999997,1.4469707658306001
1783,0.505,0.495,1.4298357789513354
1784,0.397,0.603,1.4403876063075862
1785,0.503,0.497,1.4664990622368295
1786,0.643,0.357,1.395462866276055
1787,0.613,0.387,1.473846726744878
1788,0.444,0.556,1.4323349401578014
1789,0.477,0.523,1.5098849007266906
1790,0.788,0.21199999999999997,1.4963160022225663
1791,0.405,0.595,1.5022047086398207
1792,0.528,0.472,1.3689908472165886
1793,0.645,0.355,1.5094103970605734
1794,0.504,0.496,1.3839662478649868
1795,0.394,0.606,1.4732734354610577
1796,0.195,0.8049999999999999,1.368059683893288
1797,0.703,0.29700000000000004,1.4673523785497304
1798,0.371,0.629,1.3915125041473506
1799,0.271,0.729,1.3631386134662709
1800,0.623,0.377,1.4393170512218718
1801,0.409,0.591,1.4629465827928456
1802,0.229,0.771,1.4271089347613024
1803,0.235,0.765,1.3336146216039144
1804,0.717,0.28300000000000003,1.4711545262230625
1805,0.441,0.5589999999999999,1.5187478317696963
1806,0.765,0.235,1.4754329374979231
1807,0.185,0.815,1.364398810772521
1808,0.494,0.506,1.4532535959024968
1809,0.504,0.496,1.4097924309625012
1810,0.328,0.6719999999999999,1.3840260638954496
1811,0.231,0.769,1.4336788073385138
1812,0.276,0.724,1.3991259840136763
1813,0.66,0.33999999999999997,1.4846371443309958
1814,0.589,0.41100000000000003,1.4800867738204437
1815,0.48,0.52,1.436591186548953
1816,0.373,0.627,1.4147862554087622
1817,0.347,0.653,1.4010767053487612
1818,0.569,0.43100000000000005,1.4765263386788334
1819,0.454,0.546,1.3685666298731125
1820,0.273,0.727,1.4160517330984275
1821,0.655,0.345,1.460893288932702
1822,0.587,0.41300000000000003,1.4029355034973934
1823,0.58,0.42000000000000004,1.3685588075738953
1824,0.453,0.5469999999999999,1.3953067939623125
1825,0.238,0.762,1.2945658537931886
1826,0.508,0.492,1.4950760898446003
1827,0.582,0.41800000000000004,1.473063049439389
1828,0.738,0.262,1.5395450288789265
1829,0.688,0.31200000000000006,1.4317101174253928
1830,0.495,0.505,1.3760695819797033
1831,0.445,0.5549999999999999,1.386577801648763
1832,0.516,0.484,1.514456725608701
1833,0.276,0.724,1.4475030119736882
1834,0.387,0.613,1.4216636289422953
1835,0.101,0.899,1.3519463237439364
1836,0.447,0.5529999999999999,1.420465078105624
1837,0.494,0.506,1.4529686385857825
1838,0.561,0.43899999999999995,1.5367758233268436
1839,0.273,0.727,1.394200466787232
1840,0.285,0.7150000000000001,1.4230634713884527
1841,0.59,0.41000000000000003,1.5262876477620717
1842,0.569,0.43100000000000005,1.4147889893805448
1843,0.555,0.44499999999999995,1.394663350211958
1844,0.655,0.345,1.5245017737562436
1845,0.439,0.5609999999999999,1.4553856776580076
1846,0.573,0.42700000000000005,1.3901823149277326
1847,0.661,0.33899999999999997,1.4423984554824791
1848,0.599,0.401,1.5314637329638654
1849,0.799,0.20099999999999996,1.5361871974555776
1850,0.309,0.6910000000000001,1.3733411369552952
1851,0.34,0.6599999999999999,1.3255762021513935
1852,0.613,0.387,1.4957370484074364
1853,0.719,0.281,1.4143737855717442
1854,0.423,0.577,1.3389801424143641
1855,0.151,0.849,1.4299325551872082
1856,0.507,0.493,1.4078236511535849
1857,0.31,0.69,1.408292661841492
1858,0.67,0.32999999999999996,1.5512399975988196
1859,0.554,0.44599999999999995,1.466804754424845
1860,0.29,0.71,1.4688276605707935
1861,0.519,0.481,1.4380137840566265
1862,0.662,0.33799999999999997,1.4218616519282405
1863,0.544,0.45599999999999996,1.504228218571458
1864,0.552,0.44799999999999995,1.5169427957137969
1865,0.545,0.45499999999999996,1.4256133898416459
1866,0.675,0.32499999999999996,1.4966823853587352
1867,0.364,0.636,1.443334272373863
1868,0.55,0.44999999999999996,1.484618835172124
1869,0.456,0.544,1.5261599984547873
1870,0.642,0.358,1.5869060066977048
1871,0.481,0.519,1.50173612573572
1872,0.576,0.42400000000000004,1.5377377435086714
1873,0.569,0.43100000000000005,1.4443280785306538
1874,0.432,0.5680000000000001,1.4679653658843754
1875,0.662,0.33799999999999997,1.369880813755791
1876,0.548,0.45199999999999996,1.4895327579773177
1877,0.364,0.636,1.37318096229677
1878,0.583,0.41700000000000004,1.4182645128675258
1879,0.511,0.489,1.4721106328411768
1880,0.387,0.613,1.502642234301171
1881,0.748,0.252,1.5186181913310839
1882,0.447,0.5529999999999999,1.4203184299936837
1883,0.599,0.401,1.4120265660401445
1884,0.349,0.651,1.4112850214153667
1885,0.383,0.617,1.4425324293165749
1886,0.417,0.583,1.5173791178992269
1887,0.426,0.5740000000000001,1.3736195004229868
1888,0.516,0.484,1.527698265315322
1889,0.641,0.359,1.3695093176767177
1890,0.388,0.612,1.420598373903444
1891,0.546,0.45399999999999996,1.547154888269501
1892,0.567,0.43300000000000005,1.5140070766718714
1893,0.43,0.5700000000000001,1.350581466031286
1894,0.216,0.784,1.2734394977742813
1895,0.224,0.776,1.326693900076102
1896,0.284,0.716,1.4442502603270202
1897,0.381,0.619,1.409294376269645
1898,0.381,0.619,1.49215445403605
1899,0.119,0.881,1.379743875417193
1900,0.566,0.43400000000000005,1.3802058794571301
1901,0.309,0.6910000000000001,1.3702864254473142
1902,0.348,0.652,1.4428444663724622
1903,0.56,0.43999999999999995,1.3906713732423397
1904,0.546,0.45399999999999996,1.3917514871640415
1905,0.554,0.44599999999999995,1.406002052377475
1906,0.584,0.41600000000000004,1.509941603346346
1907,0.311,0.6890000000000001,1.389483309501783
1908,0.562,0.43799999999999994,1.4528468481750711
1909,0.524,0.476,1.4484395820384388
1910,0.294,0.706,1.4015730264556978
1911,0.436,0.5640000000000001,1.3476818041927934
1912,0.306,0.694,1.3790139676378346
1913,0.547,0.45299999999999996,1.4458471252997798
