relative_path,status,row_count,column_count,columns,date_column,rule_column,model_column,event_column,sample_min_date,sample_max_date,sample_distinct_dates,sample_distinct_rules,sample_distinct_models
config/v2/two_year_retrieval_spec.json,READABLE,1,37,base_retry_delay_seconds|calibration_selected|categorical_scores_calculated|checkpoint_every_requests|expected_complete_local_days_per_request|expected_daily_rows_per_request|expected_hourly_rows|expected_hours_per_request|expected_requests|market_prices_accessed|maximum_attempts|minimum_seconds_between_requests|model|model_fitted|model_selected|out_of_sample_validation_start|phase|phase3_manifest|raw_cache_committed_to_git|raw_cache_directory|realised_outcomes_accessed|request_plan|request_timeout_seconds|require_all_temperatures_nonmissing|require_exact_hour_count|require_returned_timezone_match|retryable_http_statuses|selected_cycles_utc|status|temperature_unit|temperature_variable|timezone|trading_returns_calculated|user_agent|weather_only_training_end|weather_only_training_start|weather_plus_market_training_start,,,model,,,,0,0,1
config/v2/weather_only_decision_support_spec.json,READABLE,1,16,calibration_selected|decision_rule_selection|decision_rules|decision_time_source|market_prices_accessed|model_fitted|model_selected|phase|realised_outcomes_accessed|run_inventory_source|status|subphase|target_date_source|timezone|trading_returns_calculated|weather_only_target_dates,,,,,,,0,0,0
config/v2/weather_only_residual_spec.json,READABLE,1,14,phase|weather_only_dates|decision_rules|forecast_source|observation_source|residual_definition|forecast_error_definition|uncertainty_unit|market_prices_accessed|polymarket_outcomes_accessed|model_fitting_permitted|model_selection_permitted|calibration_permitted|trading_permitted,,,,,,,0,0,0
data/processed/v2/phase8_clean_gp/phase8_gp_market_period_predictions.csv,READABLE,375,106,target_date|decision_rule|forecast_daily_max_c|gp_residual_mean_c|gp_residual_std_c|gp_temperature_mean_c|gp_temperature_std_c|gp_temperature_q01_c|gp_temperature_q02_c|gp_temperature_q03_c|gp_temperature_q04_c|gp_temperature_q05_c|gp_temperature_q06_c|gp_temperature_q07_c|gp_temperature_q08_c|gp_temperature_q09_c|gp_temperature_q10_c|gp_temperature_q11_c|gp_temperature_q12_c|gp_temperature_q13_c|gp_temperature_q14_c|gp_temperature_q15_c|gp_temperature_q16_c|gp_temperature_q17_c|gp_temperature_q18_c|gp_temperature_q19_c|gp_temperature_q20_c|gp_temperature_q21_c|gp_temperature_q22_c|gp_temperature_q23_c|gp_temperature_q24_c|gp_temperature_q25_c|gp_temperature_q26_c|gp_temperature_q27_c|gp_temperature_q28_c|gp_temperature_q29_c|gp_temperature_q30_c|gp_temperature_q31_c|gp_temperature_q32_c|gp_temperature_q33_c|gp_temperature_q34_c|gp_temperature_q35_c|gp_temperature_q36_c|gp_temperature_q37_c|gp_temperature_q38_c|gp_temperature_q39_c|gp_temperature_q40_c|gp_temperature_q41_c|gp_temperature_q42_c|gp_temperature_q43_c|gp_temperature_q44_c|gp_temperature_q45_c|gp_temperature_q46_c|gp_temperature_q47_c|gp_temperature_q48_c|gp_temperature_q49_c|gp_temperature_q50_c|gp_temperature_q51_c|gp_temperature_q52_c|gp_temperature_q53_c|gp_temperature_q54_c|gp_temperature_q55_c|gp_temperature_q56_c|gp_temperature_q57_c|gp_temperature_q58_c|gp_temperature_q59_c|gp_temperature_q60_c|gp_temperature_q61_c|gp_temperature_q62_c|gp_temperature_q63_c|gp_temperature_q64_c|gp_temperature_q65_c|gp_temperature_q66_c|gp_temperature_q67_c|gp_temperature_q68_c|gp_temperature_q69_c|gp_temperature_q70_c|gp_temperature_q71_c|gp_temperature_q72_c|gp_temperature_q73_c|gp_temperature_q74_c|gp_temperature_q75_c|gp_temperature_q76_c|gp_temperature_q77_c|gp_temperature_q78_c|gp_temperature_q79_c|gp_temperature_q80_c|gp_temperature_q81_c|gp_temperature_q82_c|gp_temperature_q83_c|gp_temperature_q84_c|gp_temperature_q85_c|gp_temperature_q86_c|gp_temperature_q87_c|gp_temperature_q88_c|gp_temperature_q89_c|gp_temperature_q90_c|gp_temperature_q91_c|gp_temperature_q92_c|gp_temperature_q93_c|gp_temperature_q94_c|gp_temperature_q95_c|gp_temperature_q96_c|gp_temperature_q97_c|gp_temperature_q98_c|gp_temperature_q99_c,target_date,decision_rule,,,2026-03-16T00:00:00,2026-06-30T00:00:00,102,4,0
data/processed/v2/phase8_clean_gp/phase8_june_out_of_sample_panel.csv,READABLE,119,106,target_date|decision_rule|forecast_daily_max_c|gp_residual_mean_c|gp_residual_std_c|gp_temperature_mean_c|gp_temperature_std_c|gp_temperature_q01_c|gp_temperature_q02_c|gp_temperature_q03_c|gp_temperature_q04_c|gp_temperature_q05_c|gp_temperature_q06_c|gp_temperature_q07_c|gp_temperature_q08_c|gp_temperature_q09_c|gp_temperature_q10_c|gp_temperature_q11_c|gp_temperature_q12_c|gp_temperature_q13_c|gp_temperature_q14_c|gp_temperature_q15_c|gp_temperature_q16_c|gp_temperature_q17_c|gp_temperature_q18_c|gp_temperature_q19_c|gp_temperature_q20_c|gp_temperature_q21_c|gp_temperature_q22_c|gp_temperature_q23_c|gp_temperature_q24_c|gp_temperature_q25_c|gp_temperature_q26_c|gp_temperature_q27_c|gp_temperature_q28_c|gp_temperature_q29_c|gp_temperature_q30_c|gp_temperature_q31_c|gp_temperature_q32_c|gp_temperature_q33_c|gp_temperature_q34_c|gp_temperature_q35_c|gp_temperature_q36_c|gp_temperature_q37_c|gp_temperature_q38_c|gp_temperature_q39_c|gp_temperature_q40_c|gp_temperature_q41_c|gp_temperature_q42_c|gp_temperature_q43_c|gp_temperature_q44_c|gp_temperature_q45_c|gp_temperature_q46_c|gp_temperature_q47_c|gp_temperature_q48_c|gp_temperature_q49_c|gp_temperature_q50_c|gp_temperature_q51_c|gp_temperature_q52_c|gp_temperature_q53_c|gp_temperature_q54_c|gp_temperature_q55_c|gp_temperature_q56_c|gp_temperature_q57_c|gp_temperature_q58_c|gp_temperature_q59_c|gp_temperature_q60_c|gp_temperature_q61_c|gp_temperature_q62_c|gp_temperature_q63_c|gp_temperature_q64_c|gp_temperature_q65_c|gp_temperature_q66_c|gp_temperature_q67_c|gp_temperature_q68_c|gp_temperature_q69_c|gp_temperature_q70_c|gp_temperature_q71_c|gp_temperature_q72_c|gp_temperature_q73_c|gp_temperature_q74_c|gp_temperature_q75_c|gp_temperature_q76_c|gp_temperature_q77_c|gp_temperature_q78_c|gp_temperature_q79_c|gp_temperature_q80_c|gp_temperature_q81_c|gp_temperature_q82_c|gp_temperature_q83_c|gp_temperature_q84_c|gp_temperature_q85_c|gp_temperature_q86_c|gp_temperature_q87_c|gp_temperature_q88_c|gp_temperature_q89_c|gp_temperature_q90_c|gp_temperature_q91_c|gp_temperature_q92_c|gp_temperature_q93_c|gp_temperature_q94_c|gp_temperature_q95_c|gp_temperature_q96_c|gp_temperature_q97_c|gp_temperature_q98_c|gp_temperature_q99_c,target_date,decision_rule,,,2026-06-01T00:00:00,2026-06-30T00:00:00,30,4,0
data/processed/v2/phase8_clean_gp/phase8_weather_only_training_panel.csv,READABLE,2920,4,target_date|decision_rule|forecast_daily_max_c|residual_c,target_date,decision_rule,,,2024-03-16T00:00:00,2026-03-15T00:00:00,730,4,0
data/processed/v2/phase8_clean_gp/phase8_weather_plus_market_training_panel.csv,READABLE,256,106,target_date|decision_rule|forecast_daily_max_c|gp_residual_mean_c|gp_residual_std_c|gp_temperature_mean_c|gp_temperature_std_c|gp_temperature_q01_c|gp_temperature_q02_c|gp_temperature_q03_c|gp_temperature_q04_c|gp_temperature_q05_c|gp_temperature_q06_c|gp_temperature_q07_c|gp_temperature_q08_c|gp_temperature_q09_c|gp_temperature_q10_c|gp_temperature_q11_c|gp_temperature_q12_c|gp_temperature_q13_c|gp_temperature_q14_c|gp_temperature_q15_c|gp_temperature_q16_c|gp_temperature_q17_c|gp_temperature_q18_c|gp_temperature_q19_c|gp_temperature_q20_c|gp_temperature_q21_c|gp_temperature_q22_c|gp_temperature_q23_c|gp_temperature_q24_c|gp_temperature_q25_c|gp_temperature_q26_c|gp_temperature_q27_c|gp_temperature_q28_c|gp_temperature_q29_c|gp_temperature_q30_c|gp_temperature_q31_c|gp_temperature_q32_c|gp_temperature_q33_c|gp_temperature_q34_c|gp_temperature_q35_c|gp_temperature_q36_c|gp_temperature_q37_c|gp_temperature_q38_c|gp_temperature_q39_c|gp_temperature_q40_c|gp_temperature_q41_c|gp_temperature_q42_c|gp_temperature_q43_c|gp_temperature_q44_c|gp_temperature_q45_c|gp_temperature_q46_c|gp_temperature_q47_c|gp_temperature_q48_c|gp_temperature_q49_c|gp_temperature_q50_c|gp_temperature_q51_c|gp_temperature_q52_c|gp_temperature_q53_c|gp_temperature_q54_c|gp_temperature_q55_c|gp_temperature_q56_c|gp_temperature_q57_c|gp_temperature_q58_c|gp_temperature_q59_c|gp_temperature_q60_c|gp_temperature_q61_c|gp_temperature_q62_c|gp_temperature_q63_c|gp_temperature_q64_c|gp_temperature_q65_c|gp_temperature_q66_c|gp_temperature_q67_c|gp_temperature_q68_c|gp_temperature_q69_c|gp_temperature_q70_c|gp_temperature_q71_c|gp_temperature_q72_c|gp_temperature_q73_c|gp_temperature_q74_c|gp_temperature_q75_c|gp_temperature_q76_c|gp_temperature_q77_c|gp_temperature_q78_c|gp_temperature_q79_c|gp_temperature_q80_c|gp_temperature_q81_c|gp_temperature_q82_c|gp_temperature_q83_c|gp_temperature_q84_c|gp_temperature_q85_c|gp_temperature_q86_c|gp_temperature_q87_c|gp_temperature_q88_c|gp_temperature_q89_c|gp_temperature_q90_c|gp_temperature_q91_c|gp_temperature_q92_c|gp_temperature_q93_c|gp_temperature_q94_c|gp_temperature_q95_c|gp_temperature_q96_c|gp_temperature_q97_c|gp_temperature_q98_c|gp_temperature_q99_c,target_date,decision_rule,,,2026-03-16T00:00:00,2026-05-31T00:00:00,72,4,0
outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv,READABLE,2920,47,target_date|decision_rule|decision_rule_order|decision_offset_hours|target_midnight_hkt|decision_time_hkt|decision_time_utc|request_id|run_init_utc|cycle_utc|inventory_source|hourly_rows|unique_local_hours|nonmissing_temperature_rows|forecast_daily_max_c|forecast_daily_min_c|forecast_daily_mean_c|complete_local_day|cache_path|issued_before_decision|run_age_hours_at_decision|support_available|selection_rule|market_price_accessed|outcome_accessed|model_fitted|model_selected|used_for_weather_only_training|hko_daily_max_c|observation_join_status|residual_c|forecast_error_c|absolute_error_c|squared_error_c|target_year|target_month|target_day|day_of_year|seasonal_sin|seasonal_cos|calendar_day_index|weather_only_training_period|weather_plus_market_training_period|out_of_sample_validation_period|polymarket_outcome_accessed|calibration_selected|trading_returns_calculated,target_date,decision_rule,,,2024-03-16T00:00:00,2026-03-15T00:00:00,730,4,0
outputs/v2/diagnostics/06_gp_fold_matrix_panel.csv,READABLE,9484,35,target_date|decision_rule|decision_rule_order|forecast_daily_max_c|hko_daily_max_c|residual_c|forecast_error_c|absolute_error_c|squared_error_c|calendar_day_index|day_of_year|seasonal_sin|seasonal_cos|calendar_time_years|gp_target|gp_model_scope|covariance_kernel_candidate_1|covariance_kernel_candidate_2|weather_only_training_period|market_price_accessed|polymarket_outcome_accessed|model_fitted|hyperparameters_estimated|model_selected|fold_id|fold_number|sample_role|training_start|training_end|validation_start|validation_end|calendar_time_years_z|seasonal_sin_z|seasonal_cos_z|forecast_daily_max_c_z,target_date,decision_rule,,,2024-03-16T00:00:00,2025-09-13T00:00:00,547,4,0
outputs/v2/diagnostics/07_gp_validation_predictions.csv,READABLE,2920,129,target_date|fold_id|fold_number|decision_rule|decision_rule_order|training_start|training_end|validation_start|validation_end|forecast_daily_max_c|hko_daily_max_c|gp_target|kernel|kernel_order|model_identifier|residual_observed_c|residual_predictive_mean_c|predictive_standard_deviation_c|temperature_predictive_mean_c|raw_temperature_error_c|corrected_temperature_error_c|absolute_corrected_error_c|squared_corrected_error_c2|standardised_residual_error|pit_value|crps_c|negative_log_score|central_50_covered|central_80_covered|central_90_covered|q01_c|q02_c|q03_c|q04_c|q05_c|q06_c|q07_c|q08_c|q09_c|q10_c|q11_c|q12_c|q13_c|q14_c|q15_c|q16_c|q17_c|q18_c|q19_c|q20_c|q21_c|q22_c|q23_c|q24_c|q25_c|q26_c|q27_c|q28_c|q29_c|q30_c|q31_c|q32_c|q33_c|q34_c|q35_c|q36_c|q37_c|q38_c|q39_c|q40_c|q41_c|q42_c|q43_c|q44_c|q45_c|q46_c|q47_c|q48_c|q49_c|q50_c|q51_c|q52_c|q53_c|q54_c|q55_c|q56_c|q57_c|q58_c|q59_c|q60_c|q61_c|q62_c|q63_c|q64_c|q65_c|q66_c|q67_c|q68_c|q69_c|q70_c|q71_c|q72_c|q73_c|q74_c|q75_c|q76_c|q77_c|q78_c|q79_c|q80_c|q81_c|q82_c|q83_c|q84_c|q85_c|q86_c|q87_c|q88_c|q89_c|q90_c|q91_c|q92_c|q93_c|q94_c|q95_c|q96_c|q97_c|q98_c|q99_c,target_date,decision_rule,,,2025-03-16T00:00:00,2026-03-15T00:00:00,365,4,0
outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_calibration_bins.csv,READABLE,450,11,sample_period|decision_rule|model|probability_column|bin_index|bin_lower|bin_upper|observations|mean_probability|empirical_frequency|absolute_calibration_gap,,decision_rule,model,,,,0,5,3
outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_calibration_summary.csv,READABLE,45,18,sample_period|decision_rule|model|event_rows|dates|mean_probability|outcome_rate|calibration_bias|expected_calibration_error|maximum_calibration_error|brier_score|brier_reliability|brier_resolution|brier_uncertainty|brier_decomposition|logistic_calibration_intercept|logistic_calibration_slope|logistic_calibration_fit_passed,,decision_rule,model,,,,0,5,3
outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_date_rule_paired_scores.csv,READABLE,350,24,target_date|decision_rule|sample_period|event_count|raw_market_probability_mass|gp_probability_mass|market_normalised_probability_mass|realised_yes_count|gp_binary_brier_mean|market_binary_brier_raw_mean|market_binary_brier_normalised_mean|gp_binary_log_mean|market_binary_log_raw_mean|market_binary_log_normalised_mean|gp_multiclass_brier|market_multiclass_brier|gp_categorical_log|market_categorical_log|binary_brier_raw_difference_gp_minus_market|binary_log_raw_difference_gp_minus_market|categorical_log_difference_gp_minus_market|multiclass_brier_difference_gp_minus_market|binary_brier_normalised_difference_gp_minus_market|binary_log_normalised_difference_gp_minus_market,target_date,decision_rule,,,2026-03-18T00:00:00,2026-06-30T00:00:00,97,4,0
outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv,READABLE,3850,34,target_date|source_contract_id|event_label|source_event_type|lower_bound_c|upper_bound_c|event_type|observed_temperature_c|provided_outcome|contract_key|derived_outcome|realised_yes|decision_rule|forecast_daily_max_c|gp_temperature_mean_c|gp_temperature_std_c|gp_event_probability|sample_period|binary_brier|binary_log|source_contract_id_normalised|contract_key_normalised|event_label_normalised|lower_key|upper_key|market_probability_raw|market_probability_mass_raw|market_probability_normalised|gp_binary_brier|market_binary_brier_raw|market_binary_brier_normalised|gp_binary_log|market_binary_log_raw|market_binary_log_normalised,target_date,decision_rule,,event_label,2026-03-18T00:00:00,2026-06-30T00:00:00,97,4,0
outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_incomplete_or_missing_books.csv,READABLE,25,5,target_date|decision_rule|expected_event_count|matched_event_count|complete_common_support,target_date,decision_rule,,,2026-03-16T00:00:00,2026-06-08T00:00:00,15,4,0
outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_manifest.json,READABLE,1,43,phase|status|figures|comparison.common_support|comparison.paired_difference|comparison.binary_market_probability|comparison.categorical_market_probability|comparison.uncertainty_unit|comparison.bootstrap_repetitions|inputs.phase9_manifest.path|inputs.phase9_manifest.sha256|inputs.phase9_event_panel.path|inputs.phase9_event_panel.sha256|inputs.market_price_source.path|inputs.market_price_source.sha256|inputs.market_price_source.date_column|inputs.market_price_source.rule_column|inputs.market_price_source.price_column|inputs.market_price_source.format|inputs.market_price_source.matching_strategy|counts.phase9_gp_supported_dates|counts.phase9_gp_supported_date_rule_books|counts.phase9_gp_supported_event_rows|counts.matched_market_price_event_rows|counts.complete_common_support_dates|counts.complete_common_support_date_rule_books|counts.complete_common_support_event_rows|counts.weather_plus_market_training_dates|counts.out_of_sample_validation_dates|counts.incomplete_or_missing_date_rule_books|integrity.duplicate_common_support_event_keys|integrity.maximum_gp_probability_mass_error|integrity.maximum_normalised_market_mass_error|integrity.exactly_one_realised_yes_in_every_book|integrity.all_four_rules_present_in_june|restrictions.refit_gp_model|restrictions.recalibrate_gp_probabilities|restrictions.recalibrate_market_probabilities|restrictions.select_models_using_june|restrictions.impute_missing_market_prices|restrictions.impute_missing_forecasts|restrictions.use_incomplete_contract_books|restrictions.common_support,,,,,,,0,0,0
outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_market_source_candidate_audit.csv,READABLE,435,14,path|price_column|date_column|rule_column|format|matching_strategy|candidate_valid_rows|matched_rows|matched_date_rule_books|complete_books|complete_dates|path_bonus|selected|status,,,,,,,0,0,0
outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_paired_difference_summary.csv,READABLE,90,22,sample_period|decision_rule|metric|metric_label|primary_metric|dates|mean_rules_per_date|mean_gp_score|mean_market_score|mean_difference_gp_minus_market|median_difference_gp_minus_market|standard_deviation_difference|standard_error_difference|bootstrap_ci_lower|bootstrap_ci_upper|t_ci_lower|t_ci_upper|paired_t_pvalue|gp_lower_score_fraction|market_lower_score_fraction|tie_fraction|bootstrap_interpretation,,decision_rule,,,,,0,5,0
outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_rule_counts.csv,READABLE,8,5,sample_period|decision_rule|dates|date_rule_books|event_rows,,decision_rule,,,,,0,4,0
outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_split_counts.csv,READABLE,2,3,sample_period|dates|date_rule_books,,,,,,,0,0,0
outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_support_audit.csv,READABLE,15,9,sample_period|decision_rule|gp_supported_dates|gp_supported_date_rule_books|gp_supported_event_rows|market_any_price_date_rule_books|complete_common_support_books|complete_common_support_dates|incomplete_or_missing_books,,decision_rule,,,,,0,5,0
