relative_path,status,row_count,column_count,columns,date_column,rule_column,model_column,event_column,sample_min_date,sample_max_date,sample_distinct_dates,sample_distinct_rules,sample_distinct_models
config/v2/gp_training_design_spec.json,READABLE,1,19,phase|source|target_column|uncertainty_unit|model_scope|feature_columns|initial_training_dates|validation_blocks|validation_block_sizes|validation_design|standardisation|candidate_covariance_kernels|market_prices_accessed|polymarket_outcomes_accessed|model_fitting_permitted|hyperparameter_estimation_permitted|model_selection_permitted|calibration_permitted|trading_permitted,,,source,,,,0,0,1
config/v2/gp_validation_spec.json,READABLE,1,36,phase|source|target_column|temperature_forecast_column|observation_column|uncertainty_unit|model_scope|feature_columns|normalise_training_target|numerical_jitter|optimizer|optimizer_restarts|random_seed|quantile_probabilities|primary_validation_score|additional_scores|market_prices_accessed|polymarket_outcomes_accessed|probability_calibration_permitted|trading_permitted|final_kernel_selection_permitted|candidate_kernels.rbf.name|candidate_kernels.rbf.initial_signal_variance|candidate_kernels.rbf.signal_variance_bounds|candidate_kernels.rbf.initial_length_scale|candidate_kernels.rbf.length_scale_bounds|candidate_kernels.rbf.initial_noise_variance|candidate_kernels.rbf.noise_variance_bounds|candidate_kernels.matern32.name|candidate_kernels.matern32.nu|candidate_kernels.matern32.initial_signal_variance|candidate_kernels.matern32.signal_variance_bounds|candidate_kernels.matern32.initial_length_scale|candidate_kernels.matern32.length_scale_bounds|candidate_kernels.matern32.initial_noise_variance|candidate_kernels.matern32.noise_variance_bounds,,,source,,,,0,0,1
config/v2/hko_daily_max_temperature_spec.json,READABLE,1,19,base_url|data_type|station|return_format|temperature_unit|timezone|source_name|source_description|expected_training_dates|use_only_dates_in_weather_only_support_panel|permit_later_rows_in_source_response|use_later_rows_in_training|request_timeout_seconds|maximum_attempts|retry_wait_seconds|market_prices_accessed|polymarket_outcomes_accessed|model_fitting_permitted|model_selection_permitted,,,,,,,0,0,0
config/v2/phase10_gp_market_comparison_spec.json,READABLE,1,30,phase|name|decision_rules|primary_metrics|secondary_metrics|output_directory|inputs.phase9_manifest|inputs.phase9_event_panel|periods.weather_plus_market_training_end|periods.out_of_sample_validation_start|periods.out_of_sample_validation_end|comparison_design.support_unit|comparison_design.binary_market_probability|comparison_design.categorical_market_probability|comparison_design.paired_difference|comparison_design.negative_difference_interpretation|comparison_design.uncertainty_unit|comparison_design.bootstrap_repetitions|comparison_design.bootstrap_seed|comparison_design.confidence_level|comparison_design.calibration_bins|comparison_design.probability_clip|restrictions.refit_gp_model|restrictions.recalibrate_gp_probabilities|restrictions.recalibrate_market_probabilities|restrictions.select_models_using_june|restrictions.impute_missing_market_prices|restrictions.impute_missing_forecasts|restrictions.use_incomplete_contract_books|restrictions.common_support,,,,,,,0,0,0
config/v2/phase11_frozen_value_gap_trading_spec.json,READABLE,1,41,phase|name|decision_rules|transaction_cost_scenarios|output_directory|inputs.phase10_manifest|inputs.phase10_event_panel|periods.strategy_selection_period|periods.out_of_sample_validation_period|periods.strategy_selection_end|periods.out_of_sample_start|periods.out_of_sample_end|strategy.direction|strategy.candidate_within_book|strategy.maximum_trades_per_date_rule_book|strategy.stake_convention|strategy.gross_value_gap|strategy.gross_pnl_per_trade|strategy.net_pnl_per_trade|strategy.capital_committed_per_trade|strategy.no_trade_rule|threshold_selection.threshold_minimum|threshold_selection.threshold_maximum|threshold_selection.threshold_increment|threshold_selection.reference_transaction_cost|threshold_selection.minimum_training_trades|threshold_selection.rule_specific_threshold_method|threshold_selection.primary_rule_method|threshold_selection.june_used_in_selection|uncertainty.unit|uncertainty.bootstrap_repetitions|uncertainty.bootstrap_seed|uncertainty.confidence_level|restrictions.use_june_for_threshold_selection|restrictions.use_june_for_decision_rule_selection|restrictions.retune_after_june|restrictions.impute_missing_forecasts|restrictions.impute_missing_market_prices|restrictions.trade_incomplete_contract_books|restrictions.allow_more_than_one_trade_per_date_rule_book|restrictions.allow_short_no_positions,,,,,,,0,0,0
config/v2/phase12_robustness_attribution_spec.json,READABLE,1,39,phase|name|decision_rules|output_directory|inputs.phase11_manifest|inputs.phase11_candidates|inputs.phase11_training_grid|inputs.phase11_selection|inputs.phase11_performance|inputs.phase10_paired_summary|inputs.phase9_score_summary|sample_periods.strategy_selection|sample_periods.out_of_sample_validation|sample_periods.strategy_selection_end|sample_periods.out_of_sample_start|sample_periods.out_of_sample_end|robustness.reference_transaction_cost|robustness.threshold_neighbourhood_offsets|robustness.minimum_threshold|robustness.maximum_threshold|robustness.minimum_training_trades|robustness.leave_one_date_out|robustness.temperature_bucket_method|robustness.fine_cost_minimum|robustness.fine_cost_maximum|robustness.fine_cost_increment|multiple_strategy_adjustment.unit|multiple_strategy_adjustment.bootstrap_repetitions|multiple_strategy_adjustment.bootstrap_seed|multiple_strategy_adjustment.confidence_level|multiple_strategy_adjustment.null|multiple_strategy_adjustment.dependence_preservation|multiple_strategy_adjustment.missing_rule_date_return|restrictions.use_june_for_strategy_selection|restrictions.alter_phase11_frozen_strategy|restrictions.impute_missing_prices|restrictions.impute_missing_forecasts|restrictions.claim_live_executability|restrictions.interpret_post_hoc_june_surface_as_selection,,,,,,,0,0,0
config/v2/phase13_verified_evidence_pack_spec.json,READABLE,1,5,diagnostics_root|phase_prefixes|output_dir|report_filename|manifest_filename,,,,,,,0,0,0
config/v2/phase8_clean_gp_spec.json,READABLE,1,37,phase|name|selected_kernel_family|decision_rules|certified_forecast_source|periods.market_period_start|periods.weather_plus_market_training_end|periods.out_of_sample_validation_start|periods.out_of_sample_validation_end|expected_counts.weather_only_training_dates|expected_counts.weather_only_training_date_rule_rows|expected_counts.settlement_market_universe_dates|expected_counts.theoretical_market_date_rule_rows|expected_counts.forecast_supported_dates|expected_counts.forecast_supported_date_rule_rows|expected_counts.missing_forecast_date_rule_rows|expected_counts.weather_plus_market_training_dates|expected_counts.out_of_sample_validation_dates|fixed_phase7_kernel_parameters.24h_prior.amplitude|fixed_phase7_kernel_parameters.24h_prior.length_scale|fixed_phase7_kernel_parameters.24h_prior.noise_level|fixed_phase7_kernel_parameters.12h_prior.amplitude|fixed_phase7_kernel_parameters.12h_prior.length_scale|fixed_phase7_kernel_parameters.12h_prior.noise_level|fixed_phase7_kernel_parameters.6h_prior.amplitude|fixed_phase7_kernel_parameters.6h_prior.length_scale|fixed_phase7_kernel_parameters.6h_prior.noise_level|fixed_phase7_kernel_parameters.event_day_open.amplitude|fixed_phase7_kernel_parameters.event_day_open.length_scale|fixed_phase7_kernel_parameters.event_day_open.noise_level|outputs.data_directory|outputs.model_directory|restrictions.use_market_prices|restrictions.use_market_outcomes|restrictions.impute_missing_forecasts|restrictions.refit_or_select_using_june|restrictions.evaluation_support,,,,,,,0,0,0
config/v2/phase9_gp_event_probability_spec.json,READABLE,1,26,phase|name|decision_rules|output_directory|inputs.phase8_manifest|inputs.phase8_predictions|periods.market_period_start|periods.weather_plus_market_training_end|periods.out_of_sample_validation_start|periods.out_of_sample_validation_end|expected_support.settlement_market_universe_dates|expected_support.forecast_supported_dates|expected_support.forecast_supported_date_rule_rows|expected_support.missing_forecast_date_rule_rows|expected_support.weather_plus_market_training_dates|expected_support.out_of_sample_validation_dates|scoring.probability_clip|scoring.continuous_score|scoring.binary_scores|scoring.categorical_scores|scoring.uncertainty_unit|restrictions.use_market_prices|restrictions.impute_missing_forecasts|restrictions.refit_gp_models|restrictions.select_models_using_june|restrictions.probability_support,,,,,,,0,0,0
config/v2/single_runs_pilot_spec.json,READABLE,1,30,archive_boundary_audit_path|archive_probe_runs|availability_delay_hours|cell_selection|decision_rules|endpoint|forecast_hours|four_cycle_archive_completeness_assumed|historical_cycle_coverage_policy|historical_training_core_cycles_utc|hourly_variable|important_note|june_or_july_information_used|latitude|longitude|model|overlap_date_count|overlap_end|overlap_start|overlap_window_changes_training_design|overlap_window_reason|station|status|supplementary_cycles_required_for_pilot|supplementary_cycles_utc|timezone|verified_archive_start_probe_date|verified_interior_probe_date|diagnostic_tolerances.maximum_absolute_difference_c|diagnostic_tolerances.median_absolute_difference_c,,,model,,,,0,0,1
config/v2/two_year_repair_spec.json,READABLE,1,19,affected_request_dates|market_prices_accessed|minimum_usable_response|model_fitted|model_selected|partial_core_responses_retried|permanently_unavailable_core_runs|phase|realised_outcomes_accessed|relaxed_core_retry_requests|status|subphase|successful_core_requests_retained|supplementary_cycles_utc|supplementary_requests|total_repair_requests|trading_returns_calculated|unavailable_core_runs_retried|valid_core_cache_reused,,,,,,,0,0,0
config/v2/two_year_request_plan_spec.json,READABLE,1,42,bulk_retrieval_cycles_utc|categorical_scores_calculated|cell_selection|core_cycles_utc|downstream_target_filter|downstream_target_filter_required|endpoint|forecast_hours|future_july_extension_end|future_july_extension_included_now|future_july_extension_planned|hourly_variable|information_unit|latitude|longitude|market_prices_accessed|model|model_fitted|model_selected|network_requests_made|out_of_sample_validation_end|out_of_sample_validation_start|phase|phase2_manifest|phase2_status|realised_outcomes_accessed|request_initialisation_end|request_initialisation_start|request_selection_policy|request_support_buffer_days|status|supplementary_bulk_retrieval_selected|supplementary_cycles_utc|support_buffer_reason|temperature_unit|timezone|trading_returns_calculated|training_target_unit|weather_only_training_end|weather_only_training_start|weather_plus_market_training_end|weather_plus_market_training_start,,,model,,,,0,0,1
