settlement_date,decision_rule,source_path
2024-09-29,12h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-09-29,24h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-09-29,6h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-09-29,event_day_open,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-09-30,12h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-09-30,24h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-09-30,6h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-09-30,event_day_open,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-01,12h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-01,24h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-01,6h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-01,event_day_open,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-02,12h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-02,24h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-02,6h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-02,event_day_open,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-03,12h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-03,24h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-03,6h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-03,event_day_open,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-04,12h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-04,24h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-04,6h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-04,event_day_open,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-05,12h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-05,24h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-05,6h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-05,event_day_open,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-06,12h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-06,24h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-06,6h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-06,event_day_open,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-07,12h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-07,24h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-07,6h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-07,event_day_open,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-08,12h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-08,24h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-08,6h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-08,event_day_open,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-09,12h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-09,24h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-09,6h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-09,event_day_open,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-10,12h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-10,24h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-10,6h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-10,event_day_open,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-11,12h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-11,24h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-11,6h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-11,event_day_open,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-12,12h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-12,24h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-12,6h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-12,event_day_open,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-13,12h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-13,24h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-13,6h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-13,event_day_open,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-14,12h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-14,24h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-14,6h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-14,event_day_open,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-15,12h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-15,24h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-15,6h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-15,event_day_open,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-16,12h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-16,24h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-16,6h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-16,event_day_open,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-17,12h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-17,24h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-17,6h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-17,event_day_open,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-18,12h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-18,24h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-18,6h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-18,event_day_open,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-19,12h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-19,24h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-19,6h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-19,event_day_open,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-20,12h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-20,24h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-20,6h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-20,event_day_open,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-21,12h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-21,24h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-21,6h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-21,event_day_open,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-22,12h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-22,24h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-22,6h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-22,event_day_open,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-23,12h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-23,24h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-23,6h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-23,event_day_open,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-24,12h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-24,24h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-24,6h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-24,event_day_open,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-25,12h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-25,24h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-25,6h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-25,event_day_open,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-26,12h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-26,24h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-26,6h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-26,event_day_open,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-27,12h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-27,24h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-27,6h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-27,event_day_open,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-28,12h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-28,24h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-28,6h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-28,event_day_open,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-29,12h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-29,24h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-29,6h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-29,event_day_open,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-30,12h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-30,24h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-30,6h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-30,event_day_open,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-31,12h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-31,24h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-31,6h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-10-31,event_day_open,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-01,12h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-01,24h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-01,6h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-01,event_day_open,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-02,12h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-02,24h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-02,6h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-02,event_day_open,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-03,12h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-03,24h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-03,6h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-03,event_day_open,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-04,12h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-04,24h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-04,6h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-04,event_day_open,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-05,12h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-05,24h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-05,6h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-05,event_day_open,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-06,12h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-06,24h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-06,6h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-06,event_day_open,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-07,12h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-07,24h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-07,6h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-07,event_day_open,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-08,12h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-08,24h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-08,6h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-08,event_day_open,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-09,12h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-09,24h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-09,6h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-09,event_day_open,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-10,12h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-10,24h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-10,6h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-10,event_day_open,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-11,12h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-11,24h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-11,6h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-11,event_day_open,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-12,12h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-12,24h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-12,6h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-12,event_day_open,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-13,12h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-13,24h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-13,6h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-13,event_day_open,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-14,12h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-14,24h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-14,6h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-14,event_day_open,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-15,12h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-15,24h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-15,6h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-15,event_day_open,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-16,12h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-16,24h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-16,6h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-16,event_day_open,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-17,12h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-17,24h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-17,6h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-17,event_day_open,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-18,12h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-18,24h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-18,6h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-18,event_day_open,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-19,12h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-19,24h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-19,6h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-19,event_day_open,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-20,12h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-20,24h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-20,6h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-20,event_day_open,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-21,12h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-21,24h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-21,6h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-21,event_day_open,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-22,12h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-22,24h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-22,6h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-22,event_day_open,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-23,12h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-23,24h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-23,6h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-23,event_day_open,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-24,12h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-24,24h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-24,6h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-24,event_day_open,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-25,12h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-25,24h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-25,6h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-25,event_day_open,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-26,12h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-26,24h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-26,6h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-26,event_day_open,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-27,12h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-27,24h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-27,6h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-27,event_day_open,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-28,12h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-28,24h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-28,6h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-28,event_day_open,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-29,12h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-29,24h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-29,6h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-29,event_day_open,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-30,12h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-30,24h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-30,6h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-11-30,event_day_open,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-12-01,12h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-12-01,24h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-12-01,6h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-12-01,event_day_open,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-12-02,12h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-12-02,24h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-12-02,6h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-12-02,event_day_open,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-12-03,12h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-12-03,24h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-12-03,6h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-12-03,event_day_open,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-12-04,12h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-12-04,24h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-12-04,6h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-12-04,event_day_open,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-12-05,12h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-12-05,24h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-12-05,6h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-12-05,event_day_open,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-12-06,12h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-12-06,24h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-12-06,6h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-12-06,event_day_open,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-12-07,12h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-12-07,24h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-12-07,6h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-12-07,event_day_open,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-12-08,12h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-12-08,24h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-12-08,6h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-12-08,event_day_open,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-12-09,12h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-12-09,24h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-12-09,6h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-12-09,event_day_open,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-12-10,12h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-12-10,24h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-12-10,6h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-12-10,event_day_open,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-12-11,12h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-12-11,24h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-12-11,6h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-12-11,event_day_open,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-12-12,12h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-12-12,24h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-12-12,6h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-12-12,event_day_open,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-12-13,12h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-12-13,24h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-12-13,6h_prior,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
2024-12-13,event_day_open,outputs/v2/diagnostics/05_weather_only_forecast_residual_panel.csv
