settlement_date,decision_rule,event_key,event_key_strategy,source_path
2026-04-20,6h_prior,Will the highest temperature in Hong Kong be 27°C on April 20?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-20,6h_prior,Will the highest temperature in Hong Kong be 28°C on April 20?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-20,6h_prior,Will the highest temperature in Hong Kong be 29°C on April 20?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-20,6h_prior,Will the highest temperature in Hong Kong be 30°C on April 20?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-20,6h_prior,Will the highest temperature in Hong Kong be 31°C or higher on April 20?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-20,event_day_open,Will the highest temperature in Hong Kong be 21°C or below on April 20?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-20,event_day_open,Will the highest temperature in Hong Kong be 22°C on April 20?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-20,event_day_open,Will the highest temperature in Hong Kong be 23°C on April 20?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-20,event_day_open,Will the highest temperature in Hong Kong be 24°C on April 20?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-20,event_day_open,Will the highest temperature in Hong Kong be 25°C on April 20?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-20,event_day_open,Will the highest temperature in Hong Kong be 26°C on April 20?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-20,event_day_open,Will the highest temperature in Hong Kong be 27°C on April 20?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-20,event_day_open,Will the highest temperature in Hong Kong be 28°C on April 20?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-20,event_day_open,Will the highest temperature in Hong Kong be 29°C on April 20?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-20,event_day_open,Will the highest temperature in Hong Kong be 30°C on April 20?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-20,event_day_open,Will the highest temperature in Hong Kong be 31°C or higher on April 20?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-21,12h_prior,Will the highest temperature in Hong Kong be 21°C or below on April 21?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-21,12h_prior,Will the highest temperature in Hong Kong be 22°C on April 21?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-21,12h_prior,Will the highest temperature in Hong Kong be 23°C on April 21?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-21,12h_prior,Will the highest temperature in Hong Kong be 24°C on April 21?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-21,12h_prior,Will the highest temperature in Hong Kong be 25°C on April 21?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-21,12h_prior,Will the highest temperature in Hong Kong be 26°C on April 21?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-21,12h_prior,Will the highest temperature in Hong Kong be 27°C on April 21?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-21,12h_prior,Will the highest temperature in Hong Kong be 28°C on April 21?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-21,12h_prior,Will the highest temperature in Hong Kong be 29°C on April 21?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-21,12h_prior,Will the highest temperature in Hong Kong be 30°C on April 21?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-21,12h_prior,Will the highest temperature in Hong Kong be 31°C or higher on April 21?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-21,24h_prior,Will the highest temperature in Hong Kong be 21°C or below on April 21?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-21,24h_prior,Will the highest temperature in Hong Kong be 22°C on April 21?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-21,24h_prior,Will the highest temperature in Hong Kong be 23°C on April 21?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-21,24h_prior,Will the highest temperature in Hong Kong be 24°C on April 21?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-21,24h_prior,Will the highest temperature in Hong Kong be 25°C on April 21?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-21,24h_prior,Will the highest temperature in Hong Kong be 26°C on April 21?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-21,24h_prior,Will the highest temperature in Hong Kong be 27°C on April 21?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-21,24h_prior,Will the highest temperature in Hong Kong be 28°C on April 21?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-21,24h_prior,Will the highest temperature in Hong Kong be 29°C on April 21?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-21,24h_prior,Will the highest temperature in Hong Kong be 30°C on April 21?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-21,24h_prior,Will the highest temperature in Hong Kong be 31°C or higher on April 21?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-21,6h_prior,Will the highest temperature in Hong Kong be 21°C or below on April 21?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-21,6h_prior,Will the highest temperature in Hong Kong be 22°C on April 21?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-21,6h_prior,Will the highest temperature in Hong Kong be 23°C on April 21?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-21,6h_prior,Will the highest temperature in Hong Kong be 24°C on April 21?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-21,6h_prior,Will the highest temperature in Hong Kong be 25°C on April 21?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-21,6h_prior,Will the highest temperature in Hong Kong be 26°C on April 21?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-21,6h_prior,Will the highest temperature in Hong Kong be 27°C on April 21?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-21,6h_prior,Will the highest temperature in Hong Kong be 28°C on April 21?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-21,6h_prior,Will the highest temperature in Hong Kong be 29°C on April 21?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-21,6h_prior,Will the highest temperature in Hong Kong be 30°C on April 21?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-21,6h_prior,Will the highest temperature in Hong Kong be 31°C or higher on April 21?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-21,event_day_open,Will the highest temperature in Hong Kong be 21°C or below on April 21?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-21,event_day_open,Will the highest temperature in Hong Kong be 22°C on April 21?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-21,event_day_open,Will the highest temperature in Hong Kong be 23°C on April 21?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-21,event_day_open,Will the highest temperature in Hong Kong be 24°C on April 21?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-21,event_day_open,Will the highest temperature in Hong Kong be 25°C on April 21?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-21,event_day_open,Will the highest temperature in Hong Kong be 26°C on April 21?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-21,event_day_open,Will the highest temperature in Hong Kong be 27°C on April 21?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-21,event_day_open,Will the highest temperature in Hong Kong be 28°C on April 21?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-21,event_day_open,Will the highest temperature in Hong Kong be 29°C on April 21?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-21,event_day_open,Will the highest temperature in Hong Kong be 30°C on April 21?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-21,event_day_open,Will the highest temperature in Hong Kong be 31°C or higher on April 21?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-22,12h_prior,Will the highest temperature in Hong Kong be 21°C or below on April 22?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-22,12h_prior,Will the highest temperature in Hong Kong be 22°C on April 22?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-22,12h_prior,Will the highest temperature in Hong Kong be 23°C on April 22?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-22,12h_prior,Will the highest temperature in Hong Kong be 24°C on April 22?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-22,12h_prior,Will the highest temperature in Hong Kong be 25°C on April 22?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-22,12h_prior,Will the highest temperature in Hong Kong be 26°C on April 22?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-22,12h_prior,Will the highest temperature in Hong Kong be 27°C on April 22?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-22,12h_prior,Will the highest temperature in Hong Kong be 28°C on April 22?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-22,12h_prior,Will the highest temperature in Hong Kong be 29°C on April 22?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-22,12h_prior,Will the highest temperature in Hong Kong be 30°C on April 22?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-22,12h_prior,Will the highest temperature in Hong Kong be 31°C or higher on April 22?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-22,24h_prior,Will the highest temperature in Hong Kong be 21°C or below on April 22?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-22,24h_prior,Will the highest temperature in Hong Kong be 22°C on April 22?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-22,24h_prior,Will the highest temperature in Hong Kong be 23°C on April 22?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-22,24h_prior,Will the highest temperature in Hong Kong be 24°C on April 22?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-22,24h_prior,Will the highest temperature in Hong Kong be 25°C on April 22?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-22,24h_prior,Will the highest temperature in Hong Kong be 26°C on April 22?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-22,24h_prior,Will the highest temperature in Hong Kong be 27°C on April 22?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-22,24h_prior,Will the highest temperature in Hong Kong be 28°C on April 22?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-22,24h_prior,Will the highest temperature in Hong Kong be 29°C on April 22?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-22,24h_prior,Will the highest temperature in Hong Kong be 30°C on April 22?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-22,24h_prior,Will the highest temperature in Hong Kong be 31°C or higher on April 22?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-22,6h_prior,Will the highest temperature in Hong Kong be 21°C or below on April 22?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-22,6h_prior,Will the highest temperature in Hong Kong be 22°C on April 22?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-22,6h_prior,Will the highest temperature in Hong Kong be 23°C on April 22?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-22,6h_prior,Will the highest temperature in Hong Kong be 24°C on April 22?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-22,6h_prior,Will the highest temperature in Hong Kong be 25°C on April 22?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-22,6h_prior,Will the highest temperature in Hong Kong be 26°C on April 22?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-22,6h_prior,Will the highest temperature in Hong Kong be 27°C on April 22?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-22,6h_prior,Will the highest temperature in Hong Kong be 28°C on April 22?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-22,6h_prior,Will the highest temperature in Hong Kong be 29°C on April 22?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-22,6h_prior,Will the highest temperature in Hong Kong be 30°C on April 22?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-22,6h_prior,Will the highest temperature in Hong Kong be 31°C or higher on April 22?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-22,event_day_open,Will the highest temperature in Hong Kong be 21°C or below on April 22?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-22,event_day_open,Will the highest temperature in Hong Kong be 22°C on April 22?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-22,event_day_open,Will the highest temperature in Hong Kong be 23°C on April 22?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-22,event_day_open,Will the highest temperature in Hong Kong be 24°C on April 22?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-22,event_day_open,Will the highest temperature in Hong Kong be 25°C on April 22?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-22,event_day_open,Will the highest temperature in Hong Kong be 26°C on April 22?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-22,event_day_open,Will the highest temperature in Hong Kong be 27°C on April 22?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-22,event_day_open,Will the highest temperature in Hong Kong be 28°C on April 22?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-22,event_day_open,Will the highest temperature in Hong Kong be 29°C on April 22?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-22,event_day_open,Will the highest temperature in Hong Kong be 30°C on April 22?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-22,event_day_open,Will the highest temperature in Hong Kong be 31°C or higher on April 22?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-23,12h_prior,Will the highest temperature in Hong Kong be 21°C or below on April 23?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-23,12h_prior,Will the highest temperature in Hong Kong be 22°C on April 23?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-23,12h_prior,Will the highest temperature in Hong Kong be 23°C on April 23?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-23,12h_prior,Will the highest temperature in Hong Kong be 24°C on April 23?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-23,12h_prior,Will the highest temperature in Hong Kong be 25°C on April 23?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-23,12h_prior,Will the highest temperature in Hong Kong be 26°C on April 23?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-23,12h_prior,Will the highest temperature in Hong Kong be 27°C on April 23?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-23,12h_prior,Will the highest temperature in Hong Kong be 28°C on April 23?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-23,12h_prior,Will the highest temperature in Hong Kong be 29°C on April 23?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-23,12h_prior,Will the highest temperature in Hong Kong be 30°C on April 23?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-23,12h_prior,Will the highest temperature in Hong Kong be 31°C or higher on April 23?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-23,24h_prior,Will the highest temperature in Hong Kong be 21°C or below on April 23?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-23,24h_prior,Will the highest temperature in Hong Kong be 22°C on April 23?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-23,24h_prior,Will the highest temperature in Hong Kong be 23°C on April 23?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-23,24h_prior,Will the highest temperature in Hong Kong be 24°C on April 23?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-23,24h_prior,Will the highest temperature in Hong Kong be 25°C on April 23?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-23,24h_prior,Will the highest temperature in Hong Kong be 26°C on April 23?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-23,24h_prior,Will the highest temperature in Hong Kong be 27°C on April 23?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-23,24h_prior,Will the highest temperature in Hong Kong be 28°C on April 23?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-23,24h_prior,Will the highest temperature in Hong Kong be 29°C on April 23?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-23,24h_prior,Will the highest temperature in Hong Kong be 30°C on April 23?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-23,24h_prior,Will the highest temperature in Hong Kong be 31°C or higher on April 23?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-23,6h_prior,Will the highest temperature in Hong Kong be 21°C or below on April 23?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-23,6h_prior,Will the highest temperature in Hong Kong be 22°C on April 23?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-23,6h_prior,Will the highest temperature in Hong Kong be 23°C on April 23?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-23,6h_prior,Will the highest temperature in Hong Kong be 24°C on April 23?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-23,6h_prior,Will the highest temperature in Hong Kong be 25°C on April 23?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-23,6h_prior,Will the highest temperature in Hong Kong be 26°C on April 23?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-23,6h_prior,Will the highest temperature in Hong Kong be 27°C on April 23?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-23,6h_prior,Will the highest temperature in Hong Kong be 28°C on April 23?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-23,6h_prior,Will the highest temperature in Hong Kong be 29°C on April 23?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-23,6h_prior,Will the highest temperature in Hong Kong be 30°C on April 23?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-23,6h_prior,Will the highest temperature in Hong Kong be 31°C or higher on April 23?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-23,event_day_open,Will the highest temperature in Hong Kong be 21°C or below on April 23?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-23,event_day_open,Will the highest temperature in Hong Kong be 22°C on April 23?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-23,event_day_open,Will the highest temperature in Hong Kong be 23°C on April 23?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-23,event_day_open,Will the highest temperature in Hong Kong be 24°C on April 23?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-23,event_day_open,Will the highest temperature in Hong Kong be 25°C on April 23?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-23,event_day_open,Will the highest temperature in Hong Kong be 26°C on April 23?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-23,event_day_open,Will the highest temperature in Hong Kong be 27°C on April 23?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-23,event_day_open,Will the highest temperature in Hong Kong be 28°C on April 23?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-23,event_day_open,Will the highest temperature in Hong Kong be 29°C on April 23?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-23,event_day_open,Will the highest temperature in Hong Kong be 30°C on April 23?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-23,event_day_open,Will the highest temperature in Hong Kong be 31°C or higher on April 23?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-24,12h_prior,Will the highest temperature in Hong Kong be 18°C or below on April 24?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-24,12h_prior,Will the highest temperature in Hong Kong be 19°C on April 24?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-24,12h_prior,Will the highest temperature in Hong Kong be 20°C on April 24?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-24,12h_prior,Will the highest temperature in Hong Kong be 21°C on April 24?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-24,12h_prior,Will the highest temperature in Hong Kong be 22°C on April 24?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-24,12h_prior,Will the highest temperature in Hong Kong be 23°C on April 24?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-24,12h_prior,Will the highest temperature in Hong Kong be 24°C on April 24?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-24,12h_prior,Will the highest temperature in Hong Kong be 25°C on April 24?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-04-24,12h_prior,Will the highest temperature in Hong Kong be 26°C on April 24?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
