settlement_date,decision_rule,event_key,event_key_strategy,source_path
2026-03-21,12h_prior,Will the highest temperature in Hong Kong be 22°C on March 21?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-21,12h_prior,Will the highest temperature in Hong Kong be 23°C on March 21?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-21,12h_prior,Will the highest temperature in Hong Kong be 24°C on March 21?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-21,12h_prior,Will the highest temperature in Hong Kong be 25°C on March 21?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-21,12h_prior,Will the highest temperature in Hong Kong be 26°C on March 21?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-21,12h_prior,Will the highest temperature in Hong Kong be 27°C or higher on March 21?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-22,12h_prior,Will the highest temperature in Hong Kong be 17°C or below on March 22?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-22,12h_prior,Will the highest temperature in Hong Kong be 18°C on March 22?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-22,12h_prior,Will the highest temperature in Hong Kong be 19°C on March 22?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-22,12h_prior,Will the highest temperature in Hong Kong be 20°C on March 22?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-22,12h_prior,Will the highest temperature in Hong Kong be 21°C on March 22?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-22,12h_prior,Will the highest temperature in Hong Kong be 22°C on March 22?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-22,12h_prior,Will the highest temperature in Hong Kong be 23°C on March 22?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-22,12h_prior,Will the highest temperature in Hong Kong be 24°C on March 22?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-22,12h_prior,Will the highest temperature in Hong Kong be 25°C on March 22?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-22,12h_prior,Will the highest temperature in Hong Kong be 26°C on March 22?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-22,12h_prior,Will the highest temperature in Hong Kong be 27°C or higher on March 22?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-22,event_day_open,Will the highest temperature in Hong Kong be 17°C or below on March 22?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-22,event_day_open,Will the highest temperature in Hong Kong be 18°C on March 22?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-22,event_day_open,Will the highest temperature in Hong Kong be 19°C on March 22?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-22,event_day_open,Will the highest temperature in Hong Kong be 20°C on March 22?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-22,event_day_open,Will the highest temperature in Hong Kong be 21°C on March 22?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-22,event_day_open,Will the highest temperature in Hong Kong be 22°C on March 22?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-22,event_day_open,Will the highest temperature in Hong Kong be 23°C on March 22?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-22,event_day_open,Will the highest temperature in Hong Kong be 24°C on March 22?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-22,event_day_open,Will the highest temperature in Hong Kong be 25°C on March 22?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-22,event_day_open,Will the highest temperature in Hong Kong be 26°C on March 22?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-22,event_day_open,Will the highest temperature in Hong Kong be 27°C or higher on March 22?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-23,12h_prior,Will the highest temperature in Hong Kong be 18°C or below on March 23?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-23,12h_prior,Will the highest temperature in Hong Kong be 19°C on March 23?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-23,12h_prior,Will the highest temperature in Hong Kong be 20°C on March 23?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-23,12h_prior,Will the highest temperature in Hong Kong be 21°C on March 23?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-23,12h_prior,Will the highest temperature in Hong Kong be 22°C on March 23?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-23,12h_prior,Will the highest temperature in Hong Kong be 23°C on March 23?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-23,12h_prior,Will the highest temperature in Hong Kong be 24°C on March 23?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-23,12h_prior,Will the highest temperature in Hong Kong be 25°C on March 23?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-23,12h_prior,Will the highest temperature in Hong Kong be 26°C on March 23?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-23,12h_prior,Will the highest temperature in Hong Kong be 27°C on March 23?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-23,12h_prior,Will the highest temperature in Hong Kong be 28°C or higher on March 23?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-23,24h_prior,Will the highest temperature in Hong Kong be 18°C or below on March 23?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-23,24h_prior,Will the highest temperature in Hong Kong be 19°C on March 23?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-23,24h_prior,Will the highest temperature in Hong Kong be 20°C on March 23?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-23,24h_prior,Will the highest temperature in Hong Kong be 21°C on March 23?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-23,24h_prior,Will the highest temperature in Hong Kong be 22°C on March 23?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-23,24h_prior,Will the highest temperature in Hong Kong be 23°C on March 23?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-23,24h_prior,Will the highest temperature in Hong Kong be 24°C on March 23?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-23,24h_prior,Will the highest temperature in Hong Kong be 25°C on March 23?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-23,24h_prior,Will the highest temperature in Hong Kong be 26°C on March 23?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-23,24h_prior,Will the highest temperature in Hong Kong be 27°C on March 23?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-23,24h_prior,Will the highest temperature in Hong Kong be 28°C or higher on March 23?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-23,event_day_open,Will the highest temperature in Hong Kong be 18°C or below on March 23?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-23,event_day_open,Will the highest temperature in Hong Kong be 19°C on March 23?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-23,event_day_open,Will the highest temperature in Hong Kong be 20°C on March 23?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-23,event_day_open,Will the highest temperature in Hong Kong be 21°C on March 23?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-23,event_day_open,Will the highest temperature in Hong Kong be 22°C on March 23?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-23,event_day_open,Will the highest temperature in Hong Kong be 23°C on March 23?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-23,event_day_open,Will the highest temperature in Hong Kong be 24°C on March 23?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-23,event_day_open,Will the highest temperature in Hong Kong be 25°C on March 23?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-23,event_day_open,Will the highest temperature in Hong Kong be 26°C on March 23?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-23,event_day_open,Will the highest temperature in Hong Kong be 27°C on March 23?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-23,event_day_open,Will the highest temperature in Hong Kong be 28°C or higher on March 23?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-24,24h_prior,Will the highest temperature in Hong Kong be 18°C or below on March 24?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-24,24h_prior,Will the highest temperature in Hong Kong be 19°C on March 24?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-24,24h_prior,Will the highest temperature in Hong Kong be 20°C on March 24?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-24,24h_prior,Will the highest temperature in Hong Kong be 21°C on March 24?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-24,24h_prior,Will the highest temperature in Hong Kong be 22°C on March 24?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-24,24h_prior,Will the highest temperature in Hong Kong be 23°C on March 24?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-24,24h_prior,Will the highest temperature in Hong Kong be 24°C on March 24?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-24,24h_prior,Will the highest temperature in Hong Kong be 25°C on March 24?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-24,24h_prior,Will the highest temperature in Hong Kong be 26°C on March 24?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-24,24h_prior,Will the highest temperature in Hong Kong be 27°C on March 24?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-24,24h_prior,Will the highest temperature in Hong Kong be 28°C or higher on March 24?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-24,event_day_open,Will the highest temperature in Hong Kong be 18°C or below on March 24?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-24,event_day_open,Will the highest temperature in Hong Kong be 19°C on March 24?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-24,event_day_open,Will the highest temperature in Hong Kong be 20°C on March 24?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-24,event_day_open,Will the highest temperature in Hong Kong be 21°C on March 24?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-24,event_day_open,Will the highest temperature in Hong Kong be 22°C on March 24?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-24,event_day_open,Will the highest temperature in Hong Kong be 23°C on March 24?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-24,event_day_open,Will the highest temperature in Hong Kong be 24°C on March 24?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-24,event_day_open,Will the highest temperature in Hong Kong be 25°C on March 24?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-24,event_day_open,Will the highest temperature in Hong Kong be 26°C on March 24?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-24,event_day_open,Will the highest temperature in Hong Kong be 27°C on March 24?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-24,event_day_open,Will the highest temperature in Hong Kong be 28°C or higher on March 24?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-25,24h_prior,Will the highest temperature in Hong Kong be 18°C or below on March 25?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-25,24h_prior,Will the highest temperature in Hong Kong be 19°C on March 25?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-25,24h_prior,Will the highest temperature in Hong Kong be 20°C on March 25?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-25,24h_prior,Will the highest temperature in Hong Kong be 21°C on March 25?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-25,24h_prior,Will the highest temperature in Hong Kong be 22°C on March 25?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-25,24h_prior,Will the highest temperature in Hong Kong be 23°C on March 25?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-25,24h_prior,Will the highest temperature in Hong Kong be 24°C on March 25?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-25,24h_prior,Will the highest temperature in Hong Kong be 25°C on March 25?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-25,24h_prior,Will the highest temperature in Hong Kong be 26°C on March 25?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-25,24h_prior,Will the highest temperature in Hong Kong be 27°C on March 25?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-25,24h_prior,Will the highest temperature in Hong Kong be 28°C or higher on March 25?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-26,event_day_open,Will the highest temperature in Hong Kong be 18°C or below on March 26?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-26,event_day_open,Will the highest temperature in Hong Kong be 19°C on March 26?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-26,event_day_open,Will the highest temperature in Hong Kong be 20°C on March 26?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-26,event_day_open,Will the highest temperature in Hong Kong be 21°C on March 26?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-26,event_day_open,Will the highest temperature in Hong Kong be 22°C on March 26?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-26,event_day_open,Will the highest temperature in Hong Kong be 23°C on March 26?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-26,event_day_open,Will the highest temperature in Hong Kong be 24°C on March 26?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-26,event_day_open,Will the highest temperature in Hong Kong be 25°C on March 26?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-26,event_day_open,Will the highest temperature in Hong Kong be 26°C on March 26?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-26,event_day_open,Will the highest temperature in Hong Kong be 27°C on March 26?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-26,event_day_open,Will the highest temperature in Hong Kong be 28°C or higher on March 26?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-27,24h_prior,Will the highest temperature in Hong Kong be 19°C or below on March 27?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-27,24h_prior,Will the highest temperature in Hong Kong be 20°C on March 27?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-27,24h_prior,Will the highest temperature in Hong Kong be 21°C on March 27?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-27,24h_prior,Will the highest temperature in Hong Kong be 22°C on March 27?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-27,24h_prior,Will the highest temperature in Hong Kong be 23°C on March 27?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-27,24h_prior,Will the highest temperature in Hong Kong be 24°C on March 27?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-27,24h_prior,Will the highest temperature in Hong Kong be 25°C on March 27?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-27,24h_prior,Will the highest temperature in Hong Kong be 26°C on March 27?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-27,24h_prior,Will the highest temperature in Hong Kong be 27°C on March 27?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-27,24h_prior,Will the highest temperature in Hong Kong be 28°C on March 27?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-27,24h_prior,Will the highest temperature in Hong Kong be 29°C or higher on March 27?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-27,event_day_open,Will the highest temperature in Hong Kong be 19°C or below on March 27?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-27,event_day_open,Will the highest temperature in Hong Kong be 20°C on March 27?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-27,event_day_open,Will the highest temperature in Hong Kong be 21°C on March 27?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-27,event_day_open,Will the highest temperature in Hong Kong be 22°C on March 27?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-27,event_day_open,Will the highest temperature in Hong Kong be 23°C on March 27?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-27,event_day_open,Will the highest temperature in Hong Kong be 24°C on March 27?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-27,event_day_open,Will the highest temperature in Hong Kong be 25°C on March 27?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-27,event_day_open,Will the highest temperature in Hong Kong be 26°C on March 27?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-27,event_day_open,Will the highest temperature in Hong Kong be 27°C on March 27?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-27,event_day_open,Will the highest temperature in Hong Kong be 28°C on March 27?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-27,event_day_open,Will the highest temperature in Hong Kong be 29°C or higher on March 27?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-28,24h_prior,Will the highest temperature in Hong Kong be 18°C or below on March 28?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-28,24h_prior,Will the highest temperature in Hong Kong be 19°C on March 28?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
2026-03-28,24h_prior,Will the highest temperature in Hong Kong be 20°C on March 28?,event_label,outputs/v2/diagnostics/phase10_gp_market_comparison/phase10_exact_common_support_event_panel.csv
