event_date,empirical_period,contract_key,12h_prior,24h_prior,6h_prior,event_day_open,contract_complete,taec_date_eligible
2026-04-30,market_development,70953357549837257926005976055218580091842441016996226274612474643045210981801,0.0215,,0.0485,0.0315,False,False
2026-04-30,market_development,86634081006768088679952772517484542165690893607224514816063694819285166969738,0.0015,,0.001,0.0005,False,False
2026-04-30,market_development,96394190312334567473356531036091600606609538532694314104976217940793896861752,0.001,,0.0005,0.0005,False,False
2026-04-30,market_development,99476611839931606930737592364209583628495445695100418696606993168892891923566,0.15,,0.2,0.255,False,False
2026-05-01,market_development,100808016941521787531021701374842386932070298742988274499461546013047922065481,0.005,0.0055,0.0035,0.003,True,True
2026-05-01,market_development,38887676108194370693911926295565069195496402081015306277779949187239623444841,0.365,0.365,0.425,0.445,True,True
2026-05-01,market_development,48034274784765486293107518690899253490859640458213446542444385582816652851302,0.14,0.115,0.03,0.0145,True,True
2026-05-01,market_development,48286639853934577933596923799254398027201205983375728468611300111544981455622,0.135,0.145,0.29,0.245,True,True
2026-05-01,market_development,48747411854567939377615928172063637224305410914656943832121082648433144636365,0.005,0.0145,0.0025,0.0025,True,True
2026-05-01,market_development,55487850658294666387235040133187823089033746511526190687675060457191099181232,0.001,0.001,0.0005,0.001,True,True
2026-05-01,market_development,59778322070447291832013361768934933772703147581272016838623784568885800029776,0.029,0.0365,0.058,0.0275,True,True
2026-05-01,market_development,60974293682574104962042314322923401149159400648468380657519799495513419544385,0.365,0.315,0.205,0.245,True,True
2026-05-01,market_development,61412394799291065659672172407033880102871119318534780351140067444804250027950,0.002,0.0025,0.0005,0.001,True,True
2026-05-01,market_development,62959743954308978724316124006756701227510167263367723066151632368666102670247,0.001,0.002,0.001,0.0005,True,True
2026-05-01,market_development,75260497244404232736106067878468609556285607306925535519555533661746630931591,0.028,0.0285,0.0055,0.0075,True,True
2026-05-02,market_development,19904683982352083698196270971644521419684835378315437848683070131957753359603,0.0025,0.003,0.002,0.0015,True,True
2026-05-02,market_development,31255432633457687312661503766191861129841905649431283474568991860912493117557,0.085,0.1,0.065,0.055,True,True
2026-05-02,market_development,38974711619046733874756349096368986550787565952421898948222552544658565146860,0.001,0.0015,0.0005,0.0015,True,True
2026-05-02,market_development,53771946134696182790564015992098013768706273293996458581921382327511040622451,0.0095,0.0085,0.0095,0.0075,True,True
2026-05-02,market_development,53812341625758655566012498545655727553754591123835931891221767771788572905537,0.0115,0.0335,0.005,0.007,True,True
2026-05-02,market_development,586088568333376748089640888223050649218631373406273551043898499595757438799,0.055,0.075,0.0325,0.01,True,True
2026-05-02,market_development,6964575325684391623932891816224015681756024590432230860546059676921465168999,0.195,0.18,0.365,0.3,True,True
2026-05-02,market_development,76463952229600236301444927933304191485668836487777907788646055108168693019034,0.39,0.405,0.445,0.48,True,True
2026-05-02,market_development,8149805057671439607674451630826434121877616865378935958178200073806298134252,0.0005,0.0035,0.0005,0.0005,True,True
2026-05-02,market_development,82552297214858931347910146511509651712338412842905619982827033361223732488372,0.0015,0.002,0.0015,0.0015,True,True
2026-05-02,market_development,94596352812490158509052296780353100304685850456694640160171583818062903781920,0.31,0.27,0.115,0.145,True,True
2026-05-03,market_development,111410091843448536341233837142071182079897792069150613274735878436102546564740,0.035,0.055,0.039,0.06,True,True
2026-05-03,market_development,112614273860755854329847113861447856154214968502329037158071849310884999974484,0.0005,0.0015,0.0005,0.0005,True,True
2026-05-03,market_development,15675225423908738312004325178965291571376971190339300808888304573728909721804,0.0005,0.0025,0.0005,0.0005,True,True
2026-05-03,market_development,19843375374939496011265105475589128338678224743349025244997981308854213864949,0.0015,0.004,0.002,0.001,True,True
2026-05-03,market_development,28860126515106115691772697301651664037818327170223470821728652267001479647445,0.0035,0.007,0.0045,0.0035,True,True
2026-05-03,market_development,40915820659694755924152472680772369134767580311555313192605845498177968711594,0.425,0.405,0.375,0.395,True,True
2026-05-03,market_development,54729194713526380949712398229942689473406134183270426014505031831217385505381,0.0005,0.0045,0.0005,0.0005,True,True
