event_date,empirical_period,model,positions,yes_positions,no_positions,net_pnl,entry_capital,mean_gap_closed_fraction,target_hit_positions,forced_open_positions,strategy,active
2026-06-02,market_development,raw,5,1,4,-0.28550000000000003,3.435,-0.005777077453631302,0,5,taec11,True
2026-06-02,market_development,static,4,2,2,-0.0855,1.5795,-0.005725372023135722,1,3,taec11,True
2026-06-02,market_development,rbf,5,3,2,-0.18500000000000003,1.6745,-0.7721297419336716,1,4,taec11,True
2026-06-02,market_development,matern32,4,2,2,-0.0855,1.5795,-0.053050462017492375,0,4,taec11,True
2026-06-03,market_development,raw,4,1,3,-0.21900000000000006,2.21,-0.02549162047652044,0,4,taec11,True
2026-06-03,market_development,static,5,3,2,-0.43800000000000006,1.494,-0.5088072012852691,0,5,taec11,True
2026-06-03,market_development,rbf,5,3,2,-0.43800000000000006,1.494,-0.5113040827938985,0,5,taec11,True
2026-06-03,market_development,matern32,5,3,2,-0.43800000000000006,1.494,-0.528452353755118,0,5,taec11,True
2026-06-04,market_development,raw,4,1,3,-0.32150000000000006,2.625,0.2234034503631961,0,4,taec11,True
2026-06-04,market_development,static,2,1,1,0.215,1.31,1.1318606288193243,1,1,taec11,True
2026-06-04,market_development,rbf,2,1,1,0.215,1.31,1.1454428583496326,1,1,taec11,True
2026-06-04,market_development,matern32,2,1,1,0.215,1.31,1.1111582814267351,1,1,taec11,True
2026-06-05,market_development,raw,5,1,4,-0.01849999999999999,3.75,0.1650694335285245,0,5,taec11,True
2026-06-05,market_development,static,5,1,4,-0.2885,3.42,-0.19373298335430753,1,4,taec11,True
2026-06-05,market_development,rbf,5,1,4,-0.2885,3.42,-0.1420196495787681,1,4,taec11,True
2026-06-05,market_development,matern32,5,1,4,-0.2885,3.42,-0.11592675827834135,1,4,taec11,True
2026-06-09,market_development,raw,7,1,6,-0.15750000000000008,5.078,0.00611122042259376,0,7,taec11,True
2026-06-09,market_development,static,9,4,5,-0.2910000000000001,4.337,-0.0067449100920178124,1,8,taec11,True
2026-06-09,market_development,rbf,9,4,5,-0.2910000000000001,4.337,-0.015203910951867825,1,8,taec11,True
2026-06-09,market_development,matern32,9,4,5,-0.2910000000000001,4.337,-0.01896775420805551,1,8,taec11,True
2026-06-10,market_development,raw,6,1,5,-0.345,4.6485,-0.279884378931461,0,6,taec11,True
2026-06-10,market_development,static,8,4,4,-0.4285000000000001,3.5635000000000003,-0.47346086889271055,1,7,taec11,True
2026-06-10,market_development,rbf,8,4,4,-0.4285000000000001,3.5635000000000003,-0.49425097612234004,1,7,taec11,True
2026-06-10,market_development,matern32,8,4,4,-0.4285000000000001,3.5635000000000003,-0.49712890483870087,1,7,taec11,True
2026-06-11,market_development,raw,7,1,6,-0.19050000000000006,5.1005,0.039990569703359555,0,7,taec11,True
2026-06-11,market_development,static,6,3,3,-0.12150000000000004,2.5255,0.012229428116341182,0,6,taec11,True
2026-06-11,market_development,rbf,6,3,3,-0.12150000000000004,2.5255,0.01607986916581977,0,6,taec11,True
2026-06-11,market_development,matern32,6,3,3,-0.12150000000000004,2.5255,0.01767801701541342,0,6,taec11,True
2026-06-12,market_development,raw,5,1,4,-0.19300000000000006,3.2,-0.051228313221289234,0,5,taec11,True
2026-06-12,market_development,static,7,4,3,-0.065,2.5900000000000003,0.09172756508919913,1,6,taec11,True
2026-06-12,market_development,rbf,7,4,3,-0.065,2.5900000000000003,0.11034236493723301,1,6,taec11,True
2026-06-12,market_development,matern32,7,4,3,-0.065,2.5900000000000003,0.12150372495571923,1,6,taec11,True
2026-06-13,market_development,raw,7,1,6,-0.293,5.4655000000000005,0.09783533665971492,0,7,taec11,True
2026-06-13,market_development,static,3,2,1,-0.0645,0.781,0.010243740921190223,0,3,taec11,True
2026-06-13,market_development,rbf,4,2,2,-0.019500000000000007,1.576,0.7992972676562561,1,3,taec11,True
2026-06-13,market_development,matern32,4,2,2,-0.019500000000000007,1.576,0.6528470110428413,1,3,taec11,True
2026-06-14,market_development,raw,6,1,5,-0.249,4.4365000000000006,0.20004169708563543,0,6,taec11,True
2026-06-14,market_development,static,5,2,3,-0.2365,2.407,-0.22228115179566452,1,4,taec11,True
2026-06-14,market_development,rbf,5,2,3,-0.2365,2.407,-0.18054995571502508,1,4,taec11,True
2026-06-14,market_development,matern32,5,2,3,-0.2365,2.407,-0.13365660269819737,1,4,taec11,True
2026-06-15,market_development,raw,6,1,5,-0.1755000000000001,4.259,0.1464860816841603,0,6,taec11,True
2026-06-15,market_development,static,4,2,2,-0.12000000000000008,1.6360000000000001,-0.40537581195281897,1,3,taec11,True
2026-06-15,market_development,rbf,5,3,2,-0.1745000000000001,1.686,-0.6406493596744783,1,4,taec11,True
2026-06-15,market_development,matern32,4,2,2,-0.12000000000000008,1.6360000000000001,-0.43949384097086963,1,3,taec11,True
2026-06-16,market_development,raw,6,1,5,-0.08749999999999997,4.0995,0.020759134179752576,0,6,taec11,True
2026-06-16,market_development,static,8,4,4,0.15200000000000002,3.3895,0.4800911045810269,1,7,taec11,True
2026-06-16,market_development,rbf,8,4,4,0.15200000000000002,3.3895,0.47350246706480575,1,7,taec11,True
2026-06-16,market_development,matern32,8,4,4,0.15200000000000002,3.3895,0.4824613340029102,1,7,taec11,True
2026-06-17,market_development,raw,6,1,5,0.09899999999999998,4.424,0.30636300127333277,0,6,taec11,True
2026-06-17,market_development,static,5,3,2,-0.07349999999999997,1.779,0.23505485560125572,2,3,taec11,True
2026-06-17,market_development,rbf,5,3,2,-0.07349999999999997,1.779,0.2587935263208639,2,3,taec11,True
2026-06-17,market_development,matern32,5,3,2,-0.23349999999999993,1.779,-0.922942800730836,1,4,taec11,True
2026-06-18,market_development,raw,7,1,6,-0.2829999999999999,5.2085,0.06313934817213535,0,7,taec11,True
2026-06-18,market_development,static,8,4,4,-0.28300000000000003,3.6965,-0.0792784056034389,0,8,taec11,True
2026-06-18,market_development,rbf,8,4,4,-0.28300000000000003,3.6965,-0.07649787790063835,0,8,taec11,True
2026-06-18,market_development,matern32,8,4,4,-0.28300000000000003,3.6965,-0.08049860086267119,0,8,taec11,True
2026-06-19,market_development,raw,5,1,4,-0.20800000000000002,3.3275,0.045968402941418,0,5,taec11,True
2026-06-19,market_development,static,6,3,3,-0.07900000000000001,2.3485,0.5002204996132039,1,5,taec11,True
2026-06-19,market_development,rbf,6,3,3,-0.07900000000000001,2.3485,0.5198732019864928,1,5,taec11,True
2026-06-19,market_development,matern32,6,3,3,-0.07900000000000001,2.3485,0.42852830221334887,1,5,taec11,True
2026-06-20,market_development,raw,6,1,5,-0.3025,4.323,-0.3217848158328346,0,6,taec11,True
2026-06-20,market_development,static,7,5,2,-0.09949999999999998,1.6535,0.5120312497612877,3,4,taec11,True
2026-06-20,market_development,rbf,7,5,2,-0.09949999999999998,1.6535,0.4393440713946465,3,4,taec11,True
2026-06-20,market_development,matern32,7,5,2,-0.09949999999999998,1.6535,0.3229574949611641,3,4,taec11,True
2026-06-21,market_development,raw,6,1,5,-0.19699999999999995,4.135,0.11294918519438975,0,6,taec11,True
2026-06-21,market_development,static,8,4,4,-0.27699999999999997,3.4965,-0.7089434972915999,2,6,taec11,True
2026-06-21,market_development,rbf,8,4,4,-0.27699999999999997,3.4965,-0.6201611961088203,2,6,taec11,True
2026-06-21,market_development,matern32,8,4,4,-0.27699999999999997,3.4965,-0.653558508433027,2,6,taec11,True
2026-06-22,market_development,raw,6,1,5,-0.325,4.218,-0.19312617919691558,0,6,taec11,True
2026-06-22,market_development,static,6,4,2,-0.45899999999999996,1.5915,-0.35322833543271975,0,6,taec11,True
2026-06-22,market_development,rbf,6,4,2,-0.45899999999999996,1.5915,-0.36192129681706553,0,6,taec11,True
2026-06-22,market_development,matern32,6,4,2,-0.45899999999999996,1.5915,-0.37229591876887896,0,6,taec11,True
2026-06-23,market_development,raw,6,1,5,-0.1529999999999999,4.0875,0.15378146236361964,0,6,taec11,True
2026-06-23,market_development,static,8,4,4,-0.2889999999999999,3.2695,0.130450756275354,2,6,taec11,True
2026-06-23,market_development,rbf,8,4,4,-0.2889999999999999,3.2695,0.12465103881704148,1,7,taec11,True
2026-06-23,market_development,matern32,8,4,4,-0.2889999999999999,3.2695,0.13228280062105982,1,7,taec11,True
2026-06-24,market_development,raw,6,1,5,-0.13849999999999996,4.0225,-0.14743645520341517,0,6,taec11,True
2026-06-24,market_development,static,7,4,3,0.32000000000000006,2.424,0.6386094312745564,2,5,taec11,True
2026-06-24,market_development,rbf,7,4,3,0.32000000000000006,2.424,0.6638893098582128,2,5,taec11,True
2026-06-24,market_development,matern32,7,4,3,0.32000000000000006,2.424,0.6859695760441694,2,5,taec11,True
2026-06-25,market_development,raw,4,1,3,0.21549999999999994,2.2750000000000004,0.22606643420144562,0,4,taec11,True
2026-06-25,market_development,static,7,5,2,0.023499999999999924,1.5355,-0.03622227276364175,1,6,taec11,True
2026-06-25,market_development,rbf,7,5,2,0.023499999999999924,1.5355,-0.013421628708762654,1,6,taec11,True
2026-06-25,market_development,matern32,7,5,2,0.023499999999999924,1.5355,0.04624940578923747,1,6,taec11,True
2026-06-26,market_development,raw,5,1,4,-0.012499999999999997,3.2605,0.16877065477921555,0,5,taec11,True
2026-06-26,market_development,static,7,5,2,-0.12750000000000003,1.537,0.048686271500599405,0,7,taec11,True
2026-06-26,market_development,rbf,8,6,2,-0.15050000000000002,1.5505,0.024765393465984855,0,8,taec11,True
2026-06-26,market_development,matern32,7,5,2,-0.12750000000000003,1.537,0.06289694594397499,0,7,taec11,True
2026-06-27,market_development,raw,5,1,4,-0.04549999999999997,3.0785,-0.2945090529934436,0,5,taec11,True
2026-06-27,market_development,static,5,3,2,0.2855,1.37,0.4294777105078612,1,4,taec11,True
2026-06-27,market_development,rbf,5,3,2,0.2855,1.37,0.43408888780314336,1,4,taec11,True
2026-06-27,market_development,matern32,5,3,2,0.2855,1.37,0.4466413953969042,1,4,taec11,True
2026-06-28,market_development,raw,5,1,4,-0.23700000000000004,3.401,0.026136970730321073,0,5,taec11,True
2026-06-28,market_development,static,7,4,3,-0.138,2.2515,-0.047680827672766844,1,6,taec11,True
2026-06-28,market_development,rbf,7,4,3,-0.138,2.2515,-0.03324174504306606,1,6,taec11,True
2026-06-28,market_development,matern32,8,5,3,-0.15850000000000003,2.263,-0.08788141670158936,1,7,taec11,True
2026-06-29,market_development,raw,5,1,4,-0.058499999999999996,3.5175,0.1263091655266758,0,5,taec11,True
2026-06-29,market_development,static,7,4,3,-0.18250000000000008,2.254,-0.07767936510236702,1,6,taec11,True
2026-06-29,market_development,rbf,7,4,3,-0.18250000000000008,2.254,-0.07271792516448271,1,6,taec11,True
2026-06-29,market_development,matern32,7,4,3,-0.18250000000000008,2.254,-0.040761718313125486,1,6,taec11,True
2026-06-30,market_development,raw,5,1,4,-0.06300000000000003,3.0860000000000003,0.07710500275536696,0,5,taec11,True
2026-06-30,market_development,static,7,4,3,-0.06600000000000002,2.4225000000000003,0.2857975332249883,1,6,taec11,True
2026-06-30,market_development,rbf,7,4,3,-0.06600000000000002,2.4225000000000003,0.3024317576952448,1,6,taec11,True
2026-06-30,market_development,matern32,7,4,3,-0.06600000000000002,2.4225000000000003,0.34758462200682205,1,6,taec11,True
2026-07-01,external_validation,raw,5,1,4,-0.29550000000000004,3.24,-0.010494355359605745,0,5,taec11,True
2026-07-01,external_validation,static,6,4,2,-0.7115,1.7885000000000002,-1.932084772389607,0,6,taec11,True
2026-07-01,external_validation,rbf,6,4,2,-0.7115,1.7885000000000002,-2.149266892903644,0,6,taec11,True
2026-07-01,external_validation,matern32,5,3,2,-0.5085000000000001,1.5585,-0.8603079019048117,0,5,taec11,True
2026-07-02,external_validation,raw,5,1,4,-0.14350000000000002,3.0775,-0.1400076699842033,0,5,taec11,True
2026-07-02,external_validation,static,6,4,2,-0.28600000000000003,1.5790000000000002,-0.7198574223838387,0,6,taec11,True
2026-07-02,external_validation,rbf,6,4,2,-0.28600000000000003,1.5790000000000002,-0.782073102660096,0,6,taec11,True
2026-07-02,external_validation,matern32,6,4,2,-0.28600000000000003,1.5790000000000002,-0.898439862246795,0,6,taec11,True
2026-07-03,external_validation,raw,6,1,5,-0.3155,4.438000000000001,0.18900548315490648,0,6,taec11,True
2026-07-03,external_validation,static,6,3,3,-0.3995,2.382,-1.2268370355819356,1,5,taec11,True
2026-07-03,external_validation,rbf,7,4,3,-0.42650000000000005,2.402,-1.0231161542233205,1,6,taec11,True
2026-07-03,external_validation,matern32,6,3,3,-0.3995,2.382,-1.0555245900820514,1,5,taec11,True
2026-07-04,external_validation,raw,5,1,4,-0.1,3.065,-0.009997323125585822,0,5,taec11,True
2026-07-04,external_validation,static,4,2,2,-0.19700000000000004,1.3845,-0.41592276081678675,0,4,taec11,True
2026-07-04,external_validation,rbf,5,3,2,-0.21850000000000003,1.3975,-0.33101693830738044,0,5,taec11,True
2026-07-04,external_validation,matern32,5,3,2,-0.21850000000000003,1.3975,-0.3348454812360774,0,5,taec11,True
2026-07-05,external_validation,raw,5,1,4,-0.45599999999999996,3.512,-0.48006877828054295,0,5,taec11,True
2026-07-05,external_validation,static,7,4,3,0.11299999999999998,2.3285,0.7333279915183528,4,3,taec11,True
2026-07-05,external_validation,rbf,7,4,3,0.11299999999999998,2.3285,0.6785920354608762,4,3,taec11,True
2026-07-05,external_validation,matern32,7,4,3,0.11299999999999998,2.3285,0.4849819154365849,4,3,taec11,True
2026-07-06,external_validation,raw,7,1,6,-0.187,5.1335,-0.05262483776047522,0,7,taec11,True
2026-07-06,external_validation,static,5,3,2,-0.23349999999999999,1.626,-0.37240334518522894,0,5,taec11,True
2026-07-06,external_validation,rbf,7,5,2,-0.2235,1.7005,0.07539159782569498,1,6,taec11,True
2026-07-06,external_validation,matern32,7,5,2,-0.2235,1.7005,-0.010557564679331135,1,6,taec11,True
2026-07-07,external_validation,raw,6,1,5,-0.0825,4.0355,0.09949220437176319,0,6,taec11,True
2026-07-07,external_validation,static,8,4,4,0.11200000000000004,3.28,0.2624731693169631,1,7,taec11,True
2026-07-07,external_validation,rbf,8,4,4,0.11200000000000004,3.28,0.2682348116696177,1,7,taec11,True
2026-07-07,external_validation,matern32,8,4,4,0.11200000000000004,3.28,0.26929103318058867,1,7,taec11,True
2026-07-08,external_validation,raw,6,1,5,-0.10400000000000001,4.093,-0.1936404980904702,0,6,taec11,True
2026-07-08,external_validation,static,8,4,4,0.11899999999999998,3.2375000000000003,0.24666780012133127,0,8,taec11,True
2026-07-08,external_validation,rbf,8,4,4,0.11899999999999998,3.2375000000000003,0.2555064681769205,0,8,taec11,True
2026-07-08,external_validation,matern32,8,4,4,0.11899999999999998,3.2375000000000003,0.26803048036598337,0,8,taec11,True
2026-07-09,external_validation,raw,6,1,5,-0.24400000000000008,4.2575,-0.0122737214170582,0,6,taec11,True
2026-07-09,external_validation,static,6,3,3,-0.25600000000000006,2.3525,-0.28528464099617584,0,6,taec11,True
2026-07-09,external_validation,rbf,6,3,3,-0.25600000000000006,2.3525,-0.30266540637496075,0,6,taec11,True
2026-07-09,external_validation,matern32,6,3,3,-0.25600000000000006,2.3525,-0.3400385946128865,0,6,taec11,True
2026-07-10,external_validation,raw,7,1,6,-0.14800000000000005,5.062,0.04494775099293781,0,7,taec11,True
2026-07-10,external_validation,static,7,4,3,0.04949999999999995,2.54,0.25915855448919956,1,6,taec11,True
2026-07-10,external_validation,rbf,7,4,3,0.04949999999999995,2.54,0.26785744491512126,1,6,taec11,True
2026-07-10,external_validation,matern32,7,4,3,0.04949999999999995,2.54,0.27219618803599205,1,6,taec11,True
2026-07-11,external_validation,raw,6,1,5,-0.22449999999999998,4.5495,0.06956152643698359,0,6,taec11,True
2026-07-11,external_validation,static,5,2,3,-0.1795,2.324,-0.2722630377605226,1,4,taec11,True
2026-07-11,external_validation,rbf,5,2,3,-0.1795,2.324,-0.25764840844724696,1,4,taec11,True
2026-07-11,external_validation,matern32,5,2,3,-0.1795,2.324,-0.27936938309249904,1,4,taec11,True
2026-07-12,external_validation,raw,6,1,5,-0.11850000000000002,4.075,0.13774883910160932,0,6,taec11,True
2026-07-12,external_validation,static,7,3,4,-0.281,3.4215,0.06429580174202995,2,5,taec11,True
2026-07-12,external_validation,rbf,6,3,3,-0.28400000000000003,2.4585,-0.1048117884073126,1,5,taec11,True
2026-07-12,external_validation,matern32,6,3,3,-0.28400000000000003,2.4585,-0.08730110918513094,1,5,taec11,True
2026-07-13,external_validation,raw,5,1,4,-0.2335,3.1845000000000003,-0.0593041270771853,0,5,taec11,True
2026-07-13,external_validation,static,7,4,3,-0.6285,2.6455,-1.0247765599287268,0,7,taec11,True
2026-07-13,external_validation,rbf,7,4,3,-0.6285,2.6455,-1.1021419263276189,0,7,taec11,True
2026-07-13,external_validation,matern32,7,4,3,-0.6285,2.6455,-1.1805337931529876,0,7,taec11,True
2026-07-14,external_validation,raw,6,1,5,-0.13,4.0435,0.20008217499794423,0,6,taec11,True
2026-07-14,external_validation,static,8,4,4,-0.32100000000000006,3.2985,-0.06462763280592995,0,8,taec11,True
2026-07-14,external_validation,rbf,8,4,4,-0.32100000000000006,3.2985,-0.061622116705843305,0,8,taec11,True
2026-07-14,external_validation,matern32,8,4,4,-0.32100000000000006,3.2985,-0.06151498594101674,0,8,taec11,True
2026-07-15,external_validation,raw,7,1,6,0.3245,5.1315,0.2743971218708222,0,7,taec11,True
2026-07-15,external_validation,static,5,3,2,0.414,1.702,2.029130137992923,3,2,taec11,True
2026-07-15,external_validation,rbf,4,2,2,0.28900000000000003,1.482,0.8844079537794124,2,2,taec11,True
2026-07-15,external_validation,matern32,4,2,2,0.28900000000000003,1.482,0.9186261916139994,2,2,taec11,True
2026-07-16,external_validation,raw,6,1,5,0.26799999999999996,4.095,0.1275206317401483,0,6,taec11,True
2026-07-16,external_validation,static,8,4,4,0.6605,3.3895,0.7486026562242615,5,3,taec11,True
2026-07-16,external_validation,rbf,8,4,4,0.6605,3.3895,0.7641700927849723,5,3,taec11,True
2026-07-16,external_validation,matern32,8,4,4,0.6605,3.3895,0.7895901665751994,5,3,taec11,True
2026-07-17,external_validation,raw,6,1,5,0.33499999999999996,4.3165,-0.4711279722595332,0,6,taec11,True
2026-07-17,external_validation,static,7,4,3,0.3485,2.4865,1.5962853035199103,6,1,taec11,True
2026-07-17,external_validation,rbf,7,4,3,0.40349999999999997,2.4865,1.6216337368429954,6,1,taec11,True
2026-07-17,external_validation,matern32,7,4,3,0.3485,2.4865,1.728249449777904,6,1,taec11,True
2026-07-18,external_validation,raw,7,1,6,-0.20249999999999999,5.4385,0.04903879428406109,0,7,taec11,True
2026-07-18,external_validation,static,4,1,3,0.09050000000000001,2.45,0.8740547426270249,2,2,taec11,True
2026-07-18,external_validation,rbf,4,1,3,0.09050000000000001,2.45,0.8682976356532895,2,2,taec11,True
2026-07-18,external_validation,matern32,5,2,3,0.0955,2.595,0.8660669425309664,3,2,taec11,True
2026-07-19,external_validation,raw,7,1,6,-0.21200000000000002,5.1545000000000005,0.07181968332105858,0,7,taec11,True
2026-07-19,external_validation,static,8,4,4,0.017999999999999988,3.458,0.05711875490308179,1,7,taec11,True
2026-07-19,external_validation,rbf,8,4,4,-0.017000000000000057,3.458,0.05091629138022485,1,7,taec11,True
2026-07-19,external_validation,matern32,8,4,4,-0.017000000000000057,3.458,0.07033904293034243,2,6,taec11,True
2026-07-20,external_validation,raw,6,1,5,-0.08700000000000004,4.33,0.10385011586879676,0,6,taec11,True
2026-07-20,external_validation,static,5,3,2,-0.12100000000000005,1.6315,-0.16826201515577105,1,4,taec11,True
2026-07-20,external_validation,rbf,5,3,2,-0.12100000000000005,1.6315,-0.1428271094938336,1,4,taec11,True
2026-07-20,external_validation,matern32,5,3,2,-0.12100000000000005,1.6315,-0.13596949546328338,1,4,taec11,True
2026-07-21,external_validation,raw,6,1,5,-0.137,4.0965,0.027660071628232013,0,6,taec11,True
2026-07-21,external_validation,static,8,4,4,-0.08499999999999996,3.2995,-0.11604679204328891,1,7,taec11,True
2026-07-21,external_validation,rbf,8,4,4,-0.08499999999999996,3.2995,-0.06685436866058912,1,7,taec11,True
2026-07-21,external_validation,matern32,8,4,4,-0.08499999999999996,3.2995,-0.05587094843765243,1,7,taec11,True
2026-07-22,external_validation,raw,6,1,5,-0.21249999999999997,4.221,0.11918624929798118,0,6,taec11,True
2026-07-22,external_validation,static,6,3,3,-0.26699999999999996,2.3185000000000002,-0.379603104912839,0,6,taec11,True
2026-07-22,external_validation,rbf,6,3,3,-0.26699999999999996,2.3185000000000002,-0.39467941736384066,0,6,taec11,True
2026-07-22,external_validation,matern32,5,3,2,-0.20700000000000002,1.4485000000000001,-0.15297764380740325,0,5,taec11,True
2026-07-23,external_validation,raw,5,1,4,-0.1070000000000001,3.139,-0.4132499990086035,0,5,taec11,True
2026-07-23,external_validation,static,5,3,2,-0.185,1.5554999999999999,-0.4733215250152039,1,4,taec11,True
2026-07-23,external_validation,rbf,5,3,2,-0.185,1.5554999999999999,-0.49050471228179127,1,4,taec11,True
2026-07-23,external_validation,matern32,5,3,2,-0.185,1.5554999999999999,-0.5273926423626052,1,4,taec11,True
2026-07-24,external_validation,raw,5,1,4,-0.11150000000000002,3.057,0.09516274538653846,0,5,taec11,True
2026-07-24,external_validation,static,7,4,3,-0.38500000000000006,2.4095,-0.2676545881308507,0,7,taec11,True
2026-07-24,external_validation,rbf,7,4,3,-0.38500000000000006,2.4095,-0.2756343607271355,0,7,taec11,True
2026-07-24,external_validation,matern32,7,4,3,-0.38500000000000006,2.4095,-0.28074008192627264,0,7,taec11,True
2026-07-25,external_validation,raw,6,1,5,0.3345,4.445,0.34285379987825176,0,6,taec11,True
2026-07-25,external_validation,static,6,3,3,-0.4085,2.3325,-0.6112781212669974,1,5,taec11,True
2026-07-25,external_validation,rbf,6,3,3,-0.4085,2.3325,-0.646999071680519,1,5,taec11,True
2026-07-25,external_validation,matern32,6,3,3,-0.4085,2.3325,-0.6285803551696346,1,5,taec11,True
2026-07-26,external_validation,raw,6,1,5,0.30700000000000005,4.42,0.19845616528183566,0,6,taec11,True
2026-07-26,external_validation,static,5,4,1,0.05949999999999998,0.7629999999999999,0.46172319962244623,1,4,taec11,True
2026-07-26,external_validation,rbf,5,4,1,0.05949999999999998,0.7629999999999999,0.4372879276605473,1,4,taec11,True
2026-07-26,external_validation,matern32,5,4,1,0.05949999999999998,0.7629999999999999,0.5163720172844635,1,4,taec11,True
2026-07-27,external_validation,raw,6,1,5,-0.314,4.73,-0.0720898431103542,0,6,taec11,True
2026-07-27,external_validation,static,6,3,3,-0.45400000000000007,2.5105,-1.0283977857005144,0,6,taec11,True
2026-07-27,external_validation,rbf,6,3,3,-0.45400000000000007,2.5105,-1.0713232664709582,0,6,taec11,True
2026-07-27,external_validation,matern32,7,3,4,-0.389,3.2555,-0.32341255104931693,1,6,taec11,True
2026-07-28,external_validation,raw,6,1,5,0.02999999999999998,4.315,0.050726355130762533,0,6,taec11,True
2026-07-28,external_validation,static,6,4,2,0.009999999999999967,1.5830000000000002,0.15973130888076012,1,5,taec11,True
2026-07-28,external_validation,rbf,6,4,2,0.009999999999999967,1.5830000000000002,0.17512428826863402,1,5,taec11,True
2026-07-28,external_validation,matern32,6,4,2,0.009999999999999967,1.5830000000000002,0.2044462442626361,1,5,taec11,True
2026-07-29,external_validation,raw,7,1,6,-0.15749999999999997,5.043,0.03143898105882278,0,7,taec11,True
2026-07-29,external_validation,static,7,3,4,0.1825,3.4130000000000003,0.4773363813578115,1,6,taec11,True
2026-07-29,external_validation,rbf,7,3,4,0.1825,3.4130000000000003,0.4879074242425088,1,6,taec11,True
2026-07-29,external_validation,matern32,7,3,4,0.1825,3.4130000000000003,0.4900343559227859,1,6,taec11,True
2026-07-30,external_validation,raw,7,1,6,-0.11449999999999995,5.0275,0.1300838546371405,0,7,taec11,True
2026-07-30,external_validation,static,7,3,4,-0.11099999999999997,3.4095,0.12687638330852327,0,7,taec11,True
2026-07-30,external_validation,rbf,7,3,4,-0.11099999999999997,3.4095,0.13095086725877206,0,7,taec11,True
2026-07-30,external_validation,matern32,6,3,3,-0.09599999999999997,2.4495,0.11928512489605629,0,6,taec11,True
2026-07-31,external_validation,raw,6,1,5,-0.15799999999999997,4.1,-0.1778016447515454,0,6,taec11,True
2026-07-31,external_validation,static,7,4,3,0.252,2.5060000000000002,0.42257712867470243,1,6,taec11,True
2026-07-31,external_validation,rbf,8,4,4,0.056999999999999995,3.266,-0.6907963452295982,1,7,taec11,True
2026-07-31,external_validation,matern32,7,4,3,0.252,2.5060000000000002,0.4520377339850118,1,6,taec11,True
2026-08-01,external_validation,raw,7,1,6,-0.153,5.0925,-0.05072858428121585,0,7,taec11,True
2026-08-01,external_validation,static,9,4,5,0.172,4.2775,0.3205965735760114,1,8,taec11,True
2026-08-01,external_validation,rbf,9,4,5,0.172,4.2775,0.3277467674233675,1,8,taec11,True
2026-08-01,external_validation,matern32,9,4,5,0.172,4.2775,0.33204386008539566,1,8,taec11,True
2026-08-02,external_validation,raw,5,1,4,-0.18500000000000005,3.16,-0.10511906002190567,0,5,taec11,True
2026-08-02,external_validation,static,5,3,2,-0.09750000000000003,1.6179999999999999,-0.03212309652062888,1,4,taec11,True
2026-08-02,external_validation,rbf,5,3,2,-0.09750000000000003,1.6179999999999999,-0.012941240701194495,1,4,taec11,True
2026-08-02,external_validation,matern32,5,3,2,-0.09750000000000003,1.6179999999999999,-0.006171602349167173,1,4,taec11,True
2026-08-03,external_validation,raw,6,1,5,0.21350000000000002,4.11,0.2735153039907113,0,6,taec11,True
2026-08-03,external_validation,static,5,3,2,0.36700000000000005,1.6655,1.7153291085777806,3,2,taec11,True
2026-08-03,external_validation,rbf,4,2,2,0.277,1.4505000000000001,0.8370400586976647,2,2,taec11,True
2026-08-03,external_validation,matern32,4,2,2,0.277,1.4505000000000001,0.8693625797231193,2,2,taec11,True
2026-08-04,external_validation,raw,6,1,5,-0.4605,4.575,-0.3698162396494907,0,6,taec11,True
2026-08-04,external_validation,static,7,4,3,0.34,2.591,0.7934876586240949,3,4,taec11,True
2026-08-04,external_validation,rbf,7,4,3,0.34,2.591,0.7996686788939014,3,4,taec11,True
2026-08-04,external_validation,matern32,7,4,3,0.34,2.591,0.7641059323334822,3,4,taec11,True
2026-08-05,external_validation,raw,7,1,6,-0.28300000000000003,5.2,-0.5514344570226408,0,7,taec11,True
2026-08-05,external_validation,static,5,2,3,-0.4465,2.49,-1.9873385299967878,1,4,taec11,True
2026-08-05,external_validation,rbf,5,2,3,-0.4465,2.49,-2.073816079964403,1,4,taec11,True
2026-08-05,external_validation,matern32,5,2,3,-0.4465,2.49,-2.4949987763671464,1,4,taec11,True
2026-08-06,external_validation,raw,6,1,5,-0.19499999999999998,4.185,0.1257959790522816,0,6,taec11,True
2026-08-06,external_validation,static,5,3,2,-0.226,1.5665,-0.2181810039788507,0,5,taec11,True
2026-08-06,external_validation,rbf,5,3,2,-0.226,1.5665,-0.21642438226388064,0,5,taec11,True
2026-08-06,external_validation,matern32,5,3,2,-0.226,1.5665,-0.22406402904989067,0,5,taec11,True
2026-08-07,external_validation,raw,7,1,6,-0.18,5.0735,0.08418349897201767,0,7,taec11,True
2026-08-07,external_validation,static,8,4,4,-0.282,3.262,-0.27962247921747413,0,8,taec11,True
2026-08-07,external_validation,rbf,8,4,4,-0.282,3.262,-0.29345075152819317,0,8,taec11,True
2026-08-07,external_validation,matern32,8,4,4,-0.282,3.262,-0.3303109749170236,0,8,taec11,True
2026-08-08,external_validation,raw,5,1,4,0.19499999999999995,3.4850000000000003,0.2888848542750958,0,5,taec11,True
2026-08-08,external_validation,static,7,4,3,-0.399,2.745,-0.570554984394646,1,6,taec11,True
